Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
CIN,Reds,9.83245,9.1399,27.7784,27.7784,0,0,0,164.567,690.096,155.48,81.6673,75.1339,26.2999,150.402,50.8877,0.8192,4.11109,4.10901,1.254,8.22535,2.783,2.95557,1.43832,0.217944,0.0737401,0.14420351386070251,,0.244812,0.281809,0.735488,4.38746,633.2,3.837575757575758,622,3.7696969696969695,2.43456,2.57268,4.19571,-0.120984,0.93692,10.9295,4.19571,0.120984,3.75077,219.72000122070312,18,NL,Andrew Abbott,671096,29911,29911
CIN,Reds,8.97643,8.26353,26.7093,26.7093,0,0,0,152.656,640.429,141.806,74.2117,68.2747,22.192,155.091,39.1489,1.09077,13.4346,4.0252,1.18538,9.14354,2.30806,3.96156,1.30835,0.242167,0.0611293,0.18103811517357826,,0.241231,0.291343,0.712164,4.02645,646.4000000000001,4.2248366013071905,633,4.137254901960785,2.42988,2.58954,2.08502,0.148782,0.753158,11.5402,2.08502,-0.148782,3.99579,121.75,18,NL,Nick Lodolo,666157,26378,26378
PIT,Pirates,9.41307,11.4716,29.7754,29.7754,0,0,0,176.68,752.17,175.259,92.1004,84.7323,22.3552,155.046,52.6483,0.882023,10.1253,4.31623,1.28994,7.89798,2.68189,2.94493,1.13876,0.206131,0.0699952,0.13613608479499817,,0.25422,0.298642,0.690742,4.0908,705.1999999999998,3.9841807909604507,720,4.067796610169491,2.35924,2.09568,2.10949,-0.172136,1.28122,13.3243,2.10949,0.172136,3.2917,532.8400268554688,27,NL,Mitch Keller,656605,17594,17594
LAD,Dodgers,7.96051,5.75238,22.4476,22.4476,0,0,0,129.214,531.335,103.597,57.5209,52.9192,15.8293,151.18,48.318,0.459041,3.40812,3.68593,1.17568,10.53,3.36544,3.12886,1.10254,0.284529,0.0909369,0.19359181076288223,,0.216002,0.280766,0.727484,3.58864,636.4,4.933333333333334,586,4.542635658914729,2.3481,2.2687,2.58889,-0.609561,0.555002,10.7366,2.58889,0.609561,4.26,117.62000274658203,22,NL,Tyler Glasnow,607192,14374,14374
CIN,Reds,10.6959,11.1869,29.0119,29.0119,0,0,0,167.056,711.727,162.686,88.7719,81.6701,23.8949,155.421,53.3732,0.635449,9.53415,4.3999,1.29333,8.37316,2.87543,2.91196,1.28731,0.218372,0.0749912,0.14338050037622452,,0.250741,0.295611,0.697058,4.26358,637.8,3.8191616766467065,644,3.856287425149701,2.3478,2.01323,2.59063,0.179823,1.44013,12.0384,2.59063,-0.179823,3.07982,367.80999755859375,18,NL,Brady Singer,663903,25377,25377
NYM,Mets,10.6726,7.86193,25.8433,25.8433,0,0,0,152.808,645.086,134.281,68.2896,62.8264,16.1504,150.775,57.5177,0.801616,8.61437,3.7003,1.25516,8.88021,3.38763,2.62136,0.951217,0.233728,0.0891628,0.14456512033939362,,0.231937,0.286705,0.730011,3.83407,688.0000000000001,4.496732026143792,658,4.300653594771242,2.34369,2.77591,3.34508,1.52022,0.859183,11.2963,3.34508,-1.52022,3.85442,88.3499984741211,25,NL,Nolan McLean,690997,33703,33703
NYM,Mets,9.39744,7.38486,27.6161,27.6161,0,0,0,160.562,690.078,154.468,76.6076,70.479,15.6548,143.369,61.5851,1.80537,7.36347,3.95057,1.34561,8.03628,3.45204,2.32798,0.877503,0.207758,0.0892438,0.11851388961076736,,0.24869,0.300394,0.718287,3.90506,673.2000000000002,4.1813664596273314,676,4.198757763975156,2.334,2.34298,3.78985,-0.0832347,1.19859,12.7868,3.78985,0.0832347,3.40188,485.54998779296875,25,NL,David Peterson,656849,20302,20302
SEA,Mariners,11.0081,9.77028,28.6426,28.6426,0,0,0,173.668,718.613,158.234,81.7318,75.1933,24.1744,161.434,48.4872,1.09978,6.51755,3.89674,1.19032,8.36601,2.51275,3.32943,1.25279,0.224647,0.0674733,0.15717396140098572,,0.238445,0.28046,0.722996,4.03577,738.6000000000001,4.244827586206897,715,4.109195402298851,2.28436,1.94183,2.56573,1.49725,0.868004,13.8694,2.56573,-1.49725,3.84266,171.25999450683594,11,AL,Luis Castillo,622491,15689,15689
LAD,Dodgers,9.21297,5.66438,23.1625,33.3413,0,0.312609,0,133.517,547.96,111.128,63.0892,58.042,18.907,151.535,42.8518,0.895386,5.44655,3.91246,1.15326,10.2146,2.88852,3.53626,1.27447,0.276543,0.0782023,0.19834113866090775,,0.222407,0.28012,0.712813,3.79136,629.2999999999998,4.696268656716417,583,4.350746268656716,2.28121,1.955,2.12539,-0.146174,0.696695,8.40075,2.12539,0.146174,4.07107,110.3499984741211,22,NL,Emmet Sheehan,686218,29839,29839
BAL,Orioles,8.76319,7.91129,25.3546,25.3546,0,0,0,147.008,620.35,140.11,71.4917,65.7723,17.4618,127.939,47.3976,1.1785,5.05049,4.02667,1.2755,7.83261,2.90174,2.69928,1.06903,0.206237,0.0764045,0.12983250617980957,,0.246715,0.290291,0.711488,4.00903,614.6999999999999,4.181632653061224,614,4.1768707482993195,2.25937,1.85322,4.16383,1.29813,0.66062,10.6933,4.16383,-1.29813,4.11917,148.9499969482422,2,AL,Trevor Rogers,669432,22286,22286
ARI,Diamondbacks,10.5768,7.97132,27.0703,27.0703,0,0,0,163.164,681.909,155.11,80.1897,73.7745,21.49,147.239,48.0625,1.05555,3.92919,4.06934,1.2452,8.12157,2.65109,3.06349,1.18537,0.215922,0.0704823,0.14543922245502472,,0.246238,0.289729,0.710527,3.99848,682.9000000000001,4.18957055214724,680,4.171779141104294,2.17979,2.33298,2.62473,0.251609,0.937378,12.5532,2.62473,-0.251609,3.75016,277.54998779296875,15,NL,Merrill Kelly,518876,11156,11156
LAA,Angels,8.1773,9.84274,29.0941,29.0941,0,0,0,166.243,708.018,159.603,85.0719,78.2662,25.3323,168.612,59.6422,1.57833,5.00588,4.23714,1.31882,9.12826,3.22889,2.82706,1.37143,0.238147,0.0842382,0.1539084017276764,,0.248073,0.29876,0.730075,4.25422,647.9000000000001,3.9030120481927715,648,3.9036144578313254,2.13975,1.81827,4.07462,-0.0758,1.29505,11.5089,4.07462,0.0758,3.27326,497.8399963378906,1,AL,Yusei Kikuchi,579328,20633,20633
DET,Tigers,9.08949,8.48241,26.5025,26.5025,0,0,0,145.799,612.993,144.185,72.4724,66.6746,19.547,127.146,39.1716,0.92872,5.36114,4.11575,1.2576,7.84857,2.41802,3.24587,1.20662,0.207418,0.0639021,0.1435159221291542,,0.253642,0.295515,0.710839,4.05022,582.0000000000001,3.9863013698630145,592,4.054794520547945,2.11661,1.81229,2.94847,1.49339,0.688648,9.61547,2.94847,-1.49339,4.0818,280.04998779296875,6,AL,Casey Mize,663554,20492,20492
TBR,Rays,7.00799,5.51881,18.7673,18.7673,0,0,0,110.003,451.069,96.012,48.7929,44.8895,13.7165,116.919,33.2598,0.675717,2.69745,3.67267,1.17516,9.5658,2.72118,3.51531,1.12223,0.259203,0.0737355,0.1854678988456726,,0.231292,0.289287,0.73117,3.61102,518.1999999999999,4.71090909090909,494,4.490909090909091,2.10402,1.9835,5.14007,-1.45562,0.428658,8.81683,5.14007,1.45562,4.42846,192.0800018310547,12,AL,Shane McClanahan,663556,21483,21483
NYM,Mets,10.8219,8.9936,26.9374,28.6585,0.464265,0.277867,4.96266,150.452,648.676,145.159,70.227,64.6088,13.6989,124.551,56.5066,1.5929,8.90365,3.86487,1.3404,7.4506,3.3802,2.20419,0.819465,0.192008,0.0871107,0.10489775985479355,,0.248874,0.295406,0.720263,3.96739,612.8,4.085333333333333,620,4.133333333333334,2.08141,2.34277,3.48274,0.211152,1.17043,8.99432,3.48274,-0.211152,3.43942,348.3699951171875,25,NL,Clay Holmes,605280,13649,13649
KCR,Royals,10.1417,10.3575,27.5168,27.5168,0,0,0,163.41,692.21,163.038,85.9504,79.0744,22.0681,125.99,48.4735,0.651508,5.17464,4.35511,1.29436,6.93902,2.66973,2.59914,1.21542,0.182011,0.0700272,0.11198348551988602,,0.255321,0.287398,0.695182,4.33366,604.8,3.7104294478527606,622,3.815950920245399,2.07058,1.54995,4.45488,0.722476,1.17435,11.4897,4.45488,-0.722476,3.4342,613.02001953125,7,AL,Michael Wacha,608379,14078,14078
TBR,Rays,10.9941,10.2304,29.7308,29.7308,0,0,0,167.87,698.496,144.018,81.6926,75.1572,25.2557,171.681,58.2244,0.974165,7.75234,4.0294,1.20476,9.20431,3.12158,2.9486,1.35403,0.245786,0.0833568,0.16242939978837967,,0.227689,0.272651,0.722355,4.22463,707.3000000000001,4.210119047619048,661,3.9345238095238093,2.06682,2.27297,3.62499,0.441821,1.03857,12.2069,3.62499,-0.441821,3.61524,124.62000274658203,12,AL,Ryan Pepiot,686752,26221,26221
PIT,Pirates,6.83204,7.08847,22.4511,36.4581,0,1.4646,1.40962,133.296,565.506,129.53,62.0175,57.0561,13.5674,120.16,42.346,1.54524,5.57603,3.85237,1.28943,8.1131,2.85916,2.83758,0.916059,0.212483,0.0748817,0.13760116696357727,,0.250258,0.302098,0.718585,3.73397,574,4.315789473684211,583,4.383458646616542,2.0619,2.14531,2.80011,0.367108,0.464102,6.45723,2.80011,-0.367108,4.3812,243.8300018310547,27,NL,Braxton Ashcraft,677952,23793,23793
PIT,Pirates,8.6238,7.6689,25.1226,31.4276,0.0235502,0.31692,0,143.355,610.179,133.982,72.0353,66.2725,17.612,135.893,50.7949,0.967018,7.9951,4.16066,1.28894,8.53151,3.18895,2.67533,1.1057,0.22271,0.0832458,0.1394641473889351,,0.242989,0.292471,0.704106,4.06667,583.4000000000001,4.079720279720281,576,4.027972027972028,2.05466,1.86065,3.96088,0.273529,0.800864,9.24861,3.96088,-0.273529,3.93218,151.8000030517578,27,NL,Bubba Chandler,696149,29868,29868
TOR,Blue Jays,8.1271,7.50943,21.5705,33.6197,0.153263,0.831326,0.516547,135.717,571.567,126.698,66.3034,60.9992,18.2703,138.727,44.0428,1.50037,5.88872,4.04512,1.25807,9.19958,2.92067,3.14982,1.21158,0.242713,0.0770563,0.1656568944454193,,0.242887,0.297358,0.719453,3.94457,586.8000000000002,4.314705882352943,578,4.25,2.04869,1.60635,3.13434,-0.772818,0.594803,9.20569,3.13434,0.772818,4.20693,256.5799865722656,14,AL,Cody Ponce,664074,17920,17920
ARI,Diamondbacks,12.2461,10.4103,29.2106,29.2106,0,0,0,176.923,746.038,167.863,89.6523,82.4801,23.0077,167.667,57.3152,0.899886,6.01189,4.19572,1.27275,8.52914,2.91559,2.92535,1.17039,0.224744,0.0768261,0.1479174792766571,,0.245878,0.294401,0.702326,4.00414,737.1000000000001,4.164406779661018,733,4.141242937853107,2.02117,2.21478,4.15647,0.0969489,1.45309,12.844,4.15647,-0.0969489,3.06255,222.77999877929688,15,NL,Zac Gallen,668678,19291,19291
BAL,Orioles,9.11681,9.08695,27.4664,27.4664,0,0,0,155.616,656.288,143.008,78.0085,71.7678,21.9213,153.625,52.2263,0.719294,7.74204,4.15067,1.25459,8.88488,3.02049,2.94154,1.26781,0.234082,0.0795783,0.15450415015220642,,0.239817,0.287772,0.712426,4.14808,640,4.102564102564102,622,3.9871794871794872,2.01022,1.68959,3.08967,-1.7327,0.907039,11.368,3.08967,1.7327,3.79062,191.19000244140625,2,AL,Shane Baz,669358,22264,22264
MIN,Twins,8.28655,9.35723,27.0928,27.0928,0,0,0,157.274,653.635,152.816,83.8227,77.1169,27.026,142.648,37.3684,0.554316,5.78346,4.41301,1.20926,8.16303,2.13841,3.81734,1.54657,0.218238,0.0571701,0.16106795519590378,,0.25032,0.285361,0.69815,4.37818,588.8999999999999,3.750955414012738,591,3.7643312101910826,1.98927,1.32415,2.04142,-0.351869,1.04688,11.129,2.04142,0.351869,3.60415,431.739990234375,8,AL,Bailey Ober,641927,21224,21224
CHC,Cubs,10.2382,7.62554,25.5166,25.5166,0,0,0,154.408,628.578,141.589,74.3674,68.418,27.6544,141.444,32.7256,0.705316,3.96506,3.98788,1.12892,8.24436,1.90748,4.32213,1.61189,0.225023,0.0520629,0.17295977473258972,,0.239216,0.269483,0.737081,4.3442,597.0000000000002,3.876623376623378,577,3.7467532467532467,1.98736,2.20491,3.48156,0.793027,0.8999,11.9898,3.48156,-0.793027,3.80013,161.0399932861328,17,NL,Shota Imanaga,684007,33829,33829
CLE,Guardians,9.87378,8.98587,28.4848,28.4848,0,0,0,163.002,693.551,143.332,78.0843,71.8375,20.4772,166.003,69.8461,0.836816,6.03763,3.96644,1.30783,9.16572,3.85649,2.3767,1.13063,0.239352,0.100708,0.13864456117153168,,0.232054,0.284923,0.732176,4.12806,692.4000000000001,4.247852760736197,659,4.042944785276074,1.94921,2.15332,2.36884,1.59253,1.18311,11.403,2.36884,-1.59253,3.42252,143.5500030517578,5,AL,Gavin Williams,668909,30122,30122
SFG,Giants,9.35044,10.2487,28.5979,28.5979,0,0,0,169.923,719.762,151.608,86.9269,79.9727,24.6914,176.06,66.7954,0.553807,6.88476,4.23578,1.28531,9.32509,3.53784,2.63581,1.30779,0.244609,0.092802,0.15180694311857224,,0.234657,0.284993,0.715185,4.25275,685.3,4.031176470588235,655,3.8529411764705883,1.93894,1.88771,1.96195,0.441678,1.31318,12.039,1.96195,-0.441678,3.2491,168.5,30,NL,Robbie Ray,592662,11486,11486
CHC,Cubs,8.54543,7.24873,24.3139,24.3139,0,0,0,135.231,569.932,116.059,65.0239,59.8219,16.4363,144.382,53.143,0.515558,7.20828,3.98133,1.25121,9.60902,3.53682,2.71685,1.09388,0.253332,0.0932445,0.16008707135915756,,0.227754,0.285646,0.712616,3.9187,608.6,4.508148148148148,575,4.2592592592592595,1.93586,1.9192,2.04457,-1.11339,0.629114,8.85775,2.04457,1.11339,4.16118,175.3300018310547,17,NL,Edward Cabrera,665795,21690,21690
TEX,Rangers,9.66412,10.236,29.3,29.3,0,0,0,163.244,692.807,144.962,84.5383,77.7752,23.8266,157.206,64.5282,0.775038,7.2942,4.28792,1.28329,8.6671,3.55758,2.43624,1.31361,0.226912,0.0931402,0.13377149403095245,,0.233439,0.275338,0.709418,4.42646,632,3.8773006134969323,601,3.687116564417178,1.88712,1.40933,2.85191,0.168897,1.20268,9.63639,2.85191,-0.168897,3.39642,231.22000122070312,13,AL,Jack Leiter,683004,30146,30146
BAL,Orioles,10.413,9.70274,28.3619,31.3491,0,0.308525,0,165.499,710.845,162.665,85.0101,78.2093,22.2719,150.535,55.6675,0.953871,10.9095,4.25309,1.31924,8.18623,3.02725,2.70418,1.21117,0.211769,0.0783118,0.13345737010240555,,0.25248,0.297783,0.712376,4.27228,627.6000000000001,3.8036363636363646,640,3.878787878787879,1.8715,1.49466,2.45136,0.857619,1.34352,11.5861,2.45136,-0.857619,3.20864,364.4100036621094,2,AL,Chris Bassitt,605135,12304,12304
MIA,Marlins,6.16397,6.19362,20.3013,26.6432,0,0.660682,0,115.633,483.687,113.755,56.1871,51.6922,14.1488,103.497,27.0373,1.3816,6.40152,4.02332,1.21758,8.05539,2.10437,3.82793,1.10123,0.213975,0.0558982,0.1580764427781105,,0.25265,0.299476,0.699309,3.80325,500.80000000000007,4.317241379310345,509,4.387931034482759,1.86113,1.69947,2.48439,-0.615073,0.223363,7.36658,2.48439,0.615073,4.70218,549.1300048828125,20,NL,Braxton Garrett,666129,21844,21844
NYY,Yankees,8.27672,7.57287,23.503,23.503,0,0,0,131.694,556.959,117.269,62.1055,57.1371,16.3187,131.226,49.9971,0.682631,6.46379,3.90477,1.27012,8.96801,3.41682,2.62466,1.11523,0.235611,0.0897681,0.1458429992198944,,0.234305,0.286017,0.728159,4.03931,569.8000000000002,4.316666666666668,546,4.136363636363637,1.84912,2.03923,3.52532,0.839835,0.543135,9.32409,3.52532,-0.839835,4.27582,121.36000061035156,9,AL,Cam Schlittler,693645,32095,32095
LAA,Angels,7.35388,8.52699,23.0476,30.383,0.0342404,0.461237,0.804887,135.13,573.421,123.678,69.7714,64.1897,18.685,147.259,50.3062,2.67517,6.20998,4.27521,1.28754,9.80788,3.35053,2.92726,1.24447,0.256808,0.0877299,0.16907843947410583,,0.239266,0.299159,0.704972,4.00789,568.9,4.214074074074074,554,4.103703703703704,1.8304,1.3128,4.80878,-1.02025,0.836429,8.23928,4.80878,1.02025,3.88476,332.9800109863281,1,AL,Reid Detmers,672282,27468,27468
SDP,Padres,7.22327,6.82992,20.8665,20.8665,0,0,0,121.021,505.27,113.893,57.9139,53.2808,16.334,115.255,31.0285,0.964297,8.20742,3.96233,1.19748,8.57118,2.3075,3.71449,1.21471,0.228106,0.0614097,0.1666962094604969,,0.244387,0.291703,0.712861,3.95763,515.2000000000002,4.257851239669423,510,4.214876033057851,1.8204,1.74726,2.17732,-0.139386,0.33562,9.37766,2.17732,0.139386,4.55251,302.9100036621094,29,NL,Joe Musgrove,605397,12970,12970
BOS,Red Sox,10.0714,9.46988,26.9132,26.9132,0,0,0,155.882,670.354,153.564,79.673,73.2991,18.1384,127.71,54.0383,0.603687,8.29974,4.23198,1.33179,7.37342,3.11994,2.36332,1.04723,0.190511,0.0806116,0.10989925265312195,,0.252566,0.293023,0.702104,4.20898,602.6000000000001,3.8628205128205138,616,3.948717948717949,1.81143,1.93145,3.00561,-0.398051,1.18102,11.1891,3.00561,0.398051,3.42531,438.3599853515625,3,AL,Brayan Bello,678394,23920,23920
LAA,Angels,6.9964,6.584,18.5155,18.5155,0,0,0,104.698,440.094,96.2718,50.3355,46.3087,13.7083,110.366,35.1222,0.510296,4.03053,3.98078,1.25499,9.48729,3.01917,3.14235,1.17839,0.250778,0.0798061,0.1709723323583603,,0.240114,0.298206,0.722431,3.85086,458.19999999999993,4.363809523809524,446,4.247619047619048,1.79289,1.53662,3.49294,-0.932962,0.233388,8.18463,3.49294,0.932962,4.68882,317.8800048828125,1,AL,Grayson Rodriguez,680570,24492,24492
NYY,Yankees,10.5262,8.33819,23.5586,23.5586,0,0,0,139.914,583.79,119.785,68.2987,62.8348,20.2799,148.256,50.7963,0.510797,6.05834,4.04186,1.21918,9.53661,3.26747,2.91865,1.30451,0.253955,0.0870112,0.16694388538599014,,0.227324,0.277638,0.71934,4.11924,603,4.307142857142857,565,4.035714285714286,1.78917,1.92875,2.26743,0.736604,0.832164,10.6007,2.26743,-0.736604,3.89045,199.94000244140625,9,AL,Carlos Rodón,607074,16137,16137
NYM,Mets,7.50952,6.9809,21.5076,35.6069,0,0.39524,0.055176,131.825,547.237,116.236,65.9115,60.6386,19.0513,138.186,40.2129,0.647996,7.17758,4.13994,1.18679,9.43429,2.74543,3.43636,1.30068,0.252516,0.0734836,0.1790323257446289,,0.232543,0.28366,0.697637,3.99587,576.5000000000001,4.367424242424243,548,4.151515151515151,1.77698,1.47502,3.09834,-0.658196,0.622174,8.24286,3.09834,0.658196,4.17044,339.7799987792969,25,NL,Sean Manaea,640455,15873,15873
MIN,Twins,6.70494,7.43857,21.3151,30.5516,0,0.339329,0,122.164,510.289,119.494,60.5631,55.718,18.0382,120.449,31.6152,0.835541,3.32965,4.10482,1.23693,8.87361,2.32913,3.80985,1.3289,0.23604,0.0619554,0.1740850880742073,,0.251383,0.301182,0.719443,3.94088,507.0000000000002,4.155737704918034,511,4.188524590163935,1.77342,1.3537,5.25645,-1.86494,0.338743,6.98562,5.25645,1.86494,4.54834,381.1300048828125,8,AL,Zebby Matthews,805673,31827,31827
MIL,Brewers,8.83438,7.38965,25.3647,30.2918,0,0.331878,0,138.901,589.819,113.647,68.1433,62.6919,17.9,157.176,63.3486,0.885114,8.6209,4.06207,1.27425,10.1841,4.10462,2.48112,1.15981,0.266481,0.107403,0.15907786041498184,,0.219459,0.279329,0.716436,4.10169,608.8000000000002,4.379856115107915,559,4.0215827338129495,1.76961,1.83559,2.849,0.260173,0.860758,8.9554,2.849,-0.260173,3.85232,117.68000030517578,23,NL,Jacob Misiorowski,694819,31623,31623
TOR,Blue Jays,6.77154,5.43816,20.3694,25.8899,0,0.324496,0,112.134,469.794,92.8632,51.7936,47.6501,13.638,125.493,46.8713,0.748841,3.74961,3.82445,1.24614,10.0722,3.76194,2.6774,1.0946,0.267123,0.0997697,0.16735347360372543,,0.221539,0.282904,0.728945,3.83225,511.8000000000001,4.569642857142858,475,4.241071428571429,1.74992,1.617,2.86766,-0.419859,0.332095,7.1947,2.86766,0.419859,4.55721,177.80999755859375,14,AL,Trey Yesavage,702056,35456,35456
CHW,White Sox,7.93959,9.32198,28.0041,28.0041,0,0,0,157.119,665.565,140.085,78.0048,71.7644,21.4939,154.047,57.7964,1.12226,9.53993,4.11078,1.25944,8.82408,3.31067,2.66534,1.2312,0.231454,0.0868382,0.14461541175842285,,0.234166,0.280564,0.714444,4.23835,643.5,4.098726114649682,616,3.9235668789808917,1.74761,1.98294,3.76923,1.6698,0.815611,9.88397,3.76923,-1.6698,3.91252,246.27000427246094,4,AL,Shane Smith,681343,31687,31687
WSN,Nationals,6.41588,7.14381,21.8454,27.7814,0,0.296478,0,128.243,542.924,122.685,64.3137,59.1686,15.9546,116.307,41.224,1.19639,5.82745,4.1524,1.27811,8.16231,2.89307,2.82134,1.11968,0.214223,0.0759296,0.13829342275857925,,0.247412,0.293528,0.703493,4.03929,521.6000000000001,4.075000000000001,523,4.0859375,1.7428,1.57963,3.8872,-1.00174,0.382197,9.21947,3.8872,1.00174,4.4904,999,24,NL,Foster Griffin,656492,16432,16432
HOU,Astros,7.57589,7.10109,25.6971,25.6971,0,0,0,149.623,639.839,134.378,76.8144,70.6692,19.6547,148.391,62.1014,1.06644,7.86724,4.25084,1.31316,8.92592,3.73548,2.3895,1.18225,0.23192,0.0970579,0.13486168533563614,,0.235804,0.285506,0.708233,4.2622,601.6,4.010666666666666,576,3.84,1.72252,1.48742,6.54276,0.535606,0.991468,10.7327,6.54276,-0.535606,3.67804,999,21,AL,Tatsuya Imai,837227,sa3062955,sa3062955
ARI,Diamondbacks,10.1113,9.83632,28.103,28.103,0,0,0,164.386,693.634,169.98,89.01,81.8892,24.2148,144.346,38.2442,1.13158,7.04641,4.48337,1.26668,7.90283,2.09384,3.77433,1.32574,0.208101,0.055136,0.1529652550816536,,0.262176,0.303816,0.683868,4.12045,629.4000000000001,3.837804878048781,661,4.030487804878049,1.72044,1.49399,4.07564,-1.00722,1.3389,11.1161,4.07564,1.00722,3.2148,626.1199951171875,15,NL,Brandon Pfaadt,694297,27782,27782
NYM,Mets,8.88703,6.81121,22.2527,29.5122,0,0.338907,0,129.857,551.602,112.269,61.7217,56.784,15.6663,135.076,56.0679,0.607064,5.3823,3.93554,1.29633,9.36174,3.88591,2.40915,1.08579,0.244879,0.101646,0.14323382079601288,,0.229049,0.28462,0.728225,4.04276,561,4.315384615384615,529,4.069230769230769,1.70549,1.82098,3.75533,0.0464216,0.719871,7.6609,3.75533,-0.0464216,4.04017,233.1699981689453,25,NL,Kodai Senga,673540,31838,31838
STL,Cardinals,8.18278,7.96239,23.4913,27.8516,0,0.3296,0,137.393,579.087,142.283,68.569,63.0835,15.6419,93.95,32.68,0.785719,4.31068,4.13232,1.27345,6.15425,2.14072,2.87484,1.02463,0.162238,0.0564337,0.1058044508099556,,0.262468,0.292809,0.695093,4.05525,524.8000000000002,3.8306569343065706,554,4.043795620437956,1.70155,1.57733,2.40764,-0.822262,0.514196,9.62219,2.40764,0.822262,4.31441,716.1199951171875,28,NL,Michael McGreevy,700241,29869,29869
NYY,Yankees,7.31255,5.34388,18.4316,18.4316,0,0,0,111.516,461.286,99.5484,53.2847,49.0219,15.7286,112.969,33.5375,0.543929,4.03601,3.95636,1.19342,9.11728,2.70668,3.36844,1.26939,0.2449,0.0727045,0.17219597846269608,,0.234943,0.284121,0.718504,3.95345,484.0000000000002,4.321428571428574,464,4.142857142857143,1.69061,1.68943,1.98487,-0.646976,0.342264,8.4402,1.98487,0.646976,4.54365,238.72000122070312,9,AL,Gerrit Cole,543037,13125,13125
STL,Cardinals,7.67983,9.70508,27.516,27.516,0,0,0.560426,151.143,642.907,151.051,79.5311,73.1686,19.8593,124.299,46.4622,1.31003,5.54493,4.35692,1.3068,7.40154,2.76665,2.67527,1.18255,0.193339,0.072269,0.1210700199007988,,0.25563,0.293665,0.695198,4.23075,570.8000000000001,3.780132450331126,587,3.8874172185430464,1.68578,1.40236,3.24047,-1.10231,0.891349,9.90636,3.24047,1.10231,3.81154,480.17999267578125,28,NL,Matthew Liberatore,669461,22294,22294
MIN,Twins,6.86428,8.19996,23.3027,29.0713,0,0.319432,0,131.738,559.561,125.529,69.9409,64.3456,18.5475,127.694,46.4433,1.06356,4.22935,4.39591,1.30541,8.72367,3.17288,2.74945,1.26712,0.228203,0.0829996,0.14520374685525894,,0.246674,0.295003,0.698819,4.18076,521.5000000000001,3.9507575757575766,519,3.9318181818181817,1.6828,1.10863,2.84752,-0.406743,0.76627,9.1997,2.84752,0.406743,3.97831,505.94000244140625,8,AL,Taj Bradley,671737,22543,22543
SFG,Giants,7.49288,7.61692,22.9006,22.9006,0,0,0,129.664,546.094,124.459,63.0194,57.9779,16.2276,107.576,40.5562,0.435813,3.75651,4.02425,1.27264,7.46688,2.81501,2.65252,1.12636,0.196992,0.0742659,0.12272592633962631,,0.248035,0.286344,0.716784,4.12805,523.8000000000001,4.02923076923077,523,4.023076923076923,1.68025,1.80576,2.61968,3.80194,0.366072,8.55176,2.61968,-3.80194,4.5119,332.0199890136719,30,NL,Tyler Mahle,641816,16358,16358
CHC,Cubs,9.41056,6.76637,23.1175,23.1175,0,0,0,127.868,534.991,116.349,60.4173,55.584,16.2858,110.508,40.3035,0.662639,5.29859,3.91229,1.22511,7.7781,2.83677,2.74189,1.14628,0.20656,0.0753349,0.13122500479221344,,0.237743,0.275963,0.718964,4.13231,535.8000000000001,4.1859375000000005,519,4.0546875,1.67408,1.99026,5.83496,0.696357,0.524901,7.75405,5.83496,-0.696357,4.30013,182.1300048828125,17,NL,Cade Horton,690990,31872,31872
WSN,Nationals,6.8614,8.41259,24.1066,24.1066,0,0,0,135.463,585.361,134.577,69.1591,63.6264,15.6234,114.106,48.3906,0.607997,8.19633,4.22727,1.35069,7.58107,3.21502,2.35801,1.038,0.194932,0.0826681,0.1122642308473587,,0.254508,0.298097,0.706469,4.20298,511.20000000000005,3.786666666666667,527,3.903703703703704,1.6681,1.58319,3.75049,-0.379831,0.766255,9.01009,3.75049,0.379831,3.97833,314.0799865722656,24,NL,Cade Cavalli,676917,27473,27473
ARI,Diamondbacks,8.75823,7.2413,27.2587,31.9348,0.0378782,0.370452,0.0778167,158.004,664.583,156.468,80.4826,74.044,21.2786,130.546,43.3064,0.924886,5.01759,4.2176,1.26437,7.43601,2.46676,3.01448,1.21205,0.196433,0.0651632,0.13126996904611588,,0.253901,0.291085,0.701782,4.15095,623.3000000000001,3.94493670886076,635,4.018987341772152,1.62807,1.95482,2.26697,1.16599,0.811413,11.2131,2.26697,-1.16599,3.91812,256.82000732421875,15,NL,Ryne Nelson,669194,26253,26253
ATL,Braves,7.88409,7.1722,22.7916,28.4619,0,0.535411,1.66367,130.444,551.108,122.195,62.3804,57.39,16.4556,128.345,45.5679,1.38201,3.75501,3.95964,1.28609,8.85523,3.14397,2.81657,1.13536,0.232886,0.0826841,0.150201678276062,,0.24352,0.296201,0.728156,3.94162,558,4.292307692307692,552,4.246153846153846,1.62566,1.95818,3.40475,-0.545175,0.552723,8.72625,3.40475,0.545175,4.26304,288.95001220703125,16,NL,Reynaldo López,625643,16400,16400
