Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
MIN,Twins,7,9,23,35,0,1,,129,567,127,70,65,16,115,59,,5,4.54836,1.4381,8.05789,4.09363,1.9684,1.14027,0.20332,0.103292,0.10002785921096802,,0.251633,0.296851,0.707755,4.47957,469.59999999999997,3.6403100775193797,479,3.7131782945736433,0.953364,0.813929,10,331,8,AL,Mick Abel,690953,27756,27756
,,6,7,21,21,0,0,,116,506,116,65,60,18,104,45,,4,4.67523,1.38575,8.03625,3.46894,2.31663,1.41351,0.205477,0.0886965,0.11678018420934677,,0.254601,0.292902,0.709656,4.64095,396.4000000000001,3.4172413793103456,407,3.5086206896551726,0.932574,0.724959,10,722.6799926757812,-1,,Lucas Giolito,608337,15474,15474
TEX,Rangers,5,4,0,64,20,6,,64,268,55,27,25,7,70,23,,2,3.5415,1.21463,9.85963,3.17456,3.10583,0.980122,0.261502,0.0841973,0.17730490118265152,,0.22672,0.289927,0.741006,3.52292,433.5,6.7734375,418,6.53125,0.918675,0.920219,0,234.6199951171875,13,AL,Robert Garcia,676395,23363,23363
ATL,Braves,5,4,0,67,8,11,,67,277,59,29,26,7,70,21,,2,3.55627,1.19264,9.34019,2.8183,3.31412,1.00291,0.25133,0.0758361,0.17549382895231247,,0.232645,0.291907,0.736175,3.55463,411.29999999999995,6.138805970149253,399,5.955223880597015,0.917038,0.967349,0,210.36000061035156,16,NL,Robert Suarez,663158,30115,30115
BOS,Red Sox,6,5,10,50,0,1,,92,400,89,44,41,9,85,38,,3,3.9776,1.38151,8.3691,3.68646,2.27022,0.882669,0.213756,0.0941565,0.11959990859031677,,0.248862,0.303685,0.72629,3.88494,389.70000000000005,4.235869565217392,394,4.282608695652174,0.913558,0.858033,4,999,3,AL,Patrick Sandoval,663776,19447,19447
TBR,Rays,5,3,0,66,8,13,,66,271,51,26,24,8,83,24,,5,3.2598,1.13472,11.3679,3.30956,3.43486,1.02424,0.307945,0.0896527,0.21829182654619217,,0.20992,0.286885,0.758324,3.43234,428.4000000000001,6.490909090909092,397,6.015151515151516,0.902204,1.02862,0,513.7899780273438,12,AL,Garrett Cleavinger,664076,17897,17897
NYY,Yankees,4,3,0,64,2,14,,64,272,51,27,25,5,74,30,,3,3.52419,1.27302,10.4242,4.26979,2.44138,0.768422,0.272689,0.111695,0.16099441051483154,,0.214771,0.288197,0.734756,3.51586,394.5,6.1640625,370,5.78125,0.897775,0.799041,0,680.7100219726562,9,AL,Camilo Doval,666808,21992,21992
NYY,Yankees,4,3,0,61,1,16,,61,260,47,25,23,7,82,28,,3,3.38534,1.23586,12.0737,4.17144,2.89436,0.963389,0.314601,0.108694,0.2059067264199257,,0.205891,0.288922,0.759249,3.38217,383.1000000000001,6.28032786885246,354,5.80327868852459,0.887772,0.737486,0,999,9,AL,Fernando Cruz,518585,7048,7048
SFG,Giants,5,3,0,63,32,3,,63,264,55,25,23,5,68,20,,5,3.27066,1.18208,9.73605,2.81698,3.4562,0.776218,0.25826,0.0747236,0.18353645503520966,,0.228699,0.29742,0.740161,3.25864,494.70000000000005,7.852380952380953,483,7.666666666666667,0.872321,1.11812,0,150.83999633789062,30,NL,Ryan Walker,676254,20423,20423
ATL,Braves,5,3,0,66,26,4,,66,270,58,29,26,8,71,18,,2,3.61179,1.15063,9.65534,2.43132,3.97123,1.135,0.261884,0.0659453,0.195938803255558,,0.232313,0.291133,0.735344,3.54825,467.2000000000001,7.07878787878788,454,6.878787878787879,0.849156,0.960243,0,101.36000061035156,16,NL,Raisel Iglesias,628452,17130,17130
