Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
,,9,15,32,32,0,0,,200,890,229,127,119,33,125,72,,8,5.34555,1.5053,5.6088,3.2292,1.7369,1.4652,0.140108,0.0806655,0.05944244563579559,0.423116,0.283303,0.301665,0.682021,5.20844,488.69999999999993,2.4435,581,2.905,0.38757,0.202265,999,,,Sterling Sharp,643532,19671,19671
WSN,Nationals,9,14,32,32,0,0,,200,895,206,117,109,29,145,100,,9,4.89771,1.5313,6.5376,4.4919,1.45542,1.3077,0.162288,0.111506,0.05078195035457611,0.411442,0.262666,0.290026,0.713543,5.21014,550.6999999999999,2.7535,586,2.93,0.386179,0.990142,999,24,NL,Erik Tolman,680899,sa3021719,sa3021719
ATL,Braves,4,3,0,65,0,0,,65,275,58,30,27,8,71,24,,3,3.7881,1.2709,9.8154,3.3615,2.91995,1.098,0.258008,0.0883605,0.1696474924683571,0.409557,0.235433,0.298334,0.742296,3.78584,292.8,4.504615384615385,282,4.338461538461538,0.385499,0.457962,999,16,NL,Ray Kerr,678061,23809,23809
STL,Cardinals,10,14,32,32,0,0,,200,884,209,113,106,30,143,83,,8,4.75128,1.46,6.4395,3.7539,1.71542,1.3383,0.161914,0.0943879,0.06752657890319824,0.393701,0.263345,0.288824,0.714,5.01364,580.6,2.903,623,3.115,0.385349,1.00262,999,28,NL,Ixan Henderson,809100,sa3022953,sa3022953
STL,Cardinals,3,3,0,65,0,3,,65,275,62,28,26,7,60,21,,3,3.57622,1.27531,8.27312,2.95991,2.79506,0.941271,0.217582,0.077845,0.1397365853190422,0.460631,0.2454,0.297171,0.744622,3.76054,293.7,4.518461538461538,294,4.523076923076923,0.384721,0.569122,999,28,NL,Packy Naughton,676050,23292,23292
BAL,Orioles,3,3,0,65,0,13,,65,276,65,31,28,8,58,19,,2,3.93976,1.2944,8.09518,2.68101,3.01945,1.15149,0.211914,0.0701829,0.14173081517219543,0.435959,0.254961,0.301473,0.735733,4.00744,318.6,4.901538461538462,326,5.015384615384615,0.38451,0.206164,999,2,AL,Dietrich Enns,608650,13932,13932
,,10,14,32,32,0,0,,200,878,223,121,114,35,130,62,,8,5.12874,1.4251,5.8689,2.7855,2.10695,1.5768,0.148542,0.0705011,0.07804099470376968,0.38199,0.276207,0.292804,0.693326,5.16154,519.7,2.5985,595,2.975,0.382314,0.406165,999,-1,,Nick Neidert,663734,18699,18699
TBR,Rays,3,3,0,65,0,5,,65,280,56,30,28,7,71,31,,3,3.80921,1.34397,9.87334,4.32697,2.28181,0.990675,0.254955,0.111733,0.14322111010551453,0.426958,0.228522,0.293022,0.743831,3.94872,309.29999999999995,4.758461538461538,294,4.523076923076923,0.380959,0.371841,999,12,AL,Evan Reifert,682126,sa3014860,sa3014860
CLE,Guardians,3,3,0,65,0,6,,65,278,60,31,28,8,65,26,,3,3.93816,1.32144,8.97412,3.57671,2.50904,1.07719,0.23313,0.0929158,0.14021392166614532,0.435441,0.240827,0.295704,0.734687,4.01754,293.6,4.516923076923077,288,4.430769230769231,0.380761,0.198386,999,5,AL,Codi Heuer,676051,23293,23293
,,10,14,32,32,0,0,,200,882,230,122,114,33,117,63,,8,5.14764,1.4622,5.2605,2.8206,1.86503,1.4769,0.13257,0.0710819,0.061487868428230286,0.425011,0.283332,0.297852,0.689678,5.16264,497.0999999999999,2.4854999999999996,592,2.96,0.380065,0.313514,999,-1,,Shawn Semple,676111,sa3004661,sa3004661
,,10,14,32,32,0,0,,200,889,218,121,113,32,138,82,,8,5.103,1.4977,6.1911,3.6819,1.6815,1.4229,0.154793,0.0920567,0.06273627281188965,0.416009,0.272518,0.295528,0.698079,5.16284,525.6000000000001,2.6280000000000006,590,2.95,0.379657,0.406165,999,-1,,Matt Frisbee,663735,sa3006801,sa3006801
ATL,Braves,3,3,0,65,0,5,,65,273,57,29,27,8,75,24,,2,3.79173,1.23863,10.3184,3.32078,3.10722,1.13647,0.272868,0.0878172,0.18505043536424637,0.369078,0.228957,0.294342,0.741072,3.69367,326.40000000000003,5.021538461538462,313,4.815384615384615,0.379303,0.55974,999,16,NL,AJ Smith-Shawver,700363,29960,29960
MIN,Twins,3,3,0,65,3,15,,65,279,61,29,27,6,62,27,,4,3.68934,1.35013,8.65224,3.69371,2.34242,0.827031,0.223997,0.0956261,0.12837079167366028,0.499899,0.245572,0.305699,0.737445,3.80265,354.6,5.455384615384616,353,5.430769230769231,0.377644,0.488503,747.9000244140625,8,AL,Kody Funderburk,681892,24993,24993
CHW,White Sox,3,3,0,65,2,11,,65,278,61,30,28,7,62,27,,4,3.84541,1.34453,8.5542,3.68196,2.32327,0.937524,0.222219,0.0956491,0.12656985968351364,0.48965,0.245561,0.301758,0.733037,3.99183,321.29999999999995,4.943076923076922,319,4.907692307692308,0.376108,0.403679,999,4,AL,Jordan Hicks,663855,19618,19618
,,3,3,0,65,0,0,,65,278,60,32,29,9,67,24,,3,4.0797,1.28815,9.33072,3.35337,2.78249,1.24399,0.242806,0.0872623,0.1555439978837967,0.364,0.237323,0.289739,0.733482,4.09458,267.3,4.112307692307692,261,4.015384615384615,0.371512,0.198781,744.97998046875,-1,,Liam Hendriks,521230,3548,3548
CLE,Guardians,10,15,32,32,0,0,,200,890,207,118,110,31,157,93,,8,4.94505,1.5014,7.056,4.1814,1.68747,1.3896,0.176101,0.104358,0.07174303382635117,0.39621,0.262641,0.293234,0.71084,5.08754,571.5,2.8575,608,3.04,0.370712,0.348511,999,5,AL,Matt Wilkinson,683363,sa3023171,sa3023171
PIT,Pirates,10,14,32,32,0,0,,200,897,218,119,111,28,129,89,,11,4.97673,1.5343,5.823,4.005,1.45393,1.2483,0.144291,0.0992417,0.04504905641078949,0.429714,0.273295,0.297053,0.701504,5.13884,526.8,2.634,594,2.97,0.370151,0.937102,999,27,NL,Dominic Perachi,806270,sa3020841,sa3020841
LAA,Angels,3,3,0,65,0,0,,65,280,56,31,29,8,74,31,,3,3.95496,1.3419,10.251,4.2561,2.40854,1.0998,0.264822,0.109951,0.15487094968557358,0.398198,0.229858,0.29642,0.742129,4.00694,283,4.3538461538461535,267,4.107692307692307,0.369344,0.322634,999,1,AL,Aneurys Zabala,656008,20802,20802
KCR,Royals,10,14,32,32,0,0,,200,888,227,124,116,31,120,73,,9,5.21163,1.4996,5.3775,3.2643,1.64737,1.4094,0.134542,0.0816708,0.052870966494083405,0.433913,0.281962,0.299054,0.68676,5.20264,502.5,2.5125,591,2.955,0.369182,0.388877,999,7,AL,Chandler Champlain,669441,sa3018138,sa3018138
,,9,14,32,32,0,0,,200,895,219,122,114,30,132,85,,8,5.11497,1.5232,5.9418,3.8385,1.54795,1.3383,0.147564,0.0953286,0.052235133945941925,0.418349,0.273594,0.296287,0.695427,5.14434,526.6,2.633,595,2.975,0.369119,0.1008,999,,,Drew Hutchison,571800,10732,10732
TBR,Rays,3,3,0,65,0,3,,65,279,57,30,28,9,71,28,,3,3.89883,1.31183,9.79001,3.87045,2.52942,1.19096,0.253671,0.100288,0.15338309109210968,0.35725,0.230947,0.288473,0.751746,4.09,283.1,4.355384615384616,269,4.138461538461539,0.367801,0.372299,999,12,AL,Cam Booser,592155,16061,16061
TBR,Rays,3,3,0,65,1,13,,65,276,63,31,29,9,60,20,,3,4.01585,1.27678,8.35122,2.82106,2.96031,1.17822,0.218338,0.0737551,0.1445826143026352,0.414544,0.247196,0.293291,0.72744,4.03989,314.5,4.838461538461538,316,4.861538461538461,0.36768,0.270067,999,12,AL,Mason Englert,669438,22288,22288
,,3,3,0,65,0,0,,65,276,57,30,27,8,71,26,,3,3.79458,1.2808,9.8433,3.5667,2.75978,1.1394,0.257705,0.0933789,0.16432611644268036,0.388998,0.232238,0.292818,0.74903,3.89974,289.40000000000003,4.452307692307693,276,4.246153846153846,0.367156,0.403645,999,-1,,Thomas Szapucki,663378,21065,21065
,,3,3,0,65,0,0,,65,278,57,30,28,8,72,27,,3,3.89619,1.3035,9.9162,3.7917,2.61524,1.0872,0.258033,0.0986651,0.15936769545078278,0.395998,0.232005,0.295128,0.738289,3.90444,288.40000000000003,4.436923076923078,275,4.230769230769231,0.364337,0.404314,999,-1,,Trey Wingenter,622259,17793,17793
DET,Tigers,3,3,0,65,0,1,,65,274,62,30,28,8,60,19,,2,3.87818,1.24473,8.30642,2.64047,3.14581,1.16431,0.219216,0.0696852,0.14953085035085678,0.401321,0.244856,0.290142,0.732936,3.94556,282.40000000000003,4.344615384615385,282,4.338461538461538,0.363024,0.334983,734.1500244140625,6,AL,Troy Melton,675512,31807,31807
CIN,Reds,9,15,32,32,0,0,,200,891,216,126,118,37,149,86,,7,5.31942,1.5063,6.71647,3.85253,1.74339,1.65595,0.16754,0.0961003,0.07144003361463547,0.401474,0.27032,0.292382,0.702106,5.4311,482.30000000000007,2.4115,538,2.69,0.362542,0.601535,999,18,NL,Jared Lyons,805723,sa3020483,sa3020483
KCR,Royals,3,3,0,65,0,2,,65,278,64,31,29,7,59,21,,3,3.97617,1.32203,8.10194,2.97005,2.72788,1.02289,0.210739,0.0772538,0.13348549604415894,0.470354,0.254664,0.304824,0.724035,3.94103,282.5,4.346153846153846,288,4.430769230769231,0.362256,0.374941,999,7,AL,James McArthur,663704,21527,21527
,,10,15,32,32,0,0,,200,889,234,124,115,30,108,69,,9,5.16699,1.5116,4.8807,3.0834,1.5829,1.35,0.12203,0.0770927,0.04493699222803116,0.474,0.288357,0.30312,0.686693,5.17054,484.6,2.423,592,2.96,0.362085,0.127643,999,-1,,T.J. Zeuch,643615,19269,19269
,,9,15,32,32,0,0,,200,882,232,126,118,35,127,59,,8,5.31567,1.457,5.7141,2.6694,2.14059,1.5948,0.143903,0.0672257,0.07667724043130875,0.390011,0.284656,0.301189,0.685488,5.17544,499.29999999999995,2.4964999999999997,598,2.99,0.353918,-0.0529025,999,-1,,Cy Sneed,605482,16106,16106
HOU,Astros,3,3,0,65,0,14,,65,275,56,31,29,10,73,25,,3,3.98238,1.2462,10.046,3.47047,2.8947,1.33487,0.263762,0.0911192,0.17264308780431747,0.311558,0.226526,0.281025,0.746498,4.12926,330.4,5.083076923076923,313,4.815384615384615,0.353866,0.250426,999,21,AL,Steven Okert,595345,13580,13580
WSN,Nationals,9,15,32,32,0,0,,200,883,229,122,113,31,106,64,,10,5.09373,1.4686,4.7646,2.8917,1.64768,1.4103,0.119964,0.0728076,0.04715612530708313,0.446929,0.283859,0.295199,0.68891,5.22704,493.30000000000007,2.4665000000000004,587,2.935,0.351706,0.520839,999,24,NL,Kyle Luckham,680734,sa3020378,sa3020378
,,10,15,32,32,0,0,,200,882,223,122,114,34,129,68,,8,5.14584,1.4541,5.8257,3.0447,1.91339,1.5183,0.146813,0.0767294,0.07008391618728638,0.402001,0.276997,0.294845,0.692738,5.17604,512,2.56,588,2.94,0.350855,0.311666,999,-1,,Nolan Watson,663649,sa874732,sa874732
STL,Cardinals,3,3,0,65,13,11,,65,278,58,28,26,6,66,28,,4,3.54312,1.32206,9.1271,3.84086,2.37632,0.793614,0.237406,0.0999049,0.13750093430280685,0.503597,0.236403,0.300617,0.741779,3.70677,401.40000000000003,6.1753846153846155,392,6.030769230769231,0.349064,0.568563,257.9800109863281,28,NL,Riley O'Brien,676617,20348,20348
CIN,Reds,3,3,0,65,0,8,,65,278,60,31,28,7,64,26,,4,3.90421,1.33659,8.81064,3.65449,2.41091,1.0296,0.228978,0.094976,0.13400238007307053,0.469155,0.243992,0.300002,0.735516,4.04902,308.9,4.752307692307692,304,4.676923076923077,0.348434,0.484496,999,18,NL,Caleb Ferguson,657571,19349,19349
,,3,3,0,65,0,0,,65,278,56,30,28,8,73,28,,3,3.92238,1.2914,10.1421,3.8448,2.63787,1.1628,0.263479,0.0998831,0.1635959893465042,0.357997,0.227045,0.288213,0.742175,3.97304,290,4.461538461538462,274,4.2153846153846155,0.347584,0.403645,999,-1,,Dauri Moreta,664294,21101,21101
CIN,Reds,9,15,32,32,0,0,,200,902,216,126,118,33,145,99,,9,5.30343,1.5715,6.5214,4.4451,1.4671,1.4751,0.160594,0.109464,0.05113031715154648,0.446214,0.271361,0.296406,0.70065,5.43934,478.4999999999999,2.3924999999999996,537,2.685,0.346456,0.601501,999,18,NL,Kevin Abel,674265,sa3017879,sa3017879
LAD,Dodgers,4,3,0,65,0,1,,65,277,59,31,29,8,68,27,,3,3.98392,1.31492,9.37003,3.68507,2.5427,1.17062,0.244007,0.0959638,0.14804347604513168,0.43461,0.23717,0.292976,0.738289,4.09055,279.20000000000005,4.2953846153846165,271,4.1692307692307695,0.342362,0.352172,999,22,NL,Kyle Hurt,669165,27514,27514
KCR,Royals,10,14,32,32,0,0,,200,881,221,120,113,34,127,70,,8,5.0724,1.4536,5.7159,3.1329,1.82448,1.5156,0.14421,0.0790418,0.06516802310943604,0.385053,0.27524,0.291659,0.699764,5.21664,507.19999999999993,2.5359999999999996,578,2.89,0.340571,0.755935,999,7,AL,Hunter Patteson,687593,sa3020954,sa3020954
ATL,Braves,3,3,0,65,0,4,,65,280,59,30,28,7,68,29,,3,3.84824,1.35908,9.40928,4.03372,2.33265,0.962775,0.242969,0.10416,0.1388089507818222,0.452417,0.238836,0.302062,0.739625,3.90196,297.5,4.576923076923077,290,4.461538461538462,0.335148,0.457741,999,16,NL,Ian Hamilton,641656,19261,19261
TBR,Rays,9,15,32,32,0,0,,200,896,221,124,115,31,129,85,,10,5.19291,1.528,5.7897,3.8115,1.51901,1.3914,0.143594,0.0945313,0.049062490463256836,0.432531,0.275629,0.295984,0.693678,5.27674,497.1,2.4855,570,2.85,0.33425,0.0378357,999,12,AL,Chandler Murphy,686489,sa3023123,sa3023123
,,10,14,32,32,0,0,,200,895,212,121,113,30,147,93,,10,5.10651,1.5247,6.6015,4.1715,1.58252,1.3716,0.163947,0.103599,0.06034868210554123,0.420001,0.267824,0.29541,0.699513,5.18444,544.8,2.7239999999999998,595,2.975,0.333716,0.404308,999,-1,,Rodney Theophile,682496,sa3008228,sa3008228
BAL,Orioles,3,3,0,65,0,1,,65,275,59,31,29,9,67,24,,2,4.03342,1.27973,9.2197,3.31008,2.78534,1.27037,0.241965,0.086871,0.15509413182735443,0.373194,0.238028,0.289154,0.738961,4.12876,276.9,4.26,268,4.123076923076923,0.333475,0.20607,999,2,AL,Yaramil Hiraldo,682274,25215,25215
MIL,Brewers,3,3,0,65,0,0,,65,277,63,30,28,7,58,23,,3,3.85326,1.3214,8.0289,3.1581,2.54232,0.9846,0.209659,0.0824677,0.12719153612852097,0.490714,0.25123,0.300926,0.731014,3.94914,269.09999999999997,4.14,272,4.184615384615385,0.332945,0.421965,999,23,NL,J.B. Bukauskas,656266,20491,20491
SFG,Giants,3,3,0,65,0,1,,65,274,63,29,27,7,59,19,,3,3.72115,1.25965,8.22723,2.59691,3.16809,0.947011,0.216529,0.068347,0.14818225800991058,0.485427,0.249868,0.302005,0.726118,3.68071,287.09999999999997,4.4169230769230765,290,4.461538461538462,0.332909,0.395884,999,30,NL,Keaton Winn,676775,23499,23499
,,3,3,0,65,0,0,,65,281,58,30,28,7,69,31,,2,3.82707,1.36551,9.57546,4.24828,2.25396,1.00785,0.24577,0.109039,0.13673101365566254,0.417,0.23385,0.295482,0.748244,3.98778,283.09999999999997,4.355384615384615,273,4.2,0.332699,0.404104,999,-1,,Andrew Chafin,605177,12988,12988
ARI,Diamondbacks,3,3,0,65,5,14,,65,277,64,30,27,6,57,22,,3,3.77422,1.32888,7.88605,3.05655,2.58005,0.8277,0.205826,0.0797759,0.12605000287294388,0.513846,0.255229,0.308584,0.72405,3.72172,360.80000000000007,5.550769230769232,367,5.6461538461538465,0.332572,0.467601,999,15,NL,Jonathan Loáisiga,642528,19753,19753
HOU,Astros,3,3,0,65,0,2,,65,272,63,31,29,10,59,16,,3,3.96526,1.21632,8.21629,2.214,3.71106,1.34531,0.218461,0.0588675,0.1595933847129345,0.383534,0.249158,0.289846,0.738283,4.10596,263.2,4.049230769230769,264,4.061538461538461,0.332564,0.24983,999,21,AL,Colton Gordon,676467,31312,31312
PHI,Phillies,10,14,32,32,0,0,,200,898,197,120,112,32,168,107,,14,5.06143,1.51724,7.55702,4.79327,1.57659,1.41784,0.187079,0.118661,0.06841839104890823,0.40228,0.253473,0.286453,0.706612,5.31473,547.2,2.736,557,2.785,0.33099,0.881572,999,26,NL,Yoniel Curet,692414,sa3015446,sa3015446
,,3,3,0,65,0,0,,65,280,57,30,28,7,71,31,,4,3.83634,1.3494,9.8307,4.2687,2.30297,0.9756,0.253316,0.109995,0.1433209478855133,0.43701,0.231386,0.297021,0.740707,3.94974,283.7,4.364615384615385,271,4.1692307692307695,0.330076,0.403645,999,-1,,Jake Cousins,664776,21620,21620
TOR,Blue Jays,3,3,0,65,0,8,,65,281,58,31,29,8,71,28,,3,3.97358,1.31552,9.83428,3.86938,2.54157,1.15577,0.252741,0.0994431,0.1532982662320137,0.381153,0.22993,0.287849,0.739776,4.03467,312.8,4.812307692307693,302,4.6461538461538465,0.329251,0.182616,999,14,AL,Braydon Fisher,680755,24609,24609
NYM,Mets,3,3,0,65,3,14,,65,272,58,29,27,9,69,20,,2,3.68984,1.2024,9.58413,2.83844,3.37655,1.23479,0.254086,0.0752501,0.17883548885583878,0.350651,0.231141,0.284511,0.754747,3.84958,362.49999999999994,5.576923076923076,351,5.4,0.328473,0.425537,735.4299926757812,25,NL,Luke Weaver,596133,16918,16918
TOR,Blue Jays,3,3,0,65,0,2,,65,279,58,30,28,8,68,28,,3,3.90292,1.31677,9.36684,3.81046,2.45819,1.08695,0.242601,0.0986909,0.1439104825258255,0.411753,0.233886,0.290651,0.738979,4.03437,282.8,4.350769230769231,272,4.184615384615385,0.327248,0.288978,999,14,AL,Yariel Rodríguez,684320,33838,33838
,,3,3,0,65,0,0,,65,277,62,31,29,7,61,23,,3,3.97935,1.319,8.4645,3.2535,2.60166,1.0377,0.221034,0.0849589,0.1360752061009407,0.459002,0.248424,0.300947,0.725393,3.95514,277.7,4.272307692307692,278,4.276923076923077,0.32674,0.301494,999,-1,,Andrés Machado,600921,14681,14681
BAL,Orioles,4,3,0,65,0,2,,65,275,61,30,28,9,65,22,,2,3.8678,1.27187,9.05252,3.01908,2.99843,1.20886,0.238042,0.0793887,0.15865284949541092,0.400281,0.242668,0.295032,0.74592,3.96945,277.70000000000005,4.272307692307693,274,4.2153846153846155,0.32649,0.310692,999,2,AL,Cade Povich,700249,30055,30055
WSN,Nationals,3,3,0,65,16,10,,65,278,54,30,27,7,73,32,,3,3.77801,1.33822,10.056,4.49896,2.23519,1.00319,0.261122,0.116823,0.14429845660924911,0.406854,0.224166,0.289473,0.748055,3.96699,415.5,6.392307692307693,395,6.076923076923077,0.32354,0.472371,313.32000732421875,24,NL,Clayton Beeter,690925,27494,27494
ARI,Diamondbacks,3,3,0,65,0,0,,65,281,63,32,29,7,62,26,,3,4.02813,1.367,8.5167,3.5874,2.37406,0.9576,0.219152,0.0923113,0.12684113532304764,0.455782,0.249994,0.305565,0.723704,3.95864,268.09999999999997,4.124615384615384,271,4.1692307692307695,0.322359,0.264627,999,15,NL,Shawn Dubin,681869,24977,24977
CIN,Reds,3,3,0,65,0,6,,65,282,61,32,29,8,64,29,,3,4.05865,1.37638,8.82597,3.96196,2.22768,1.13675,0.226337,0.101602,0.12473513185977936,0.444755,0.243815,0.296361,0.740363,4.29515,280,4.3076923076923075,277,4.2615384615384615,0.32161,0.38667,999,18,NL,Sam Moll,594580,14874,14874
MIA,Marlins,9,15,32,32,0,0,,200,895,204,121,113,31,162,95,,13,5.09427,1.4937,7.2873,4.2642,1.70895,1.4139,0.181019,0.105924,0.07509502023458481,0.378414,0.25922,0.29073,0.69919,5.17354,568.3000000000001,2.8415000000000004,597,2.985,0.321091,0.662349,999,20,NL,Will Schomberg,801696,sa3023160,sa3023160
BOS,Red Sox,4,4,0,65,0,1,,65,275,61,31,29,9,65,23,,2,4.0295,1.27984,9.04526,3.1298,2.89004,1.22824,0.237718,0.0822542,0.1554638296365738,0.391186,0.242558,0.294537,0.733775,4.05451,270.70000000000005,4.164615384615385,267,4.107692307692307,0.320518,0.395387,657.0499877929688,3,AL,Payton Tolle,801139,35466,35466
,,10,14,32,32,0,0,,200,884,221,122,115,34,135,72,,8,5.16132,1.4634,6.0705,3.2427,1.87205,1.5237,0.152636,0.0815343,0.0711020678281784,0.39399,0.274587,0.294249,0.694646,5.19214,517.1999999999999,2.586,588,2.94,0.319852,0.313514,999,-1,,Chad Donato,669942,sa919112,sa919112
PHI,Phillies,10,14,32,32,0,0,,200,882,223,124,116,35,128,71,,8,5.21838,1.4681,5.7636,3.1896,1.807,1.5804,0.145183,0.0803446,0.06483791023492813,0.411271,0.277261,0.293083,0.694697,5.31974,488.70000000000005,2.4435000000000002,564,2.82,0.319571,0.511846,999,26,NL,Chuck King,666155,sa3023436,sa3023436
ATL,Braves,3,3,0,65,0,14,,65,279,58,32,29,8,71,28,,3,4.08141,1.32368,9.76193,3.87553,2.51886,1.17516,0.252617,0.10029,0.15232715755701065,0.35611,0.233572,0.292335,0.735002,4.07378,336.8,5.181538461538461,326,5.015384615384615,0.318619,0.254401,999,16,NL,Tyler Kinley,641755,18297,18297
PHI,Phillies,3,3,0,65,0,11,,65,274,61,30,28,8,61,21,,3,3.83667,1.26329,8.44412,2.89773,2.91405,1.15427,0.222362,0.0763068,0.14605500549077988,0.443867,0.243975,0.291237,0.738878,4.00933,318,4.892307692307693,315,4.846153846153846,0.318202,0.518224,999,26,NL,Jonathan Bowlan,680742,24607,24607
,,3,3,0,65,0,0,,65,277,59,30,27,8,66,26,,3,3.80205,1.3141,9.0936,3.6144,2.51594,1.062,0.236794,0.0941176,0.14267634600400925,0.41702,0.238475,0.294477,0.745583,3.97014,274.20000000000005,4.218461538461539,266,4.092307692307692,0.315623,0.404314,999,-1,,Josh Taylor,657031,17359,17359
TOR,Blue Jays,3,3,0,65,0,4,,65,275,65,30,27,7,54,19,,2,3.75773,1.28473,7.48476,2.57184,2.91027,1.00881,0.196517,0.0675252,0.12899170815944672,0.468187,0.255293,0.298683,0.734755,3.88564,286.9,4.413846153846153,295,4.538461538461538,0.314972,0.29518,999,14,AL,Joe Mantiply,573009,14857,14857
PHI,Phillies,10,14,32,32,0,0,,200,883,215,120,112,34,134,79,,8,5.04396,1.4677,6.0417,3.555,1.69949,1.5408,0.15205,0.0894677,0.0625820979475975,0.389287,0.269523,0.287331,0.707806,5.32314,509.79999999999995,2.549,565,2.825,0.312752,0.880158,999,26,NL,Braeden Fausnaught,805634,sa3020598,sa3020598
CIN,Reds,3,3,0,65,1,13,,65,278,59,32,30,10,72,26,,2,4.08834,1.31127,9.95611,3.6652,2.71639,1.31748,0.258195,0.0950508,0.16314423829317093,0.375573,0.235185,0.292381,0.745472,4.14753,321.6,4.947692307692308,312,4.8,0.311509,0.38674,999,18,NL,Pierce Johnson,572955,13435,13435
DET,Tigers,3,3,0,65,24,5,,65,275,57,31,29,9,68,24,,2,4.05696,1.24458,9.39874,3.27056,2.87375,1.23372,0.246665,0.0858339,0.16083094477653503,0.294352,0.2298,0.280457,0.727286,4.02598,420.09999999999997,6.4630769230769225,406,6.246153846153846,0.309799,0.233624,135.36000061035156,6,AL,Kenley Jansen,445276,3096,3096
MIN,Twins,3,3,0,65,1,13,,65,281,61,32,30,8,63,29,,3,4.12747,1.38237,8.6993,4.02607,2.16074,1.05261,0.223282,0.103336,0.11994609981775284,0.423456,0.243602,0.296962,0.728221,4.19434,311,4.7846153846153845,308,4.7384615384615385,0.309742,0.179493,999,8,AL,Eric Orze,679358,27626,27626
NYM,Mets,3,3,0,65,0,1,,65,276,58,29,26,7,64,27,,3,3.64815,1.3038,8.84602,3.72732,2.37329,1.00403,0.231275,0.0974491,0.1338258534669876,0.439812,0.234409,0.288093,0.75119,3.98341,286.09999999999997,4.401538461538461,276,4.246153846153846,0.309202,0.423418,999,25,NL,Bryan Hudson,663542,19924,19924
MIN,Twins,9,14,32,32,0,0,,200,901,203,122,114,31,165,109,,7,5.1471,1.5582,7.4367,4.8906,1.52061,1.3833,0.183459,0.120648,0.06281083822250366,0.37782,0.258521,0.292354,0.706468,5.21644,552.9000000000001,2.7645000000000004,579,2.895,0.309075,0.255743,999,8,AL,Cory Lewis,675375,sa3020702,sa3020702
,,3,3,0,65,0,0,,65,280,67,32,29,7,52,20,,4,4.01922,1.3488,7.2,2.799,2.57235,0.9792,0.185443,0.0720909,0.11335188150405884,0.518995,0.262807,0.305582,0.718691,4.04484,252.7,3.8876923076923076,266,4.092307692307692,0.309004,0.198252,999,-1,,Sean Hjelle,663546,21481,21481
MIN,Twins,3,3,0,65,4,12,,65,280,66,32,29,7,55,22,,3,4.02182,1.35942,7.65144,3.08103,2.4834,0.921571,0.197577,0.0795593,0.11801815032958984,0.488813,0.25978,0.308743,0.717607,3.92925,326.29999999999995,5.02,337,5.184615384615385,0.308584,0.1795,999,8,AL,Justin Topa,623437,15145,15145
,,3,3,0,65,0,0,,65,276,60,31,29,9,67,22,,3,3.95748,1.2651,9.2682,3.1149,2.97544,1.2096,0.242534,0.081512,0.1610221341252327,0.369989,0.238077,0.291035,0.73681,3.98044,273.3,4.204615384615384,267,4.107692307692307,0.307991,0.301494,999,-1,,Daniel Hudson,543339,7146,7146
HOU,Astros,10,14,32,32,0,0,,200,896,190,118,111,32,185,114,,10,4.99815,1.5218,8.3043,5.1435,1.61452,1.4238,0.206052,0.127624,0.07842786610126495,0.378503,0.246313,0.285215,0.714747,5.20604,590.4000000000001,2.9520000000000004,582,2.91,0.307123,0.510897,999,21,AL,Miguel Ullola,699044,sa3016504,sa3016504
ATL,Braves,10,13,32,32,0,0,,200,886,219,121,113,32,140,77,,8,5.08095,1.4824,6.2991,3.4722,1.81415,1.4274,0.158062,0.0871274,0.0709349513053894,0.417551,0.274129,0.298555,0.697102,5.08024,542.0000000000001,2.7100000000000004,609,3.045,0.306447,0.585756,999,16,NL,Blake Burkhalter,686628,sa3020382,sa3020382
,,10,14,32,32,0,0,,200,885,216,121,113,33,139,76,,10,5.10381,1.4584,6.2694,3.4191,1.83364,1.5012,0.157495,0.0858919,0.07160298526287079,0.392998,0.270064,0.291269,0.69664,5.19884,532.4999999999999,2.6624999999999996,591,2.955,0.306202,0.406165,999,-1,,Christian Mejias,671781,sa946165,sa946165
TEX,Rangers,3,3,0,65,0,12,,65,278,60,31,29,8,67,26,,2,4.02689,1.31606,9.28701,3.59958,2.58002,1.15543,0.241256,0.0935092,0.14774685353040695,0.40175,0.238418,0.293689,0.734366,4.04448,324.6,4.993846153846154,319,4.907692307692308,0.30589,0.222292,999,13,AL,Josh Sborz,622250,18323,18323
PIT,Pirates,3,3,0,65,1,13,,65,282,60,31,28,6,64,30,,4,3.94207,1.38982,8.84756,4.15137,2.13124,0.877857,0.226989,0.106506,0.12048322707414627,0.463855,0.243613,0.30429,0.729089,3.99486,334.2,5.141538461538461,330,5.076923076923077,0.30573,0.403577,999,27,NL,Justin Lawrence,664875,17639,17639
SFG,Giants,3,3,0,65,1,16,,65,279,54,27,25,6,74,33,,3,3.44882,1.34351,10.2976,4.60292,2.23719,0.832181,0.266364,0.119062,0.14730196446180344,0.453722,0.222187,0.294866,0.760603,3.70067,375.80000000000007,5.781538461538463,356,5.476923076923077,0.305633,0.594092,999,30,NL,Erik Miller,669062,26252,26252
