Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
CHC,Cubs,142,524,600,136,87,26,1,22,80,73,63,2,84,7,4,2,,3,1,0.259738,0.344798,0.438962,0.78376,0.340774,0.105,0.139864,0.750729,0.179223,3.15589,0.27061,-0.720107,,84.3975,13.5029,-0.588495,-0.865842,-1.58595,3.56243,13.218420505523682,1.638573169708252,120.818,738.4,5.2,738.4,5.2,119.19999694824219,0.00877193,3B,/players/alex-bregman/17678/stats/batting,17,NL,Alex Bregman,608324,17678,17678
PHI,Phillies,142,515,600,141,81,32,1,27,83,87,75,7,129,5,4,0,,9,3,0.273009,0.367907,0.494869,0.862776,0.368045,0.1252,0.214479,0.583741,0.221859,3.66934,0.312486,0.197539,,97.6825,26.7879,0.71896,-0.376417,-0.178878,3.55749,25.490768805146217,-10.68212103843689,136.097,875.6,6.166197183,875.6,6.166197183,47.7400016784668,0.01515152,OF,/players/bryce-harper/11579/stats/batting,26,NL,Bryce Harper,547180,11579,11579
SFG,Giants,125,406,450,92,63,18,2,9,44,43,35,0,117,3,3,2,,3,1,0.225852,0.290306,0.346712,0.637019,0.281347,0.0781001,0.260497,0.299812,0.12086,3.80203,0.291832,-0.40002,,41.5861,-11.5849,0.459407,-0.402503,-0.802523,3.54472,-11.090710163116455,10.182017982006073,80.71,374.3,2.9944,374.3,2.9944,747.1199951171875,0,C,/players/patrick-bailey/27478/stats/batting,30,NL,Patrick Bailey,672275,27478,27478
KCR,Royals,142,540,600,149,101,31,3,13,79,60,51,0,88,2,4,3,,25,7,0.275837,0.339006,0.418009,0.757015,0.330424,0.0853,0.146084,0.58391,0.142171,5.84738,0.30685,0.684178,,79.3556,8.46098,3.07541,1.32377,2.00795,3.53174,8.47402286529541,5.394070148468018,109.144,710.5,5.003521126,710.5,5.003521126,65.11000061035156,0.03389831,3B,/players/maikel-garcia/22715/stats/batting,7,AL,Maikel Garcia,672580,22715,22715
HOU,Astros,142,548,600,149,101,28,2,18,75,69,35,2,106,10,4,2,,16,5,0.272535,0.326259,0.430218,0.756477,0.327452,0.0591001,0.176166,0.335479,0.157683,5.06539,0.306526,0.815481,,77.908,7.01337,-1.69573,0.243768,1.05925,3.52321,8.61790120601654,5.166835188865662,110.689,699.6,4.926760563,699.6,4.926760563,118.41999816894531,0.01587302,SS,/players/jeremy-pena/21636/stats/batting,21,AL,Jeremy Peña,665161,21636,21636
MIN,Twins,142,539,600,133,71,26,5,31,88,78,46,4,164,8,4,3,,18,3,0.247292,0.314862,0.487323,0.802186,0.340728,0.0773999,0.272961,0.283557,0.240031,6.70501,0.293837,1.02002,,84.3752,13.4806,-1.29129,1.32161,2.34163,3.51405,15.42466402053833,-1.729491114616394,118.501,788.9,5.555633802,788.9,5.555633802,72.62000274658203,0.06349206,OF,/players/byron-buxton/14161/stats/batting,8,AL,Byron Buxton,621439,14161,14161
NYY,Yankees,125,402,450,92,53,19,1,19,52,57,38,0,110,5,3,1,,5,1,0.228812,0.301202,0.421993,0.723195,0.313674,0.0846999,0.244661,0.346192,0.193182,3.70096,0.264784,-0.170588,,53.3969,0.225982,-0.240898,-0.280369,-0.450957,3.50807,0.4772312343120575,8.821027591824532,101.75,488.3,3.9064,488.3,3.9064,251.27999877929688,0.00813008,C,/players/austin-wells/27562/stats/batting,9,AL,Austin Wells,669224,27562,27562
CHC,Cubs,142,547,600,156,117,28,3,8,66,59,39,1,58,8,4,2,,24,6,0.284819,0.339563,0.391634,0.731197,0.321135,0.065,0.09608,0.67652,0.106814,5.28134,0.303966,0.984396,,74.8308,3.93615,4.01449,1.28681,2.27121,3.47861,7.508866548538208,6.528802394866943,107.365,669.9,4.717605633,669.9,4.717605633,102.81999969482422,0,2B/SS,/players/nico-hoerner/21479/stats/batting,17,NL,Nico Hoerner,663538,21479,21479
SEA,Mariners,142,531,600,145,102,29,1,13,76,58,54,2,85,9,4,3,,7,2,0.273553,0.348047,0.40701,0.755057,0.33126,0.0895001,0.142368,0.628652,0.133457,3.61702,0.302634,-0.30607,,79.7631,8.86846,-1.11528,-0.6693,-0.97537,3.45085,12.65036803483963,0.42717647552490234,119.268,689.7,4.857042253,689.7,4.857042253,270.5899963378906,0.01587302,2B/OF,/players/brendan-donovan/24679/stats/batting,11,AL,Brendan Donovan,680977,24679,24679
NYY,Yankees,142,532,600,128,77,20,2,29,77,79,57,2,155,5,4,1,,30,9,0.240256,0.317647,0.445671,0.763319,0.329227,0.0948,0.258872,0.366204,0.205416,5.57762,0.281693,0.94249,,78.7728,7.87817,-0.967784,1.50819,2.45068,3.38897,11.265127897262573,1.2075309753417969,112.464,744.6,5.243661971,744.6,5.243661971,19.75,0,2B/OF,/players/jazz-chisholm-jr/20454/stats/batting,9,AL,Jazz Chisholm Jr.,665862,20454,20454
SDP,Padres,142,544,600,146,92,27,0,27,76,87,49,4,117,3,4,0,,9,3,0.26805,0.329285,0.465391,0.794676,0.340319,0.0811,0.195383,0.415083,0.197341,3.65566,0.295059,-0.552161,,84.1761,13.2815,-1.81482,-0.274044,-0.826205,3.37506,15.140880167484283,-2.1152632534503937,122.453,770.4,5.425352112,770.4,5.425352112,37.41999816894531,0.08805031,3B,/players/manny-machado/11493/stats/batting,29,NL,Manny Machado,592518,11493,11493
SDP,Padres,142,540,600,146,102,28,1,15,68,68,49,2,104,5,5,1,,16,4,0.270088,0.333915,0.407496,0.74141,0.323463,0.0821001,0.172884,0.474884,0.137407,4.24809,0.307413,0.52849,,75.9648,5.07022,-2.80515,0.401667,0.930157,3.37213,8.686012089252472,4.311005115509033,110.906,686.7,4.835915492,686.7,4.835915492,239.72000122070312,0.06716418,SS,/players/xander-bogaerts/12161/stats/batting,29,NL,Xander Bogaerts,593428,12161,12161
SFG,Giants,142,521,600,124,72,27,2,22,76,72,67,1,148,7,4,1,,9,3,0.237826,0.329929,0.427063,0.756992,0.329714,0.1117,0.24692,0.452374,0.189237,4.56785,0.286287,-0.0904663,,79.01,8.11538,0.811181,-0.423169,-0.513635,3.31193,9.33070981502533,3.0778644680976868,113.843,700.6,4.933802816,700.6,4.933802816,164.55999755859375,0,3B,/players/matt-chapman/16505/stats/batting,30,NL,Matt Chapman,656305,16505,16505
SFG,Giants,142,525,600,123,73,25,2,23,70,72,65,2,148,4,4,1,,11,4,0.233266,0.320548,0.418014,0.738562,0.321388,0.1087,0.246474,0.441019,0.184747,4.27939,0.277719,0.102161,,74.9538,4.0592,-0.697101,-0.252208,-0.150047,3.27435,5.6381222903728485,6.403114318847656,108.139,680.6,4.792957746,680.6,4.792957746,131.00999450683594,0.00628931,SS,/players/willy-adames/15986/stats/batting,30,NL,Willy Adames,642715,15986,15986
MIL,Brewers,125,390,450,105,68,21,1,15,57,57,53,3,85,3,3,1,,5,2,0.269849,0.359008,0.445298,0.804306,0.348936,0.1176,0.188113,0.625157,0.175449,3.28246,0.306597,-0.467651,,66.2802,13.1092,-1.10961,-0.494944,-0.962595,3.27344,12.569307625293732,4.140512466430664,125.372,577.5,4.62,577.5,4.62,55.79999923706055,0.14473684,C,/players/william-contreras/20503/stats/batting,23,NL,William Contreras,661388,20503,20503
BAL,Orioles,142,547,600,144,87,29,3,25,78,80,39,0,130,8,4,2,,6,2,0.263918,0.319567,0.46376,0.783328,0.33676,0.0649001,0.21674,0.299438,0.199842,4.32463,0.301808,0.191419,,82.4422,11.5476,-1.53861,-0.529454,-0.338035,3.27143,12.369388431310654,-1.045555979013443,117.969,742.4,5.228169014,742.4,5.228169014,592.47998046875,0.18823529,2B/3B,/players/jordan-westburg/27815/stats/batting,2,AL,Jordan Westburg,676059,27815,27815
MIN,Twins,142,526,600,140,97,30,2,12,71,66,59,1,101,10,4,0,,25,8,0.267017,0.350149,0.400227,0.750376,0.33097,0.099,0.168778,0.586571,0.13321,5.21709,0.307484,0.0425614,,79.6217,8.72709,-0.0400578,0.709373,0.751934,3.21286,9.081456482410431,1.6699100397527218,111.779,701.3,4.938732394,701.3,4.938732394,119.81999969482422,0.16326531,2B,/players/luke-keaschall/33321/stats/batting,8,AL,Luke Keaschall,807712,33321,33321
CHW,White Sox,142,515,600,135,100,23,1,10,75,48,70,0,88,8,4,3,,15,4,0.261174,0.356231,0.37009,0.72632,0.32526,0.1162,0.147483,0.787888,0.108916,4.59887,0.295649,-0.401614,,76.8401,5.94551,1.89989,0.163063,-0.23855,3.16134,5.6634993106126785,4.584364652633667,108.346,658.7,4.638732394,658.7,4.638732394,641.5399780273438,0,2B/SS,/players/chase-meidroth/31580/stats/batting,4,AL,Chase Meidroth,805367,31580,31580
