Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
SDP,Padres,7.09188,9.85101,23.547,28.593,0,0.6518,,127.579,557.8,134.19,75.43,70.46,18.1329,79.8624,44.3214,1.12463,6.88743,4.97057,1.39922,5.63386,3.12663,1.80189,1.27918,0.143174,0.0794574,0.06371644139289856,,0.264887,0.284037,0.673182,4.93504,388.4000000000001,3.0343750000000007,417,3.2578125,1.00273,0.428738,5.91649,729.2999877929688,29,NL,Randy Vásquez,681190,24719,24719
CHC,Cubs,1.87444,2.01157,2.657,38.295,0,7.5148,,61.4437,255.64,51.1291,26.29,24.55,6.61234,68.2564,21.3085,1.65275,2.48322,3.59597,1.17893,9.99789,3.12117,3.20325,0.968546,0.267002,0.0833536,0.18364857137203217,,0.220528,0.283583,0.730411,3.47403,331.70000000000005,5.437704918032788,313,5.131147540983607,0.993933,0.788331,0,732.489990234375,17,NL,Ben Brown,676962,23590,23590
CLE,Guardians,5.94302,9.28043,20.868,25.275,0,0.6772,,116.327,507.462,117.877,66.75,62.05,17.0955,90.8969,46.0021,0.896915,4.54096,4.80069,1.40878,7.03252,3.5591,1.97593,1.32265,0.179121,0.0906514,0.08846917003393173,,0.257983,0.288834,0.694051,4.78632,375.50000000000006,3.237068965517242,392,3.3793103448275863,0.986981,0.487454,5.75643,999,5,AL,Logan Allen,671106,27589,27589
PHI,Phillies,2.69531,1.5575,0,64.489,33,3.0842,,65.6282,269.534,56.4714,25.42,23.55,5.55452,69.3668,18.5641,1.85472,3.46553,3.22956,1.14334,9.5127,2.54581,3.73661,0.761725,0.257358,0.0688747,0.18848346918821335,,0.228163,0.295028,0.737676,3.12849,518.0000000000001,7.84848484848485,501,7.590909090909091,0.984716,0.97867,0,41.790000915527344,26,NL,Jhoan Duran,661395,21029,21029
DET,Tigers,1.98602,2.79413,4.151,43.869,0,9.1171,,72.7123,310.513,54.3811,32.35,30.14,8.61495,97.776,37.8574,1.9275,4.47526,3.73059,1.26854,12.1023,4.68582,2.58275,1.06632,0.314886,0.121919,0.19296663254499435,,0.202778,0.282875,0.746948,3.73256,395.1,5.412328767123288,354,4.8493150684931505,0.983416,0.875731,0,999,6,AL,Drew Anderson,623454,15130,15130
BOS,Red Sox,3.5391,4.13949,8.976,33.523,0,0.676,,74.1941,319.789,67.8852,34.92,32.35,6.85538,67.9648,33.1289,1.75486,3.07505,3.92417,1.36148,8.24436,4.01864,2.05153,0.831581,0.21253,0.103596,0.10893400013446808,,0.239382,0.292337,0.722999,3.96811,316.7,4.27972972972973,311,4.202702702702703,0.982231,0.851835,0.437526,999,3,AL,Patrick Sandoval,663776,19447,19447
SEA,Mariners,2.57157,1.79057,0,61.367,3,16.186,,64.0446,262.831,56.569,24.16,22.49,4.18372,56.5304,16.7334,1.58951,2.74072,3.16045,1.14455,7.94405,2.35149,3.3783,0.587925,0.215083,0.0636659,0.15141676366329193,,0.232453,0.286819,0.728627,3.13123,409.2000000000001,6.393750000000002,401,6.265625,0.958175,0.974462,0,999,11,AL,Jose A. Ferrer,678606,24017,24017
HOU,Astros,3.43416,4.49265,9.291,34.128,0,0,,80.7849,346.265,72.3711,41.37,38.67,11.2444,89.2237,32.1098,1.37463,4.18147,4.30811,1.29332,9.94014,3.57725,2.77871,1.25271,0.257674,0.0927317,0.16494260728359222,,0.233475,0.291766,0.711199,4.08338,346.8999999999999,4.282716049382715,332,4.098765432098766,0.951722,0.656155,0.589183,999,21,AL,Ryan Weiss,680802,sa3007778,sa3007778
TOR,Blue Jays,4.8124,5.97284,15.299,24.223,0,0.6481,,89.0863,375.131,81.4381,47.99,45.08,16.7597,85.337,26.3437,0.830812,3.96418,4.55424,1.20986,8.62123,2.66139,3.23937,1.69316,0.227486,0.0702254,0.1572604775428772,,0.236173,0.266466,0.709121,4.68561,322.9,3.6280898876404493,308,3.460674157303371,0.948064,0.64516,2.24579,614.4199829101562,14,AL,Max Scherzer,453286,3137,3137
MIL,Brewers,3.40407,1.78625,0,64.137,17,6.8784,,66.3501,277.015,49.0504,23.72,22.19,4.0359,73.4337,31.1806,1.62325,3.90937,3.00994,1.20921,9.96084,4.22946,2.35511,0.547445,0.265089,0.112559,0.15253017097711563,,0.202751,0.273719,0.757716,3.29895,465.80000000000007,7.0575757575757585,432,6.545454545454546,0.936925,1.08313,0,163.69000244140625,23,NL,Abner Uribe,682842,25327,25327
LAD,Dodgers,3.47637,1.41322,0,60.974,2,17.9778,,60.8057,249.293,43.5096,24.5,22.84,7.46531,77.0195,23.6174,1.52241,2.79892,3.3806,1.10396,11.3999,3.49567,3.26113,1.10496,0.308951,0.0947375,0.21421393007040024,,0.195218,0.26045,0.752123,3.5012,405.9000000000001,6.654098360655739,369,6.049180327868853,0.921088,0.811192,0,744.719970703125,22,NL,Alex Vesia,681911,25007,25007
BOS,Red Sox,2.37424,2.79897,7.15,15.578,0,0.676,,46.1766,192.79,38.5869,19.05,17.75,4.27831,48.9653,17.1156,0.697223,2.19328,3.45954,1.20629,9.54352,3.33589,2.86086,0.83386,0.253983,0.0887783,0.16520418226718903,,0.222427,0.28534,0.737284,3.47327,234.80000000000004,5.104347826086958,223,4.8478260869565215,0.913937,0.889445,0.31189,277.95001220703125,3,AL,Connelly Early,813349,33666,33666
NYY,Yankees,3.26164,1.64337,0,61.317,32,1.5548,,62.3473,255.782,49.6118,25.61,23.97,6.98624,73.0491,19.826,1.57273,2.59704,3.46013,1.11372,10.5448,2.86193,3.68452,1.00848,0.285592,0.0775113,0.20808031409978867,,0.212599,0.278011,0.734662,3.32748,487.69999999999993,7.866129032258064,464,7.483870967741935,0.908675,0.657744,0,63.93000030517578,9,AL,David Bednar,670280,19569,19569
CHW,White Sox,6.98471,10.7597,25.922,25.922,0,0,,143.257,624.166,137.295,86.66,80.86,25.5376,133.19,60.5553,0.404254,6.33982,5.07996,1.38108,8.36752,3.80434,2.19947,1.60438,0.213388,0.097018,0.11637008935213089,,0.24637,0.280414,0.685946,4.994,447.2000000000001,3.127272727272728,442,3.090909090909091,0.897136,0.2407,10.7985,999,4,AL,Sean Burke,680732,29878,29878
SFG,Giants,2.41496,3.45481,7.68,23.293,0,0.656,,60.9228,258.997,57.2928,28.22,26.29,6.02112,52.6416,20.9875,1.14486,3.50126,3.88377,1.28491,7.77664,3.10044,2.50824,0.889488,0.203252,0.0810335,0.12221819162368774,,0.24431,0.291572,0.716675,3.8977,264.4000000000001,4.334426229508198,262,4.295081967213115,0.885771,0.842259,0.419064,747.97998046875,30,NL,Trevor McDonald,686790,26448,26448
HOU,Astros,4.4101,6.53486,15.055,24.517,0,0.6558,,91.3743,398.291,85.2286,52.25,48.99,13.6738,90.8727,40.1449,1.01744,5.08184,4.82532,1.37209,8.95059,3.95411,2.26362,1.34681,0.228156,0.100793,0.12736351042985916,,0.241397,0.287926,0.68835,4.5764,331.20000000000005,3.63956043956044,324,3.5604395604395602,0.883662,0.35989,2.32917,716.4600219726562,21,AL,Spencer Arrighetti,681293,29921,29921
STL,Cardinals,2.56829,1.79022,0,56.972,6,13.3744,,63.7568,266.066,54.6867,25.78,24.16,4.68998,62.4303,21.6295,1.72972,3.34334,3.41046,1.19699,8.81275,3.05326,2.88635,0.662044,0.234642,0.0812938,0.15334825962781906,,0.226828,0.287382,0.724531,3.3081,400.1,6.2515625,386,6.03125,0.874719,0.76647,0,582.3499755859375,28,NL,Matt Svanson,694335,29629,29629
HOU,Astros,3.08218,1.97395,0,64.24,12,12.5386,,66.8659,281.644,52.6336,29.09,27.19,7.15536,85.9931,28.4394,0.849614,4.06081,3.65971,1.21247,11.5745,3.82788,3.02373,0.963096,0.305326,0.100976,0.20434923470020294,,0.211258,0.291536,0.731583,3.41232,459.8999999999999,6.864179104477611,432,6.447761194029851,0.872906,0.617354,0,185.02999877929688,21,AL,Bryan Abreu,650556,16609,16609
CHW,White Sox,7.15424,11.264,26.631,26.631,0,0,,151.034,663.352,159.977,94.25,88.1,24.5963,110.296,54.9397,0.518625,7.82293,5.24981,1.42297,6.57242,3.27381,2.00757,1.46567,0.16627,0.0828214,0.08344871550798416,,0.266366,0.290705,0.66858,5.03834,424.9000000000001,2.8139072847682125,461,3.052980132450331,0.854879,0.056916,11.8572,999,4,AL,Davis Martin,663436,21448,21448
SDP,Padres,2.88929,1.88306,0,64.757,3,14.9333,,66.1567,276.595,50.337,27.98,26.02,8.25551,87.8504,27.5504,1.94795,2.87945,3.53978,1.17732,11.9512,3.74797,3.18871,1.12309,0.317614,0.0996057,0.21800843626260757,,0.204485,0.280433,0.752414,3.48144,418.0000000000001,6.333333333333335,384,5.818181818181818,0.854845,0.666756,0,613.6799926757812,29,NL,Jeremiah Estrada,669093,22210,22210
PHI,Phillies,2.57949,1.59038,0.078,61.886,1,12.7283,,62.3694,259.419,53.8709,26.03,24.26,5.39358,62.246,19.4085,1.28253,3.50388,3.50076,1.17493,8.98219,2.80068,3.20715,0.778302,0.239944,0.0748152,0.1651284322142601,,0.227777,0.287074,0.718858,3.36541,368.9,5.949999999999999,357,5.758064516129032,0.845889,0.657689,0,999,26,NL,Orion Kerkering,689147,31776,31776
MIL,Brewers,2.94474,2.3459,2.116,55.783,1,13.2076,,75.7758,323.656,63.9432,31.79,29.71,5.30709,78.4378,35.9997,1.7016,3.99924,3.5287,1.31893,9.31617,4.27574,2.17885,0.630331,0.242349,0.111228,0.13112105429172516,,0.225424,0.293309,0.736685,3.55893,427.5,5.625,408,5.368421052631579,0.834689,0.91299,0,999,23,NL,Aaron Ashby,676879,23550,23550
WSN,Nationals,6.44862,11.2748,25.763,25.763,0,0,,143.252,616.74,157.512,87.79,81.97,25.8721,86.9873,33.4456,0.475573,4.71387,5.14988,1.33302,5.46509,2.10126,2.60086,1.62545,0.141044,0.0542296,0.08681407198309898,,0.272239,0.282658,0.66673,5.06768,387.6000000000001,2.710489510489511,437,3.055944055944056,0.831706,0.147273,10.9233,999,24,NL,Miles Mikolas,571945,9803,9803
SEA,Mariners,2.47453,1.80244,0,59.754,2,11.7292,,56.916,233.369,46.5171,23.22,21.63,6.4047,67.4722,16.6162,1.52701,2.50768,3.4203,1.10924,10.6692,2.62748,4.06063,1.01276,0.289122,0.0712013,0.2179211899638176,,0.217121,0.285766,0.73686,3.23508,357.79999999999995,6.27719298245614,339,5.947368421052632,0.820817,0.698135,0,747.8400268554688,11,AL,Gabe Speier,642100,17170,17170
SDP,Padres,5.02274,7.0208,16.977,26.458,0,0.6518,,100.271,433.241,96.5161,55.38,51.74,15.6084,87.2388,39.4034,1.20118,3.74459,4.64401,1.35552,7.83027,3.53672,2.21399,1.40096,0.201364,0.0909504,0.11041314154863358,,0.247418,0.281668,0.706067,4.70962,340.00000000000006,3.4000000000000004,341,3.41,0.80289,0.62995,2.52769,999,29,NL,Griffin Canning,656288,19867,19867
BOS,Red Sox,4.40171,6.21319,14.483,30.626,0,0.676,,93.313,404.836,84.1764,49.81,46.53,12.336,85.2664,42.3636,1.38341,5.85325,4.4878,1.35608,8.22391,4.08595,2.01273,1.1898,0.210619,0.104644,0.10597564280033112,,0.23604,0.277358,0.702208,4.57637,352.20000000000005,3.787096774193549,339,3.6451612903225805,0.801554,0.607185,0.874587,538.3599853515625,3,AL,Johan Oviedo,670912,22487,22487
MIN,Twins,2.34382,3.27472,7.142,18.203,1,0.6406,,49.1075,208.003,43.9183,24.11,22.54,6.1622,51.4866,17.6178,0.722704,2.20356,4.13094,1.25309,9.43602,3.22885,2.92241,1.12935,0.247528,0.0846997,0.16282805800437927,,0.233382,0.289245,0.707367,3.88043,225.4,4.6000000000000005,218,4.448979591836735,0.800763,0.536994,0.398023,999,8,AL,David Festa,701581,30056,30056
TBR,Rays,3.39504,5.29953,11.679,25.866,0,0.6597,,76.5734,334.7,62.8541,39.68,37.1,9.16515,84.3268,44.4553,1.21527,4.62985,4.36052,1.40139,9.91129,5.22502,1.89689,1.07722,0.251947,0.132821,0.11912594735622406,,0.220066,0.279451,0.71582,4.41167,320.30000000000007,4.159740259740261,293,3.8051948051948052,0.794248,0.64877,0.729738,747.72998046875,12,AL,Joe Boyle,671212,29608,29608
CHW,White Sox,5.25539,9.61967,20.511,31.029,0,0.5969,,124.738,553.753,123.421,75.1,70.32,17.9609,105.433,59.3421,1.82693,6.98687,5.07367,1.46517,7.60715,4.28161,1.7767,1.2959,0.190398,0.107164,0.08323442935943604,,0.25321,0.289701,0.683064,4.91175,399.8,3.1984,407,3.256,0.793961,0.18737,3.41782,729,4,AL,Anthony Kay,641743,20387,20387
KCR,Royals,2.61908,1.86386,0.119,60.07,3,16.079,,62.126,257.729,52.1289,27.87,26.03,7.75598,68.1326,18.5714,1.08835,2.85748,3.77088,1.13801,9.87016,2.69037,3.66869,1.12359,0.264357,0.0720576,0.19229959696531296,,0.220604,0.276618,0.715724,3.5995,374.2,6.035483870967742,355,5.725806451612903,0.788709,0.451009,0,728.8300170898438,7,AL,Matt Strahm,621381,13799,13799
SDP,Padres,2.77667,1.8158,0,62.444,2,13.342,,64.4842,266.627,56.9577,27.29,25.29,6.31375,61.4666,18.7769,1.48497,1.903,3.5297,1.17447,8.57883,2.62068,3.27351,0.881204,0.230534,0.0704241,0.16011014580726624,,0.231585,0.284251,0.724185,3.46367,372.59999999999997,5.8218749999999995,363,5.671875,0.786182,0.6623,0,732.010009765625,29,NL,Adrian Morejon,670970,20039,20039
PIT,Pirates,3.41364,5.4236,11.834,26.814,0,0.6566,,81.5981,351.382,83.2261,46.91,44.05,12.3168,60.4842,25.0116,1.06481,3.17352,4.85857,1.32647,6.67121,2.7587,2.41824,1.3585,0.172132,0.0711806,0.10095155984163284,,0.257509,0.283189,0.673974,4.65117,283.40000000000003,3.45609756097561,294,3.5853658536585367,0.781015,0.240803,0.835872,999,27,NL,José Urquidy,664353,18413,18413
TOR,Blue Jays,4.05494,5.25554,12.763,29.942,0,0.6481,,90.5859,386.154,87.5975,48.73,45.57,14.2597,75.7439,28.2315,1.45776,4.99063,4.52753,1.27867,7.5254,2.80489,2.68295,1.41675,0.196149,0.0731094,0.12303990125656128,,0.248199,0.278927,0.69993,4.60948,329.40000000000003,3.6197802197802202,330,3.6263736263736264,0.763677,0.575742,0.806386,703.9099731445312,14,AL,José Berríos,621244,14168,14168
LAA,Angels,5.06309,6.80835,15.024,17.996,0,0,,85.981,372.394,81.741,48.8,45.7,13.2496,69.0023,34.7491,0.79296,3.17048,4.78362,1.35484,7.22277,3.63734,1.98573,1.38689,0.185294,0.0933126,0.09198115766048431,,0.244386,0.271551,0.691133,4.85643,287.3,3.340697674418605,285,3.313953488372093,0.763319,0.425685,4.65816,999,1,AL,Tyler Anderson,542881,12880,12880
NYM,Mets,2.44695,1.37096,0,46.108,1,13.7055,,46.5006,189.964,36.9111,18.71,17.41,4.65441,52.1103,14.7906,0.897808,1.54155,3.36963,1.11185,10.0857,2.86266,3.52321,0.900842,0.274316,0.0778599,0.19645656645298004,,0.212582,0.276011,0.730139,3.24875,304.1,6.470212765957447,284,6.042553191489362,0.753507,0.572269,0,999,25,NL,A.J. Minter,621345,18655,18655
SEA,Mariners,2.38488,1.85617,0.068,58.424,4,12.3263,,59.6743,253.22,49.0183,25.11,23.48,4.92072,68.6977,26.8573,1.36367,3.14203,3.54122,1.27149,10.3609,4.05058,2.55788,0.742137,0.271297,0.106063,0.16523373126983643,,0.219596,0.294765,0.735876,3.41284,371.1,6.1850000000000005,351,5.85,0.750112,0.653308,0,738.22998046875,11,AL,Matt Brash,666374,25756,25756
ATL,Braves,2.14464,1.49165,0.126,56.178,0,12.0676,,59.8276,255.209,55.8074,27.08,25.14,3.52025,58.1319,22.655,1.50188,3.49138,3.78187,1.31147,8.74491,3.40804,2.56596,0.529559,0.227782,0.0887704,0.1390111967921257,,0.243634,0.312329,0.698756,3.26783,335.20000000000005,5.586666666666668,334,5.566666666666666,0.747133,0.446491,0,999,16,NL,Aaron Bummer,607481,16258,16258
CHC,Cubs,2.74173,1.83709,0,61.078,30,3.3517,,63.4769,266.912,50.2952,27.19,25.46,6.28224,72.8012,27.1321,1.32346,3.55585,3.60982,1.21977,10.322,3.8469,2.68321,0.890721,0.272754,0.101652,0.1711016669869423,,0.212913,0.280087,0.731979,3.5783,477.4000000000001,7.577777777777779,452,7.174603174603175,0.739346,0.608262,0,98.05999755859375,17,NL,Daniel Palencia,694037,27914,27914
NYY,Yankees,4.70341,5.6468,13.205,36.887,0,0.691,,97.0388,422.103,82.418,51.73,48.68,13.4975,92.232,50.2062,1.42377,4.97118,4.51489,1.36671,8.55418,4.65644,1.83706,1.25185,0.218506,0.118943,0.09956291317939758,,0.224618,0.263865,0.711297,4.74826,367.7000000000001,3.7907216494845373,339,3.4948453608247423,0.732005,0.57609,0.834312,330.3500061035156,9,AL,Luis Gil,661563,21052,21052
BOS,Red Sox,2.81967,1.65645,0,55.947,28,1.9343,,55.6825,233.546,38.4702,22.17,20.66,5.40417,75.2713,29.5694,1.01018,2.38237,3.33929,1.22192,12.1661,4.77932,2.54558,0.873479,0.322297,0.12661,0.19568666815757751,,0.19083,0.273456,0.758504,3.4147,456.1000000000001,8.144642857142859,417,7.446428571428571,0.727118,0.748112,0,64,3,AL,Aroldis Chapman,547973,10233,10233
ATL,Braves,2.41965,1.59759,0,61.712,2,15.9337,,63.3242,261.068,56.1783,28.73,26.74,8.70641,68.9791,16.1146,1.34053,1.59866,3.80044,1.14163,9.8037,2.2903,4.28054,1.23741,0.264219,0.0617257,0.20249354094266891,,0.23085,0.286547,0.724793,3.58307,367.9,5.839682539682539,356,5.650793650793651,0.720606,0.401753,0,999,16,NL,Dylan Lee,669276,19996,19996
HOU,Astros,4.44816,6.24726,14.922,23.239,0,0.6558,,82.675,361.588,76.4694,45.02,42.15,10.4657,77.6189,40.0107,0.731996,5.15188,4.58845,1.40889,8.44959,4.35557,1.93995,1.1393,0.214661,0.110653,0.10400836914777756,,0.241667,0.289058,0.701772,4.5419,318.6,3.83855421686747,310,3.7349397590361444,0.719663,0.586877,2.18698,999,21,AL,Lance McCullers Jr.,621121,14120,14120
CHC,Cubs,2.74028,1.86209,0,61.8,5,14.6034,,62.2188,261.398,51.2291,27.27,25.44,6.47354,71.2259,23.3592,1.30934,4.64274,3.67992,1.19881,10.3029,3.37893,3.04916,0.936403,0.272481,0.0893627,0.18311847001314163,,0.219494,0.287454,0.722137,3.54836,395.4,6.377419354838709,375,6.048387096774194,0.707576,0.5542,0,738.4600219726562,17,NL,Phil Maton,664208,18064,18064
CHW,White Sox,3.6162,6.71952,13.81,29.736,0,0.5969,,95.2263,412.096,95.8123,55.28,51.62,14.5608,70.7258,32.6133,1.4003,4.47484,4.87869,1.34864,6.68442,3.08233,2.16862,1.37616,0.171625,0.07914,0.0924847424030304,,0.255494,0.280447,0.67702,4.80592,303.9,3.1989473684210523,315,3.3157894736842106,0.706467,0.238538,1.00117,999,4,AL,Jonathan Cannon,686563,31730,31730
CLE,Guardians,2.22583,1.75522,0,57.124,2,13.9627,,58.7748,250.969,42.6973,24.98,23.44,5.55398,76.4504,32.5751,1.29145,3.43958,3.58929,1.28069,11.7066,4.98812,2.3469,0.850464,0.30462,0.129797,0.1748233139514923,,0.198634,0.279377,0.745108,3.60039,361,6.11864406779661,327,5.5423728813559325,0.695189,0.599234,0,999,5,AL,Erik Sabrowski,681870,24978,24978
,,4.87735,7.22384,15.289,17.067,0,0,,85.212,373.59,93.0306,53.47,49.84,13.7172,70.0754,29.6261,0.513569,2.54657,5.26405,1.43943,7.40129,3.12908,2.36533,1.44879,0.187573,0.0793011,0.10827190428972244,,0.272483,0.307864,0.668776,4.71578,256,3.011764705882353,284,3.3411764705882354,0.685747,-0.00331925,5.3573,999,-1,,Patrick Corbin,571578,9323,9323
TEX,Rangers,2.39836,1.55789,0,50.083,10,11.9724,,50.9997,207.451,47.3152,22.02,20.57,5.82582,48.3634,8.31634,1.19613,1.96993,3.63002,1.09082,8.53476,1.4676,5.81546,1.02809,0.233132,0.0400883,0.19304344430565834,,0.239978,0.290185,0.707978,3.32862,345.40000000000003,6.772549019607844,341,6.686274509803922,0.680778,0.477593,0,690.969970703125,13,AL,Chris Martin,455119,11847,11847
SFG,Giants,2.19637,1.75782,0.175,59.188,24,3.338,,61.0839,260.421,57.6872,28.44,26.46,5.65577,60.2564,20.6076,1.22207,3.51368,3.89857,1.28176,8.87808,3.03629,2.92399,0.833312,0.231381,0.0791318,0.1522490754723549,,0.244127,0.305371,0.708399,3.55056,403.8000000000001,6.619672131147543,404,6.622950819672131,0.676365,0.397188,0,150.83999633789062,30,NL,Ryan Walker,676254,20423,20423
COL,Rockies,5.47968,9.68581,22.669,22.669,0,0,,118.727,532.155,128.979,78.85,73.87,18.9883,98.565,51.1025,0.404433,6.25846,5.59965,1.51677,7.47164,3.87379,1.92877,1.43939,0.185219,0.0960294,0.08918920904397964,,0.271652,0.307889,0.659498,5.0033,338.4999999999999,2.8445378151260496,375,3.1512605042016806,0.671868,-0.411674,8.60083,741.489990234375,19,NL,Chase Dollander,801403,33482,33482
MIA,Marlins,2.17927,1.69455,0,57.965,26,4.1124,,59.4914,249.184,52.02,26.81,24.92,5.89425,59.0067,20.7003,1.16367,2.70505,3.76996,1.22237,8.92667,3.13159,2.85053,0.891696,0.2368,0.0830724,0.15372759103775024,,0.230403,0.286714,0.712137,3.61971,419.59999999999997,7.11186440677966,409,6.932203389830509,0.666429,0.392594,0,112.06999969482422,20,NL,Pete Fairbanks,664126,17998,17998
NYM,Mets,1.72509,1.8744,4.906,11.15,0,0.7173,,31.0406,129.149,24.7823,12.85,12.03,3.07552,35.6214,12.2178,0.418736,1.24223,3.48801,1.19199,10.3282,3.54248,2.91552,0.891725,0.275816,0.0946027,0.1812134012579918,,0.214215,0.281935,0.738663,3.42892,164.49999999999997,5.306451612903225,153,4.935483870967742,0.662241,0.581925,0.206008,702.5599975585938,25,NL,Jonah Tong,804636,32157,32157
DET,Tigers,2.3999,1.91611,0.062,61.076,7,11.5243,,63.8755,269.005,59.3056,28.86,26.83,6.28073,61.7494,19.7897,1.10433,3.05331,3.78032,1.23827,8.70044,2.78834,3.12029,0.884949,0.229548,0.0735662,0.1559816375374794,,0.240922,0.297673,0.714561,3.55282,384.4,6.00625,380,5.9375,0.66046,0.455598,0,500.45001220703125,6,AL,Will Vest,676684,19769,19769
ATL,Braves,2.39377,1.61476,0,61.429,26,4.4309,,62.8145,260.589,57.3361,29.16,27.22,8.26868,63.8577,15.4529,1.42526,2.2824,3.90005,1.15879,9.14947,2.21408,4.13239,1.18473,0.245052,0.0593002,0.18575148284435272,,0.236093,0.287403,0.712743,3.66023,442.6000000000001,7.025396825396827,434,6.888888888888889,0.658305,0.401767,0,101.36000061035156,16,NL,Raisel Iglesias,628452,17130,17130
DET,Tigers,1.66744,1.21905,0.08,41.109,0,6.2689,,48.6434,202.648,43.208,19.69,18.28,3.54718,44.6876,14.3603,1.44971,2.7836,3.38217,1.18348,8.26811,2.65693,3.1119,0.656299,0.220519,0.0708632,0.14965583384037018,,0.232923,0.288928,0.720089,3.30309,264.6,5.4,256,5.224489795918367,0.646932,0.577327,0,999,6,AL,Brant Hurter,676428,30133,30133
ARI,Diamondbacks,2.42264,2.12989,5.865,5.995,0,0,,35.3349,147.828,32.2178,16.66,15.61,4.11046,32.391,10.8539,0.141023,1.37166,3.97596,1.21896,8.25018,2.76455,2.98427,1.04696,0.219113,0.0734226,0.14569035172462463,,0.23759,0.283624,0.707765,3.85201,154.60000000000002,4.417142857142858,151,4.314285714285714,0.640669,0.482188,2.70254,735.0399780273438,15,NL,Corbin Burnes,669203,19361,19361
MIN,Twins,3.12594,2.28145,0.203,61.207,5,12.6798,,65.4562,277.788,61.3423,32.66,30.48,7.30166,60.7291,20.3867,1.21669,3.49213,4.19089,1.2486,8.35003,2.80309,2.97886,1.00395,0.218617,0.0733893,0.14522738009691238,,0.241591,0.290731,0.686215,3.82414,366.29999999999995,5.6353846153846145,364,5.6,0.632222,0.0985776,0,732.219970703125,8,AL,Cole Sands,663485,21461,21461
MIN,Twins,2.91726,1.91157,0,56.887,3,14.8124,,60.777,261.222,55.8792,27.79,25.93,3.95413,55.3828,25.1779,1.40233,3.43691,3.83977,1.33368,8.20121,3.7284,2.19966,0.585537,0.212015,0.0963851,0.11562945693731308,,0.24023,0.299678,0.705325,3.57087,357.60000000000014,5.862295081967216,354,5.80327868852459,0.624314,0.39722,0,747.9000244140625,8,AL,Kody Funderburk,681892,24993,24993
PIT,Pirates,2.61648,1.66578,0,56.547,2,12.1194,,59.2867,252.369,51.5233,27.17,25.36,6.01015,66.2487,24.1371,1.45713,2.43084,3.84977,1.27618,10.0569,3.66412,2.74469,0.91237,0.262507,0.095642,0.16686543822288513,,0.22818,0.296421,0.721088,3.56252,339.6,5.755932203389831,329,5.576271186440678,0.622465,0.392611,0,999,27,NL,Mason Montgomery,682254,29770,29770
CIN,Reds,2.95322,4.7986,9.707,31.165,0,0.6526,,77.841,338.039,76.3084,43.75,40.97,11.1708,66.4271,30.0236,1.41667,3.35126,4.73696,1.36601,7.68032,3.47133,2.2125,1.29157,0.196507,0.0888169,0.10769042372703552,,0.250467,0.286866,0.690043,4.58026,281.30000000000007,3.6064102564102574,284,3.641025641025641,0.621568,0.223309,0.678854,999,18,NL,Brandon Williamson,682227,25463,25463
HOU,Astros,2.97688,1.90419,0,61.471,1,16.6617,,62.6647,264.248,54.2383,27.41,25.55,6.09446,61.6136,23.2535,1.23357,3.18515,3.66953,1.23661,8.84904,3.3397,2.64965,0.875296,0.233166,0.0879988,0.14516733586788177,,0.228075,0.283031,0.726249,3.69872,371,5.888888888888889,356,5.650793650793651,0.61676,0.608262,0,999,21,AL,Bryan King,687911,25890,25890
CLE,Guardians,2.3475,2.24338,0.391,62.47,3,16.3812,,65.8172,278.869,61.1621,32.57,30.44,7.96878,64.947,20.3281,0.934972,3.59743,4.16244,1.23813,8.881,2.77971,3.19494,1.08967,0.232894,0.0728948,0.15999972075223923,,0.239905,0.292227,0.695542,3.82609,368.4000000000001,5.581818181818183,363,5.5,0.61576,0.152019,0,747.8499755859375,5,AL,Shawn Armstrong,542888,12857,12857
ATL,Braves,3.2481,3.66762,9.292,9.581,0,0,,51.6403,224.692,51.9301,29.03,27.28,6.21642,43.7409,20.4038,0.207276,2.15479,4.75443,1.40073,7.62328,3.55602,2.14377,1.08341,0.194671,0.0908079,0.10386304557323456,,0.256911,0.300401,0.680548,4.31653,197.8,3.803846153846154,204,3.923076923076923,0.614675,0.328024,3.65586,747.97998046875,16,NL,Hurston Waldrep,694462,33527,33527
HOU,Astros,2.33018,1.37735,0,46.067,23,2.7697,,48.2985,197.182,33.2462,19.58,18.35,6.85965,66.0266,19.0399,0.839785,2.20271,3.41936,1.08256,12.3035,3.54791,3.4678,1.27823,0.334851,0.0965598,0.23829080909490585,,0.188964,0.256048,0.766263,3.56683,379.3,7.902083333333334,345,7.1875,0.61209,0.522672,0,122.3499984741211,21,AL,Josh Hader,623352,14212,14212
KCR,Royals,2.59149,3.68734,7.56,27.251,0,0.663,,63.2923,275.671,66.2587,34.23,32.02,6.49856,45.2501,21.3422,1.03457,3.98925,4.55316,1.38407,6.43445,3.03481,2.12021,0.924079,0.164145,0.0774191,0.08672603964805603,,0.264675,0.300921,0.679859,4.24073,239.80000000000004,3.806349206349207,256,4.063492063492063,0.611809,0.318095,0.489975,999,7,AL,Stephen Kolek,663568,21487,21487
