Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
PHI,Phillies,143.298,571.962,627.267,162.649,110.827,28.9323,4.14347,18.7459,85.5142,75.6348,39.0067,0.321738,114.193,5.30848,4.1698,0.784978,11.6165,24.5212,6.19152,0.28437,0.333572,0.447767,0.78134,0.337606,0.0621852,0.182049,0.341586,0.163397,6.15961,0.324696,,,86.6196,12.5032,-0.43,1.34663,1.34663,4.06736,12.68073856830597,6.2041667103767395,115.245,789,5.517482517,789,5.517482517,26.3799991607666,0.00714286,SS,/players/trea-turner/16252/stats/batting,26,NL,Trea Turner,607208,16252,16252
TEX,Rangers,142.514,532.429,613.328,133.036,79.0599,28.1787,2.31682,23.4811,84.6909,72.6758,70.3216,2.6348,144.438,6.30723,3.71565,0.554786,8.00413,20.0305,5.41229,0.249867,0.342158,0.443801,0.785959,0.340762,0.114656,0.235499,0.486863,0.193933,5.51841,0.297523,,,86.2665,13.7971,5.45,0.779258,0.779258,4.00431,15.733777642250061,2.2944962978363037,120.687,773.6,5.409790209,773.6,5.409790209,39.849998474121094,0,OF,/players/wyatt-langford/33333/stats/batting,13,AL,Wyatt Langford,694671,33333,33333
SFG,Giants,151.911,569.051,649.765,134.446,78.539,26.5924,1.11837,28.1962,83.3024,84.2033,68.372,1.64391,165.761,3.70548,5.19586,0.505541,7.99034,11.8039,3.11505,0.236263,0.319535,0.435573,0.755109,0.326723,0.105226,0.255109,0.412473,0.19931,4.33056,0.279392,,,83.9851,7.2104,0.76,0.101638,0.101638,3.94877,9.184405110776424,7.792916536331177,111.794,759,4.993421052,759,4.993421052,131.00999450683594,0.00628931,SS,/players/willy-adames/15986/stats/batting,30,NL,Willy Adames,642715,15986,15986
LAD,Dodgers,123.544,423.998,497.475,110.325,67.6143,20.9239,1.59064,20.1962,68.3318,66.8155,56.8941,2.28591,93.0295,9.09727,5.87472,0.475474,7.7222,3.00843,0.969918,0.260202,0.355574,0.459952,0.815526,0.352241,0.114366,0.187003,0.611571,0.19975,3.61874,0.284635,,,74.6076,15.8271,-2.55,-0.662443,-0.662443,3.93232,15.48724228143692,6.396086931228638,127.39,653.2,5.267741935,653.2,5.267741935,96.91999816894531,0.00980392,C,/players/will-smith/19197/stats/batting,22,NL,Will Smith,669257,19197,19197
CIN,Reds,148.586,574.042,640.106,147.889,90.383,29.7872,4.87991,22.8386,93.5204,71.839,57.2788,4.96606,179.078,3.30381,3.9401,1.54087,8.91934,39.4643,10.5291,0.257627,0.326468,0.445876,0.772344,0.331233,0.0894833,0.279763,0.319854,0.188249,7.33845,0.332522,,,85.0807,9.44725,0.56,2.61716,2.61716,3.77405,8.390877485275269,7.20012766122818,107.61,809.8,5.434899328,809.8,5.434899328,8.529999732971191,0.02469136,SS,/players/elly-de-la-cruz/26668/stats/batting,18,NL,Elly De La Cruz,682829,26668,26668
BAL,Orioles,137.674,489.006,559.523,122.449,79.2037,25.49,0.952111,16.8035,65.4411,63.5144,61.0513,1.83403,89.3772,3.84282,4.9909,0.631893,10.8827,1.0415,0.382416,0.250405,0.335206,0.409513,0.744719,0.325405,0.109113,0.159738,0.683075,0.159108,2.47245,0.272412,,,71.7223,5.61034,5.56,-0.887486,-0.887486,3.74019,5.804450154304504,11.494224071502686,110.148,629.1,4.558695652,629.1,4.558695652,151.0500030517578,0.1978022,C/DH,/players/adley-rutschman/26288/stats/batting,2,AL,Adley Rutschman,668939,26288,26288
TOR,Blue Jays,122.277,428.134,484.044,112.611,79.1446,20.1092,0.307132,13.0498,55.4716,55.4429,46.1482,1.61888,58.5215,4.55326,4.63601,0.572914,12.1588,0.412048,0.112602,0.263027,0.337791,0.402874,0.740665,0.324098,0.0953388,0.120901,0.788567,0.139846,1.72025,0.275641,,,61.5335,4.33994,7.31,-0.810217,-0.810217,3.73528,3.985791563987732,15.86272382736206,108.407,538,4.409836065,538,4.409836065,158.9499969482422,0.056,C,/players/alejandro-kirk/22581/stats/batting,14,AL,Alejandro Kirk,672386,22581,22581
LAA,Angels,148.048,567.948,633.958,141.257,83.6347,29.0092,1.21189,27.4016,85.0409,76.4708,42.8463,2.82773,158.695,16.0569,3.87313,3.23377,8.55334,26.9361,7.98083,0.248715,0.31735,0.4488,0.76615,0.329887,0.0675854,0.250324,0.269992,0.200085,5.60793,0.295174,,,83.5707,8.66366,-1.66,1.1966,1.1966,3.69758,9.12621295452118,5.194074034690857,110.613,771.1,5.210135135,771.1,5.210135135,30.649999618530273,0,SS,/players/zach-neto/31347/stats/batting,1,AL,Zach Neto,687263,31347,31347
ARI,Diamondbacks,150.364,550.333,648.084,142.681,98.9592,26.5134,3.60098,13.6076,83.3688,59.6167,72.892,1.23163,88.7503,6.8852,5.41814,12.5555,12.647,18.1925,5.3941,0.259263,0.350037,0.394705,0.744742,0.328663,0.112473,0.136943,0.821316,0.135442,5.54748,0.284683,,,84.7889,8.21278,-0.26,0.257687,0.257687,3.68395,7.743622064590454,6.701296091079712,109.746,743.7,4.958,743.7,4.958,76.68000030517578,0,SS,/players/geraldo-perdomo/22799/stats/batting,15,NL,Geraldo Perdomo,672695,22799,22799
NYY,Yankees,139.786,519.431,584.548,124.033,72.9,18.1614,3.21041,29.761,88.1502,72.1518,55.0543,1.9638,157.428,4.82969,3.97765,1.25514,7.87221,31.6711,7.93939,0.238786,0.315308,0.457997,0.773305,0.331973,0.0941827,0.269316,0.349711,0.219211,6.78132,0.280387,,,78.0474,8.97853,1.82,2.21927,2.21927,3.68383,12.109960317611694,3.7765222787857056,114.356,745.1,5.322142857,745.1,5.322142857,19.75,0,2B/OF,/players/jazz-chisholm-jr/20454/stats/batting,9,AL,Jazz Chisholm Jr.,665862,20454,20454
