Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",145.031,637.46,518.133,148.58,72.6461,26.054,0.424187,49.4555,105.693,119.562,108.341,18.1717,161.958,5.98223,4.23527,0.518367,8.8839,7.82272,2.90097,0.28676,0.169958,0.254067,0.668948,0.412921,0.625031,0.428161,1.03795,0.33827,3.21978,0.318774,,-0.737802,134.895,59.5738,180.616,-0.737802,-2.34,59.83074027299881,-9.346328496932983,7.40996,1.8600000143051147,,,,,,,1201.2,8.284137931,1201.2,8.284137931,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",151.508,660.63,599.574,174.792,102.535,35.3733,5.59448,31.2891,104.698,96.8299,48.0517,5.00917,113.224,6.4303,5.70242,0.871406,6.99725,37.1645,8.40647,0.291527,0.0727362,0.171388,0.424395,0.347512,0.525742,0.369275,0.873254,0.234215,7.03262,0.311446,,2.9868,108.213,30.1545,135.907,2.9868,3.65,30.944785118103027,10.66425895690918,6.58349,3.0799999237060547,,,,,,,1017,6.690789473,1017,6.690789473,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Cal Raleigh","SEA",150.173,624.759,539.524,120.989,58.6691,22.3594,0.862468,39.0984,82.1363,103.193,74.061,6.89836,172.944,6.22504,4.43806,0.511009,6.31869,7.37438,2.59251,0.224252,0.118543,0.276817,0.428238,0.322429,0.486297,0.34296,0.808726,0.262045,3.62041,0.246719,,-0.4586,88.9894,15.1693,127.328,-0.4586,14.95,19.66424897313118,21.713271141052246,6.43348,18.350000381469727,,,,,,,818.6,5.457333333,818.6,5.457333333,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Shohei Ohtani","LAD",148.471,660.145,558.783,159.029,77.9084,30.8219,3.10769,47.1912,120.983,118.395,91.1977,13.4794,156.836,4.74998,3.60491,0.744579,8.77931,25.3353,8.33883,0.284599,0.138148,0.237578,0.581486,0.387305,0.604242,0.411839,0.991547,0.319643,5.95071,0.312082,,0.593399,130.947,52.9457,168.217,0.593399,0,53.96720468997955,-14.015655517578125,6.33465,1.2400000095367432,,,,,,,1193.3,8.062837837,1193.3,8.062837837,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Juan Soto","NYM",154.721,678.189,547.652,147.864,82.8759,26.4289,0.426828,38.1321,107.506,99.4817,121.453,8.89755,123.369,4.14937,3.84537,1.08931,13.8182,16.688,6.10427,0.269996,0.179084,0.18191,0.984468,0.403879,0.528698,0.397203,0.932577,0.258702,3.96301,0.281366,,-0.479773,126.467,46.3339,160.983,-0.479773,-2.99,48.538015216588974,-10.347920656204224,6.21585,4.679999828338623,,,,,,,1103.9,7.121935483,1103.9,7.121935483,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Julio Rodríguez","SEA",151.697,660.122,598.619,163.538,103.354,25.8034,6.17544,28.2055,95.714,87.3561,47.7989,3.64073,146.466,9.24977,3.88954,0.565011,10.753,25.7031,6.52578,0.273193,0.0724092,0.221877,0.326348,0.334447,0.478283,0.34756,0.81273,0.20509,6.70989,0.316319,,1.43331,96.4917,18.4932,130.496,1.43331,0.52,25.16050434112549,2.66990065574646,5.17197,9.529999732971191,,,,,,,893,5.875,893,5.875,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",152.451,659.683,583.008,155.857,93.5481,34.622,2.7184,24.968,94.2205,80.0941,64.9951,3.17676,140.412,5.72751,5.4101,0.542429,12.1802,20.6208,5.18264,0.267332,0.0985247,0.212848,0.462888,0.343749,0.464521,0.347507,0.80827,0.197189,5.59549,0.309401,,0.938297,96.399,18.4523,125.373,0.938297,-1.33,20.6658416390419,5.727916598320007,5.02344,12.34000015258789,,,,,,,883.1,5.809868421,883.1,5.809868421,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Fernando Tatis Jr.","SDP",148.591,648.008,566.792,154.761,93.8461,27.6995,4.10539,29.11,99.4738,85.3559,69.8378,3.09162,128.964,6.20575,4.20589,0.966764,12.5319,23.181,7.16396,0.273047,0.107773,0.199016,0.541529,0.356708,0.490482,0.363286,0.84719,0.217435,5.89751,0.304296,,0.601287,102.995,26.4277,138.187,0.601287,4.32,29.929458022117615,-2.750302314758301,4.98656,14.079999923706055,,,,,,,929.7,6.239597315,929.7,6.239597315,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Vladimir Guerrero Jr.","TOR",152.945,662.68,578.513,173.064,109.538,30.8515,1.17838,31.4961,97.6332,97.9924,72.0978,6.99098,87.6268,7.14441,4.28974,0.635218,16.4771,5.82875,2.26556,0.299154,0.108797,0.132231,0.822782,0.381102,0.519886,0.383936,0.900988,0.220732,3.45193,0.305315,,-0.962153,116.437,38.1365,149.627,-0.962153,-0.37,37.79872238636017,-12.365972638130188,4.93567,18.299999237060547,,,,,,,1019.6,6.664052287,1019.6,6.664052287,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Corey Seager","TEX",123.222,528.594,455.698,125.483,73.199,23.586,0.685601,28.0128,71.2216,83.5433,59.842,8.45226,99.8131,4.6463,4.2564,0.490178,10.2633,1.75948,0.696385,0.275365,0.11321,0.188828,0.59954,0.362235,0.514549,0.370491,0.876784,0.239184,2.37971,0.293473,,-0.786454,87.1072,24.6497,141.167,-0.786454,-0.09,24.86081826686859,3.971386581659317,4.8113,94.87000274658203,,,,,,,778.5,6.329268292,778.5,6.329268292,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Ketel Marte","ARI",139.957,611.888,533.486,147.19,85.5517,30.806,1.81228,29.0205,85.675,94.6673,66.8765,4.38372,100.711,6.257,4.24496,0.641156,12.801,4.76356,1.81592,0.275903,0.109295,0.16459,0.664045,0.360676,0.503635,0.368995,0.864311,0.227732,3.63185,0.289632,,-0.809585,100.09,27.7904,137.374,-0.809585,-0.25,26.294588804244995,-0.17879687994718552,4.75482,32.060001373291016,,,,,,,887,6.335714285,887,6.335714285,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"William Contreras","MIL",143.965,599.924,523.749,137.761,89.6734,27.1285,0,20.9592,71.6076,81.0034,66.4729,2.71632,119.153,4.63861,4.09415,0.968864,15.0171,5.31744,2.10087,0.263029,0.110802,0.198614,0.557877,0.348728,0.434878,0.340855,0.783607,0.17185,2.76502,0.301245,,-0.840374,84.4263,13.5407,119.836,-0.840374,5.49,13.263841986656189,12.627744197845459,4.69115,55.79999923706055,,,,,,,741.4,5.148611111,741.4,5.148611111,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Yordan Alvarez","HOU",129.437,552.026,469.956,137.053,75.9448,26.8972,1.2675,32.9437,83.2278,91.3134,68.7399,8.89626,92.0427,7.66438,5.13545,0.530601,9.12171,3.46489,1.1725,0.29163,0.124523,0.166736,0.746826,0.387052,0.564557,0.399433,0.951609,0.272927,3.1423,0.297367,,-0.734209,103.94,38.7141,160.274,-0.734209,-0.44,38.48155426979065,-12.225158154964447,4.63028,33.08000183105469,,,,,,,925.3,7.172868217,925.3,7.172868217,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Will Smith","LAD",123.544,497.475,425.023,115.021,68.6372,20.9396,1.67113,23.7726,72.3749,72.3751,56.2122,2.28594,93.7665,9.09738,5.80798,0.475051,7.75699,2.92414,1.0761,0.270622,0.112995,0.188485,0.599491,0.363466,0.49555,0.367969,0.859016,0.224928,3.58407,0.291255,,-0.725037,80.9603,22.1798,138.165,-0.725037,-2.55,21.77737194299698,6.396086931228638,4.57588,96.91999816894531,,,,,,,714.8,5.764516129,714.8,5.764516129,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Corbin Carroll","ARI",138.212,603.315,524.676,136.236,74.7538,29.1207,6.87786,25.4833,96.1928,76.871,63.3023,2.59542,125.571,7.89293,3.94781,3.49608,7.69462,33.8168,6.76026,0.259657,0.104924,0.208136,0.504114,0.345823,0.487086,0.356511,0.832908,0.227429,7.71805,0.29333,,3.04855,92.5723,21.286,128.822,3.04855,7.11,23.657894372940063,0.8988041877746582,4.56612,14.420000076293945,,,,,,,853.6,6.185507246,853.6,6.185507246,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Ronald Acuña Jr.","ATL",143.7,628.995,534.073,148.492,91.3393,24.6732,3.23604,29.243,101.78,82.6718,82.0818,3.40892,135.861,8.45447,3.82742,0.558226,12.0004,26.1969,9.00508,0.278036,0.130497,0.215996,0.604162,0.380353,0.500617,0.378707,0.88097,0.222581,5.93459,0.319876,,0.373459,107.848,33.5275,144.541,0.373459,-2.8,33.5781669318676,-10.215820074081421,4.53134,5.420000076293945,,,,,,,951.2,6.605555555,951.2,6.605555555,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Francisco Lindor","NYM",142.317,627.473,552.625,141.631,87.3835,27.3881,1.61441,25.2454,86.2,77.623,54.3999,1.07569,117.316,9.59898,4.57398,0.699492,9.36683,21.8086,6.79877,0.256289,0.0866968,0.186965,0.463705,0.331022,0.44874,0.337344,0.779762,0.192451,5.43157,0.280693,,0.585233,86.515,12.3742,119.978,0.585233,1.02,15.442582547664642,7.136438369750977,4.44601,25.670000076293945,,,,,,,781.1,5.500704225,781.1,5.500704225,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"José Ramírez","CLE",150.665,648.96,575.641,155.508,94.1226,30.9305,4.11972,26.3353,91.6594,84.1863,62.1531,14.9253,72.4604,4.49999,5.9449,0.720566,6.90682,34.1464,9.38716,0.270147,0.0957735,0.111656,0.857753,0.342715,0.475442,0.344012,0.818156,0.205294,6.3022,0.267554,,2.02222,92.9905,16.3109,122.705,2.02222,0.6,19.388842821121216,1.19924658536911,4.39169,6.079999923706055,,,,,,,892.1,5.907947019,892.1,5.907947019,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Alejandro Kirk","TOR",122.277,484.044,429.245,115.259,77.5689,19.6717,0,18.0183,59.3201,62.4209,45.0996,1.61874,59.4812,4.55327,4.57382,0.572667,12.2017,0.288841,0.146154,0.268516,0.0931724,0.122884,0.758215,0.341099,0.440275,0.338569,0.781374,0.171759,1.62824,0.272903,,-0.831274,67.2205,10.0269,118.375,-0.831274,7.31,9.651738166809082,15.86272382736206,4.31498,158.9499969482422,,,,,,,592.2,4.85409836,592.2,4.85409836,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Kyle Tucker","LAD",142.757,620.3,528.456,142.11,82.8662,28.3951,2.44087,28.4076,95.447,86.3477,81.2364,5.83958,88.9188,3.53801,5.1019,0.832301,8.82772,17.2811,6.45467,0.268915,0.130963,0.143348,0.913602,0.366929,0.493153,0.367526,0.860082,0.224238,5.17307,0.27317,,-0.25523,100.726,27.4327,137.861,-0.25523,0.35,27.57967185974121,-6.259120374917984,4.29284,13.220000267028809,,,,,,,893.5,6.248251748,893.5,6.248251748,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Wyatt Langford","TEX",142.514,613.328,532.953,133.271,77.8978,27.2961,3.07026,25.0064,86.6851,74.2549,69.8054,2.6346,144.31,6.30724,3.70721,0.555297,7.84667,19.8167,5.32756,0.250061,0.113814,0.23529,0.483718,0.341698,0.45356,0.343736,0.795258,0.2035,5.80573,0.294722,,0.782276,87.7473,15.2779,122.736,0.782276,5.45,17.217579185962677,2.2944962978363037,4.15612,39.849998474121094,,,,,,,794.2,5.553846153,794.2,5.553846153,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Junior Caminero","TBR",149.182,636.417,584.463,156.563,92.5149,27.2438,0.633714,36.1708,82.0295,104.995,41.5534,2.19494,124.26,4.65513,5.15648,0.589378,13.2038,4.87472,1.77794,0.267875,0.0652928,0.195249,0.334408,0.31891,0.502319,0.348813,0.821229,0.234444,3.05198,0.280512,,-0.65447,93.6739,18.4763,123.946,-0.65447,-0.39,17.306936740875244,1.3305851221084595,4.14795,16.65999984741211,,,,,,,862.5,5.788590604,862.5,5.788590604,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Mookie Betts","LAD",142.552,621.763,545.549,145.378,92.481,31.2913,1.56885,20.0371,83.1893,77.0102,63.0944,1.26248,71.2273,5.78483,5.97337,0.719431,9.11051,8.30964,3.24126,0.266481,0.101477,0.114557,0.885818,0.345353,0.439775,0.340834,0.785128,0.173294,3.97882,0.272328,,-0.722338,87.4893,14.0232,119.577,-0.722338,-1.65,13.704067707061768,4.949629902839661,4.02496,59.0099983215332,,,,,,,769.1,5.378321678,769.1,5.378321678,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Trea Turner","PHI",143.298,627.267,571.655,161.989,110.684,29.2205,4.75251,17.3315,85.6409,74.0696,39.6449,0.32155,113.355,5.30849,4.18534,0.784836,11.4797,25.428,5.56436,0.283368,0.0632027,0.180712,0.349743,0.333351,0.442065,0.335418,0.775416,0.158697,6.54111,0.32496,,1.78156,85.5053,11.3888,113.747,1.78156,-0.43,12.00130844116211,6.2041667103767395,3.99784,26.3799991607666,,,,,,,773.3,5.407692307,773.3,5.407692307,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Adley Rutschman","BAL",137.674,559.523,489.258,122.556,79.3816,24.3915,1.21989,17.5629,66.3298,64.2295,60.8111,1.83417,89.7487,3.84283,4.97993,0.631275,10.844,1.05221,0.367247,0.250493,0.108684,0.160402,0.67757,0.334966,0.413025,0.326458,0.747991,0.162532,2.49476,0.271351,,-0.878719,72.2008,6.08881,110.873,-0.878719,5.56,6.291691958904266,11.494224071502686,3.79004,151.0500030517578,,,,,,,641.2,4.646376811,641.2,4.646376811,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Austin Riley","ATL",147.734,633.369,570.253,147.53,86.1679,28.6728,2.82001,29.8694,83.3648,90.8198,49.0759,0.906389,163.901,8.51446,4.99454,0.530634,9.95539,2.4838,0.857682,0.25871,0.0774839,0.258777,0.299424,0.324128,0.476019,0.342938,0.800146,0.217309,3.57452,0.308434,,-0.797538,90.2045,15.3671,120.038,-0.797538,-0.75,14.24449598789215,1.1498712301254272,3.731,61.849998474121094,,,,,,,817,5.52027027,817,5.52027027,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Jackson Merrill","SDP",142.912,606.458,554.039,150.476,92.4712,33.6939,1.92164,22.3893,76.9967,78.8177,41.1289,1.9542,120.441,3.15844,5.15845,2.97273,9.6393,9.16807,2.44049,0.271598,0.0678183,0.198597,0.341486,0.322731,0.460583,0.335494,0.783314,0.188985,4.45962,0.307629,,-0.0557435,82.7062,11.0485,119.148,-0.0557435,0.13,13.707272227853537,2.13939368724823,3.68567,70.1500015258789,,,,,,,746.3,5.218881118,746.3,5.218881118,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Willy Adames","SFG",151.911,649.765,569.539,133.242,77.9385,27.7877,1.27104,26.2452,81.6133,81.2676,68.2639,1.64369,168.956,3.70546,5.18099,0.501336,7.87639,11.2642,3.55642,0.233948,0.105059,0.260026,0.404034,0.317327,0.425445,0.322133,0.742772,0.191498,4.22592,0.281928,,-0.182376,81.564,4.78922,108.65,-0.182376,0.76,6.479214429855347,7.792916536331177,3.67199,131.00999450683594,,,,,,,731.8,4.814473684,731.8,4.814473684,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Zach Neto","LAA",148.048,633.958,567.405,141.058,83.7317,28.8502,2.15513,26.3205,85.2398,75.4191,43.3828,2.82754,158.439,16.0569,3.88167,3.23117,8.41565,26.8592,8.14896,0.248601,0.0684316,0.24992,0.273814,0.317883,0.446206,0.329168,0.764089,0.197605,5.86895,0.29684,,1.10819,83.2008,8.29379,110.118,1.10819,-1.66,8.667933225631714,5.194074034690857,3.6507,30.649999618530273,,,,,,,768.4,5.191891891,768.4,5.191891891,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Matt Chapman","SFG",145.598,613.95,533.719,127.495,73.5481,28.038,1.46775,24.4411,80.0507,75.2733,68.4399,1.06604,148.733,6.47536,4.78141,0.534542,9.03094,8.948,2.58443,0.23888,0.111475,0.242255,0.460154,0.329972,0.434295,0.332143,0.764268,0.195415,4.38363,0.282087,,-0.241837,82.0579,9.51495,115.507,-0.241837,1.2,11.04227289557457,3.446882724761963,3.57228,164.55999755859375,,,,,,,720.4,4.934246575,720.4,4.934246575,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Elly De La Cruz","CIN",148.586,640.106,573.589,146.307,90.9754,30.1401,3.72951,21.462,91.3632,69.6656,57.6978,4.9662,177.275,3.30381,3.96944,1.54579,9.1594,40.5189,9.69737,0.255073,0.0901379,0.276946,0.325471,0.32465,0.432875,0.325912,0.757525,0.177802,6.88348,0.329561,,3.16202,82.3151,6.68164,103.965,3.16202,0.56,6.1701202392578125,7.20012766122818,3.54684,8.529999732971191,,,,,,,783.7,5.259731543,783.7,5.259731543,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Alex Bregman","CHC",148.748,641.594,563.795,142.137,90.8614,27.7856,0.854848,22.6356,76.5127,80.8774,63.5851,1.41754,90.4801,7.86463,5.41827,0.931397,12.086,2.28095,0.906988,0.252109,0.0991049,0.141024,0.702752,0.333385,0.42487,0.330238,0.758255,0.172762,2.54865,0.26201,,-0.977405,84.7601,8.95078,113.601,-0.977405,0.48,9.365112006664276,2.7754938304424286,3.4261,119.19999694824219,,,,,,,751.3,5.042281879,751.3,5.042281879,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Jeremy Peña","HOU",136.895,589.918,538.162,146.655,100.505,27.6749,2.02552,16.4506,76.0292,65.2252,34.2213,0.748565,105.917,10.0019,3.92519,2.21119,12.8084,16.4747,3.97582,0.272512,0.0580102,0.179545,0.323095,0.325559,0.423169,0.325206,0.748728,0.150657,5.33438,0.310219,,0.716274,75.5233,5.81998,109.142,0.716274,-0.37,7.072374165058136,5.967731833457947,3.41152,118.41999816894531,,,,,,,679.4,4.959124087,679.4,4.959124087,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Shea Langeliers","ATH",128.197,525.258,477.378,121.961,66.6441,25.399,1.48253,28.4355,70.7994,76.1786,39.0757,1.1135,121.381,4.09753,3.96406,0.742956,7.28951,5.95209,1.76467,0.255481,0.0743934,0.231088,0.321926,0.314833,0.493596,0.344092,0.808428,0.238114,4.18473,0.282107,,-0.249872,75.299,13.2358,118.756,-0.249872,-3.75,11.36162830889225,3.503945827484131,3.37059,54.72999954223633,,,,,,,682.4,5.33125,682.4,5.33125,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Dansby Swanson","CHC",153.238,629.832,564.565,138.632,87.7459,27.1073,1.58788,22.1907,79.0576,76.7175,50.9603,0.98187,163.44,3.66549,4.46089,1.11504,10.1495,15.2757,4.37617,0.245555,0.0809109,0.259498,0.311798,0.30988,0.417112,0.315252,0.726992,0.171557,5.00447,0.30371,,0.329611,75.5428,1.12327,103.335,0.329611,2.07,2.8191074430942535,9.164352178573608,3.36998,150.61000061035156,,,,,,,692.2,4.524183006,692.2,4.524183006,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Pete Crow-Armstrong","CHC",146.989,618.554,561.879,136.874,82.06,26.7275,5.95525,22.1312,87.1351,66.9017,36.2696,2.35221,153.916,8.07035,4.99442,7.34095,5.43774,35.3335,6.35632,0.243601,0.0586361,0.248832,0.235645,0.296482,0.43053,0.311531,0.727012,0.186929,7.86378,0.293591,,3.64476,72.3217,-0.765179,100.786,3.64476,5.81,4.221336722373962,8.078348636627197,3.36395,32.709999084472656,,,,,,,706.2,4.804081632,706.2,4.804081632,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Bryce Harper","PHI",140.07,606.406,521.705,142.257,85.8819,28.3083,2.25376,25.8132,84.4631,85.5336,74.7979,7.5989,126.73,4.73744,4.17986,0.985614,11.4248,10.3158,3.8259,0.272677,0.123346,0.208986,0.590213,0.366345,0.484014,0.363444,0.850359,0.211337,4.49691,0.311897,,-0.545477,96.46,24.8085,132.945,-0.545477,0.39,23.13281285762787,-10.50888478755951,3.35577,47.7400016784668,,,,,,,858,6.128571428,858,6.128571428,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Manny Machado","SDP",146.776,628.872,568.511,148.435,93.153,27.3134,0.0371263,27.9317,79.2427,86.2559,51.5081,3.65268,120.784,2.30062,5.70111,0.633488,11.2425,8.19088,3.59354,0.261095,0.0819056,0.192064,0.426449,0.322034,0.456663,0.333318,0.778697,0.195568,3.22276,0.283207,,-0.779519,84.6519,10.3458,117.657,-0.779519,-0.27,12.381128072738647,-0.5654429197311401,3.34955,37.41999816894531,,,,,,,767.3,5.219727891,767.3,5.219727891,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Xander Bogaerts","SDP",136.678,568.744,506.222,134.145,92.4164,25.0019,1.76971,14.9566,72.2537,61.7576,44.8553,1.414,101.595,4.90886,5.38449,0.908089,11.5367,16.0804,5.42033,0.264992,0.0788672,0.17863,0.441513,0.327607,0.41001,0.320937,0.737617,0.145018,5.08441,0.3017,,0.0670628,70.8409,3.63945,109.176,0.0670628,0.12,6.252244912087917,6.4476848766207695,3.23534,239.72000122070312,,,,,,,635.7,4.640145985,635.7,4.640145985,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Jazz Chisholm Jr.","NYY",139.786,584.548,518.607,121.026,71.2349,20.564,2.66628,26.5606,84.573,67.818,55.8675,1.96403,158.358,4.82969,3.99538,1.24881,7.8865,31.1811,8.21108,0.233367,0.0955739,0.270907,0.352792,0.311543,0.436948,0.322884,0.748491,0.203581,6.46502,0.279745,,2.01563,73.7336,4.66472,108.095,2.01563,1.82,7.592507362365723,3.7765222787857056,3.22164,19.75,,,,,,,709.9,5.070714285,709.9,5.070714285,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Byron Buxton","MIN",121.695,524.422,470.381,117.352,60.4574,27.8429,2.08161,26.9701,74.9828,74.2103,41.6356,1.94367,144.812,8.51526,3.34942,0.540405,5.35991,14.5021,3.31989,0.249483,0.0793933,0.276137,0.287514,0.319734,0.489536,0.344963,0.80927,0.240053,5.71665,0.299329,,0.823491,75.5501,13.5856,121.418,0.823491,-0.26,14.061587452888489,-0.6356019079685211,3.22036,72.62000274658203,,,,,,,704.7,5.776229508,704.7,5.776229508,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Pete Alonso","BAL",152.713,655.341,574.577,144.049,80.4818,26.3073,0,37.2603,87.423,99.2648,62.5822,4.08164,154.094,12.5668,5.01422,0.60099,11.3777,2.61588,1.0777,0.250705,0.0954957,0.235135,0.406131,0.334787,0.491036,0.352559,0.825823,0.24033,2.39823,0.275062,,-0.918639,98.4528,21.0192,128.853,-0.918639,-0.43,21.367411613464355,-12.796506583690643,3.18465,24.450000762939453,,,,,,,885.5,5.787581699,885.5,5.787581699,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Geraldo Perdomo","ARI",150.364,648.084,551.374,140.471,100.197,25.4249,3.62681,11.2228,80.7848,55.1719,71.7821,1.23175,88.7862,6.88518,5.4597,12.5831,12.645,17.9102,5.75383,0.254766,0.11076,0.136998,0.808482,0.344828,0.375096,0.319445,0.719924,0.12033,5.49928,0.282928,,0.0530841,79.9383,3.36214,103.431,0.0530841,-0.26,2.688373278826475,6.701296091079712,3.16673,76.68000030517578,,,,,,,686.1,4.574,686.1,4.574,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Roman Anthony","BOS",140.508,609.547,529.252,140.32,88.0094,30.5536,2.3486,19.4086,80.3315,73.1977,71.4104,1.42051,147.65,4.70147,3.50494,0.677917,12.8206,9.81992,2.82421,0.265129,0.117153,0.242229,0.483646,0.355466,0.44175,0.347302,0.797215,0.17662,4.61738,0.330632,,-0.266677,88.9714,16.9487,119.591,-0.266677,4.08,13.808071285486221,-3.8705554008483887,3.16321,51.7599983215332,,,,,,,773.5,5.485815602,773.5,5.485815602,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Kyle Schwarber","PHI",150.096,657.028,548.139,126.268,63.299,21.711,0.66693,40.5909,94.4176,106.823,98.0269,3.83212,183.248,7.11402,3.19313,0.554703,9.50029,5.77122,2.22665,0.230357,0.149198,0.278904,0.534942,0.352503,0.494556,0.363241,0.847059,0.264199,3.14247,0.261614,,-0.844295,104.404,26.7712,132.806,-0.844295,0,24.702375769615173,-16.024988174438477,3.1243,24.270000457763672,,,,,,,933.3,6.222,933.3,6.222,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Maikel Garcia","KCR",150.148,640.705,577.174,155.814,108.693,31.0266,2.93839,13.1552,82.5371,66.4139,52.5429,0.817072,92.808,1.64753,5.97531,3.36492,12.8515,25.2061,7.53009,0.269959,0.0820079,0.144853,0.566146,0.329501,0.402274,0.319188,0.731775,0.132315,5.7383,0.298957,,0.887602,78.8944,3.19019,101.404,0.887602,3.97,1.9475483894348145,6.384660720825195,3.10869,65.11000061035156,,,,,,,715.9,4.772666666,715.9,4.772666666,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Austin Wells","NYY",116.599,441.013,394.639,85.49,49.6528,16.9624,1.33692,17.5378,49.5368,52.0469,37.3095,0.762833,110.565,4.75711,3.47683,0.83027,5.83546,3.31136,1.14412,0.216628,0.0845995,0.250707,0.337443,0.289781,0.399706,0.299502,0.689487,0.183078,3.70631,0.251663,,-0.406732,47.2562,-4.85289,91.9876,-0.406732,10.95,-4.571445196866989,19.64694118499756,3.09541,251.27999877929688,,,,,,,434.1,3.71025641,434.1,3.71025641,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Oneil Cruz","PIT",126.459,533.036,472.207,114.962,64.3005,24.3086,1.88366,24.4695,78.1878,69.5192,53.5387,2.79632,161.509,3.71119,3.1204,0.458646,7.1559,25.1578,5.73288,0.243457,0.100441,0.302998,0.33149,0.323356,0.458373,0.33557,0.781729,0.214915,6.28336,0.312746,,1.89988,72.7263,9.74395,113.578,1.89988,0.25,10.47787356376648,2.006374955177307,3.09173,93.54000091552734,,,,,,,683.3,5.423015873,683.3,5.423015873,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Brendan Donovan","SEA",131.681,565.869,500.486,132.225,91.4891,25.8978,1.08802,13.7503,65.2448,63.3682,49.6813,1.98967,79.0496,9.72171,4.39757,1.5827,12.6793,5.07679,1.74588,0.264194,0.0877964,0.139696,0.628482,0.339594,0.402709,0.325258,0.742302,0.138515,3.51875,0.287502,,-0.682616,72.4681,5.60627,115.133,-0.682616,-0.23,9.410309374332428,1.1924798637628555,3.07747,270.5899963378906,,,,,,,635.8,4.816666666,635.8,4.816666666,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
