Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Caleb Durbin","BOS",131.94,526.384,473.466,118.184,85.4897,21.1119,2.91121,8.67112,60.7083,47.6866,32.4815,0.995297,57.2885,13.0089,4.03508,3.39232,10.9069,18.743,5.07896,0.249614,0.0617068,0.108834,0.566981,0.312958,0.361444,0.29754,0.674402,0.11183,5.83722,0.266104,,0.810572,55.5654,-6.63088,85.3117,0.810572,0.66,-8.302139282226562,2.6961111426353455,1.28006,223.5500030517578,,,,,,,507.5,3.844696969,507.5,3.844696969,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Nick Gonzales","PIT",93.191,386.001,354.342,92.7127,63.5301,19.9416,2.16572,7.07534,42.1117,41.2633,22.5372,0.489808,77.992,4.88507,3.318,0.918245,7.46668,3.18362,0.951379,0.261647,0.0583863,0.202051,0.288968,0.311972,0.390052,0.305895,0.702023,0.128404,4.39195,0.314158,,-0.350085,43.3652,-2.2438,93.2499,-0.350085,0.41,-3.438213437795639,3.080817848443985,1.27737,999,,,,,,,388.9,4.18172043,388.9,4.18172043,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
"Ryan O'Hearn","PIT",124.467,511.021,452.949,118.634,81.0172,22.7201,1.97458,12.9216,59.1536,57.9244,47.8629,2.5676,97.0502,4.91308,4.31492,0.980875,10.3705,3.83862,1.09047,0.261914,0.0936614,0.189914,0.493177,0.336071,0.406376,0.32368,0.742447,0.144463,3.64026,0.304389,,-0.545151,64.7895,4.40843,105.433,-0.545151,0.52,2.7454827427864075,-7.310901165008545,1.2724,278.9800109863281,,,,,,,577.5,4.657258064,577.5,4.657258064,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn","16442",656811
"Justin Crawford","PHI",107.076,429.796,395.592,105.184,79.061,18.6877,1.95787,5.47742,52.6197,35.9364,26.7278,0.787618,88.9973,2.17319,1.73771,3.56529,9.15602,22.5799,3.287,0.26589,0.0621872,0.207069,0.300322,0.314583,0.364566,0.298343,0.679149,0.0986765,6.47527,0.329222,,2.46237,45.65,-5.13371,88.3494,2.46237,0,-3.4723923206329346,1.5654385089874268,1.2679,999,,,,,,,427.8,3.998130841,427.8,3.998130841,,,,,,,,,,,,,,,,,,,"Justin Crawford","sa3020240",702222
"Dylan Beavers","BAL",99.683,397.359,350.852,83.8141,53.1883,18.1915,1.49888,10.9355,48.916,40.3814,39.8653,1.09825,94.5978,2.34464,3.12465,1.17244,4.95409,10.5221,2.40577,0.238887,0.100326,0.238066,0.421418,0.318093,0.392786,0.310977,0.710879,0.153899,5.37265,0.293341,,0.496678,46.2805,-0.670499,100.208,0.496678,1.94,0.594304122030735,-2.094456195831299,1.24579,453.32000732421875,,,,,,,422,4.22,422,4.22,,,,,,,,,,,,,,,,,,,"Dylan Beavers","31695",687637
"Willi Castro","COL",127.907,521.92,464.975,119.526,81.3838,22.9782,3.72455,11.4396,65.0945,52.9937,40.2793,0.782389,114.963,11.1434,3.60936,1.9132,8.92061,15.5618,4.69813,0.257059,0.0771751,0.220269,0.350368,0.328743,0.396306,0.318069,0.725049,0.139246,6.04087,0.315874,,0.316816,63.7935,2.12461,89.8197,0.316816,-0.52,-5.9805587232112885,0.7542726993560791,1.24188,258.0899963378906,,,,,,,569.3,4.44765625,569.3,4.44765625,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Denzel Clarke","ATH",97.885,379.151,346.129,76.8546,50.5314,16.7905,1.84353,7.68915,43.5642,31.6498,25.0267,0.0694643,129.052,5.06108,1.71301,1.22172,6.01715,11.1241,2.60204,0.222041,0.0660072,0.340372,0.193927,0.282969,0.347847,0.278171,0.630816,0.125806,6.11448,0.327643,,0.627472,34.061,-10.7386,73.3459,0.627472,8.79,-11.283562541007996,10.300570964813232,1.23458,738.6699829101562,,,,,,,323.6,3.302040816,323.6,3.302040816,,,,,,,,,,,,,,,,,,,"Denzel Clarke","29858",672016
"JJ Wetherholt","STL",115.541,486.093,435.556,104.278,72.847,21.3851,1.56079,8.48483,51.0329,45.3402,40.1115,1.18104,90.7766,6.04918,3.14041,1.23551,9.6653,7.7828,1.46988,0.239413,0.0825182,0.186747,0.441871,0.310273,0.354119,0.293796,0.664393,0.114707,4.52568,0.282212,,0.176767,49.8349,-7.60074,88.993,0.176767,0,-6.164603188633919,2.005920171737671,1.22916,999,,,,,,,444.3,3.830172413,444.3,3.830172413,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","sa3025154",802139
"Luis García Jr.","WSN",123.667,505.087,469.268,124.01,84.1207,24.2453,1.19468,14.4496,56.6128,61.7372,28.3469,1.70163,81.6323,1.90711,4.83803,0.72737,9.67074,13.3912,4.62638,0.264263,0.0561229,0.16162,0.347251,0.305862,0.413397,0.309786,0.719259,0.149133,4.54374,0.289825,,0.0398369,58.3394,-1.34049,97.8188,0.0398369,0.41,-1.2659035548567772,-3.5412798821926117,1.22746,256.2799987792969,,,,,,,533,4.298387096,533,4.298387096,,,,,,,,,,,,,,,,,,,"Luis Garcia Jr.","20391",671277
"Christian Walker","HOU",134.887,566.122,507.186,116.233,67.6937,21.4839,0.14833,26.9071,67.6222,76.6922,46.4376,1.13359,144.32,7.33691,4.53809,0.622931,8.69075,3.72501,1.36726,0.229172,0.0820275,0.254927,0.321768,0.300633,0.431271,0.31595,0.731903,0.202099,2.80601,0.262339,,-0.609324,68.2224,1.33071,102.765,-0.609324,1.49,1.2358823418617249,-8.96750807762146,1.20252,210.25,,,,,,,621.1,4.60074074,621.1,4.60074074,,,,,,,,,,,,,,,,,,,"Christian Walker","13419",572233
"Jordan Lawlar","ARI",94.681,353.106,320.293,76.9123,51.3861,15.9466,2.24629,7.33343,42.562,34.3763,25.4793,0.846607,97.3023,4.07428,2.2216,1.03738,4.97677,12.906,3.02766,0.240131,0.0721578,0.275561,0.261858,0.302401,0.372633,0.295493,0.675034,0.132502,6.22545,0.319346,,0.812578,36.6872,-5.03498,87.0228,0.812578,3.74,-4.618422508239746,4.5923237800598145,1.19929,266,,,,,,,338.1,3.558947368,338.1,3.558947368,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Ramón Laureano","SDP",125.369,510.695,460.301,112.261,69.4703,20.5072,3.17169,19.1122,66.12,62.1699,36.6296,0.635856,134.808,9.67288,3.48897,0.602648,9.37369,8.32007,3.05138,0.243887,0.071725,0.26397,0.271716,0.310853,0.426783,0.319585,0.737637,0.182896,5.19533,0.300608,,-0.345674,63.0502,2.7077,108.25,-0.345674,-4.13,4.647921651601791,-9.934120655059814,1.19754,223.42999267578125,,,,,,,571.6,4.5728,571.6,4.5728,,,,,,,,,,,,,,,,,,,"Ramon Laureano","17128",657656
"Pedro Pagés","STL",89.691,332.687,305.64,66.3894,45.809,12.0685,0.30856,8.20339,29.5898,34.0378,20.1639,0.658065,88.6034,3.15794,2.25095,1.47471,6.06271,0.610824,0.294158,0.217215,0.0606091,0.266326,0.227575,0.270857,0.33924,0.267739,0.610097,0.122025,2.12508,0.275654,,-0.450332,27.0692,-12.2403,71.143,-0.450332,5.54,-11.828721791505814,12.460601806640625,1.1971,999,,,,,,,244.5,2.716666666,244.5,2.716666666,,,,,,,,,,,,,,,,,,,"Pedro Pages","25782",686780
"Jose Trevino","CIN",69.874,253.404,233.456,54.0714,38.903,8.97425,0.020037,6.17417,22.7803,26.7826,14.236,0.189148,40.1198,1.63312,1.96875,1.36078,5.94123,0.314199,0.1945,0.231613,0.0561792,0.158323,0.354839,0.278322,0.349565,0.275052,0.627887,0.117953,1.6765,0.253249,,-0.37715,22.123,-7.81866,69.1248,-0.37715,7.45,-9.650076389312744,12.841512203216553,1.1891,999,,,,,,,199.9,2.855714285,199.9,2.855714285,,,,,,,,,,,,,,,,,,,"Jose Trevino","16725",624431
"Sal Frelick","MIL",131.086,546.915,492.452,123.34,91.7686,20.8214,4.61206,6.13841,59.9774,47.0884,42.6767,0.735469,74.3992,5.40806,3.39091,2.28264,10.6243,16.498,3.67471,0.250462,0.0780317,0.136034,0.573618,0.315162,0.348869,0.294124,0.66403,0.098407,5.98459,0.282207,,0.876341,56.216,-8.40621,87.8242,0.876341,5.53,-7.016119599342346,0.34796857833862305,1.17944,215.33999633789062,,,,,,,505.8,3.861068702,505.8,3.861068702,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Cam Smith","HOU",118.362,469.649,420.692,101.819,69.2533,20.6424,1.38529,10.5384,53.6848,45.8118,39.6115,1.27356,123.637,5.99211,2.66159,0.69187,8.53338,6.85034,1.81456,0.242028,0.0843428,0.263255,0.320384,0.314364,0.372832,0.302462,0.687196,0.130804,4.44451,0.315657,,-0.122867,51.4532,-4.03942,93.4736,-0.122867,3.93,-3.7354758754372597,-0.9804003238677979,1.17134,366.67999267578125,,,,,,,465.9,3.948305084,465.9,3.948305084,,,,,,,,,,,,,,,,,,,"Cam Smith","35108",701358
"Jung Hoo Lee","SFG",136.934,569.082,515.455,137.612,94.9819,31.9727,3.59557,7.06233,65.1501,54.9519,42.8734,1.3698,64.4702,4.96533,5.03925,0.749418,12.2916,8.58481,2.25531,0.266973,0.0753378,0.113288,0.665011,0.326307,0.384056,0.310798,0.710363,0.117083,4.98954,0.290783,,-0.140438,66.1988,-1.04265,100.885,-0.140438,-3.28,0.45678873360157013,-8.162172555923462,1.14878,344.9800109863281,,,,,,,594.7,4.340875912,594.7,4.340875912,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Luis Arraez","SFG",139.326,608.063,560.284,164.473,136.425,24.8588,3.07101,0.117855,63.8422,52.0663,33.68,2.65844,21.4815,3.92208,5.30938,4.86792,15.127,8.32193,2.98745,0.293553,0.0553889,0.0353277,1.56786,0.335007,0.349514,0.301219,0.684522,0.0559617,4.14402,0.302126,,-0.690348,66.0042,-5.84311,94.3235,-0.690348,-3.21,-4.781260073184967,-4.345442295074463,1.13605,280.0799865722656,,,,,,,568.8,4.09208633,568.8,4.09208633,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Carter Jensen","KCR",102.328,384.394,342.941,81.3541,50.2248,17.0187,2.93426,11.1764,45.6165,43.9829,36.272,1.31328,101.245,2.09459,2.514,0.572692,5.51834,4.73188,1.28749,0.237225,0.0943616,0.26339,0.358258,0.311918,0.401733,0.310402,0.713651,0.164508,5.00653,0.30115,,-0.157054,44.5911,-0.828042,95.3513,-0.157054,-2.27,-2.2631464451551437,0.033985137939453125,1.12555,999,,,,,,,401.1,3.932352941,401.1,3.932352941,,,,,,,,,,,,,,,,,,,"Carter Jensen","29478",695600
"Josh Bell","MIN",129.958,539.895,476.875,117.791,76.502,20.4871,0.210074,20.5919,63.8592,67.047,54.0145,1.30264,103.873,4.02129,4.2173,0.612796,12.9949,1.53998,0.614706,0.247006,0.100046,0.192394,0.520008,0.326132,0.420391,0.325003,0.746523,0.173385,2.12974,0.27255,,-0.823311,69.0301,5.23738,107.668,-0.823311,-0.92,4.056327760219574,-11.925927102565765,1.09604,642.9000244140625,,,,,,,614.2,4.724615384,614.2,4.724615384,,,,,,,,,,,,,,,,,,,"Josh Bell","13145",605137
"Kyle Manzardo","CLE",128.221,525.552,464.773,108.023,61.4276,21.9537,0.752151,23.8899,60.1021,73.452,49.3718,2.05271,124.013,5.80009,5.1826,0.424095,6.69444,1.35232,0.505332,0.232422,0.0939428,0.235968,0.398117,0.310772,0.437097,0.322063,0.747869,0.204675,2.52365,0.261241,,-0.692679,65.9418,3.84376,107.586,-0.692679,-0.37,4.006068587303162,-11.386652112007141,1.09557,248.22999572753906,,,,,,,599,4.6796875,599,4.6796875,,,,,,,,,,,,,,,,,,,"Kyle Manzardo","29794",700932
"Jake Burger","TEX",130.146,531.974,491.377,118.205,68.0549,22.9969,0.83959,26.3141,63.3477,76.0005,29.267,0.701817,134.289,7.51509,3.25603,0.558865,9.29358,2.02882,0.675579,0.240559,0.0550158,0.252436,0.21794,0.29165,0.451433,0.318374,0.743083,0.210873,3.01166,0.275099,,-0.558363,65.154,2.29718,105.265,-0.558363,-0.47,2.742727279663086,-10.606643408536911,1.06873,237.1199951171875,,,,,,,598.6,4.604615384,598.6,4.604615384,,,,,,,,,,,,,,,,,,,"Jake Burger","22275",669394
"Freddy Fermin","SDP",117.961,434.707,398.774,91.5385,67.5698,13.0277,2.16702,8.77394,42.5895,39.4386,26.1178,0.766358,88.6528,2.94937,3.18307,3.68247,8.97447,2.55792,0.964209,0.22955,0.0600814,0.203937,0.294608,0.279812,0.339094,0.271706,0.618906,0.109545,3.7614,0.271777,,-0.516182,36.7702,-14.5938,75.4511,-0.516182,0,-13.16418969631195,9.1019287109375,1.06411,731.4000244140625,,,,,,,339.8,2.879661016,339.8,2.879661016,,,,,,,,,,,,,,,,,,,"Freddy Fermin","21840",666023
"Addison Barger","TOR",114.766,470.16,426.916,101.239,59.9173,22.798,1.32495,17.1986,56.027,57.622,35.7251,1.89556,115.969,4.18462,2.90004,0.43466,7.53571,4.30089,1.15369,0.23714,0.0759849,0.246659,0.308056,0.300492,0.417606,0.309872,0.718098,0.180466,4.04431,0.2833,,-0.258789,54.3381,-1.21492,98.607,-0.258789,-2.07,-1.0307201445102692,-4.7984209060668945,1.05924,194.6300048828125,,,,,,,495.6,4.309565217,495.6,4.309565217,,,,,,,,,,,,,,,,,,,"Addison Barger","24598",680718
"Brandon Marsh","PHI",120.668,472.762,419.036,103.36,69.6848,19.6043,2.85268,11.2184,56.8294,47.4007,45.9918,1.22981,132.16,2.91392,2.85837,1.96165,7.08987,10.0397,2.6216,0.246662,0.0972833,0.279548,0.348002,0.323419,0.387377,0.311916,0.710796,0.140715,5.28218,0.330831,,0.159576,55.4234,-0.437078,97.6474,0.159576,-0.12,-1.1586290150880814,-4.237734906375408,1.05715,616.52001953125,,,,,,,493.9,4.081818181,493.9,4.081818181,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Parker Meadows","DET",104.791,416.997,373.764,82.0468,52.8652,14.1248,5.04205,10.0147,50.3623,36.5365,36.7393,0.773471,107.063,2.71483,2.73685,1.04229,4.40733,11.8636,2.66951,0.219515,0.0881045,0.256747,0.343157,0.292102,0.364669,0.28796,0.65677,0.145154,6.97705,0.277662,,0.675155,40.7752,-8.49622,82.658,0.675155,2.17,-7.848107993602753,3.7871450185775757,1.05294,999,,,,,,,382.7,3.644761904,382.7,3.644761904,,,,,,,,,,,,,,,,,,,"Parker Meadows","23800",678009
"Marcelo Mayer","BOS",108.463,422.373,385.919,94.4,61.1939,21.735,1.32654,10.1446,45.7588,46.8575,31.0183,1.99443,100.562,2.0161,2.83906,0.5801,7.08542,6.90165,1.80573,0.244611,0.0734381,0.238088,0.308449,0.302126,0.386666,0.298964,0.688792,0.142055,4.4587,0.303021,,0.0319538,45.0744,-4.83223,86.2928,0.0319538,1.19,-6.791715133935213,2.5032984018325806,1.0486,598.52001953125,,,,,,,410.6,3.801851851,410.6,3.801851851,,,,,,,,,,,,,,,,,,,"Marcelo Mayer","29668",691785
"Jorge Polanco","NYM",123.229,507.071,450.742,108.965,66.8446,21.6573,0.772033,19.6905,60.5525,63.19,45.9448,1.36369,104.637,3.64446,3.90807,1.37845,7.50601,5.52226,1.86119,0.241745,0.0906083,0.206356,0.439087,0.314442,0.424273,0.319955,0.738714,0.182528,3.70681,0.270263,,-0.417395,62.7551,2.84079,108.066,-0.417395,-1.34,4.430089592933655,-11.144776225090027,1.03905,212.02000427246094,,,,,,,572.7,4.65609756,572.7,4.65609756,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"José Caballero","NYY",96.604,367.152,324.191,69.885,47.6971,12.8614,1.19106,8.13544,50.3875,25.3498,31.6953,0.35182,95.9739,6.63551,2.23784,2.39231,3.8912,33.8397,8.04342,0.215567,0.0863274,0.261401,0.330249,0.296677,0.337871,0.282975,0.634548,0.122304,7.31478,0.277751,,2.90841,34.4153,-8.96656,80.6031,2.90841,0,-5.485222339630127,2.778313636779785,1.01595,203.77999877929688,,,,,,,345.8,3.564948453,345.8,3.564948453,,,,,,,,,,,,,,,,,,,"Jose Caballero","23401",676609
"Davis Schneider","TOR",86.423,327.528,284.383,60.3211,33.696,12.5804,0.655505,13.3891,39.8681,40.1891,36.8485,0.0137169,95.2923,3.60379,2.38855,0.304456,3.24748,3.46619,1.16081,0.212112,0.112505,0.290944,0.386689,0.307965,0.402204,0.311344,0.710169,0.190092,3.78566,0.26353,,-0.271546,38.2449,-0.455058,99.6206,-0.271546,0.55,-0.4180072247982025,-1.3635526299476624,0.971091,999,,,,,,,343.5,3.994186046,343.5,3.994186046,,,,,,,,,,,,,,,,,,,"Davis Schneider","23565",676914
"Yoán Moncada","LAA",93.738,378.072,334.942,78.2639,49.0636,16.3877,0.671306,12.1413,40.7988,42.6203,35.7975,0.888382,99.2442,4.2424,2.63577,0.454041,6.55688,0.902532,0.301706,0.233664,0.0946844,0.262501,0.360701,0.31329,0.395346,0.310074,0.708636,0.161682,2.54475,0.292329,,-0.525415,43.757,-0.91513,96.9639,-0.525415,-2.11,-1.8783077001571655,-1.7316651940345764,0.962009,744.9500122070312,,,,,,,388.6,4.134042553,388.6,4.134042553,,,,,,,,,,,,,,,,,,,"Yoan Moncada","17232",660162
"Henry Davis","PIT",73.4,271.706,243.129,52.9235,33.8182,10.1636,0.758863,8.18298,29.5256,28.9101,20.1709,0.806945,71.419,5.37505,1.60569,1.42585,4.19515,3.77598,1.20889,0.217677,0.0742378,0.262854,0.28243,0.290326,0.366694,0.288385,0.65702,0.149017,4.41336,0.270938,,-0.12644,26.6619,-5.44229,81.2544,-0.12644,0.74,-6.163047358393669,6.4035804271698,0.949486,747.719970703125,,,,,,,243.5,3.335616438,243.5,3.335616438,,,,,,,,,,,,,,,,,,,"Henry Davis","29617",680779
"Colt Emerson","SEA",73.891,294.892,265.781,63.6872,43.6684,13.731,0.626053,5.66168,31.1168,29.6242,22.8989,1.35012,61.4055,3.84439,1.86598,0.501735,5.7967,5.40507,0.959574,0.239623,0.0776519,0.208231,0.372913,0.307179,0.359903,0.293229,0.667082,0.12028,4.45345,0.289289,,0.23213,30.097,-4.74675,93.07,0.23213,0,-2.1764886379241943,1.2994037866592407,0.948705,999,,,,,,,282.8,3.821621621,282.8,3.821621621,,,,,,,,,,,,,,,,,,,"Colt Emerson","sa3022923",806068
"Carson Williams","TBR",102.964,401.295,365.063,79.0079,48.9302,15.7269,1.97368,12.3771,45.2926,43.5351,29.3617,0.564722,139.443,3.86864,2.12426,0.877046,4.8434,9.16957,2.709,0.216422,0.0731674,0.347482,0.210565,0.280303,0.372027,0.284896,0.65233,0.155604,5.53357,0.309382,,0.18586,38.2414,-9.17473,79.9155,0.18586,-0.06,-9.313558742403984,4.706851903349161,0.941809,743.97998046875,,,,,,,355.7,3.453398058,355.7,3.453398058,,,,,,,,,,,,,,,,,,,"Carson Williams","30038",700246
"Jordan Walker","STL",123.655,497.039,453.482,107.548,65.9305,23.0449,1.1323,17.4402,57.6859,59.2643,35.085,0.965175,137.468,5.18173,2.8218,0.468831,8.59958,7.78793,2.38243,0.23716,0.070588,0.276574,0.255223,0.297671,0.408347,0.306072,0.706018,0.171187,4.23397,0.298969,,-0.112767,55.9108,-2.81818,97.402,-0.112767,0.06,-1.6432270184159279,-5.865637723356485,0.923651,464.8500061035156,,,,,,,513.6,4.141935483,513.6,4.141935483,,,,,,,,,,,,,,,,,,,"Jordan Walker","27475",691023
"Mike Yastrzemski","ATL",114.767,462.22,402.66,91.9076,53.9286,20.4494,1.07422,16.4554,54.6882,54.3267,49.954,2.05111,106.205,4.26265,3.18476,2.15908,6.35336,4.27298,1.4319,0.228251,0.108074,0.229771,0.470356,0.317619,0.406973,0.315756,0.724592,0.178722,3.58387,0.266442,,-0.432192,55.6285,1.01361,101.417,-0.432192,-1.47,0.3442304730415344,-6.783286809921265,0.914583,651.760009765625,,,,,,,493.1,4.287826086,493.1,4.287826086,,,,,,,,,,,,,,,,,,,"Mike Yastrzemski","14854",573262
"Cole Young","SEA",96.855,372.973,331.954,78.4264,53.3756,16.3409,1.04856,7.66137,40.1285,36.63,32.6582,0.739382,64.2314,4.29532,2.59008,1.47563,6.91502,5.99514,1.69874,0.236257,0.0875618,0.172215,0.508446,0.310581,0.36104,0.296692,0.67162,0.124783,4.41775,0.269426,,-0.08808,39.1146,-4.95499,95.4554,-0.08808,-3.49,-2.085849553346634,-1.8988933563232422,0.905709,744.8900146484375,,,,,,,348.9,3.596907216,348.9,3.596907216,,,,,,,,,,,,,,,,,,,"Cole Young","31680",702284
"Garrett Mitchell","MIL",93.269,358.641,319.191,70.114,47.3334,12.5413,2.44035,7.799,40.4731,31.7644,32.3293,0.687884,112.344,3.41739,1.55995,2.14338,5.58093,12.3886,2.50126,0.219662,0.090144,0.31325,0.28777,0.296947,0.347544,0.285468,0.644491,0.127883,6.29431,0.310631,,0.909484,34.3434,-8.03282,81.8947,0.909484,2.46,-6.786442756652832,3.5852993726730347,0.893283,692.6799926757812,,,,,,,316.7,3.405376344,316.7,3.405376344,,,,,,,,,,,,,,,,,,,"Garrett Mitchell","27555",669003
"Harry Ford","WSN",87.046,256.605,227.045,51.893,35.0552,10.7364,0.6072,5.49421,26.4379,25.5129,24.0183,0.422908,59.4435,3.49263,1.60036,0.448894,4.43055,5.59645,0.961662,0.228558,0.0936001,0.231654,0.404052,0.309983,0.353791,0.294716,0.663774,0.125233,4.52499,0.283425,,0.315224,26.4991,-3.82075,87.4952,0.315224,2.6,-3.487874746322632,3.6528584957122803,0.890354,706.97998046875,,,,,,,238.4,2.740229885,238.4,2.740229885,,,,,,,,,,,,,,,,,,,"Harry Ford","29958",695670
"Isaac Collins","KCR",108.011,411.566,358.68,86.3719,57.878,17.303,3.13839,8.05249,51.1951,37.9225,43.3773,0.941725,83.0391,4.90214,2.86897,1.73721,7.11998,13.0191,3.88945,0.240805,0.105396,0.201764,0.522372,0.328555,0.373896,0.310593,0.702451,0.133091,6.02245,0.289581,,0.316433,47.8068,-0.822876,95.4827,0.316433,1.36,-1.874836266040802,-3.640509247779846,0.885012,648.4000244140625,,,,,,,421.7,3.904629629,421.7,3.904629629,,,,,,,,,,,,,,,,,,,"Isaac Collins","25477",686555
"Jorge Soler","LAA",115.664,474.907,414.684,93.7273,52.4342,18.9346,0,22.3584,55.3866,63.0616,49.7303,0.434849,128.012,4.96822,3.26189,0.469685,7.55884,0.706662,0.251605,0.226021,0.104716,0.269552,0.388481,0.314032,0.433431,0.324436,0.747464,0.207411,1.79606,0.266724,,-0.666089,60.5021,4.38813,106.857,-0.666089,-1.81,3.1721590757369995,-10.881398677825928,0.8836,658.4199829101562,,,,,,,540.2,4.656896551,540.2,4.656896551,,,,,,,,,,,,,,,,,,,"Jorge Soler","14221",624585
"Connor Norby","MIA",116.496,453.516,414.952,101.043,65.2272,21.0255,2.90691,11.8833,50.1498,50.266,30.6794,0.57026,124.572,4.12355,3.30987,0.450807,6.32708,8.15613,2.30419,0.243505,0.0676478,0.27468,0.246279,0.299837,0.394099,0.301649,0.693936,0.150594,5.10904,0.316385,,0.0310191,49.3865,-4.19995,90.8832,0.0310191,-2.27,-4.869349591434002,-1.6208025217056274,0.879728,728.7999877929688,,,,,,,456,3.931034482,456,3.931034482,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Miguel Amaya","CHC",76.602,285.676,256.607,57.339,38.982,11.1336,0.301413,6.92201,27.7769,29.4295,19.0298,0.487849,63.2439,5.29269,2.06929,2.67717,5.65515,0.551028,0.2464,0.223451,0.0666132,0.221383,0.300895,0.288558,0.350113,0.281621,0.63867,0.126662,2.3168,0.267449,,-0.405395,26.464,-7.29079,80.2971,-0.405395,1.51,-7.07650563120842,5.897014379501343,0.851754,738.47998046875,,,,,,,233.8,3.036363636,233.8,3.036363636,,,,,,,,,,,,,,,,,,,"Miguel Amaya","21693",665804
"Daylen Lile","WSN",133.274,549.729,504.272,133.79,90.5346,30.1416,4.5815,8.53189,61.3173,56.003,34.3728,0.806123,98.6896,5.52619,4.36702,1.19074,7.80678,14.7495,3.51217,0.265312,0.0625267,0.179524,0.348292,0.316639,0.394013,0.309398,0.710652,0.128701,5.85299,0.312038,,0.655851,63.3227,-1.63206,97.5531,0.655851,-1.28,-0.9383958578109741,-9.055320024490356,0.848775,206.4600067138672,,,,,,,583.8,4.389473684,583.8,4.389473684,,,,,,,,,,,,,,,,,,,"Daylen Lile","29995",695734
"Brooks Lee","MIN",133.926,540.535,498.081,117.901,82.6001,22.423,1.26555,11.6121,53.1396,55.0373,33.883,1.15507,96.1942,3.08355,4.82994,0.657865,10.6375,3.61712,1.34829,0.23671,0.0626843,0.177961,0.352236,0.286856,0.356751,0.281185,0.643608,0.120041,3.26741,0.269014,,-0.61044,49.8816,-13.9868,77.4834,-0.61044,-1.57,-14.955375015735626,4.533018231391907,0.837119,524.02001953125,,,,,,,460.9,3.439552238,460.9,3.439552238,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Luisangel Acuña","CHW",100.712,357.281,332.944,81.9415,61.9977,14.2623,1.72831,3.95317,39.6178,26.4495,18.5911,0.314454,68.0087,1.80054,2.13644,1.80889,6.54831,16.8423,3.75796,0.246112,0.052035,0.190351,0.273364,0.28788,0.334951,0.273945,0.62283,0.0888389,6.24922,0.2964,,1.28767,30.8704,-11.3451,72.9969,1.28767,4.2,-10.083276748657227,5.95802640914917,0.836075,423.5,,,,,,,299.9,2.96930693,299.9,2.96930693,,,,,,,,,,,,,,,,,,,"Luisangel Acuna","26548",682668
"Gabriel Arias","CLE",108.946,432.676,398.645,89.5544,60.0375,17.54,0.659715,11.3171,45.7417,43.4842,26.2875,0.786198,134.153,4.65271,2.31074,0.780047,8.02097,8.63644,3.09235,0.224647,0.0607557,0.310054,0.195952,0.27899,0.357122,0.278429,0.636112,0.132476,4.46854,0.306229,,-0.134497,38.96,-12.164,77.5274,-0.134497,0.43,-11.594592362642288,4.862426936626434,0.834854,747.72998046875,,,,,,,368,3.376146788,368,3.376146788,,,,,,,,,,,,,,,,,,,"Gabriel Arias","22563",672356
"Nolan Schanuel","LAA",141.333,598.317,515.39,130.91,97.5146,22.4748,2.4488,8.47158,65.2789,50.8323,65.7707,2.94177,80.9732,9.25535,4.78989,3.11101,14.1322,5.90689,2.30335,0.254001,0.109926,0.135335,0.812252,0.345991,0.356423,0.313129,0.702414,0.102422,3.74123,0.284254,,-0.881519,70.7315,0.0357062,99.0682,-0.881519,-0.02,-1.5385922193527222,-10.925323028117418,0.831717,581.4600219726562,,,,,,,599.8,4.253900709,599.8,4.253900709,,,,,,,,,,,,,,,,,,,"Nolan Schanuel","33189",694384
"Andrew Benintendi","CHW",117.614,485.457,435.011,107.298,69.2545,19.3599,1.48843,17.1947,54.2794,57.6141,42.0491,1.83273,82.7889,2.47088,5.02442,0.901237,8.08294,3.12984,1.08417,0.246655,0.0866176,0.170538,0.507907,0.313313,0.416584,0.315569,0.729897,0.169929,3.38677,0.264968,,-0.557023,58.3513,0.990849,101.67,-0.557023,-2.46,0.39866286516189575,-8.984300136566162,0.831085,735.3499755859375,,,,,,,519.7,4.404237288,519.7,4.404237288,,,,,,,,,,,,,,,,,,,"Andrew Benintendi","17901",643217
