Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
NYM,Mets,10.1774,0,33,33,0,0,,198,833.238,204.028,127.141,116.407,28.7707,130.17,77.0618,2.53261,9.46716,5.29121,1.41964,5.91683,3.50281,1.68917,1.30776,0.156222,0.0924847,0.06373747438192368,,0.273236,0.298174,0.639292,5.02031,580.1,2.92979797979798,615,3.106060606060606,0.722166,-0.25781,0,999,25,NL,Daviel Hurtado,808064,sa3023674,sa3023674
HOU,Astros,10.8631,0,33,33,0,0,,198,858.472,191.357,121.152,110.923,33.6923,168.004,86.3354,2.60931,9.98267,5.04194,1.40249,7.63654,3.92434,1.94594,1.53147,0.195701,0.100569,0.09513238817453384,,0.251074,0.281315,0.679068,5.10962,598.4,3.022222222222222,596,3.01010101010101,0.72069,0.291337,0,488.7799987792969,21,AL,Cristian Javier,664299,17606,17606
CLE,Guardians,11.283,0,33,33,0,0,,198,889.849,203.545,120.806,110.607,32.6234,165.497,87.3017,2.70468,10.2754,5.02757,1.46892,7.52257,3.96826,1.89569,1.48288,0.185983,0.0981084,0.0878744125366211,,0.256913,0.287673,0.69355,5.08383,567.9000000000002,2.868181818181819,600,3.0303030303030303,0.718492,0.291337,0,999,5,AL,Jogly Garcia,805702,sa3019633,sa3019633
CHC,Cubs,9.95287,0,33,33,0,0,,198,821.741,208.355,128.556,117.702,30.3689,119.584,64.1266,2.49767,8.94512,5.3501,1.37617,5.43566,2.91485,1.86482,1.38041,0.145526,0.0780375,0.0674881786108017,,0.278301,0.29728,0.625858,5.02828,576.4000000000001,2.9111111111111114,621,3.1363636363636362,0.717316,-0.437674,0,999,17,NL,Connor Schultz,701565,sa3024948,sa3024948
STL,Cardinals,4.32914,0,0,70,0,0,,70,290.508,60.4177,30.6836,28.093,6.64377,68.6669,27.2037,0.882994,3.3118,3.61196,1.25173,8.82861,3.49762,2.52418,0.854199,0.236368,0.0936417,0.1427266076207161,,0.232382,0.29117,0.726988,3.71487,323.9,4.627142857142857,307,4.385714285714286,0.717069,0.801709,0,466.3500061035156,28,NL,JoJo Romero,668941,19574,19574
KCR,Royals,10.5151,0,33,33,0,0,,198,862.581,213.465,127.473,116.71,28.2988,132.117,80.7545,2.6218,9.83283,5.30502,1.48596,6.00531,3.67066,1.63603,1.28631,0.153164,0.0936196,0.059544794261455536,,0.276511,0.302768,0.654932,5.03116,558.0000000000002,2.8181818181818192,617,3.1161616161616164,0.714421,-0.25781,0,999,7,AL,Ben Kudrna,695667,sa3018253,sa3018253
NYM,Mets,4.42339,0,0,70,0,0,,70,293.568,56.6358,30.3032,27.7447,6.79366,78.1094,33.1999,0.892295,3.53493,3.56717,1.28337,10.0426,4.26855,2.3527,0.873471,0.266069,0.113091,0.15297801792621613,,0.220516,0.289897,0.741149,3.73947,328.7,4.695714285714286,304,4.3428571428571425,0.712594,0.955477,0,999,25,NL,Dylan Ross,697811,sa3025659,sa3025659
KCR,Royals,10.1745,0,33,33,0,0,,198,827.843,201.673,126.094,115.448,32.4973,135.506,67.94,2.51621,9.12156,5.24765,1.36168,6.15936,3.08818,1.99449,1.47715,0.163685,0.0820686,0.0816168263554573,,0.268617,0.290291,0.640374,5.06765,587.3999999999999,2.966666666666666,615,3.106060606060606,0.712015,-0.167288,0,999,7,AL,Bailey Falter,663559,20070,20070
,,10.4973,0,33,33,0,0,,198,851.306,212.592,125.539,114.94,23.8626,107.851,80.3134,2.58753,9.72455,5.22455,1.47932,4.90233,3.65061,1.34288,1.08467,0.126689,0.0943414,0.03234773129224777,,0.279261,0.299783,0.644962,4.97668,562.2,2.83939393939394,624,3.1515151515151514,0.711652,-0.167288,0,999,-1,,Luis De Avila,678752,sa3005839,sa3005839
ATL,Braves,11.4159,0,33,33,0,0,,198,928.78,244.465,126.082,115.437,34.1269,130.918,57.5844,2.82301,9.6192,5.24712,1.5255,5.9508,2.61747,2.27349,1.55122,0.140956,0.0620001,0.07895639166235924,,0.283741,0.301979,0.692046,5.07163,470.6,2.376767676767677,606,3.0606060606060606,0.710215,-0.167288,0,999,16,NL,Anthony Molina,683627,26952,26952
SFG,Giants,10.2763,0,33,33,0,0,,198,826.842,187.772,124.206,113.72,31.7339,156.188,84.8091,2.51317,9.66942,5.16908,1.37667,7.09946,3.85496,1.84164,1.44245,0.188897,0.10257,0.0863271951675415,,0.256392,0.286602,0.650327,5.07251,609.8,3.0797979797979798,601,3.0353535353535355,0.707702,0.0149518,0,999,30,NL,Jacob Bresnahan,815298,sa3023066,sa3023066
NYY,Yankees,10.6651,0,33,33,0,0,,198,846.896,187.814,121.971,111.673,28.3379,158.584,98.6271,2.57412,10.2917,5.07606,1.44667,7.20838,4.48305,1.60792,1.28809,0.187254,0.116457,0.07079645246267319,,0.254498,0.289401,0.666494,5.04413,623.0000000000002,3.1464646464646475,617,3.1161616161616164,0.707479,0.198802,0,999,9,AL,Xavier Rivas,814392,sa3040812,sa3040812
BAL,Orioles,4.16854,0,0,70,0,0,,70,279.516,54.8242,30.6573,28.0688,8.0005,75.2907,27.0922,0.849585,3.21676,3.60885,1.17023,9.68024,3.48328,2.77906,1.02864,0.269361,0.0969253,0.1724354326725006,,0.219994,0.282213,0.724862,3.76873,336.6,4.808571428571429,306,4.371428571428571,0.704653,0.802569,0,999,2,AL,Tyson Neighbors,695695,sa3025569,sa3025569
LAD,Dodgers,10.3408,0,33,33,0,0,,198,831.933,192.916,124.188,113.702,24.4544,130.172,95.397,2.52864,10.0608,5.16829,1.45613,5.9169,4.33623,1.36453,1.11156,0.156469,0.114669,0.04180002212524414,,0.265551,0.294591,0.645968,5.02371,613.2,3.096969696969697,623,3.1464646464646466,0.703144,0.0149518,0,999,22,NL,Marlon Nieves,812363,sa3021567,sa3021567
CHW,White Sox,4.60999,0,0,70,0,0,,70,300.665,56.5118,29.6998,27.1923,7.82854,82.5671,32.7585,0.913865,3.57937,3.49615,1.27529,10.6158,4.21181,2.52048,1.00653,0.274615,0.108954,0.1656615510582924,,0.213795,0.279899,0.760697,3.78729,326.40000000000003,4.662857142857144,301,4.3,0.700675,0.978237,0,196.69000244140625,4,AL,Seranthony Domínguez,622554,19249,19249
CHC,Cubs,4.75898,0,0,70,0,0,,70,316.319,63.1107,30.3553,27.7924,8.5095,82.7001,29.9205,0.961444,3.61593,3.57331,1.32902,10.6329,3.84693,2.76399,1.09408,0.261446,0.0945898,0.16685572266578674,,0.223178,0.285016,0.772652,3.78989,307.5,4.392857142857143,297,4.242857142857143,0.699346,0.953509,0,999,17,NL,Ben Heller,621294,15100,15100
,,10.0525,0,33,33,0,0,,198,819.595,198.735,126.44,115.765,29.99,128.78,73.2396,2.49114,9.22773,5.26203,1.37361,5.85363,3.32907,1.75834,1.36318,0.157126,0.0893607,0.06776552647352219,,0.269608,0.291766,0.632791,5.05288,590.8000000000001,2.983838383838384,612,3.090909090909091,0.697764,-0.167288,0,999,-1,,Curtis Taylor,668954,sa917970,sa917970
CLE,Guardians,10.4134,0,33,33,0,0,,198,857.905,219.753,128.193,117.37,32.9845,127.832,61.3,2.60759,9.15254,5.33499,1.41946,5.81056,2.78636,2.08536,1.4993,0.149005,0.0714531,0.07755216956138611,,0.279068,0.29805,0.650815,5.07701,533.3000000000002,2.6934343434343444,607,3.0656565656565657,0.697526,-0.347938,0,999,5,AL,Kolby Allard,663465,18694,18694
,,9.86662,0,33,33,0,0,,198,803.292,202.488,126.199,115.544,35.1618,117.927,48.4433,2.44159,8.27467,5.25202,1.26733,5.36033,2.20197,2.43434,1.59826,0.146805,0.0603059,0.08649895712733269,,0.271223,0.281938,0.618388,5.11192,577.5,2.9166666666666665,603,3.0454545454545454,0.696254,-0.167288,0,999,-1,,Aaron Wilkerson,658792,16904,16904
NYM,Mets,10.6131,0,33,33,0,0,,198,863.967,215.595,126.18,115.527,32.3773,134.357,67.692,2.62601,9.41368,5.25121,1.43074,6.10712,3.07691,1.98482,1.47169,0.155511,0.0783503,0.07716117799282074,,0.273994,0.295452,0.660228,5.07205,546.9999999999999,2.762626262626262,611,3.085858585858586,0.695545,-0.167288,0,999,25,NL,Brandon Waddell,663399,18347,18347
SEA,Mariners,10.9608,0,33,33,0,0,,198,872.914,211.013,122.466,112.126,31.5682,138.114,73.155,2.65321,9.66817,5.09663,1.43519,6.27789,3.32523,1.88796,1.43492,0.158221,0.0838055,0.07441579550504684,,0.267075,0.289237,0.673836,5.0676,549.9999999999999,2.7777777777777772,601,3.0353535353535355,0.695172,0.198802,0,999,11,AL,Gabe Mosser,682077,sa3006834,sa3006834
PIT,Pirates,4.84791,0,0,70,0,0,,70,322.849,65.7539,30.4215,27.853,7.75971,80.5124,30.9785,0.981292,3.7051,3.5811,1.38189,10.3516,3.98295,2.59897,0.997677,0.249381,0.0959537,0.15342753380537033,,0.228181,0.290126,0.772236,3.76231,305,4.357142857142857,303,4.328571428571428,0.69271,0.951015,0,999,27,NL,Yohan Ramírez,670990,19444,19444
,,11.0286,0,33,33,0,0,,198,875.324,208.237,121.887,111.596,30.1283,140.327,80.1579,2.66053,9.91908,5.07254,1.45654,6.3785,3.64354,1.75063,1.36947,0.160314,0.0915751,0.06873925775289536,,0.265186,0.289705,0.67627,5.06062,565.4000000000001,2.855555555555556,610,3.080808080808081,0.692515,0.198802,0,999,-1,,Brandon Knarr,687822,sa3015005,sa3015005
COL,Rockies,4.64635,0,0,70,0,0,,70,314.417,65.6164,30.9706,28.3557,7.81506,77.1359,28.4047,0.955665,3.55015,3.64573,1.34316,9.91748,3.65204,2.7156,1.00479,0.24533,0.090341,0.15498891472816467,,0.232302,0.292649,0.758914,3.75212,306,4.371428571428571,304,4.3428571428571425,0.69214,0.792356,0,999,19,NL,Jaden Hill,677955,30250,30250
,,10.9992,0,33,33,0,0,,198,884.731,204.917,124.154,113.671,34.8586,173.171,84.1511,2.68912,10.1289,5.16687,1.45994,7.87139,3.82505,2.05785,1.58448,0.195733,0.095115,0.10061758756637573,,0.259241,0.291985,0.686383,5.10312,565.7,2.857070707070707,599,3.025252525252525,0.690091,0.0149518,0,747.6300048828125,-1,,Cory Abbott,676265,20277,20277
BAL,Orioles,10.8075,0,33,33,0,0,,198,859.13,189.419,122.155,111.842,30.9793,170.375,97.0559,2.61131,10.3416,5.08371,1.44685,7.74434,4.41163,1.75544,1.40815,0.198311,0.11297,0.08534152060747147,,0.251977,0.287875,0.675924,5.0754,611.5000000000001,3.088383838383839,606,3.0606060606060606,0.68879,0.198802,0,999,2,AL,Juan Nuñez,693725,sa3015464,sa3015464
,,10.8388,0,33,33,0,0,,198,893.435,234.597,128.284,117.453,29.6846,116.541,65.4596,2.71558,9.58503,5.33878,1.51544,5.29732,2.97544,1.78035,1.3493,0.130442,0.0732674,0.05717430263757706,,0.286657,0.304855,0.664501,5.04398,494.20000000000005,2.4959595959595964,609,3.0757575757575757,0.686825,-0.347938,0,999,-1,,Aaron Brooks,605156,12272,12272
BOS,Red Sox,10.2113,0,33,33,0,0,,198,847.507,227.03,129.435,118.507,29.886,96.7677,52.5626,2.57598,8.77803,5.38667,1.41208,4.39853,2.38921,1.841,1.35846,0.114179,0.0620202,0.05215902253985405,,0.288781,0.298924,0.631572,5.0493,514,2.595959595959596,608,3.0707070707070705,0.685573,-0.437674,0,999,3,AL,Gage Ziehl,695721,sa3045855,sa3045855
,,4.72536,0,0,70,0,0,,70,311.228,60.3881,30.04,27.5037,6.33315,79.8064,36.3315,0.945971,3.78498,3.53619,1.38171,10.2608,4.6712,2.19661,0.814262,0.256424,0.116736,0.1396881565451622,,0.222743,0.292234,0.75899,3.75039,328.2,4.688571428571429,312,4.457142857142857,0.684221,0.965406,0,999,-1,,Joe Kelly,523260,9761,9761
PIT,Pirates,10.6526,0,33,33,0,0,,198,860.55,207.488,124.883,114.339,32.3839,143.246,74.6544,2.61562,9.61482,5.19721,1.42496,6.5112,3.39338,1.91879,1.47199,0.166459,0.0867519,0.07970719784498215,,0.267284,0.291524,0.664089,5.09122,564.3999999999999,2.85050505050505,605,3.0555555555555554,0.683537,-0.076368,0,747.3699951171875,27,NL,Mike Clevinger,605182,12808,12808
BAL,Orioles,3.94259,0,0,70,0,0,,70,271.863,58.2759,31.6113,28.9423,7.72471,65.1412,21.0835,0.826322,2.95503,3.72116,1.13371,8.3753,2.71074,3.08967,0.993177,0.239611,0.077552,0.1620584949851036,,0.23515,0.288933,0.696597,3.73877,326.8,4.668571428571429,304,4.3428571428571425,0.682834,0.637105,0,999,2,AL,Micah Ashman,809840,sa3025559,sa3025559
KCR,Royals,4.21626,0,0,70,0,0,,70,281.336,55.7799,30.489,27.9148,9.66112,75.6731,22.1876,0.855114,3.07017,3.58905,1.11382,9.7294,2.85269,3.41061,1.24214,0.268978,0.0788651,0.1901131197810173,,0.217824,0.270106,0.736763,3.84973,326.4,4.662857142857143,297,4.242857142857143,0.682259,0.948465,0,728.8300170898438,7,AL,Matt Strahm,621381,13799,13799
TOR,Blue Jays,10.8681,0,33,33,0,0,,198,875.202,210.403,124.351,113.852,32.1599,147.951,77.8063,2.66016,9.84053,5.17511,1.4556,6.72506,3.53665,1.90153,1.46181,0.169048,0.088901,0.08014717698097229,,0.26716,0.293432,0.673798,5.08017,557.5999999999999,2.8161616161616156,606,3.0606060606060606,0.681816,0.0149518,0,999,14,AL,Jake Bloss,814005,33168,33168
STL,Cardinals,4.30858,0,0,70,0,0,,70,292.623,61.594,31.0948,28.4695,6.88981,68.4672,26.6185,0.889423,3.31009,3.66036,1.26018,8.80292,3.42237,2.57217,0.885832,0.233977,0.0909649,0.14301211386919022,,0.23447,0.292008,0.726995,3.74112,316.7,4.524285714285714,305,4.357142857142857,0.679173,0.788304,0,582.3499755859375,28,NL,Matt Svanson,694335,29629,29629
TBR,Rays,10.2527,0,33,33,0,0,,198,828.526,195.593,124.94,114.391,30.5095,137.413,78.4188,2.51829,9.47273,5.19961,1.3839,6.24603,3.56449,1.75229,1.3868,0.165852,0.0946486,0.07120323181152344,,0.264088,0.288248,0.644499,5.08197,587.3000000000001,2.9661616161616164,600,3.0303030303030303,0.678834,-0.076368,0,999,12,AL,Jackson Baumeister,691765,sa3023471,sa3023471
MIN,Twins,9.76339,0,33,33,0,0,,198,807.108,202.144,128.767,117.895,31.3382,119.179,63.0429,2.45319,8.78775,5.35886,1.33933,5.41724,2.86559,1.89045,1.42446,0.147662,0.0781096,0.0695524513721466,,0.274922,0.292095,0.616412,5.0772,580.7,2.9328282828282832,609,3.0757575757575757,0.678564,-0.437674,0,999,8,AL,Spencer Bengard,675248,sa3023092,sa3023092
TEX,Rangers,10.5413,0,33,33,0,0,,198,855.38,214.638,125.641,115.033,35.7375,135.133,56.7891,2.59991,8.98283,5.22876,1.37084,6.14242,2.58132,2.37957,1.62443,0.15798,0.0663904,0.09158995002508163,,0.271828,0.289137,0.658491,5.1131,535.4000000000001,2.7040404040404047,594,3,0.678431,-0.167288,0,999,13,AL,Austin Gomber,596295,16561,16561
,,4.78266,0,0,70,0,0,,70,317.204,62.3765,30.2805,27.7239,8.2054,83.5157,31.9406,0.964134,3.68989,3.5645,1.34739,10.7377,4.10665,2.61472,1.05498,0.263287,0.100694,0.16259289532899857,,0.221529,0.285333,0.773113,3.79986,318.40000000000003,4.548571428571429,306,4.371428571428571,0.677313,0.956331,0,999,-1,,Trey Wingenter,622259,17793,17793
ATL,Braves,4.27813,0,0,70,0,0,,70,288.805,56.6004,30.8883,28.2804,8.18326,78.9008,28.7074,0.877818,3.34722,3.63606,1.21868,10.1444,3.69095,2.74845,1.05213,0.273197,0.0994004,0.17379699647426605,,0.220449,0.285366,0.736879,3.77434,333.40000000000003,4.762857142857143,308,4.4,0.676249,0.795035,0,999,16,NL,Hayden Harris,802686,31913,31913
CHC,Cubs,11.3223,0,33,33,0,0,,198,897.518,211.894,121.675,111.402,31.2064,152.135,84.043,2.72799,10.2317,5.06374,1.49463,6.91522,3.82013,1.8102,1.41847,0.169506,0.0936393,0.07586697489023209,,0.263798,0.291478,0.690835,5.07573,554.7,2.8015151515151517,609,3.0757575757575757,0.675516,0.198802,0,999,17,NL,Kohl Franklin,681673,sa3008335,sa3008335
,,10.2277,0,33,33,0,0,,198,847.306,211.791,129.127,118.225,31.6802,134.48,71.1045,2.57537,9.38769,5.37385,1.42877,6.11274,3.23202,1.8913,1.44001,0.158715,0.0839183,0.07479675114154816,,0.276196,0.299858,0.644615,5.07634,548.3999999999999,2.769696969696969,602,3.04040404040404,0.675376,-0.437674,0,999,-1,,Anders Tolhurst,689434,sa3019818,sa3019818
CIN,Reds,11.0761,0,33,33,0,0,,198,890.274,214.871,124.032,113.56,33.6699,153.834,75.7675,2.70597,9.89861,5.1618,1.46787,6.99246,3.44398,2.03034,1.53045,0.172794,0.0851059,0.08768828213214874,,0.26705,0.293631,0.684215,5.08988,538,2.717171717171717,598,3.0202020202020203,0.673949,0.0149518,0,999,18,NL,Carson Spiers,686730,27685,27685
,,10.7317,0,33,33,0,0,,198,856.08,203.44,122.747,112.383,32.9562,142.514,72.6641,2.60204,9.51204,5.10833,1.39447,6.47791,3.30291,1.96127,1.49801,0.166473,0.08488,0.08159281313419342,,0.262875,0.284884,0.666871,5.10449,568.5000000000002,2.8712121212121224,598,3.0202020202020203,0.6721,0.106674,0,999,-1,,Kyle McGowin,641851,15071,15071
CHW,White Sox,10.4418,0,33,33,0,0,,198,848.222,209.063,125.822,115.199,29.6324,125.132,72.9613,2.57815,9.45652,5.23632,1.42437,5.6878,3.31642,1.71504,1.34693,0.147522,0.0860167,0.06150537729263306,,0.272998,0.293648,0.649384,5.0655,556.8000000000001,2.8121212121212125,604,3.0505050505050506,0.669158,-0.167288,0,999,4,AL,Tyler Schweitzer,805326,sa3020712,sa3020712
CHW,White Sox,10.3478,0,33,33,0,0,,198,837.808,202.613,125.263,114.687,28.9454,126.101,76.867,2.5465,9.49873,5.21303,1.41152,5.73186,3.49395,1.64051,1.3157,0.150513,0.0917477,0.05876510590314865,,0.269632,0.291195,0.645378,5.07042,574.7,2.902525252525253,607,3.0656565656565657,0.66808,-0.076368,0,999,4,AL,Aldrin Batista,702881,sa3019119,sa3019119
NYM,Mets,4.60107,0,0,70,0,0,,70,306.918,59.9861,30.4785,27.9052,7.61828,81.1357,32.6162,0.932871,3.62666,3.58781,1.32289,10.4317,4.19352,2.48759,0.979493,0.264356,0.10627,0.15808622539043427,,0.221617,0.28786,0.758193,3.78506,314.6,4.494285714285715,297,4.242857142857143,0.667702,0.948864,0,999,25,NL,Reed Garrett,657585,16866,16866
ARI,Diamondbacks,10.7897,0,33,33,0,0,,198,876.362,215.437,125.799,115.177,31.0127,138.694,76.3167,2.66368,9.80107,5.23534,1.4735,6.30427,3.46894,1.81735,1.40967,0.158261,0.0870836,0.07117750495672226,,0.272621,0.297201,0.668269,5.07519,544.9000000000001,2.7520202020202027,607,3.0656565656565657,0.666144,-0.167288,0,999,15,NL,Spencer Giesting,801517,sa3020402,sa3020402
,,10.7727,0,33,33,0,0,,198,865.072,200.922,123.873,113.414,30.4918,153.001,88.2548,2.62937,10.1008,5.1552,1.46049,6.95459,4.01158,1.73363,1.38599,0.176865,0.10202,0.07484471797943115,,0.262055,0.29222,0.670634,5.08189,585.6,2.9575757575757575,612,3.090909090909091,0.663216,0.0149518,0,999,-1,,James Paxton,572020,11828,11828
ARI,Diamondbacks,10.4954,0,33,33,0,0,,198,860.623,214.432,127.406,116.649,31.667,133.73,71.1108,2.61585,9.4986,5.30224,1.44213,6.07864,3.23231,1.88059,1.43941,0.155387,0.0826271,0.07276025414466858,,0.274907,0.297364,0.655599,5.08483,543.1999999999999,2.743434343434343,602,3.04040404040404,0.661078,-0.25781,0,999,15,NL,Dylan Ray,691009,sa3020392,sa3020392
NYM,Mets,10.3192,0,33,33,0,0,,198,840.347,198.367,126.24,115.582,28.4273,141.742,87.6839,2.55422,9.87646,5.25372,1.4447,6.4428,3.98563,1.61651,1.29215,0.16867,0.104343,0.0643279030919075,,0.267057,0.296776,0.648969,5.04803,596.0000000000002,3.0101010101010113,616,3.111111111111111,0.6606,-0.167288,0,999,25,NL,Brendan Girton,694858,sa3025584,sa3025584
KCR,Royals,10.6046,0,33,33,0,0,,198,851.839,203.624,123.926,113.463,32.397,140.763,73.5693,2.58915,9.50663,5.15739,1.39997,6.39832,3.34406,1.91334,1.47259,0.165246,0.0863652,0.07888085395097733,,0.264873,0.287486,0.6611,5.09909,571.1999999999999,2.8848484848484843,604,3.0505050505050506,0.659511,0.0149518,0,999,7,AL,Hunter Owen,694818,sa3023474,sa3023474
NYY,Yankees,10.6564,0,33,33,0,0,,198,860.011,211.157,124.717,114.187,27.4158,121.234,78.3492,2.61399,9.73216,5.19032,1.46215,5.51063,3.56133,1.54735,1.24617,0.140968,0.0911026,0.049865350127220154,,0.273544,0.294797,0.656205,5.04514,562.4999999999999,2.8409090909090904,617,3.1161616161616164,0.659203,-0.076368,0,999,9,AL,Brock Selvidge,691795,sa3017950,sa3017950
ATL,Braves,4.00114,0,0,70,0,0,,70,275.509,57.8208,31.5632,28.8983,8.68413,68.5609,20.9711,0.837405,2.98164,3.7155,1.1256,8.81498,2.69629,3.2693,1.11653,0.248852,0.0761176,0.17273399233818054,,0.229852,0.28189,0.708777,3.81557,322.5,4.607142857142857,299,4.271428571428571,0.657595,0.638426,0,101.36000061035156,16,NL,Raisel Iglesias,628452,17130,17130
,,10.8821,0,33,33,0,0,,198,876.327,220.314,124.35,113.851,33.3602,128.524,61.4799,2.66358,9.31161,5.17507,1.4232,5.84201,2.79454,2.09051,1.51637,0.146662,0.0701563,0.07650594413280487,,0.2735,0.290458,0.669716,5.09982,535.3000000000002,2.7035353535353543,609,3.0757575757575757,0.657277,0.0149518,0,999,,,Max Castillo,666721,21956,21956
ARI,Diamondbacks,4.28202,0,0,70,0,0,,70,289.718,62.4354,30.9653,28.3508,6.87146,62.3738,23.3879,0.880593,3.17943,3.64511,1.22605,8.01949,3.00701,2.66693,0.883474,0.215291,0.0807262,0.13456496596336365,,0.237261,0.286551,0.719891,3.76775,316.7,4.524285714285714,305,4.357142857142857,0.654371,0.792528,0,999,15,NL,Ryan Thompson,657044,16647,16647
COL,Rockies,10.1342,0,33,33,0,0,,198,832.64,210.886,127.736,116.951,31.9755,118.222,60.8383,2.53079,8.92729,5.31597,1.37235,5.37375,2.76538,1.94322,1.45343,0.141985,0.0730668,0.0689183697104454,,0.276436,0.292015,0.634426,5.09743,548.9999999999999,2.772727272727272,600,3.0303030303030303,0.652806,-0.347938,0,999,19,NL,Victor Juarez,692589,sa3016226,sa3016226
ATL,Braves,10.279,0,33,33,0,0,,198,840.809,211.265,126.991,116.27,33.3798,123.943,60.3981,2.55562,8.98069,5.28498,1.37204,5.63376,2.74537,2.0521,1.51726,0.147409,0.0718333,0.07557554543018341,,0.273861,0.289664,0.643181,5.12599,551.7000000000002,2.786363636363637,602,3.04040404040404,0.650849,-0.25781,0,999,16,NL,Darius Vines,670241,25928,25928
TOR,Blue Jays,9.91666,0,33,33,0,0,,198,821.726,202.5,129.165,118.259,28.4346,125.646,77.1002,2.49762,9.37273,5.37542,1.41212,5.71119,3.50456,1.62965,1.29248,0.152905,0.0938272,0.05907806009054184,,0.275415,0.299507,0.627359,5.0431,589.6000000000001,2.9777777777777783,620,3.1313131313131315,0.649334,-0.437674,0,999,14,AL,Pat Gallagher,693483,sa3020938,sa3020938
,,11.7839,0,33,33,0,0,,198,943.262,227.531,123.332,112.919,32.0475,161.022,87.3468,2.86703,10.7208,5.13268,1.59029,7.31919,3.97031,1.84348,1.4567,0.170708,0.0926008,0.0781070813536644,,0.269206,0.299765,0.7094,5.09865,506.79999999999995,2.5595959595959594,602,3.04040404040404,0.649074,0.106674,0,999,-1,,Luis F. Castillo,622379,20638,20638
NYY,Yankees,10.2624,0,33,33,0,0,,198,830.818,188.983,125.248,114.673,28.2646,149.959,94.3577,2.52525,10.0173,5.21243,1.43101,6.81632,4.28899,1.58926,1.28475,0.180496,0.113572,0.06692355871200562,,0.260148,0.293164,0.64853,5.05759,617.4000000000002,3.118181818181819,614,3.101010101010101,0.648193,-0.076368,0,999,9,AL,Trent Sellers,815587,sa3023454,sa3023454
SFG,Giants,10.3696,0,33,33,0,0,,198,835.284,197.63,124.396,113.894,32.8639,141.629,73.189,2.53883,9.35648,5.17698,1.36777,6.43766,3.32677,1.93511,1.49381,0.169557,0.0876218,0.08193562924861908,,0.262548,0.284941,0.651318,5.11297,582.5000000000002,2.941919191919193,599,3.025252525252525,0.648017,0.0149518,0,999,30,NL,Josh Bostick,701241,sa3022857,sa3022857
CIN,Reds,4.19042,0,0,70,0,0,,70,279.31,54.2718,30.4519,27.8808,9.19694,75.2318,24.3792,0.848956,3.12559,3.58467,1.12359,9.67266,3.13446,3.08591,1.18246,0.269349,0.0872837,0.18206548690795898,,0.215531,0.269303,0.732785,3.87244,335.9,4.798571428571428,302,4.314285714285714,0.647826,0.949868,0,112.58999633789062,18,NL,Emilio Pagán,641941,14771,14771
,,4.27359,0,0,70,0,0,,70,294.288,61.2625,31.5653,28.9002,8.16641,74.5227,25.8908,0.894482,3.29994,3.71574,1.24505,9.58149,3.32882,2.87835,1.04997,0.253231,0.0879778,0.16525282710790634,,0.231094,0.291084,0.734123,3.77357,324,4.628571428571429,309,4.414285714285715,0.64777,0.638369,0,999,-1,,Reiss Knehr,663753,21541,21541
SDP,Padres,4.18329,0,0,70,0,0,,70,283.488,57.0871,31.0195,28.4005,7.76053,71.6773,26.7617,0.861656,3.23887,3.6515,1.19784,9.21566,3.44079,2.67836,0.997783,0.252841,0.0944015,0.1584393009543419,,0.225207,0.283405,0.723846,3.81419,325.40000000000003,4.6485714285714295,300,4.285714285714286,0.647138,0.790759,0,999,29,NL,Jason Adam,592094,11861,11861
LAD,Dodgers,10.3189,0,33,33,0,0,,198,842.419,207.434,126.661,115.967,30.0306,126.675,72.9916,2.56052,9.40928,5.27124,1.41629,5.75796,3.3178,1.73548,1.36503,0.150371,0.0866452,0.06372550129890442,,0.272933,0.294049,0.645031,5.0758,566,2.8585858585858586,608,3.0707070707070705,0.64609,-0.25781,0,999,22,NL,Payton Martin,806293,sa3020869,sa3020869
NYY,Yankees,4.79864,0,0,70,0,0,,70,318.027,63.4274,30.2549,27.7005,7.4481,79.3558,32.4724,0.966637,3.71427,3.56149,1.37,10.2029,4.17502,2.44379,0.957613,0.249525,0.102106,0.14741958677768707,,0.225047,0.28702,0.768024,3.8019,318.09999999999997,4.544285714285714,309,4.414285714285715,0.645924,0.957297,0,999,9,AL,Jake Bird,656234,21267,21267
,,10.725,0,33,33,0,0,,198,864.606,215.035,124.533,114.019,32.152,124.429,65.0589,2.62795,9.33218,5.18268,1.41461,5.65586,2.95722,1.91256,1.46145,0.143914,0.0752468,0.06866710633039474,,0.272122,0.288625,0.66173,5.1164,538.5999999999999,2.7202020202020196,600,3.0303030303030303,0.644071,-0.076368,0,999,-1,,Brett Kennedy,664028,17877,17877
MIL,Brewers,4.12092,0,0,70,0,0,,70,293.129,67.559,32.6569,29.8997,6.75408,60.3557,21.3888,0.890959,3.14187,3.84425,1.27068,7.76001,2.74998,2.82184,0.868382,0.205902,0.0729671,0.13293439149856567,,0.251525,0.301779,0.708132,3.71633,303.09999999999997,4.329999999999999,307,4.385714285714286,0.642197,0.479634,0,999,23,NL,J.B. Bukauskas,656266,20491,20491
