Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ra_talent_sd,chance_ra_se,total_ra_se,q10,q20,q30,q40,q50,q60,q70,q80,q90,tt_q10,tt_q20,tt_q30,tt_q40,tt_q50,tt_q60,tt_q70,tt_q80,tt_q90,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
ATL,Braves,10.4277,8.7354,27.54,27.54,0,0,,160.846,674.123,139.359,73.3169,68.3468,21.178,187.437,57.7899,0.6957,7.116,3.82429,1.2257,10.4879,3.23359,3.24341,1.185,0.278045,0.0857261,0.19231906533241272,0.372441,0.22875,0.295007,0.739296,3.72675,750.7000000000002,4.662732919254659,711,4.416149068322981,2.6673,2.89636,14.5685,0.47329,0.867203,0.98795,5.41,4.87,4.52,4.24,3.99,3.76,3.52,3.27,2.94,4.72,4.49,4.33,4.2,4.08,3.96,3.84,3.7,3.52,107.9800033569336,16,NL,Spencer Strider,675911,27498,27498
SDP,Padres,10.4875,10.0551,29.16,29.16,0,0,,174.053,727.344,155.6,81.8736,76.7606,26.8429,191.699,53.8896,0.8626,5.1256,3.96916,1.2036,9.91245,2.78654,3.55726,1.388,0.263561,0.0740909,0.18947004526853561,0.337698,0.23282,0.286264,0.742345,3.95445,756.9,4.35,726,4.172413793103448,2.62253,2.45962,15.5698,0.434395,0.844636,0.949794,5.49,4.98,4.64,4.37,4.13,3.91,3.68,3.43,3.11,4.8,4.59,4.44,4.32,4.21,4.1,3.99,3.86,3.69,95.66000366210938,29,NL,Nick Pivetta,601713,15454,15454
MIA,Marlins,9.0967,9.7282,27.54,27.54,0,0,,154.035,647.752,134.751,73.0331,68.4927,21.9757,171.479,53.7291,0.4703,5.3018,4.0019,1.22361,10.0192,3.13929,3.19154,1.284,0.264729,0.082947,0.18178191035985947,0.32284,0.228887,0.285314,0.732001,3.91301,683,4.435064935064935,649,4.214285714285714,2.61014,2.48566,12.923,0.543738,0.900729,1.05212,5.66,5.08,4.71,4.41,4.14,3.9,3.65,3.38,3.03,4.98,4.71,4.52,4.37,4.23,4.1,3.96,3.8,3.6,80.36000061035156,20,NL,Eury Pérez,691587,27768,27768
DET,Tigers,10.0071,9.9088,29.16,29.16,0,0,,163.146,696.61,148.676,76.1192,70.4987,21.354,176.637,57.2822,0.8729,6.8379,3.88908,1.26241,9.74425,3.15999,3.08363,1.178,0.253567,0.0822299,0.1713370382785797,0.39792,0.235064,0.293031,0.737459,3.85037,722.5000000000001,4.432515337423314,704,4.319018404907975,2.58923,2.38513,14.0531,0.436562,0.869394,0.972848,5.48,4.96,4.61,4.33,4.09,3.86,3.63,3.37,3.05,4.77,4.56,4.41,4.29,4.18,4.07,3.95,3.83,3.66,211.57000732421875,6,AL,Jack Flaherty,656427,17479,17479
LAA,Angels,10.0011,11.3797,30.78,30.78,0,0,,177.726,748.32,166.031,87.0745,81.06,26.106,181.863,62.9404,0.6787,5.4597,4.10486,1.28834,9.20952,3.18729,2.88945,1.322,0.243029,0.0841089,0.15891999006271362,0.407168,0.244192,0.296483,0.737422,4.15272,725.8000000000001,4.0775280898876405,712,4,2.57213,2.44844,15.0002,0.436635,0.849594,0.955228,5.67,5.16,4.82,4.55,4.31,4.08,3.85,3.6,3.28,4.98,4.77,4.62,4.5,4.39,4.28,4.17,4.04,3.87,497.8399963378906,1,AL,Yusei Kikuchi,579328,20633,20633
LAD,Dodgers,8.811,6.0301,22.68,22.68,0,0,,116.914,479.942,98.2341,48.6363,44.9365,14.7441,136.387,36.2745,0.4631,4.5383,3.4592,1.15049,10.499,2.7924,3.75985,1.135,0.284173,0.075581,0.20859208703041077,0.411736,0.223702,0.289897,0.754147,3.48872,575.5000000000002,4.918803418803421,539,4.6068376068376065,2.56084,2.5369,10.3804,0.495456,0.976857,1.09532,5.19,4.57,4.18,3.86,3.59,3.34,3.09,2.82,2.49,4.39,4.15,3.98,3.84,3.71,3.59,3.46,3.32,3.13,1.2400000095367432,22,NL,Shohei Ohtani,660271,19755,19755
TBR,Rays,10.1788,11.0154,30.78,30.78,0,0,,174.756,740.491,157.245,83.6877,78.0901,24.8542,184.144,63.0536,0.4428,7.4908,4.02167,1.26061,9.48349,3.24729,2.92043,1.28,0.248678,0.0851511,0.16352703422307968,0.362239,0.234713,0.287214,0.736436,4.08761,737.3,4.213142857142857,708,4.045714285714285,2.55946,2.42144,14.7989,0.474748,0.849064,0.972778,5.59,5.07,4.73,4.45,4.2,3.97,3.74,3.48,3.16,4.93,4.7,4.54,4.4,4.28,4.17,4.04,3.91,3.72,124.62000274658203,12,AL,Ryan Pepiot,686752,26221,26221
MIA,Marlins,10.0795,11.8262,30.78,30.78,0,0,,186.581,795.317,189.621,93.5736,86.2283,22.141,158.338,56.0364,0.8741,7.7018,4.15934,1.31662,7.63765,2.70299,2.82563,1.068,0.199088,0.0704579,0.12862996011972427,0.469799,0.259194,0.303901,0.708487,4.00538,743.1999999999998,3.974331550802138,773,4.133689839572193,2.51378,2.47032,16.2559,0.473983,0.836705,0.961632,5.78,5.27,4.93,4.66,4.41,4.18,3.95,3.7,3.37,5.13,4.9,4.74,4.61,4.49,4.37,4.25,4.11,3.92,145.35000610351562,20,NL,Sandy Alcantara,645261,18684,18684
CIN,Reds,9.4531,9.539,27.54,27.54,0,0,,157.14,663.32,148.609,75.7366,70.3626,22.6806,160.522,43.6504,0.7204,12.8187,4.02992,1.22349,9.19368,2.50002,3.67745,1.299,0.241998,0.0658059,0.17619189620018005,0.421819,0.244885,0.297247,0.725969,4.04649,642.5000000000001,4.09235668789809,637,4.057324840764331,2.4507,2.64276,13.3431,0.475446,0.897514,1.01567,5.68,5.13,4.77,4.48,4.22,3.98,3.74,3.47,3.14,4.96,4.73,4.56,4.43,4.31,4.19,4.07,3.93,3.75,121.75,18,NL,Nick Lodolo,666157,26378,26378
LAD,Dodgers,10.1044,8.0764,24.3,42.3,0,0.7772,,151.594,637.306,132.605,71.0635,66.44,22.6716,170.658,53.0118,0.8189,6.3954,3.9445,1.22444,10.1319,3.14727,3.21925,1.346,0.267781,0.0831811,0.18460000306367874,0.35732,0.229461,0.285862,0.74445,4.00349,665.0999999999999,4.375657894736841,630,4.144736842105263,2.3967,2.30193,10.9386,0.55219,1.14314,1.28077,5.87193,5.14794,4.68095,4.32295,4.01683,3.73783,3.46239,3.17052,2.80458,4.9467,4.67026,4.48263,4.32382,4.1862,4.04738,3.90857,3.75095,3.54332,110.3499984741211,22,NL,Emmet Sheehan,686218,29839,29839
TOR,Blue Jays,9.3192,8.6215,22.68,43.68,0,0.6481,,154.812,652.692,149.094,72.8045,67.2148,19.4375,150.714,44.115,1.1196,6.3369,3.90753,1.24802,8.76175,2.56463,3.41638,1.13,0.230911,0.0675893,0.16332175582647324,0.440176,0.247566,0.300069,0.725344,3.79798,681.9,4.3993548387096775,684,4.412903225806452,2.38255,1.85218,11.7726,0.504704,1.14722,1.26259,5.86817,5.15016,4.69912,4.33978,4.04129,3.75959,3.48195,3.18974,2.83025,4.89284,4.64555,4.47691,4.32962,4.20098,4.08098,3.95233,3.80505,3.60776,256.5799865722656,14,AL,Cody Ponce,664074,17920,17920
SEA,Mariners,11.126,10.4206,30.78,30.78,0,0,,181.473,763.135,170.528,84.1672,77.886,24.8215,171.591,51.1216,1.1913,6.7644,3.86268,1.22139,8.50988,2.53533,3.35652,1.231,0.22485,0.0669889,0.15786092728376389,0.399082,0.241798,0.286351,0.735595,3.9791,757.3000000000001,4.183977900552486,750,4.143646408839779,2.37913,2.04315,16.4295,0.418983,0.822381,0.922962,5.39,4.9,4.57,4.31,4.08,3.86,3.63,3.39,3.08,4.72,4.52,4.38,4.26,4.15,4.05,3.94,3.82,3.65,171.25999450683594,11,AL,Luis Castillo,622491,15689,15689
ARI,Diamondbacks,10.4125,10.0511,29.16,29.16,0,0,,172.667,737.261,173.234,85.4139,79.068,22.0246,158.086,52.8918,1.1096,4.7244,4.12131,1.30961,8.24,2.75691,2.98885,1.148,0.214423,0.0717409,0.1426820233464241,0.422564,0.254889,0.3027,0.720522,3.9633,701.8,4.05664739884393,721,4.167630057803469,2.37338,2.45432,14.8564,0.452833,0.865196,0.976536,5.74,5.22,4.87,4.59,4.35,4.12,3.88,3.62,3.29,5.04,4.82,4.67,4.54,4.43,4.32,4.2,4.07,3.89,277.54998779296875,15,NL,Merrill Kelly,518876,11156,11156
SDP,Padres,9.7426,9.3408,27.54,27.54,0,0,,158.921,668.298,152.592,74.6006,69.0597,21.6133,150.489,40.7601,1.1729,9.7378,3.91098,1.21665,8.52249,2.30832,3.69207,1.224,0.225183,0.0609909,0.16419202461838722,0.41967,0.246992,0.293873,0.728119,3.96251,655.2,4.120754716981132,656,4.1257861635220126,2.32242,2.24014,13.9929,0.516248,0.883191,1.023,5.58,5.02,4.65,4.36,4.11,3.87,3.62,3.36,3.02,4.9,4.65,4.47,4.32,4.19,4.07,3.93,3.79,3.59,302.9100036621094,29,NL,Joe Musgrove,605397,12970,12970
CIN,Reds,9.9669,11.443,30.78,30.78,0,0,,178.185,767.706,179.043,93.1426,86.4773,26.9455,166.406,56.8471,0.446,9.8566,4.36792,1.32385,8.4051,2.87131,2.92726,1.361,0.216758,0.074048,0.1427100971341133,0.438771,0.25541,0.29961,0.720341,4.35628,650.6999999999999,3.6556179775280895,670,3.764044943820225,2.31294,2.31741,14.1843,0.451773,0.869444,0.979812,6,5.48,5.13,4.85,4.6,4.37,4.13,3.87,3.53,5.29,5.07,4.92,4.8,4.68,4.57,4.45,4.32,4.14,367.80999755859375,18,NL,Brady Singer,663903,25377,25377
CLE,Guardians,10.2064,11.4242,30.78,30.78,0,0,,182.086,773.518,175.292,89.2449,82.9433,25.7955,171.939,55.6492,0.5716,8.3757,4.09965,1.26831,8.49846,2.75058,3.0897,1.275,0.222282,0.071943,0.15033908933401108,0.395611,0.247067,0.292124,0.727292,4.14311,724,3.978021978021978,724,3.978021978021978,2.3114,2.14247,15.7271,0.444278,0.839546,0.949853,5.67,5.16,4.82,4.55,4.31,4.09,3.86,3.61,3.28,4.99,4.78,4.63,4.5,4.39,4.28,4.16,4.03,3.86,187.3000030517578,5,AL,Tanner Bibee,676440,30134,30134
NYY,Yankees,10.0933,9.1349,27.54,27.54,0,0,,161.648,686.403,142.896,76.3282,71.1432,22.8462,175.139,58.6161,0.4201,7.221,3.96101,1.24661,9.75114,3.26354,2.9879,1.272,0.255155,0.085396,0.1697588637471199,0.363636,0.230267,0.284088,0.738429,4.02741,696.1000000000001,4.2969135802469145,663,4.092592592592593,2.29007,2.1781,14.2848,0.426996,0.877831,0.976173,5.54,5.01,4.67,4.39,4.14,3.91,3.68,3.42,3.1,4.81,4.6,4.46,4.34,4.23,4.12,4.01,3.89,3.72,199.94000244140625,9,AL,Carlos Rodón,607074,16137,16137
CIN,Reds,7.283,6.6191,19.44,27.44,0,0.6526,,114.246,474.082,100.118,50.75,47.0421,15.5756,129.995,35.942,0.5633,3.6192,3.70585,1.19094,10.2407,2.83141,3.6168,1.227,0.274204,0.0758139,0.19839012622833252,0.408855,0.23041,0.292585,0.746668,3.67061,530.8,4.656140350877193,506,4.43859649122807,2.28734,2.2504,9.2393,0.583696,1.23128,1.37539,5.73403,4.93829,4.44998,4.08127,3.76376,3.47186,3.19485,2.89205,2.52415,4.75978,4.47118,4.26328,4.10398,3.95468,3.80678,3.65748,3.49888,3.28028,105,18,NL,Chase Burns,695505,35333,35333
PIT,Pirates,9.9075,11.603,30.78,30.78,0,0,,179.816,771.08,182.225,93.5687,86.91,23.0364,155.516,54.8454,0.6331,10.0317,4.34995,1.31841,7.78377,2.74508,2.83553,1.153,0.201686,0.071128,0.13055792450904846,0.427282,0.258035,0.301694,0.700626,4.15325,692.8999999999999,3.8494444444444436,718,3.988888888888889,2.28456,2.10113,14.5104,0.442915,0.864209,0.971098,5.96,5.45,5.11,4.83,4.59,4.35,4.12,3.86,3.53,5.26,5.05,4.9,4.78,4.66,4.55,4.44,4.31,4.13,532.8400268554688,27,NL,Mitch Keller,656605,17594,17594
CHC,Cubs,10.6335,9.8835,29.16,29.16,0,0,,173.75,730.964,164.374,81.8066,75.9788,24.1899,156.173,52.2763,0.4971,7.3579,3.93559,1.24691,8.08955,2.70784,2.98746,1.253,0.213654,0.0715169,0.14213694632053375,0.376619,0.244849,0.285528,0.73772,4.177,701.0000000000001,4.028735632183909,693,3.9827586206896552,2.24312,2.63773,15.6282,0.481032,0.845699,0.972933,5.52,5,4.65,4.37,4.13,3.9,3.67,3.41,3.09,4.87,4.63,4.47,4.33,4.21,4.09,3.97,3.83,3.64,214.4499969482422,17,NL,Matthew Boyd,571510,15440,15440
KCR,Royals,9.1908,8.5714,24.3,34.3,0,0.663,,149.332,632.041,142.877,70.5018,64.9531,17.8866,141.406,51.9547,0.7504,5.153,3.91463,1.30469,8.5223,3.13123,2.72171,1.078,0.223728,0.0822015,0.14152688533067703,0.449875,0.248511,0.300718,0.732256,3.94567,624.4000000000001,4.190604026845638,626,4.201342281879195,2.24191,2.24645,12.0691,0.512372,1.10507,1.22939,5.81844,5.12732,4.69777,4.35763,4.06687,3.79214,3.53143,3.24473,2.89138,4.91777,4.66911,4.49045,4.35112,4.22179,4.09245,3.96312,3.81446,3.6158,193.38999938964844,7,AL,Kris Bubic,663460,21455,21455
NYM,Mets,11.0575,9.1933,29.16,29.16,0,0,,169.662,728.474,162.843,75.998,68.8338,17.2678,150.175,65.3791,0.6585,7.5426,3.65141,1.34516,7.96629,3.46815,2.29699,0.916,0.20615,0.089748,0.11640196293592453,0.515639,0.248406,0.298243,0.746024,3.97738,706.1000000000001,4.153529411764707,710,4.176470588235294,2.19995,2.80757,15.875,0.428444,0.83788,0.941067,5.27,4.76,4.43,4.16,3.92,3.7,3.48,3.23,2.92,4.59,4.38,4.24,4.12,4.01,3.9,3.79,3.66,3.5,485.54998779296875,25,NL,David Peterson,656849,20302,20302
WSN,Nationals,8.6256,9.7393,25.92,25.92,0,0,,155.867,665.815,153.988,75.3882,69.0077,17.3705,130.875,53.1986,0.5626,8.5184,3.9846,1.32925,7.55693,3.07176,2.46013,1.003,0.196564,0.0799,0.1166640892624855,0.499048,0.254906,0.299698,0.720731,4.09247,620.9000000000001,3.9801282051282056,635,4.07051282051282,2.19383,2.38664,13.9834,0.580415,0.902618,1.07313,5.77,5.19,4.8,4.49,4.23,3.97,3.72,3.45,3.1,5.12,4.82,4.63,4.46,4.31,4.17,4.02,3.86,3.64,314.0799865722656,24,NL,Cade Cavalli,676917,27473,27473
ARI,Diamondbacks,10.8065,10.9002,30.78,30.78,0,0,,183.879,792.24,185.966,93.4638,86.6039,23.23,173.887,59.3142,0.6401,6.4647,4.23885,1.33392,8.51095,2.90315,2.93163,1.137,0.219488,0.074869,0.14461905509233475,0.429589,0.255989,0.307429,0.713563,3.95933,748.1000000000003,4.065760869565219,774,4.206521739130435,2.18354,2.34526,15.5469,0.434177,0.847155,0.951936,5.83,5.33,4.99,4.72,4.48,4.25,4.02,3.77,3.44,5.14,4.93,4.79,4.66,4.55,4.45,4.33,4.21,4.03,222.77999877929688,15,NL,Zac Gallen,668678,19291,19291
DET,Tigers,9.0639,9.557,27.54,27.54,0,0,,150.592,637.29,149.082,73.3438,67.9191,20.0454,133.258,41.6724,0.4996,4.8619,4.05914,1.2667,7.9641,2.49052,3.19776,1.198,0.209102,0.06539,0.14371181279420853,0.415332,0.252359,0.294974,0.72168,4.02281,609.0000000000001,4.033112582781458,620,4.105960264900662,2.15979,1.94891,12.1898,0.5005,0.920709,1.04795,5.77,5.2,4.82,4.52,4.26,4.01,3.77,3.49,3.15,5.04,4.79,4.62,4.48,4.35,4.23,4.1,3.96,3.76,280.04998779296875,6,AL,Casey Mize,663554,20492,20492
LAA,Angels,7.1397,7.3594,21.06,21.06,0,0,,119.685,502.245,109.048,54.8975,50.7482,15.4394,126.029,40.5191,0.34,4.3103,3.81613,1.24967,9.47708,3.04693,3.11037,1.161,0.250932,0.080676,0.17025616019964218,0.424664,0.2384,0.296279,0.739883,3.8298,537.1,4.475833333333333,522,4.35,2.12823,2.03177,10.6206,0.539275,1.00799,1.14318,5.64,5,4.59,4.26,3.98,3.71,3.45,3.16,2.81,4.84,4.57,4.38,4.23,4.09,3.96,3.82,3.67,3.46,317.8800048828125,1,AL,Grayson Rodriguez,680570,24492,24492
CIN,Reds,9.2694,11.1129,29.16,29.16,0,0,,170.317,730.036,168.372,91.2791,85.8893,30.1272,157.421,54.9162,0.6081,4.8314,4.53861,1.31101,8.3185,2.90191,2.86656,1.592,0.215634,0.075224,0.1404099240899086,0.329419,0.251194,0.286375,0.728889,4.63854,586.2,3.4482352941176475,594,3.4941176470588236,2.03523,2.00233,13.1359,0.482625,0.897253,1.01882,6.16,5.62,5.26,4.97,4.71,4.47,4.23,3.95,3.61,5.45,5.22,5.05,4.92,4.8,4.68,4.55,4.41,4.22,219.72000122070312,18,NL,Andrew Abbott,671096,29911,29911
NYM,Mets,9.6979,8.2039,25.92,25.92,0,0,,149.04,637.195,137.397,67.4391,61.3791,15.4836,141.355,57.7541,0.548,8.1759,3.70647,1.30939,8.53592,3.48757,2.44753,0.935,0.221839,0.090638,0.1312011107802391,0.498651,0.240514,0.294174,0.736203,3.91591,645.9000000000001,4.334899328859061,634,4.25503355704698,2.03086,2.41549,13.6662,0.509005,0.897993,1.03222,5.43,4.87,4.5,4.2,3.95,3.7,3.46,3.2,2.87,4.74,4.49,4.31,4.17,4.04,3.91,3.78,3.64,3.44,88.3499984741211,25,NL,Nolan McLean,690997,33703,33703
BAL,Orioles,9.617,9.467,27.54,27.54,0,0,,158.822,680.762,160.171,80.2078,74.1911,20.4704,135.191,53.7857,1.0831,5.6142,4.20421,1.34715,7.66092,3.04789,2.51352,1.16,0.198588,0.0790081,0.11957994848489761,0.433955,0.257775,0.29998,0.721804,4.23028,604.6000000000001,3.802515723270441,625,3.930817610062893,2.02577,1.65789,13.0885,0.491847,0.937291,1.0585,5.94,5.37,4.99,4.69,4.43,4.18,3.92,3.65,3.3,5.19,4.95,4.78,4.64,4.52,4.4,4.27,4.13,3.94,148.9499969482422,2,AL,Trevor Rogers,669432,22286,22286
WSN,Nationals,7.9636,8.7663,22.68,33.68,0,0.6452,,140.276,594.24,140.074,66.7001,61.3272,16.8487,120.386,40.6846,0.7704,6.2009,3.9347,1.28859,7.72385,2.61029,2.959,1.081,0.202588,0.0684649,0.13412274420261383,0.46197,0.25591,0.300461,0.725699,3.98288,565.9,4.042142857142857,582,4.1571428571428575,2.01262,2.05183,11.0897,0.536345,1.15668,1.28695,5.9256,5.20574,4.74261,4.38958,4.08661,3.81009,3.52861,3.23999,2.8764,4.98261,4.72333,4.53477,4.38548,4.2462,4.11692,3.97764,3.82836,3.61979,999,24,NL,Foster Griffin,656492,16432,16432
MIN,Twins,9.0047,10.157,27.54,27.54,0,0,,159.594,677.106,160.351,82.8302,77.9801,27.2906,144.465,38.507,0.3304,6.2036,4.39754,1.24603,8.14681,2.17153,3.75165,1.539,0.213356,0.05687,0.1564861349761486,0.318209,0.253562,0.28886,0.722235,4.38819,588.9,3.680625,602,3.7625,2.01016,1.61084,12.6285,0.467937,0.916445,1.029,6.03,5.48,5.11,4.82,4.56,4.32,4.07,3.8,3.45,5.28,5.06,4.9,4.77,4.65,4.53,4.41,4.27,4.09,431.739990234375,8,AL,Bailey Ober,641927,21224,21224
TBR,Rays,7.8449,8.7695,22.68,34.68,0,0.6597,,137.556,580.6,136.209,67.186,62.0835,18.1726,116.368,39.2464,0.6512,5.0854,4.062,1.27552,7.61372,2.56782,2.96506,1.189,0.200427,0.0675963,0.13283070176839828,0.435521,0.253994,0.293822,0.72173,4.12749,550.2,3.9869565217391307,560,4.057971014492754,2.00101,1.69828,10.1512,0.535063,1.1945,1.32038,6.09475,5.34523,4.86679,4.5084,4.19223,3.90304,3.61908,3.31774,2.9425,5.10068,4.83242,4.6533,4.50417,4.36504,4.23591,4.09679,3.93853,3.7394,734.9500122070312,12,AL,Steven Matz,571927,13361,13361
TOR,Blue Jays,7.7477,6.7664,19.44,30.44,0,0.6481,,122.834,513.495,120.341,55.6299,51.059,15.1358,114.138,28.5559,0.4095,3.861,3.74109,1.21218,8.36288,2.09229,3.997,1.109,0.222277,0.0556109,0.16666588187217712,0.457725,0.250148,0.299044,0.730321,3.67033,546.7,4.444715447154472,553,4.495934959349594,1.99973,1.74235,10.065,0.499214,1.2224,1.33042,5.77163,5.01425,4.53844,4.17397,3.86181,3.57539,3.3039,3.00733,2.64569,4.73172,4.49254,4.31419,4.17501,4.04665,3.92665,3.79829,3.65829,3.46075,410.7200012207031,14,AL,Shane Bieber,669456,19427,19427
NYY,Yankees,8.3647,7.5308,22.68,22.68,0,0,,134.18,564.019,123.178,63.1919,58.8174,19.8438,137.135,39.3026,0.3531,4.9357,3.94512,1.21091,9.1982,2.63618,3.48921,1.331,0.243139,0.0696831,0.17345604300498962,0.378751,0.236981,0.284823,0.737114,4.00273,567.8,4.237313432835821,552,4.119402985074627,1.98686,1.78816,11.9757,0.493567,0.962529,1.0817,5.67,5.07,4.69,4.38,4.11,3.85,3.6,3.33,2.98,4.89,4.64,4.48,4.34,4.21,4.09,3.96,3.82,3.63,238.72000122070312,9,AL,Gerrit Cole,543037,13125,13125
CLE,Guardians,10.082,11.271,30.78,30.78,0,0,,177.33,760.746,162.999,86.936,80.5218,22.8559,181.153,76.4725,0.6444,6.2647,4.08671,1.35043,9.19405,3.8812,2.36887,1.16,0.238126,0.100523,0.13760294765233994,0.420354,0.240408,0.295661,0.735205,4.16729,719.1000000000001,4.06271186440678,702,3.9661016949152543,1.97733,2.03521,14.9974,0.476065,0.850814,0.974947,5.7,5.18,4.83,4.55,4.31,4.08,3.84,3.59,3.26,5.04,4.8,4.64,4.51,4.39,4.27,4.15,4.01,3.82,143.5500030517578,5,AL,Gavin Williams,668909,30122,30122
LAA,Angels,8.4934,9.4685,24.3,36.3,0,0.6185,,150.721,639.333,136.807,72.6166,67.5552,20.4144,159.446,57.6623,1.3748,6.7546,4.03391,1.29026,9.52098,3.44318,2.76517,1.219,0.249394,0.0901913,0.159202940762043,0.397213,0.23796,0.294624,0.734543,4.06231,642.2,4.252980132450332,622,4.119205298013245,1.96749,2.0229,11.604,0.485664,1.11598,1.22731,5.9201,5.22924,4.79016,4.45923,4.16838,3.89426,3.6335,3.34611,2.99342,4.98016,4.7415,4.58217,4.44285,4.32352,4.19486,4.07554,3.93621,3.74823,332.9800109863281,1,AL,Reid Detmers,672282,27468,27468
CHC,Cubs,9.225,9.0561,25.92,25.92,0,0,,154.982,646.03,151.984,75.5643,70.8219,26.6225,140.579,33.7815,0.4096,4.2741,4.1127,1.19862,8.16355,1.96173,4.16141,1.546,0.217604,0.0522909,0.16531290113925934,0.334774,0.249984,0.284413,0.742126,4.29077,587.7,3.791612903225807,592,3.8193548387096774,1.9672,2.03442,13.4743,0.45823,0.90807,1.01714,5.73,5.18,4.82,4.53,4.27,4.03,3.79,3.53,3.19,4.99,4.76,4.61,4.48,4.36,4.25,4.13,4,3.82,161.0399932861328,17,NL,Shota Imanaga,684007,33829,33829
BAL,Orioles,10.4808,10.708,29.16,37.16,0,0.6611,,179.374,771.641,178.7,92.421,85.6989,24.2753,162.295,60.6305,1.1038,10.7921,4.2999,1.33426,8.14308,3.0421,2.67679,1.218,0.210325,0.0785735,0.13175129145383835,0.437963,0.255206,0.300644,0.715428,4.27943,676.0000000000001,3.7765363128491627,695,3.88268156424581,1.94552,1.5725,13.9601,0.437957,1.01375,1.11336,6.06474,5.45134,5.06075,4.75533,4.48794,4.24545,3.99608,3.72984,3.38627,5.21075,5.0012,4.85209,4.73254,4.61343,4.50387,4.39387,4.26477,4.09521,364.4100036621094,2,AL,Chris Bassitt,605135,12304,12304
CHC,Cubs,8.9611,8.5738,25.92,25.92,0,0,,142.261,603.058,126.872,67.8848,62.6581,16.7868,151.27,57.6005,0.3377,7.2198,3.96399,1.29672,9.56995,3.64403,2.6262,1.062,0.250839,0.095514,0.1553250253200531,0.455592,0.235718,0.297384,0.724279,3.90941,618.5,4.355633802816901,596,4.197183098591549,1.94336,2.04134,11.8298,0.470352,0.939707,1.05085,5.68,5.11,4.73,4.43,4.17,3.92,3.68,3.41,3.06,4.91,4.68,4.52,4.39,4.27,4.15,4.03,3.89,3.71,175.3300018310547,17,NL,Edward Cabrera,665795,21690,21690
KCR,Royals,9.5526,10.799,29.16,29.16,0,0,,170.047,727.319,175.858,91.0091,85.0924,25.526,135.297,50.0963,0.4466,5.6098,4.50364,1.32877,7.16081,2.65142,2.70075,1.351,0.186022,0.068878,0.11714405566453934,0.377057,0.261844,0.294312,0.709424,4.47807,582.6,3.427058823529412,614,3.611764705882353,1.94015,1.68606,13.2042,0.465933,0.897818,1.01152,6.15,5.61,5.26,4.97,4.71,4.47,4.23,3.96,3.61,5.43,5.2,5.04,4.91,4.79,4.68,4.56,4.42,4.24,613.02001953125,7,AL,Michael Wacha,608379,14078,14078
TOR,Blue Jays,8.3415,7.2367,21.06,33.06,0,0.6481,,130.524,551.138,112.033,58.619,54.1273,15.6484,145.066,52.8647,0.7344,4.7563,3.73223,1.26335,10.0027,3.64517,2.74411,1.079,0.263213,0.0959192,0.16729333251714706,0.412752,0.227009,0.289615,0.74326,3.79524,601.4000000000001,4.5908396946564896,567,4.32824427480916,1.93837,1.91932,10.4708,0.573428,1.18148,1.32587,5.74002,4.97962,4.50696,4.14469,3.83346,3.54902,3.26883,2.97289,2.61204,4.79866,4.51121,4.31291,4.15376,4.00546,3.86631,3.718,3.55885,3.3414,177.80999755859375,14,AL,Trey Yesavage,702056,35456,35456
ATL,Braves,9.4432,8.7517,24.3,38.3,0,0.6465,,154.047,652.481,144.588,74.4149,69.1562,19.7008,156.813,53.3259,0.7246,5.0345,4.04037,1.28477,9.16163,3.11551,2.94066,1.151,0.240334,0.0817279,0.1586056724190712,0.400997,0.243365,0.299054,0.725046,3.89832,660.6000000000001,4.289610389610391,654,4.246753246753247,1.91083,2.16929,11.8056,0.554745,1.12534,1.26708,5.98451,5.26364,4.8082,4.46185,4.15731,3.87822,3.60368,3.31369,2.94732,5.07911,4.80093,4.61184,4.45366,4.31457,4.17638,4.03729,3.8782,3.66093,288.95001220703125,16,NL,Reynaldo López,625643,16400,16400
MIA,Marlins,8.3814,9.4074,24.3,34.3,0,0.6387,,149.11,632.075,145.685,72.7971,67.1332,18.5891,137.346,48.38,0.6642,5.5958,4.05203,1.30149,8.28994,2.92012,2.8389,1.122,0.217294,0.0765416,0.1407521292567253,0.461785,0.252006,0.301057,0.721659,3.99955,605.3000000000001,4.062416107382551,614,4.120805369127517,1.89486,2.04555,11.6749,0.562698,1.12302,1.26928,6.01864,5.30402,4.85306,4.50153,4.20007,3.92398,3.65191,3.35453,2.99051,5.13171,4.85306,4.66373,4.5044,4.35574,4.21641,4.07708,3.91775,3.69909,306.8299865722656,20,NL,Max Meyer,676974,27474,27474
