Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
ARI,Diamondbacks,6,3,0,63,1,13,,63,263,61,26,25,7,51,18,,3,3.54486,1.24726,7.28665,2.56017,2.84615,0.984683,0.193717,0.0680628,0.12565447390079498,,0.25,0.291045,0.76,3.92288,317.5,5.0396825396825395,320,5.079365079365079,0.149105,0.770321,999,15,NL,Ryan Thompson,657044,16647,16647
ARI,Diamondbacks,1,1,2,13,0,1,,20,84,18,9,8,2,19,7,,1,3.82979,1.28779,8.56663,3.22508,2.65625,1.10862,0.222513,0.0837696,0.13874346017837524,,0.239193,0.286853,0.742972,4.0086,94.60000000000001,4.73,92,4.6,0.147375,0.189007,999,15,NL,Cristian Mena,691441,27974,27974
WSN,Nationals,4,4,0,59,1,12,,59,257,55,30,28,7,59,25,,4,4.27119,1.35593,9,3.81356,2.36,1.0678,0.229572,0.0972763,0.13229572027921677,,0.241228,0.296296,0.712251,4.15209,291.5,4.940677966101695,288,4.88135593220339,0.144784,0.11769,999,24,NL,PJ Poulin,676571,23394,23394
SFG,Giants,3,2,2,40,0,1,,46,197,45,22,21,5,40,14,,3,4.12322,1.29542,7.96209,2.70142,2.94737,0.995261,0.205128,0.0695971,0.13553114235401154,,0.252,0.299465,0.706371,3.89343,194.90000000000003,4.236956521739131,198,4.304347826086956,0.142768,0.0790253,999,30,NL,Keaton Winn,676775,23499,23499
ATL,Braves,3,2,0,55,0,10,,55,233,53,26,24,6,50,17,,2,3.98077,1.26923,8.13462,2.76923,2.9375,1.03846,0.213636,0.0727273,0.1409090980887413,,0.247525,0.295302,0.711806,3.86591,278.4,5.0618181818181816,280,5.090909090909091,0.140073,0.206207,999,16,NL,Joel Payamps,606303,14332,14332
BOS,Red Sox,4,1,0,52,0,7,,52,225,46,23,22,5,58,23,,1,3.74134,1.3164,9.97691,3.94919,2.52632,0.831409,0.256684,0.101604,0.15508020669221878,,0.227545,0.295652,0.7393,3.50465,275.70000000000005,5.301923076923078,267,5.134615384615385,0.132229,0.102683,999,3,AL,Jovani Morán,663558,20422,20422
NYY,Yankees,4,4,0,66,0,15,,66,285,71,34,32,6,35,18,,3,4.3021,1.33843,4.81836,2.40918,2,0.860421,0.123894,0.0619469,0.06194690242409706,,0.266667,0.288136,0.68254,4.225,297.0000000000001,4.500000000000002,319,4.833333333333333,0.131043,-0.0387345,999,9,AL,Tim Hill,657612,16814,16814
NYY,Yankees,2,2,0,50,0,5,,50,209,44,25,23,7,52,15,,2,4.14286,1.19048,9.28571,2.71429,3.42105,1.28571,0.247148,0.0722433,0.1749049499630928,,0.232365,0.281437,0.705128,3.97641,242.49999999999997,4.85,232,4.64,0.129994,-0.00552962,999,9,AL,Brent Headrick,687396,27702,27702
CLE,Guardians,4,4,0,60,0,13,,60,253,53,29,27,8,60,22,,4,4.09091,1.25455,9,3.27273,2.75,1.14545,0.237069,0.0862069,0.15086206793785095,,0.235577,0.287671,0.709459,4.09877,301.8,5.03,290,4.833333333333333,0.127941,0.115207,999,5,AL,Matt Festa,670036,19330,19330
CLE,Guardians,1,2,3,17,0,1,,31,132,32,16,15,5,23,8,,1,4.36754,1.30469,6.58711,2.29117,2.875,1.36038,0.170686,0.0593692,0.11131726577877998,,0.262948,0.289003,0.713246,4.51938,107.69999999999997,3.474193548387096,113,3.6451612903225805,0.127872,0.127496,999,5,AL,Austin Peterson,804926,sa3020868,sa3020868
BAL,Orioles,1,1,2,15,0,1,,21,92,21,11,10,3,21,8,,1,4.29594,1.3206,8.80668,3.22196,2.73333,1.21718,0.227778,0.0833333,0.14444444328546524,,0.245935,0.295455,0.710267,4.08183,82.9,3.947619047619048,85,4.0476190476190474,0.121952,0.063166,999,2,AL,Cade Povich,700249,30055,30055
PIT,Pirates,3,4,6,36,0,1,,62,263,63,35,33,10,45,18,,3,4.79663,1.31837,6.56381,2.65077,2.47619,1.3885,0.171053,0.0690789,0.10197367519140244,,0.260714,0.285714,0.6743,4.69194,202.99999999999994,3.2741935483870956,211,3.403225806451613,0.120218,0.194243,999,27,NL,José Urquidy,664353,18413,18413
HOU,Astros,4,3,0,60,0,12,,60,250,53,29,27,9,60,21,,3,4.00329,1.23558,9.04448,3.11367,2.90476,1.33443,0.241107,0.083004,0.15810276567935944,,0.235808,0.283019,0.73718,4.23893,291.5,4.858333333333333,279,4.65,0.118699,0.130037,999,21,AL,Enyel De Los Santos,660853,18403,18403
CHC,Cubs,1,1,2,17,0,1,,22,94,21,11,10,3,20,7,,1,4.02353,1.27059,8.04706,2.75294,2.92308,1.16471,0.210526,0.0720222,0.13850415498018265,,0.246246,0.288618,0.723542,4.01749,91.30000000000001,4.15,91,4.136363636363637,0.115723,0.147783,999,17,NL,Jordan Wicks,696136,30094,30094
TBR,Rays,0,0,2,2,0,0,,8,33,7,4,4,1,8,3,,1,4.21277,1.24468,9,3.15957,2.84848,1.14894,0.234414,0.0822943,0.1521197035908699,,0.233983,0.284585,0.688623,4.13514,32.7,4.0875,31,3.875,0.112255,0.0962273,999,12,AL,Ty Johnson,694494,sa3023410,sa3023410
MIL,Brewers,3,3,3,33,0,1,,44,191,43,24,22,5,37,19,,2,4.62162,1.41892,7.66216,4.01351,1.90909,1.09459,0.194444,0.101852,0.09259259700775146,,0.25,0.291667,0.692641,4.47297,167.3,3.8022727272727277,170,3.8636363636363638,0.112098,0.0102483,999,23,NL,Shane Drohan,675660,sa3014447,sa3014447
LAA,Angels,2,1,0,48,14,0,,48,205,38,22,20,4,56,21,,6,3.6933,1.2311,10.4968,3.88769,2.7,0.777538,0.272727,0.10101,0.17171718925237656,,0.215116,0.289474,0.700389,3.6103,308.20000000000005,6.420833333333334,289,6.020833333333333,0.111061,0.0520733,735.6099853515625,1,AL,Ben Joyce,690829,31461,31461
CHW,White Sox,3,4,0,62,2,11,,62,279,60,34,31,6,56,29,,6,4.56164,1.43836,8.13699,4.19178,1.94118,0.863014,0.20122,0.103659,0.09756097942590714,,0.247387,0.299065,0.682773,4.25842,289.99999999999994,4.677419354838709,293,4.725806451612903,0.110387,-0.176415,999,4,AL,Jordan Hicks,663855,19618,19618
ARI,Diamondbacks,0,0,2,2,0,0,,8,35,8,4,4,1,7,2,,0,3.87863,1.23131,7.83641,2.1372,3.66667,1.18734,0.205394,0.0560166,0.14937759563326836,,0.250554,0.290801,0.731092,3.92669,34.10000000000001,4.262500000000001,35,4.375,0.108014,0.106958,999,15,NL,Mitch Bratt,683352,sa3017719,sa3017719
BAL,Orioles,4,5,3,57,0,7,,70,284,65,37,34,13,59,18,,2,4.44156,1.19481,7.5974,2.33766,3.25,1.63636,0.207668,0.0638978,0.14376995712518692,,0.247423,0.273585,0.70442,4.6676,275.1,3.93,267,3.8142857142857145,0.107873,0.0782248,747.8499755859375,2,AL,Tyler Wells,669330,20000,20000
SFG,Giants,2,2,3,17,0,1,,30,133,31,15,14,4,24,11,,2,4.22819,1.37104,7.16203,3.279,2.18421,1.03547,0.181619,0.083151,0.09846827387809753,,0.254854,0.293375,0.713154,4.3336,105.20000000000002,3.5066666666666673,111,3.7,0.107749,0.180697,999,30,NL,Carson Seymour,693313,30084,30084
BOS,Red Sox,0,0,2,2,0,0,,9,38,9,5,4,1,8,3,,0,4.37934,1.35055,7.86494,3.1281,2.51429,1.16187,0.200913,0.0799087,0.12100455909967422,,0.253769,0.296296,0.704584,4.25728,37.90000000000001,4.211111111111112,39,4.333333333333333,0.107656,0.0737664,999,3,AL,Tyler Uberstine,700413,sa3017643,sa3017643
,,2,2,0,35,0,0,,35,156,33,19,17,4,38,19,,1,4.46809,1.48936,9.78723,4.89362,2,1.06383,0.243386,0.121693,0.12169311940670013,,0.242424,0.307018,0.714286,4.19897,140,4,139,3.9714285714285715,0.107138,-0.075384,999,-1,,Andrew Chafin,605177,12988,12988
TBR,Rays,1,1,2,12,0,1,,19,82,19,10,9,2,15,6,,1,4.30178,1.34021,7.16963,2.9522,2.42857,1.09653,0.183983,0.0757576,0.10822510719299316,,0.255924,0.29321,0.705128,4.25041,79.6,4.189473684210526,82,4.315789473684211,0.106913,0.055649,999,12,AL,Joe Rock,697812,30016,30016
TBR,Rays,3,4,0,56,0,10,,56,239,56,29,27,8,49,19,,1,4.26637,1.33183,7.92325,3.0474,2.6,1.21896,0.206349,0.0793651,0.1269841268658638,,0.254335,0.296875,0.711462,4.21866,248.40000000000012,4.435714285714288,254,4.535714285714286,0.106317,-0.01243,999,12,AL,Cole Sulser,642121,15256,15256
TOR,Blue Jays,3,3,0,52,0,7,,52,222,42,23,21,6,61,25,,3,3.70675,1.28501,10.5272,4.29984,2.44828,1.03789,0.274131,0.111969,0.1621621549129486,,0.215859,0.281879,0.747801,3.87649,267.8,5.15,248,4.769230769230769,0.106093,0.0694396,999,14,AL,Braydon Fisher,680755,24609,24609
CIN,Reds,3,5,3,33,0,1,,45,199,46,30,27,6,33,20,,2,5.50552,1.47833,6.72897,3.97621,1.69231,1.29992,0.167619,0.0990476,0.06857143342494965,,0.260684,0.289256,0.639148,4.97031,143.6,3.191111111111111,151,3.3555555555555556,0.10529,-0.126858,999,18,NL,Chase Petty,695534,30170,30170
DET,Tigers,1,2,2,22,0,1,,28,119,28,15,14,4,24,7,,2,4.33735,1.25837,7.59036,2.28916,3.31579,1.3253,0.199367,0.0601266,0.13924050331115723,,0.255973,0.292237,0.699746,4.28641,110.2,3.935714285714286,113,4.035714285714286,0.104629,0.0869237,999,6,AL,Sawyer Gipson-Long,687830,26048,26048
LAD,Dodgers,1,1,0,40,0,1,,40,171,34,19,18,5,45,17,,2,4.00593,1.27596,10.1484,3.73887,2.71429,1.06825,0.263889,0.0972222,0.1666666716337204,,0.226562,0.290698,0.721925,3.8473,183.1,4.5775,172,4.3,0.103136,0.0280344,999,22,NL,Brock Stewart,592779,16727,16727
MIN,Twins,3,3,0,50,0,4,,50,214,49,26,24,7,44,16,,2,4.26035,1.30178,7.98817,2.84024,2.8125,1.2426,0.207373,0.0737327,0.13364055752754211,,0.251256,0.292517,0.711744,4.21995,206.49999999999997,4.129999999999999,209,4.18,0.102128,-0.0323518,999,8,AL,Cody Laweryson,689520,26429,26429
HOU,Astros,2,2,5,21,0,1,,42,183,44,23,22,6,31,14,,2,4.66364,1.40909,6.79091,3.10909,2.18421,1.39091,0.171134,0.0783505,0.09278351068496704,,0.265306,0.293255,0.708841,4.83514,140.6,3.3476190476190473,150,3.5714285714285716,0.100408,0.153304,999,21,AL,Jason Alexander,669920,19666,19666
SDP,Padres,3,2,0,58,0,12,,58,249,50,28,26,7,61,23,,5,4.03448,1.25862,9.46552,3.56897,2.65217,1.08621,0.24498,0.0923695,0.1526104435324669,,0.226244,0.281046,0.712025,4.04893,299.1,5.156896551724138,285,4.913793103448276,0.0998017,0.111237,999,29,NL,David Morgan,688158,31616,31616
MIL,Brewers,2,3,2,36,0,1,,43,186,40,23,22,6,39,18,,3,4.55696,1.34372,8.23759,3.68062,2.2381,1.22687,0.210291,0.0939597,0.11633110046386719,,0.241206,0.282759,0.692568,4.50807,159.39999999999998,3.706976744186046,156,3.627906976744186,0.0997856,-0.00285762,999,23,NL,Carlos Rodriguez,692230,30161,30161
SEA,Mariners,3,4,3,57,0,7,,71,307,70,36,33,9,58,23,,6,4.23877,1.3034,7.39321,2.85871,2.58621,1.08434,0.189873,0.0734177,0.11645570397377014,,0.251397,0.290441,0.704633,4.27424,289.7,4.080281690140845,295,4.154929577464789,0.0997132,0.112632,999,11,AL,Cooper Criswell,681867,24975,24975
LAD,Dodgers,2,2,0,52,0,8,,52,215,45,27,24,7,53,19,,1,4.18291,1.24438,9.17541,3.37331,2.72,1.21439,0.246377,0.0905797,0.1557971015572548,,0.232,0.283237,0.696023,4.01969,259.70000000000005,4.99423076923077,247,4.75,0.0980355,-0.0341303,999,22,NL,Jack Dreyer,676263,30249,30249
CHW,White Sox,0,1,3,3,0,0,,13,57,12,8,7,2,12,6,,2,4.88372,1.38427,8.57143,4.38538,1.95455,1.19601,0.217722,0.111392,0.10632910579442978,,0.238235,0.285124,0.665434,4.78519,40.39999999999999,3.107692307692307,39,3,0.0974861,0.00382708,999,4,AL,Hagen Smith,696146,sa3025544,sa3025544
,,1,1,3,3,0,0,,15,68,16,9,8,2,11,6,,1,5.03888,1.47745,6.43857,3.77916,1.7037,1.11975,0.158076,0.0927835,0.06529209762811661,,0.263566,0.294118,0.668258,4.86142,45.800000000000004,3.0533333333333337,50,3.3333333333333335,0.0955744,0.036556,999,-1,,Spencer Turnbull,605513,16207,16207
SDP,Padres,3,3,0,57,0,10,,57,242,50,27,25,5,49,25,,3,4.01372,1.32075,7.7187,4.01372,1.92308,0.77187,0.201613,0.104839,0.09677419811487198,,0.232877,0.280488,0.7,4.02707,284.29999999999995,4.987719298245613,274,4.807017543859649,0.0931117,0.125315,999,29,NL,Wandy Peralta,593974,14295,14295
SFG,Giants,1,1,0,26,0,1,,26,108,23,10,9,2,24,8,,1,3.22148,1.20805,8.45638,2.81879,3,0.604027,0.225806,0.0752688,0.1505376249551773,,0.233918,0.293651,0.742972,3.13514,133,5.115384615384615,129,4.961538461538462,0.0928653,0.0850185,999,30,NL,Sam Hentges,656529,18548,18548
BAL,Orioles,4,4,0,50,0,4,,50,223,48,26,24,6,48,23,,3,4.33333,1.42593,8.66667,4.16667,2.08,1,0.215768,0.103734,0.11203319579362869,,0.244131,0.296774,0.714286,4.20921,205.39999999999998,4.108,206,4.12,0.092253,-0.0619178,999,2,AL,Grant Wolfram,664991,21623,21623
NYM,Mets,2,1,2,24,0,1,,29,127,27,14,13,3,27,12,,3,4.09639,1.33869,8.55422,3.61446,2.36667,0.963855,0.215805,0.0911854,0.12462006509304047,,0.239726,0.29108,0.709459,4.11238,120.50000000000001,4.155172413793104,119,4.103448275862069,0.0866055,0.119919,999,25,NL,Jonathan Pintaro,702752,33980,33980
ARI,Diamondbacks,2,3,0,46,0,4,,46,202,44,22,21,5,43,18,,3,4.05253,1.35084,8.44278,3.54597,2.38095,1.01313,0.213675,0.0897436,0.12393162399530411,,0.242857,0.292208,0.72327,4.07322,203.50000000000003,4.423913043478262,204,4.434782608695652,0.086264,0.10003,999,15,NL,Philip Abner,691769,33821,33821
SEA,Mariners,1,1,2,14,0,1,,21,89,20,11,10,3,18,7,,1,4.33628,1.30777,7.87611,3.00885,2.61765,1.15044,0.203196,0.0776256,0.12557078152894974,,0.248744,0.290541,0.696864,4.22658,82.5,3.9285714285714284,82,3.9047619047619047,0.0845424,0.00227189,999,11,AL,Dane Dunning,641540,19409,19409
BAL,Orioles,0,1,2,2,0,0,,8,34,7,4,4,1,7,3,,1,4.52991,1.31054,8.37607,3.24786,2.57895,1.19658,0.214442,0.083151,0.13129103183746338,,0.243902,0.288591,0.684122,4.34121,30.700000000000006,3.837500000000001,29,3.625,0.0840668,0.0866281,999,2,AL,Trey Gibson,694346,sa3023250,sa3023250
TEX,Rangers,0,1,2,2,0,0,,9,38,9,6,5,1,7,2,,0,5.20439,1.31605,6.64008,2.42273,2.74074,1.52542,0.173302,0.0632318,0.11007025092840195,,0.263158,0.285714,0.637708,4.70044,38.90000000000001,4.322222222222224,40,4.444444444444445,0.0835716,-0.0495212,999,13,AL,Austin Gomber,596295,16561,16561
ATH,Athletics,1,1,2,20,0,1,,26,115,26,15,14,3,22,11,,2,4.69992,1.40296,7.71629,3.85814,2,1.12237,0.19469,0.0973451,0.09734513610601425,,0.249004,0.289894,0.685279,4.51472,96.9,3.726923076923077,100,3.8461538461538463,0.0827076,-0.0225695,999,10,AL,Mason Barnett,686930,31741,31741
ATL,Braves,0,0,2,2,0,0,,9,39,9,5,4,1,7,3,,0,4.45794,1.42056,6.72897,3.4486,1.95122,1.09346,0.171674,0.0879828,0.08369097858667374,,0.263033,0.297872,0.710015,4.45289,35.90000000000001,3.9888888888888903,37,4.111111111111111,0.0826922,0.068019,999,16,NL,Martín Pérez,527048,6902,6902
NYY,Yankees,3,5,2,59,0,12,,65,286,68,39,36,10,51,23,,2,4.95716,1.39535,7.05018,3.19461,2.2069,1.32191,0.178771,0.0810056,0.09776535630226135,,0.260736,0.292,0.668724,4.65288,256.2,3.941538461538461,270,4.153846153846154,0.0816761,-0.435989,999,9,AL,Paul Blackburn,621112,14739,14739
LAD,Dodgers,2,1,0,28,0,1,,28,112,23,11,10,3,30,8,,1,3.35196,1.11732,9.55307,2.68156,3.5625,1.00559,0.265116,0.0744186,0.19069769978523254,,0.22335,0.283582,0.736434,3.47033,147.50000000000006,5.267857142857145,138,4.928571428571429,0.0816502,0.0908884,999,22,NL,Evan Phillips,623465,17734,17734
ATH,Athletics,3,3,0,66,10,11,,66,288,60,33,31,8,65,32,,3,4.20652,1.3913,8.80435,4.40217,2,1.07609,0.224439,0.112219,0.1122194454073906,,0.235795,0.286853,0.728242,4.33079,353.0000000000001,5.34848484848485,345,5.2272727272727275,0.0810869,0.336098,649.27001953125,10,AL,Hogan Harris,663687,21520,21520
MIN,Twins,2,3,0,54,0,7,,54,236,48,28,26,6,52,24,,2,4.36266,1.3465,8.72531,4.0395,2.16,0.969479,0.222222,0.102881,0.11934154480695724,,0.231481,0.282051,0.690691,4.05076,255,4.722222222222222,246,4.555555555555555,0.0796944,-0.0447049,999,8,AL,Zak Kent,687849,25703,25703
CLE,Guardians,1,1,2,2,0,0,,10,42,10,5,5,1,6,3,,0,4.43151,1.35184,6.04297,2.41719,2.5,1.28917,0.15528,0.0621118,0.09316769614815712,,0.268889,0.292479,0.715397,4.54069,38.7,3.87,40,4,0.0795815,0.109659,999,5,AL,Trenton Denholm,671143,sa3018139,sa3018139
CIN,Reds,3,3,0,52,0,5,,52,226,47,30,28,6,51,24,,5,4.82927,1.36585,8.78049,4.17073,2.10526,1.09756,0.224719,0.106742,0.11797753721475601,,0.23871,0.290909,0.653061,4.45221,223.8,4.303846153846154,217,4.173076923076923,0.0757464,-0.0885318,999,18,NL,Sam Moll,594580,14874,14874
ARI,Diamondbacks,1,1,2,2,0,0,,8,33,7,4,4,1,7,3,,0,4.18605,1.34639,8.37209,3.30477,2.53333,1.21175,0.213483,0.0842697,0.12921348959207535,,0.248447,0.293617,0.729387,4.27345,33.7,4.2125,32,4,0.0755898,0.106958,999,15,NL,Kohl Drake,684442,sa3021723,sa3021723
COL,Rockies,1,1,3,11,0,1,,21,93,21,13,12,3,20,9,,2,5.20661,1.44038,8.50059,3.82527,2.22222,1.4876,0.212202,0.0954907,0.11671087890863419,,0.257485,0.3,0.673828,4.9179,74.9,3.566666666666667,77,3.6666666666666665,0.0755482,0.101586,999,19,NL,McCade Brown,685326,30004,30004
NYM,Mets,1,1,2,26,0,1,,31,133,31,17,16,4,27,9,,2,4.54976,1.26382,7.81991,2.55924,3.05556,1.27962,0.204461,0.0669145,0.13754646480083466,,0.251012,0.289617,0.667656,4.28837,124.6,4.019354838709678,128,4.129032258064516,0.074764,-0.0171183,999,25,NL,Christian Scott,681035,30107,30107
LAA,Angels,1,2,0,30,0,1,,30,125,27,15,14,4,33,9,,1,4.24242,1.21212,10,2.72727,3.66667,1.21212,0.266129,0.0725806,0.19354837387800217,,0.236842,0.298701,0.690789,3.67386,142.60000000000002,4.753333333333334,138,4.6,0.073118,-0.00586701,631.1099853515625,1,AL,Robert Stephenson,596112,13594,13594
MIL,Brewers,2,1,0,48,0,4,,48,206,46,24,22,6,43,16,,2,4.18605,1.29199,8.13953,3.02326,2.69231,1.16279,0.210843,0.0783133,0.132530115544796,,0.245033,0.288288,0.72093,4.16873,209.80000000000004,4.3708333333333345,210,4.375,0.0721264,0.0303602,999,23,NL,Rob Zastryzny,642239,15094,15094
SFG,Giants,1,1,0,21,0,1,,21,87,20,8,8,2,18,5,,1,3.21429,1.17857,7.55357,2.08929,3.61538,0.642857,0.201717,0.055794,0.14592274278402328,,0.243119,0.293413,0.728477,3.18871,100.80000000000001,4.800000000000001,101,4.809523809523809,0.0709584,0.0711149,999,30,NL,Jason Foley,671345,19531,19531
ARI,Diamondbacks,2,1,0,22,0,1,,22,96,17,9,8,1,27,12,,2,3.33895,1.31535,11.231,5.00843,2.24242,0.607083,0.285714,0.127413,0.15830117464065552,,0.20362,0.286713,0.745856,3.43868,122.3,5.559090909090909,113,5.136363636363637,0.0709415,0.0644586,999,15,NL,Justin Martinez,679885,24453,24453
SFG,Giants,1,1,0,32,0,1,,32,144,31,13,13,1,30,14,,2,3.55814,1.39535,8.37209,3.97674,2.10526,0.418605,0.206186,0.0979382,0.10824742913246155,,0.238372,0.3,0.734266,3.41421,159.9,4.996875,163,5.09375,0.0707737,0.0826665,999,30,NL,Gregory Santos,666619,21894,21894
TBR,Rays,3,3,0,44,0,1,,44,182,40,20,19,5,40,10,,5,3.81356,1.11864,8.08475,1.98305,4.07692,1.0678,0.217213,0.0532787,0.16393443569540977,,0.236607,0.280488,0.69395,3.89785,199.10000000000002,4.525,194,4.409090909090909,0.0695347,0.0510695,999,12,AL,Kevin Kelly,687330,25679,25679
HOU,Astros,1,1,2,12,0,1,,19,81,17,10,9,3,18,8,,0,4.19945,1.32662,8.64593,3.87008,2.23404,1.39982,0.227273,0.101732,0.12554112821817398,,0.237288,0.278351,0.742574,4.5807,75.49999999999999,3.973684210526315,72,3.789473684210526,0.0688856,0.0462266,999,21,AL,Ronel Blanco,669854,19407,19407
HOU,Astros,2,2,2,24,0,1,,31,130,29,16,15,5,28,11,,1,4.42432,1.28072,8.26649,3.1436,2.62963,1.39715,0.216463,0.0823171,0.13414634764194489,,0.241611,0.27907,0.705596,4.48054,116.49999999999997,3.758064516129031,114,3.6774193548387095,0.0666589,0.00963144,999,21,AL,Hayden Wesneski,669713,27581,27581
NYY,Yankees,3,4,2,54,0,7,,63,268,61,35,32,10,51,19,,5,4.58274,1.25884,7.25601,2.67327,2.71429,1.40028,0.190635,0.0702341,0.12040133029222488,,0.25,0.279412,0.679348,4.69101,242.60000000000005,3.8507936507936518,243,3.857142857142857,0.0655041,-0.0519279,999,9,AL,Ryan Yarbrough,642232,16502,16502
DET,Tigers,3,3,0,52,0,6,,52,221,49,24,22,6,46,15,,5,3.8699,1.22381,7.93826,2.57993,3.07692,0.992282,0.207254,0.0673575,0.13989638537168503,,0.242165,0.287356,0.71134,3.96204,239.6,4.607692307692307,238,4.576923076923077,0.0650829,0.044458,999,6,AL,Brant Hurter,676428,30133,30133
KCR,Royals,4,4,0,52,0,7,,52,226,42,23,22,4,57,30,,4,3.825,1.375,9.9,5.175,1.91304,0.675,0.252874,0.132184,0.12068966031074524,,0.216216,0.287129,0.728346,3.86014,266.40000000000003,5.1230769230769235,248,4.769230769230769,0.0640988,0.0947909,999,7,AL,Alex Lange,656638,19883,19883
SFG,Giants,2,3,0,59,0,13,,59,261,61,31,29,6,47,22,,4,4.35938,1.40625,7.17188,3.375,2.125,0.984375,0.180212,0.0848057,0.09540636837482452,,0.258824,0.299492,0.698254,4.27576,272.20000000000005,4.6135593220338995,285,4.830508474576271,0.0630047,-0.0606713,999,30,NL,JT Brubaker,664141,17578,17578
ATH,Athletics,2,3,0,50,0,4,,50,218,44,26,24,5,49,25,,4,4.37601,1.37763,8.75203,4.52188,1.93548,0.875203,0.223048,0.115242,0.10780668258666992,,0.23176,0.287425,0.691906,4.20483,221.1,4.422,212,4.24,0.063004,-0.00577583,999,10,AL,Tyler Ferguson,621053,19481,19481
KCR,Royals,3,4,3,43,0,1,,55,244,55,33,30,8,44,24,,4,5,1.44444,7.25,3.91667,1.85106,1.25,0.180498,0.0975104,0.08298753947019577,,0.255269,0.289231,0.674074,4.85736,173.60000000000002,3.1563636363636367,179,3.2545454545454544,0.0622285,-0.0661897,999,7,AL,Mason Black,696131,30171,30171
ATH,Athletics,1,2,3,19,0,1,,29,134,30,17,16,4,25,15,,2,4.96552,1.51724,7.55172,4.55172,1.65909,1.13793,0.183879,0.110831,0.07304786145687103,,0.253602,0.292776,0.686106,4.82479,90.40000000000003,3.117241379310346,96,3.310344827586207,0.0616842,-0.0361696,999,10,AL,Braden Nett,804556,sa3020336,sa3020336
LAA,Angels,0,1,2,2,0,0,,8,36,8,5,5,1,8,4,,0,4.88722,1.42022,8.34587,3.83459,2.17647,1.35338,0.210626,0.0967742,0.11385199427604675,,0.251586,0.293605,0.690608,4.58877,30.100000000000005,3.7625000000000006,31,3.875,0.0616533,-0.000945303,999,1,AL,Mitch Farris,815083,33628,33628
PHI,Phillies,1,1,2,13,0,1,,19,83,20,12,11,3,16,6,,0,4.9512,1.35759,7.50666,2.95475,2.54054,1.43744,0.193814,0.0762887,0.11752577871084213,,0.26009,0.293413,0.672926,4.58145,69.69999999999999,3.668421052631578,74,3.8947368421052633,0.0614619,-0.0296692,999,26,NL,Alan Rangel,660604,19524,19524
CHC,Cubs,4,3,0,54,0,11,,54,224,46,27,25,7,52,20,,3,4.18966,1.22414,8.68966,3.41379,2.54545,1.24138,0.232365,0.0912863,0.14107884466648102,,0.226852,0.269737,0.702341,4.29031,272.9,5.053703703703703,258,4.777777777777778,0.0594712,0.0534198,999,17,NL,Jacob Webb,657097,19274,19274
CIN,Reds,3,4,0,53,0,7,,53,230,49,29,27,6,49,20,,6,4.52424,1.31059,8.40215,3.39318,2.47619,0.969479,0.214876,0.0867769,0.12809918820858002,,0.24186,0.292994,0.665635,4.12257,239.00000000000003,4.5094339622641515,235,4.433962264150943,0.0591331,-0.0342149,999,18,NL,Caleb Ferguson,657571,19349,19349
NYY,Yankees,2,2,0,42,0,1,,42,180,39,20,19,4,34,16,,2,4.05253,1.31332,7.26079,3.37711,2.15,0.844278,0.187773,0.0873362,0.10043668746948242,,0.241546,0.283019,0.698413,3.97941,178.20000000000002,4.242857142857143,176,4.190476190476191,0.0581902,0.00818747,999,9,AL,Yerry De los Santos,660787,21420,21420
LAA,Angels,1,2,5,5,0,0,,26,116,27,17,16,4,19,12,,2,5.42787,1.50774,6.74817,4.03423,1.67273,1.46699,0.166365,0.0994575,0.06690777838230133,,0.265849,0.291777,0.66879,5.31933,68.99999999999999,2.6538461538461533,74,2.8461538461538463,0.056869,-0.0683672,999,1,AL,Sam Aldegheri,691951,26443,26443
WSN,Nationals,1,2,2,19,0,1,,24,105,22,13,12,3,24,12,,1,4.4836,1.43378,8.96719,4.70231,1.90698,1.09356,0.224658,0.117808,0.106849305331707,,0.236593,0.288889,0.711538,4.47171,96.50000000000001,4.020833333333334,94,3.9166666666666665,0.0563227,0.0248398,999,24,NL,DJ Herz,687792,26389,26389
PIT,Pirates,1,1,2,12,0,1,,18,77,18,10,9,2,14,6,,1,4.54369,1.34951,6.90291,2.79612,2.46875,1.2233,0.17713,0.0717489,0.10538116097450256,,0.261614,0.294304,0.695142,4.44582,72.80000000000003,4.044444444444446,75,4.166666666666667,0.0553485,0.11352,999,27,NL,Thomas Harrington,802419,31989,31989
TEX,Rangers,4,3,0,54,0,7,,54,233,52,24,22,5,46,21,,3,3.70675,1.35091,7.71005,3.55848,2.16667,0.889621,0.198473,0.0916031,0.10687023401260376,,0.246809,0.293785,0.747283,4.04123,250.90000000000003,4.646296296296297,253,4.685185185185185,0.0553314,0.0623768,999,13,AL,Jalen Beeks,656222,17192,17192
TEX,Rangers,0,1,2,2,0,0,,8,35,8,5,5,1,6,3,,0,5.14286,1.34454,6.65546,3.02521,2.2,1.36134,0.170874,0.0776699,0.09320388734340668,,0.25641,0.281768,0.637982,4.8074,29.100000000000005,3.6375000000000006,30,3.75,0.0536428,-0.0132601,999,13,AL,Cal Quantrill,615698,19312,19312
