Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
SDP,Padres,6,7,24,36,0,1,,133,578,134,74,69,18,89,48,,10,4.68,1.368,6.048,3.24,1.86667,1.224,0.154128,0.0825688,0.07155963778495789,,0.256619,0.279487,0.686141,4.85514,422.4000000000001,3.175939849624061,439,3.300751879699248,0.747371,0.612796,729.2999877929688,29,NL,Randy Vásquez,681190,24719,24719
TEX,Rangers,5,3,0,54,4,12,,54,223,52,21,20,7,52,11,,1,3.31695,1.15479,8.62408,1.76904,4.875,1.10565,0.232143,0.047619,0.1845238208770752,,0.245283,0.295652,0.775,3.47912,314.3,5.82037037037037,315,5.833333333333333,0.742357,0.827371,690.969970703125,13,AL,Chris Martin,455119,11847,11847
MIL,Brewers,5,3,0,65,1,15,,65,274,58,28,26,6,64,22,,3,3.625,1.22222,8.875,3,2.95833,0.875,0.233553,0.0789474,0.15460525453090668,,0.231047,0.286432,0.7289,3.5518,374.40000000000003,5.760000000000001,365,5.615384615384615,0.738165,0.765332,999,23,NL,Jared Koenig,657649,27517,27517
COL,Rockies,6,9,21,21,0,0,,117,504,133,68,63,22,75,27,,4,4.87218,1.37594,5.81955,2.09774,2.77419,1.69173,0.149826,0.054007,0.09581881389021873,,0.282004,0.296729,0.709459,5.07499,306.40000000000003,2.6188034188034193,356,3.0427350427350426,0.736106,1.37492,999,19,NL,Tomoyuki Sugano,608372,35321,35321
CHC,Cubs,6,3,0,67,32,3,,67,282,53,30,28,7,74,28,,5,3.7435,1.21317,9.98267,3.7435,2.66667,0.935875,0.263374,0.0987654,0.16460904479026794,,0.213953,0.275862,0.714286,3.72439,492.8999999999999,7.356716417910446,465,6.940298507462686,0.726924,0.780353,98.05999755859375,17,NL,Daniel Palencia,694037,27914,27914
LAA,Angels,3,4,8,24,0,1,,53,232,54,27,25,7,49,17,,0,4.24286,1.32857,8.22857,2.82857,2.90909,1.15714,0.20915,0.0718954,0.13725488632917404,,0.25,0.293839,0.708955,3.92085,216.70000000000002,4.08867924528302,225,4.245283018867925,0.723501,0.396619,999,1,AL,Ryan Johnson,696270,35325,35325
CHW,White Sox,5,9,15,46,0,1,,111,484,116,65,60,16,83,38,,5,4.84615,1.39231,6.71538,3.11538,2.15556,1.31538,0.170775,0.0792254,0.09154929965734482,,0.263056,0.291771,0.680052,4.71975,364.0000000000001,3.2792792792792804,388,3.4954954954954953,0.718124,0.155818,999,4,AL,Jonathan Cannon,686563,31730,31730
KCR,Royals,4,4,0,62,28,3,,62,253,53,29,27,7,53,22,,2,3.94737,1.21053,7.73684,3.15789,2.45,0.947368,0.2103,0.0858369,0.1244635060429573,,0.232227,0.275641,0.693069,3.94215,420.8999999999999,6.788709677419353,405,6.532258064516129,0.708661,0.626676,114.31999969482422,7,AL,Carlos Estévez,608032,14542,14542
STL,Cardinals,7,3,0,64,12,9,,64,269,55,26,24,6,63,25,,2,3.41379,1.25862,8.84483,3.56897,2.47826,0.775862,0.233607,0.0942623,0.1393442526459694,,0.22831,0.286624,0.742424,3.58341,397.79999999999995,6.215624999999999,383,5.984375,0.707381,1.06583,466.3500061035156,28,NL,JoJo Romero,668941,19574,19574
COL,Rockies,2,2,0,77,2,15,,77,330,76,41,37,10,72,24,,6,4.36364,1.30303,8.45455,2.86364,2.95238,1.22727,0.219081,0.074205,0.14487633109092712,,0.252918,0.301075,0.694823,4.21089,373.20000000000005,4.846753246753248,379,4.922077922077922,0.695018,0.696787,999,19,NL,Jimmy Herget,623474,17556,17556
CHW,White Sox,4,4,0,63,20,6,,63,267,53,30,28,8,72,30,,2,3.99645,1.31439,10.2309,4.31616,2.37037,1.11901,0.267782,0.112971,0.15481171756982803,,0.22381,0.28777,0.732087,4.02324,402.00000000000006,6.380952380952382,383,6.079365079365079,0.688695,0.431932,196.69000244140625,4,AL,Seranthony Domínguez,622554,19249,19249
CIN,Reds,3,3,0,70,4,13,,70,301,60,35,33,8,73,32,,5,4.23862,1.31868,9.32496,4.09733,2.27586,0.989011,0.240876,0.105839,0.13503649830818176,,0.229167,0.287425,0.700809,4.09275,370.6,5.2942857142857145,353,5.042857142857143,0.683974,0.548777,700.3099975585938,18,NL,Tony Santillan,663574,19926,19926
COL,Rockies,4,6,16,34,0,1,,96,426,100,59,55,13,78,43,,4,5.17241,1.49425,7.33542,4.04389,1.81395,1.22257,0.18267,0.100703,0.08196720480918884,,0.263158,0.301038,0.673077,4.74433,309.5000000000001,3.2239583333333344,330,3.4375,0.680379,0.661359,999,19,NL,Ryan Feltner,663372,21446,21446
ATL,Braves,3,3,0,65,1,16,,65,263,56,27,25,9,75,19,,0,3.50081,1.15073,10.3566,2.62561,3.94444,1.3128,0.284,0.072,0.2120000123977661,,0.228448,0.289474,0.770548,3.60515,386.69999999999993,5.949230769230768,370,5.6923076923076925,0.661787,0.931079,999,16,NL,Dylan Lee,669276,19996,19996
ARI,Diamondbacks,3,2,6,6,0,0,,40,164,34,15,14,4,37,12,,2,3.19355,1.16129,8.36129,2.7871,3,0.870968,0.227129,0.0757098,0.15141955763101578,,0.227586,0.27791,0.761006,3.5803,190.4,4.76,180,4.5,0.658696,1.07888,735.0399780273438,15,NL,Corbin Burnes,669203,19361,19361
PIT,Pirates,3,3,0,61,4,14,,61,268,54,28,26,4,66,26,,7,3.81215,1.30755,9.77901,3.81215,2.56522,0.662983,0.246862,0.0962343,0.15062762051820755,,0.228571,0.29932,0.703364,3.52188,370.80000000000007,6.078688524590165,362,5.934426229508197,0.657398,0.594925,738.6199951171875,27,NL,Gregory Soto,642397,19677,19677
TBR,Rays,5,5,11,33,0,1,,76,332,63,38,36,9,84,42,,5,4.21006,1.3857,10.0088,5.00441,2,1.03266,0.254545,0.127273,0.12727272510528564,,0.221176,0.283217,0.720461,4.25605,318.9,4.196052631578947,294,3.8684210526315788,0.639628,0.644247,747.72998046875,12,AL,Joe Boyle,671212,29608,29608
CHW,White Sox,5,6,0,64,5,11,,64,271,54,33,31,9,74,29,,2,4.33929,1.28571,10.4464,4.01786,2.6,1.28571,0.274262,0.105485,0.16877636313438416,,0.22381,0.284672,0.707237,4.11728,346.5,5.4140625,327,5.109375,0.635854,0.0403023,708.3599853515625,4,AL,Jordan Leasure,673929,29950,29950
ATH,Athletics,3,3,10,10,0,0,,43,182,41,21,20,6,39,13,,2,4.16667,1.25926,8.08333,2.75,2.93939,1.16667,0.211329,0.0718954,0.13943354040384293,,0.244656,0.287097,0.704467,4.07958,170.79999999999998,3.9720930232558134,170,3.953488372093023,0.628522,0.609392,999,10,AL,Gage Jump,695611,sa3034986,sa3034986
ARI,Diamondbacks,7,7,11,52,5,1,,100,426,86,49,46,12,98,38,,10,4.12214,1.24318,8.83315,3.43511,2.57143,1.07961,0.231362,0.0899743,0.1413881704211235,,0.228986,0.278689,0.699797,4.17112,449.79999999999995,4.497999999999999,425,4.25,0.625936,0.861652,722.5,15,NL,Michael Soroka,647336,18383,18383
NYM,Mets,3,3,0,62,1,14,,62,255,52,28,26,5,61,21,,7,3.78151,1.17647,8.82353,3.02521,2.91667,0.756303,0.238095,0.0816327,0.15646258741617203,,0.229008,0.290323,0.687831,3.61133,361.09999999999997,5.824193548387096,344,5.548387096774194,0.615197,0.385612,999,25,NL,Brooks Raley,548384,10061,10061
TOR,Blue Jays,4,3,0,67,2,13,,67,279,61,30,27,8,64,18,,2,3.64305,1.18675,8.61086,2.4839,3.46667,1.07636,0.229581,0.0662252,0.16335538774728775,,0.236277,0.284768,0.731047,3.71471,368.79999999999995,5.504477611940298,361,5.388059701492537,0.593442,0.449565,744.4199829101562,14,AL,Louis Varland,686973,27691,27691
TOR,Blue Jays,6,7,15,47,0,1,,114,491,116,62,57,18,89,35,,6,4.51091,1.32579,7.0574,2.76475,2.55263,1.45513,0.181989,0.0712946,0.11069419234991074,,0.258197,0.285714,0.713235,4.76004,379.6,3.329824561403509,395,3.4649122807017543,0.591738,0.573073,703.9099731445312,14,AL,José Berríos,621244,14168,14168
NYY,Yankees,5,6,11,51,0,1,,95,407,80,53,49,13,95,48,,4,4.61046,1.34472,8.93276,4.51441,1.97872,1.24867,0.2325,0.1175,0.11500000953674316,,0.226361,0.271605,0.686456,4.58658,373.1,3.927368421052632,344,3.6210526315789475,0.590724,0.166559,330.3500061035156,9,AL,Luis Gil,661563,21052,21052
ATH,Athletics,4,4,10,34,0,1,,72,311,67,38,35,10,70,27,,6,4.41176,1.31373,8.82353,3.35294,2.63158,1.23529,0.225734,0.0857788,0.1399548500776291,,0.241814,0.289753,0.699301,4.31161,280.6000000000001,3.8972222222222235,275,3.8194444444444446,0.585005,0.494384,747.7000122070312,10,AL,J.T. Ginn,669372,27889,27889
LAA,Angels,4,5,0,58,10,10,,58,244,46,28,25,7,70,28,,4,3.94919,1.27021,10.8083,4.3649,2.47619,1.03926,0.285714,0.115385,0.17032965272665024,,0.21519,0.287129,0.708333,3.89726,357.5,6.163793103448276,333,5.741379310344827,0.570947,0.377988,273.04998779296875,1,AL,Kirby Yates,489446,9073,9073
HOU,Astros,5,6,8,48,0,1,,87,373,79,43,40,12,89,32,,6,4.16912,1.27941,9.19853,3.30882,2.78,1.25735,0.238014,0.0856164,0.1523972600698471,,0.236641,0.286885,0.719132,4.23072,358.80000000000007,4.1241379310344835,347,3.9885057471264367,0.567713,0.56354,999,21,AL,Ryan Weiss,680802,sa3007778,sa3007778
ATL,Braves,5,4,11,11,0,0,,59,257,56,30,28,7,53,25,,2,4.26932,1.3772,8.05662,3.85616,2.08929,1.0329,0.205263,0.0982456,0.10701753944158554,,0.243615,0.289125,0.710692,4.2369,229.9,3.8966101694915256,229,3.8813559322033897,0.567432,0.722695,747.97998046875,16,NL,Hurston Waldrep,694462,33527,33527
LAA,Angels,2,4,0,56,3,10,,56,236,51,28,26,7,57,18,,6,4.125,1.22917,9.1875,2.8125,3.26667,1.125,0.242574,0.0742574,0.16831683367490768,,0.241758,0.299213,0.6917,3.96847,292.70000000000005,5.2267857142857155,286,5.107142857142857,0.565484,0.197893,738.1500244140625,1,AL,Drew Pomeranz,519141,11426,11426
TEX,Rangers,5,5,8,40,0,1,,73,304,71,39,36,11,59,17,,2,4.42231,1.19522,7.29084,2.03187,3.58824,1.31474,0.194888,0.0543131,0.1405750773847103,,0.248299,0.279279,0.670241,4.17099,285.30000000000007,3.908219178082193,287,3.9315068493150687,0.559514,0.241154,999,13,AL,Cody Bradford,674003,27597,27597
WSN,Nationals,3,4,11,35,0,1,,79,350,83,44,40,10,59,31,,4,4.57258,1.42742,6.67742,3.48387,1.91667,1.08871,0.16819,0.0877514,0.0804387703537941,,0.261663,0.295337,0.698718,4.5303,262.8,3.3265822784810126,282,3.569620253164557,0.558569,0.425774,999,24,NL,Andrew Alvarez,674841,29914,29914
CHW,White Sox,6,8,18,28,0,1,,109,476,111,66,60,18,85,42,,3,4.97238,1.40489,7.03236,3.48066,2.02041,1.49171,0.179673,0.0889292,0.09074409306049347,,0.258517,0.28496,0.686406,4.95834,335.6,3.0788990825688076,350,3.2110091743119265,0.548022,0.0935955,999,4,AL,Erick Fedde,607200,17425,17425
MIN,Twins,3,3,6,28,0,1,,53,224,49,26,25,7,53,18,,2,4.22028,1.2868,9.12759,3.14068,2.90625,1.17775,0.237852,0.0818414,0.1560102328658104,,0.242254,0.296,0.711462,3.98574,228.70000000000002,4.315094339622642,224,4.226415094339623,0.54743,0.416758,999,8,AL,David Festa,701581,30056,30056
ATH,Athletics,7,5,0,64,6,13,,64,277,58,32,29,8,71,26,,5,4.06571,1.31417,9.97947,3.6961,2.7,1.10883,0.255924,0.0947867,0.1611374318599701,,0.235294,0.299213,0.719424,3.99756,355.40000000000003,5.5531250000000005,347,5.421875,0.54373,0.245208,722.3300170898438,10,AL,Mark Leiter Jr.,643410,15551,15551
CHC,Cubs,6,3,0,66,1,15,,66,272,58,28,26,9,68,20,,0,3.57616,1.19205,9.33775,2.78146,3.35714,1.19205,0.251337,0.0748663,0.1764705628156662,,0.231214,0.283333,0.767544,3.70909,367.90000000000003,5.574242424242425,354,5.363636363636363,0.542712,0.648021,999,17,NL,Caleb Thielbar,573204,10078,10078
PIT,Pirates,3,3,11,45,0,1,,79,349,75,40,37,10,75,33,,7,4.2268,1.36312,8.45361,3.71134,2.27778,1.13402,0.213542,0.09375,0.1197916641831398,,0.244118,0.291498,0.723938,4.40661,300.6,3.805063291139241,299,3.7848101265822787,0.541729,0.58176,999,27,NL,Hunter Barco,682995,33174,33174
HOU,Astros,3,2,0,64,0,14,,64,261,52,29,26,9,75,22,,3,3.71634,1.14901,10.5027,3.07002,3.42105,1.29264,0.286344,0.0837004,0.20264316350221634,,0.219512,0.280303,0.738636,3.85327,358.70000000000005,5.604687500000001,334,5.21875,0.539961,0.39439,999,21,AL,Steven Okert,595345,13580,13580
DET,Tigers,5,5,5,60,0,9,,81,346,73,41,38,12,91,30,,4,4.19084,1.26718,10.0992,3.29771,3.0625,1.30534,0.263441,0.0860215,0.17741934210062027,,0.234592,0.293769,0.71736,4.0359,377.99999999999994,4.666666666666666,365,4.506172839506172,0.533263,0.31409,999,6,AL,Drew Anderson,623454,15130,15130
TBR,Rays,4,3,0,63,3,12,,63,259,53,30,28,8,69,22,,1,3.94604,1.1973,9.86509,3.18718,3.09524,1.21417,0.266393,0.0860656,0.180327869951725,,0.225225,0.281879,0.719064,3.80967,362.00000000000006,5.746031746031747,343,5.444444444444445,0.528766,0.281644,999,12,AL,Bryan Baker,641329,19804,19804
STL,Cardinals,4,4,13,31,0,1,,85,370,89,47,43,11,58,27,,4,4.57433,1.35959,6.17535,2.85896,2.16,1.14358,0.157895,0.0730994,0.08479531854391098,,0.261981,0.289157,0.688172,4.52014,289.30000000000007,3.4035294117647066,309,3.635294117647059,0.527865,0.394871,999,28,NL,Hunter Dobbins,690928,30240,30240
NYM,Mets,5,3,0,52,2,14,,52,212,44,22,20,6,57,17,,1,3.52941,1.17647,9.88235,3,3.29412,1.05882,0.269231,0.0817308,0.1874999776482582,,0.226316,0.289062,0.736434,3.52729,322.6,6.203846153846154,308,5.923076923076923,0.526815,0.589495,999,25,NL,A.J. Minter,621345,18655,18655
SEA,Mariners,3,3,0,68,1,14,,68,280,58,29,27,7,69,23,,3,3.54545,1.18182,9.13636,3,3.04545,0.954545,0.246324,0.0808823,0.16544117778539658,,0.226721,0.283237,0.733138,3.61998,387.3,5.695588235294117,370,5.4411764705882355,0.522346,0.415963,999,11,AL,Eduard Bazardo,660825,20997,20997
CHW,White Sox,3,3,0,66,1,13,,66,288,63,32,29,6,61,26,,4,3.99731,1.34589,8.35801,3.51279,2.37931,0.847914,0.212963,0.0895062,0.12345678359270096,,0.243986,0.297674,0.709534,3.835,339.80000000000007,5.148484848484849,341,5.166666666666667,0.518139,0.21597,999,4,AL,Sean Newcomb,656794,16943,16943
,,2,2,6,6,0,0,,33,142,32,18,17,4,29,10,,1,4.46281,1.27509,7.86305,2.76269,2.84615,1.16883,0.205556,0.0722222,0.13333333283662796,,0.247734,0.288618,0.680346,4.10326,136.80000000000007,4.145454545454547,138,4.181818181818182,0.517249,0.25521,999,-1,,Jon Gray,592351,14916,14916
LAA,Angels,3,4,11,11,0,0,,58,251,55,33,30,7,49,23,,5,4.65517,1.34483,7.55172,3.62069,2.08571,1.13793,0.193634,0.0928382,0.10079576075077057,,0.245509,0.284,0.669291,4.58341,214.10000000000002,3.691379310344828,213,3.6724137931034484,0.514437,0.308798,747.9500122070312,1,AL,Alek Manoah,666201,26410,26410
CLE,Guardians,3,2,0,68,3,16,,68,282,61,30,28,8,68,20,,5,3.70497,1.18353,8.95369,2.62436,3.41176,1.08062,0.239669,0.0702479,0.1694214791059494,,0.235294,0.288462,0.726351,3.78694,386.20000000000005,5.679411764705883,376,5.529411764705882,0.502429,0.598181,747.8499755859375,5,AL,Shawn Armstrong,542888,12857,12857
ATH,Athletics,3,3,0,65,8,10,,65,273,57,31,28,9,67,24,,4,3.94604,1.24789,9.25801,3.33895,2.77273,1.21417,0.24498,0.0883534,0.15662651509046555,,0.233184,0.285714,0.732484,4.14694,352.1,5.416923076923077,338,5.2,0.501874,0.515322,496,10,AL,Justin Sterner,686993,27694,27694
BAL,Orioles,5,4,0,60,3,12,,60,246,57,26,24,8,58,14,,1,3.57853,1.19284,8.7674,2.14712,4.08333,1.25249,0.237864,0.0582524,0.1796116642653942,,0.248705,0.29927,0.756972,3.77132,331.40000000000003,5.523333333333334,330,5.5,0.501456,0.687244,744.5800170898438,2,AL,Andrew Kittredge,552640,12828,12828
ATL,Braves,4,3,0,63,0,13,,63,265,53,30,28,8,72,27,,2,3.94737,1.26316,10.2632,3.78947,2.70833,1.10526,0.270833,0.1,0.1708333119750023,,0.224299,0.288732,0.723473,3.81935,339.00000000000006,5.380952380952382,320,5.079365079365079,0.494263,0.347982,999,16,NL,Tyler Kinley,641755,18297,18297
KCR,Royals,4,4,8,36,0,1,,70,304,70,36,33,6,48,23,,5,4.23285,1.32614,6.17579,2.91442,2.11905,0.832691,0.158363,0.0747331,0.08362989127635956,,0.254902,0.288509,0.68299,4.16829,278.2,3.974285714285714,288,4.114285714285714,0.487992,0.55193,999,7,AL,Stephen Kolek,663568,21487,21487
CLE,Guardians,3,3,0,61,3,12,,61,254,53,27,25,8,60,20,,4,3.65314,1.19311,8.85609,2.87823,3.07692,1.10701,0.235988,0.0766962,0.15929203480482101,,0.230519,0.279817,0.73494,3.91004,326.2000000000001,5.347540983606559,312,5.114754098360656,0.486777,0.625358,747.8800048828125,5,AL,Hunter Gaddis,683769,25636,25636
HOU,Astros,5,6,13,27,0,1,,82,359,74,43,40,12,84,38,,5,4.36082,1.36082,9.18557,4.17526,2.2,1.29897,0.234043,0.106383,0.12765956670045853,,0.233871,0.281853,0.720641,4.54751,309.80000000000007,3.7780487804878056,297,3.6219512195121952,0.485711,0.556744,716.4600219726562,21,AL,Spencer Arrighetti,681293,29921,29921
TEX,Rangers,3,3,0,65,1,13,,65,271,61,32,29,7,55,16,,4,4.05634,1.19718,7.60563,2.28169,3.33333,1.01408,0.202703,0.0608108,0.14189190417528152,,0.244526,0.286408,0.677507,3.83936,343.29999999999995,5.281538461538461,341,5.246153846153846,0.455042,0.107262,999,13,AL,Jakob Junis,596001,13619,13619
KCR,Royals,3,3,0,64,1,13,,64,269,58,30,28,7,60,23,,3,3.96825,1.2522,8.4127,3.1746,2.65,0.952381,0.222689,0.0840336,0.13865546137094498,,0.237209,0.288462,0.702875,3.85824,335.7,5.2453125,328,5.125,0.453998,0.39888,999,7,AL,John Schreiber,670167,20020,20020
SDP,Padres,5,4,0,61,1,15,,61,247,47,25,23,6,62,23,,6,3.3996,1.15308,9.12525,3.3996,2.68421,0.894632,0.25,0.0931373,0.1568627431988716,,0.216667,0.274194,0.72549,3.83096,357.4000000000001,5.859016393442625,329,5.39344262295082,0.449729,0.780002,999,29,NL,Jason Adam,592094,11861,11861
HOU,Astros,4,3,0,67,1,17,,67,278,59,29,27,9,66,19,,4,3.61809,1.17253,8.89447,2.56281,3.47059,1.20603,0.237903,0.0685484,0.16935484111309052,,0.23348,0.28125,0.748299,3.95591,367.69999999999993,5.488059701492536,354,5.2835820895522385,0.437005,0.682479,999,21,AL,Bryan King,687911,25890,25890
CHC,Cubs,4,4,3,55,0,8,,71,303,64,35,33,9,77,25,,2,4.10334,1.23607,9.66565,3.1003,3.11765,1.09422,0.252983,0.0811456,0.171837717294693,,0.230366,0.287879,0.693916,3.69238,353.30000000000007,4.97605633802817,343,4.830985915492958,0.434942,0.161739,732.489990234375,17,NL,Ben Brown,676962,23590,23590
SDP,Padres,5,9,19,27,0,1,,107,477,121,69,63,16,75,38,,4,5.30769,1.48718,6.30769,3.23077,1.95238,1.38462,0.157088,0.0804598,0.07662834972143173,,0.277311,0.303191,0.665323,4.91291,308.4,2.8822429906542055,355,3.317757009345794,0.434882,-0.295504,747.8599853515625,29,NL,Germán Márquez,608566,15038,15038
COL,Rockies,3,4,0,64,23,4,,64,282,61,31,29,7,61,31,,1,4.10526,1.4386,8.52632,4.42105,1.92857,0.947368,0.215139,0.111554,0.10358566045761108,,0.243243,0.296296,0.733696,4.13514,385.9,6.0296875,386,6.03125,0.427469,1.04244,507.0400085449219,19,NL,Victor Vodnik,680767,24614,24614
,,3,4,11,11,0,0,,59,264,66,37,34,9,48,21,,1,5.19647,1.47554,7.36167,3.24779,2.26667,1.37129,0.182796,0.0806452,0.10215053707361221,,0.272549,0.308483,0.673443,4.63474,184.30000000000004,3.123728813559323,208,3.5254237288135593,0.427242,-0.00432806,999,-1,,Patrick Corbin,571578,9323,9323
ARI,Diamondbacks,5,4,0,59,2,11,,59,249,51,24,22,5,61,24,,2,3.42495,1.2685,9.32347,3.61522,2.57895,0.761099,0.245,0.095,0.15000000596046448,,0.22905,0.293651,0.753676,3.49454,340.5,5.771186440677966,328,5.559322033898305,0.423812,0.591377,509.3500061035156,15,NL,Kevin Ginkel,656464,19876,19876
BOS,Red Sox,2,2,5,13,0,1,,32,140,30,16,15,4,33,12,,3,4.07202,1.28347,9.14127,3.3241,2.75,0.99723,0.234043,0.0851064,0.1489361673593521,,0.235714,0.291946,0.703764,3.92923,134.60000000000002,4.206250000000001,133,4.15625,0.422976,0.329828,277.95001220703125,3,AL,Connelly Early,813349,33666,33666
TEX,Rangers,2,3,6,18,0,1,,50,215,50,27,25,7,42,17,,1,4.45545,1.35644,7.66337,3.11881,2.45714,1.24752,0.196796,0.0800915,0.11670480668544769,,0.255639,0.294314,0.706985,4.36286,187.89999999999998,3.7579999999999996,193,3.86,0.417559,0.303049,999,13,AL,Jordan Montgomery,656756,16511,16511
CHC,Cubs,5,5,8,48,0,1,,87,370,87,46,43,12,66,25,,4,4.3886,1.28282,6.8192,2.56564,2.65789,1.28282,0.178445,0.0671378,0.11130742728710175,,0.254789,0.283582,0.699446,4.46297,319.00000000000006,3.6666666666666674,328,3.7701149425287355,0.40811,0.36633,747.5800170898438,17,NL,Colin Rea,607067,12317,12317
LAD,Dodgers,4,4,5,42,0,1,,67,288,65,36,33,10,63,21,,2,4.41818,1.28182,8.42727,2.86364,2.94286,1.30909,0.219616,0.0746269,0.14498934149742126,,0.246512,0.289389,0.699831,4.21695,264.79999999999995,3.9522388059701488,266,3.970149253731343,0.408045,0.228759,683.7899780273438,22,NL,Justin Wrobleski,680736,31204,31204
MIN,Twins,4,3,0,62,4,11,,62,270,63,30,28,5,49,19,,5,4.04082,1.32653,7.16327,2.7551,2.6,0.734694,0.183099,0.0704225,0.11267606168985367,,0.257732,0.304636,0.690236,3.76779,323.49999999999994,5.21774193548387,335,5.403225806451613,0.407935,0.224484,999,8,AL,Justin Topa,623437,15145,15145
BAL,Orioles,5,3,0,60,1,13,,60,254,57,26,24,6,53,20,,2,3.58209,1.27695,7.91045,2.98507,2.65,0.895522,0.207843,0.0784314,0.12941177189350128,,0.244635,0.293103,0.74344,3.76532,319,5.316666666666666,319,5.316666666666666,0.405614,0.4701,999,2,AL,Yennier Cano,666974,25911,25911
NYM,Mets,4,4,0,67,4,14,,67,285,62,35,32,10,74,23,,2,4.30435,1.27536,9.91304,3.13043,3.16667,1.30435,0.258503,0.0816327,0.17687075585126877,,0.238806,0.296703,0.702703,3.94673,360.59999999999997,5.3820895522388055,354,5.2835820895522385,0.403214,-0.0824393,735.4299926757812,25,NL,Luke Weaver,596133,16918,16918
BOS,Red Sox,3,1,0,55,0,10,,55,226,47,23,22,5,54,20,,1,3.53808,1.2285,8.84521,3.31695,2.66667,0.884521,0.239521,0.0898204,0.1497006118297577,,0.231788,0.28972,0.743243,3.62654,308.3,5.6054545454545455,295,5.363636363636363,0.399948,0.435618,999,3,AL,Danny Coulombe,543056,13293,13293
MIL,Brewers,5,5,2,69,1,13,,76,340,67,36,33,7,80,40,,6,3.95122,1.40244,9.43902,4.71951,2,0.768293,0.234973,0.117486,0.11748635023832321,,0.227129,0.290179,0.722433,3.94001,381.09999999999997,5.014473684210526,368,4.842105263157895,0.395895,0.484618,999,23,NL,Aaron Ashby,676879,23550,23550
SFG,Giants,3,3,8,18,0,1,,48,208,49,25,23,6,37,16,,2,4.40784,1.36242,6.97239,3.04541,2.28947,1.12199,0.178279,0.0778689,0.10040982812643051,,0.257848,0.292754,0.704648,4.32837,178.00000000000003,3.708333333333334,186,3.875,0.392403,0.334871,999,30,NL,Carson Whisenhunt,687931,31676,31676
SEA,Mariners,4,2,0,58,0,12,,58,239,48,25,22,7,67,18,,3,3.46154,1.13462,10.3846,2.76923,3.75,1.03846,0.280374,0.0747664,0.20560748875141144,,0.220513,0.286822,0.731225,3.4236,337.3,5.81551724137931,318,5.482758620689655,0.39058,0.246237,747.8400268554688,11,AL,Gabe Speier,642100,17170,17170
WSN,Nationals,5,6,18,18,0,0,,94,409,91,54,50,15,84,40,,6,4.82282,1.40017,8.08989,3.88937,2.08,1.47796,0.205941,0.0990099,0.1069306880235672,,0.25,0.286154,0.701625,4.95018,304.5,3.2393617021276597,305,3.24468085106383,0.386013,0.51362,999,24,NL,Josiah Gray,680686,24580,24580
LAA,Angels,4,6,13,13,0,0,,66,285,63,39,36,10,60,28,,4,4.91049,1.3896,8.28644,3.91304,2.11765,1.38107,0.21135,0.0998043,0.11154598742723465,,0.247241,0.287462,0.682148,4.77197,225.60000000000008,3.4181818181818193,224,3.393939393939394,0.381026,0.211794,999,1,AL,Caden Dana,702674,31508,31508
TBR,Rays,3,2,0,60,1,12,,60,251,56,29,26,8,56,16,,3,3.96871,1.2091,8.4495,2.43243,3.47368,1.1522,0.22449,0.0646259,0.15986395627260208,,0.242647,0.28934,0.70442,3.8606,308,5.133333333333334,304,5.066666666666666,0.374893,0.164822,999,12,AL,Mason Englert,669438,22288,22288
BOS,Red Sox,2,1,5,17,0,1,,34,144,32,17,16,5,35,10,,1,4.14706,1.22549,9.35294,2.64706,3.53333,1.32353,0.24594,0.0696056,0.17633410543203354,,0.238693,0.288809,0.711538,3.93906,147.90000000000003,4.350000000000001,146,4.294117647058823,0.373804,0.30348,657.0499877929688,3,AL,Payton Tolle,801139,35466,35466
SDP,Padres,6,6,18,32,0,1,,105,451,103,60,56,17,95,41,,3,4.76471,1.37255,8.11765,3.52941,2.3,1.5,0.209567,0.0911162,0.11845102906227112,,0.252525,0.289199,0.70568,4.76259,362.09999999999997,3.4485714285714284,366,3.4857142857142858,0.371336,0.289669,999,29,NL,Griffin Canning,656288,19867,19867
PHI,Phillies,3,3,0,62,0,12,,62,258,59,29,27,8,57,16,,2,3.91935,1.20968,8.27419,2.32258,3.5625,1.16129,0.22093,0.0620155,0.1589147299528122,,0.245833,0.291429,0.721003,3.84481,315,5.080645161290323,314,5.064516129032258,0.365569,0.328235,999,26,NL,Tanner Banks,621383,16990,16990
PIT,Pirates,2,3,0,60,2,12,,60,259,54,28,26,7,64,24,,3,3.84146,1.30488,9.65854,3.62195,2.66667,0.987805,0.248588,0.0932203,0.15536724030971527,,0.233439,0.295455,0.730932,3.76928,322.5,5.375,314,5.233333333333333,0.362223,0.429358,999,27,NL,Mason Montgomery,682254,29770,29770
,,2,2,0,34,0,0,,34,153,34,15,14,4,37,13,,1,3.78947,1.39474,9.71053,3.55263,2.73333,0.947368,0.239766,0.0877193,0.1520467922091484,,0.245161,0.309091,0.759494,3.60882,146.00000000000003,4.294117647058824,150,4.411764705882353,0.359835,0.316435,999,-1,,Justin Wilson,458677,4301,4301
