Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
LAA,Angels,8.84682,32.196,35.041,6.86228,4.44477,1.70008,0.0347756,0.68265,3.26741,3.09152,2.59813,0.0146506,11.1407,0.111033,0.0826936,0.0531338,0.331577,0.361668,0.0914485,0.213141,0.273564,0.331714,0.605278,0.26772,0.0741454,0.317933,0.233211,0.118573,3.48567,0.302103,-0.00141601,,2.85058,-1.28978,-0.190969,-0.0122474,-0.0136634,-0.0103738,-1.3440206125378609,0.03657232224941254,67.7879,31.4,3.488888888,31.4,3.488888888,2.80738,-0.188601,1.96804,2.80738,0.188601,2.37594,999,0,SS,/players/denzer-guzman/28816/stats/batting,1,AL,Denzer Guzman,694203,28816,28816
LAD,Dodgers,36.8814,109.921,125.433,22.0739,12.3922,4.53975,0.377579,4.76432,15.533,14.4103,13.2272,0.526245,38.9126,1.40575,0.69213,0.187062,1.34762,2.99349,0.710227,0.200816,0.293078,0.379016,0.672094,0.294432,0.105452,0.310226,0.33992,0.1782,5.19054,0.258599,-0.149381,,12.9243,-1.8966,-1.03108,0.13291,-0.0164705,-0.0119782,-1.9485483095049858,-2.413714647293091,86.9675,119.6,3.232432432,119.6,3.232432432,1.44304,-0.978763,1.46761,1.44304,0.978763,3.04319,999,0,OF,/players/jack-suwinski/22244/stats/batting,22,NL,Jack Suwinski,669261,22244,22244
SDP,Padres,22.9865,74.9955,82.7986,18.2297,13.2657,3.8945,0.0521614,1.01742,8.37266,7.75817,7.0595,0.0565517,15.0968,0.33161,0.192159,0.219764,1.76957,0.38982,0.14749,0.243078,0.310259,0.337098,0.647357,0.288635,0.0852612,0.182332,0.467615,0.0940201,2.52317,0.291371,-0.0274969,,8.14166,-1.64162,-0.523927,-0.118431,-0.145928,-0.012672,-1.8109730929136276,-1.1151427030563354,82.9855,67.8,2.947826086,67.8,2.947826086,3.57618,0.175783,1.82101,3.57618,-0.175783,2.57199,999,0.125,2B/3B,/players/will-wagner/29634/stats/batting,29,NL,Will Wagner,695238,29634,29634
CLE,Guardians,9.28895,27.1571,30.2038,5.89615,4.04582,1.27978,0.047986,0.522561,3.35431,2.72366,2.3537,0.0223593,8.16869,0.490329,0.078354,0.124335,0.427612,1.17941,0.207915,0.217113,0.290569,0.325498,0.616068,0.275449,0.0779273,0.270452,0.288137,0.108386,5.65197,0.289772,-0.0796517,,2.6466,-0.92221,-0.050112,0.105401,0.0257491,-0.0147909,-0.8473240099847317,-0.33680811524391174,75.4746,26.8,2.977777777,26.8,2.977777777,2.22536,-0.278094,1.99957,2.22536,0.278094,2.3339,999,0.2,OF,/players/stuart-fairchild/20321/stats/batting,5,AL,Stuart Fairchild,656413,20321,20321
HOU,Astros,7.36521,19.3813,22.0816,3.99747,3.11709,0.55145,0.0355427,0.293391,2.67376,2.25416,2.35299,0.0107453,6.43868,0.219735,0.0649329,0.0625953,0.241554,0.214931,0.0537528,0.206254,0.298388,0.283788,0.582176,0.26687,0.106559,0.291586,0.365446,0.077534,4.21351,0.291335,-0.0262324,,1.7811,-0.828006,-0.172054,-0.0165179,-0.0427503,-0.0152517,-0.8506882898509502,-0.05839318037033081,68.9561,12.3,1.757142857,12.3,1.757142857,2.7894,-0.111225,2.00282,2.7894,0.111225,2.32958,999,0.2972973,2B,/players/cavan-biggio/19252/stats/batting,21,AL,Cavan Biggio,624415,19252,19252
KCR,Royals,8.5948,24.1979,25.9229,5.79928,4.81245,0.796898,0.0337017,0.156229,3.07842,2.72363,1.37423,0.0309502,4.62313,0.0818558,0.0870323,0.181935,0.573352,0.188698,0.0918133,0.239661,0.28186,0.294748,0.576608,0.25686,0.0530122,0.178341,0.297252,0.0550871,3.71836,0.289305,0.0546275,,1.88025,-1.18274,0.0140489,-0.0410381,0.0135894,-0.0155984,-1.1764862509444356,0.14668466430157423,61.1576,15.5,1.722222222,15.5,1.722222222,2.41241,-0.232031,2.0096,2.41241,0.232031,2.32053,999,0,2B/SS,/players/kevin-newman/17696/stats/batting,7,AL,Kevin Newman,621028,17696,17696
SFG,Giants,47.3024,166.682,180.297,40.5107,26.1551,8.55752,0.247476,5.5507,20.7106,20.8661,10.3004,0.251298,26.4002,1.67505,1.3792,0.26092,3.05894,3.23402,0.620821,0.243043,0.291531,0.397256,0.688787,0.298426,0.0571302,0.146426,0.390164,0.154213,4.35015,0.256852,-0.122,,19.162,-2.14151,-2.26978,0.1425,0.0204995,-0.0168497,-2.172011548653245,-4.094714283943176,89.7111,184,3.914893617,184,3.914893617,3.68869,0.722999,1.41163,3.68869,-0.722999,3.11783,999,0.03773585,OF,/players/luis-matos/26467/stats/batting,30,NL,Luis Matos,682641,26467,26467
,,7.1554,18.9552,20.711,4.65863,3.42168,0.83579,0.0488122,0.352347,1.97339,2.0312,1.2508,0.00499002,4.61316,0.340993,0.144307,0.0196906,0.519505,0.0497077,0.0163386,0.245771,0.30208,0.350779,0.652859,0.28853,0.0603929,0.22274,0.271136,0.105008,2.61344,0.304676,-0.0602952,,2.03477,-0.412392,0.00858999,-0.0298138,-0.0901089,-0.018346,-0.5083594992756844,-0.3719025505706668,82.9136,14.9,2.128571428,14.9,2.128571428,0.523825,-2.24675,2.04607,0.523825,2.24675,2.27191,999,0,2B,/players/donovan-solano/8623/stats/batting,-1,,Donovan Solano,456781,8623,8623
WSN,Nationals,5.36832,18.6597,21.0379,4.24191,3.40908,0.570613,0.0328739,0.229342,2.59219,1.72232,2.14568,0.00947965,5.30656,0.138441,0.0535439,0.0405757,0.381836,0.22569,0.10523,0.227331,0.310803,0.298306,0.60911,0.277259,0.101991,0.252238,0.404345,0.0709759,4.01518,0.304506,0.025647,,1.87436,-0.611427,-0.0177839,-0.0354775,-0.00983049,-0.0190498,-0.6198105970397592,-0.26631738618016243,75.5365,12.3,2.46,12.3,2.46,2.02717,-0.368448,2.0286,2.02717,0.368448,2.2952,999,0,OF,/players/christian-franklin/sa3017510/stats/batting,24,NL,Christian Franklin,681047,sa3017510,sa3017510
SDP,Padres,31.7387,84.8023,93.3974,19.5111,13.1712,4.20551,0.132311,2.00205,9.61093,9.41321,7.36711,0.15475,19.2284,0.582481,0.535951,0.109526,2.58562,1.04317,0.271407,0.230077,0.294365,0.353615,0.64798,0.28544,0.0788792,0.205877,0.383138,0.123538,3.58089,0.273118,-0.0475236,,8.94158,-2.09404,-0.111516,-0.0409225,-0.0884461,-0.0193338,-2.208909183740616,-1.1410290524363518,80.7907,83.3,2.603125,83.3,2.603125,2.24535,0.244334,1.74022,2.24535,-0.244334,2.67971,999,0.14285714,OF,/players/tirso-ornelas/22566/stats/batting,29,NL,Tirso Ornelas,672359,22566,22566
ARI,Diamondbacks,5.86618,21.7638,23.3944,5.04802,3.41104,1.16697,0.0414974,0.428509,2.84528,2.83732,1.46792,0.0430875,7.15751,0.081031,0.0603676,0.0212802,0.375294,0.105285,0.0461338,0.231945,0.282246,0.348445,0.630691,0.276615,0.0627467,0.305949,0.205089,0.1165,3.60425,0.324445,0.00538843,,2.07209,-0.692142,0.0427803,-0.0302954,-0.0249069,-0.0198231,-0.7432869728654623,-0.22880207374691963,74.0912,11.9,1.983333333,11.9,1.983333333,2.24724,-0.281241,2.00597,2.24724,0.281241,2.32538,999,0,3B/OF,/players/aaron-vukovich/sa3014525/stats/batting,15,NL,A.J. Vukovich,691021,sa3014525,sa3014525
ARI,Diamondbacks,82.77,300.129,339.349,66.4985,43.9641,12.9236,0.223546,9.38722,36.1888,38.8871,34.9128,0.590393,62.6243,1.93234,2.18482,0.189697,5.52099,3.26039,0.599125,0.221566,0.304705,0.359948,0.664653,0.294128,0.102882,0.184543,0.557496,0.138382,3.15539,0.247984,-0.752461,,34.8819,-5.21477,1.4579,-0.122853,-0.875314,-0.0214151,-6.470672786235809,-5.028852701187134,86.0881,305.8,3.684337349,305.8,3.684337349,2.23592,1.80992,0.608788,2.23592,-1.80992,4.18828,999,0.1557377,1B,/players/carlos-santana/2396/stats/batting,15,NL,Carlos Santana,467793,2396,2396
CIN,Reds,18.1939,50.0414,55.5484,10.8301,8.03204,2.22369,0.131774,0.442642,5.78255,4.13321,4.50431,0.0217737,15.2715,0.175798,0.159563,0.667359,0.779993,1.88397,0.299684,0.216424,0.282616,0.292664,0.575279,0.259001,0.081088,0.274921,0.29495,0.07624,5.42364,0.301202,-0.0854011,,4.12565,-2.43783,0.0471377,0.170291,0.0848897,-0.0219909,-2.671727165579796,0.6086784079670906,58.1293,36.2,2.011111111,36.2,2.011111111,2.17788,-0.478327,1.91468,2.17788,0.478327,2.4471,999,0.046875,2B/OF,/players/garrett-hampson/19262/stats/batting,18,NL,Garrett Hampson,641658,19262,19262
NYM,Mets,9.58206,22.6329,25.1718,5.23307,3.82827,1.08487,0.0725676,0.247361,2.90475,1.83479,2.15557,0.0479972,6.8916,0.159559,0.145607,0.0782297,0.323846,1.7616,0.322117,0.231215,0.300802,0.318349,0.619151,0.276608,0.0856341,0.273782,0.312782,0.0871339,6.52786,0.318789,-0.114238,,2.22938,-0.744868,-0.108017,0.180168,0.0659304,-0.0224697,-0.6860574781894684,-0.38548412173986435,74.7239,17.7,1.77,17.7,1.77,1.6305,2.71969,2.05136,1.6305,-2.71969,2.26485,999,0.18181818,2B/OF,/players/ji-hwan-bae/23818/stats/batting,25,NL,Ji Hwan Bae,678225,23818,23818
ATL,Braves,14.4444,41.7324,44.9939,8.47845,5.95505,1.68032,0.0257509,0.81733,3.78803,4.1036,2.68548,0.00129568,11.8782,0.225576,0.298661,0.051782,1.05261,0.116244,0.0394973,0.203162,0.253426,0.303416,0.556842,0.246623,0.0596854,0.263996,0.226085,0.100253,2.15542,0.261155,-0.0027597,,2.88956,-2.42682,-0.0452977,-0.0514486,-0.0542083,-0.0231069,-2.5041144266724586,0.7813097797334194,54.0589,27,1.928571428,27,1.928571428,0.625989,-1.14153,1.90855,0.625989,1.14153,2.45527,999,0,C,/players/chadwick-tromp/16953/stats/batting,16,NL,Chadwick Tromp,644433,16953,16953
COL,Rockies,6.55018,24.1337,26.2665,6.00905,4.07409,1.41494,0.0696119,0.450404,3.29743,2.98466,1.81708,0.0225706,6.20911,0.221053,0.0696464,0.0250726,0.428953,0.216385,0.0915308,0.24899,0.306659,0.369377,0.676036,0.2973,0.0691785,0.236389,0.292647,0.120387,4.18393,0.316844,0.0198933,,2.76761,-0.335983,-0.0227568,-0.0344083,-0.014515,-0.0231698,-0.7743491912260652,-0.32600588724017143,75.5926,18.5,2.642857142,18.5,2.642857142,2.33694,-0.203099,2.01092,2.33694,0.203099,2.31878,999,0,OF,/players/sterlin-thompson/sa3019999/stats/batting,19,NL,Sterlin Thompson,694514,sa3019999,sa3019999
CHW,White Sox,8.2237,27.1351,29.8178,6.00851,4.27385,1.28197,0.070412,0.382282,2.89054,2.71389,2.45146,0.0434527,7.37019,0.11946,0.0868031,0.0249373,0.343778,0.206747,0.0953959,0.221429,0.287969,0.316127,0.604096,0.269518,0.0822145,0.247174,0.332618,0.094698,3.30985,0.288977,0.00532136,,2.46921,-1.05399,0.0670576,-0.0426168,-0.0372955,-0.024045,-1.099720623344183,-0.14445742964744568,69.8535,15.5,1.9375,15.5,1.9375,2.1199,-0.369824,1.99362,2.1199,0.369824,2.34183,999,0,OF,/players/tristan-peters/30063/stats/batting,4,AL,Tristan Peters,671976,30063,30063
CHC,Cubs,6.6523,20.8559,22.2635,5.26995,4.30887,0.719629,0.0364658,0.204984,2.87493,2.56372,1.22395,0.0267828,3.52363,0.0929623,0.0666806,0.0240092,0.376556,0.494602,0.143155,0.252684,0.296179,0.320172,0.616351,0.273424,0.0549756,0.15827,0.347354,0.0674877,4.86657,0.294579,0.037245,,1.91423,-0.716368,-0.421475,0.00333333,0.0405783,-0.0253133,-0.6820874400436878,-0.3188156709074974,72.5363,12.9,1.842857142,12.9,1.842857142,2.85171,-0.14943,2.03396,2.85171,0.14943,2.28806,999,0,2B/3B,/players/james-triantos/sa3017295/stats/batting,17,NL,James Triantos,701649,sa3017295,sa3017295
HOU,Astros,36.9322,121.443,134.639,27.0518,20.913,5.04354,0.0851993,1.01005,12.8822,9.29018,9.41465,0.0457956,27.484,0.920646,0.944439,1.91614,2.21222,2.78228,0.989532,0.222752,0.281692,0.290637,0.572329,0.257046,0.069925,0.204131,0.34255,0.0678843,3.96112,0.277353,0.0413702,,9.78607,-6.12259,0.22493,-0.0547638,-0.0133936,-0.0274254,-6.01362106949091,1.1115045100450516,62.1885,87,2.351351351,87,2.351351351,2.45948,-0.0465341,1.65553,2.45948,0.0465341,2.79263,999,0,SS,/players/nick-allen/22277/stats/batting,21,AL,Nick Allen,669397,22277,22277
WSN,Nationals,7.38998,21.4368,22.8315,4.93164,3.61367,1.11717,0.0243636,0.176432,1.85119,1.82546,1.22772,0.0498029,4.85187,0.0761544,0.058427,0.0323434,0.385298,0.327006,0.120475,0.230055,0.273498,0.309133,0.582631,0.257367,0.0537732,0.212508,0.253041,0.0790785,3.55034,0.288773,-0.00561089,,1.66542,-1.0323,-0.0930986,-0.0160708,-0.0216817,-0.0278141,-1.0524078700691462,0.02094423770904541,61.9096,12.9,1.842857142,12.9,1.842857142,2.3649,-0.282427,2.04308,2.3649,0.282427,2.27589,999,0,3B,/players/trey-lipscomb/31567/stats/batting,24,NL,Trey Lipscomb,702358,31567,31567
ARI,Diamondbacks,35.2124,109.442,122.152,24.5,17.0016,5.48787,0.346142,1.66439,12.5979,10.7734,9.15511,0.134988,28.4711,1.03966,1.35663,1.15838,1.63953,2.22175,0.835553,0.223863,0.286749,0.325956,0.612705,0.271395,0.0749485,0.23308,0.321557,0.102093,4.64167,0.283098,-0.0221747,,10.3015,-4.13168,1.02817,-0.0764743,-0.098649,-0.0290888,-4.3673295602202415,0.018993020057678223,70.5151,89.7,2.562857142,89.7,2.562857142,2.39389,0.883573,1.64133,2.39389,-0.883573,2.81156,999,0.02941176,OF,/players/jorge-barrosa/23968/stats/batting,15,NL,Jorge Barrosa,678489,23968,23968
,,45.4133,148.015,166.245,35.3676,24.4001,7.24989,0.11133,3.60628,16.8098,17.2661,13.6509,0.0811065,32.1352,2.48821,1.99328,0.0980138,2.67868,1.03051,0.233058,0.238946,0.310006,0.362524,0.67253,0.296939,0.082113,0.1933,0.424796,0.123578,2.74915,0.277958,-0.600896,,17.4678,-2.17534,0.120686,-0.15643,-0.757327,-0.029336,-2.9796915650367737,-2.933499291539192,88.6895,155.8,3.462222222,155.8,3.462222222,2.02171,0.22549,1.47992,2.02171,-0.22549,3.02677,999,0.26388889,3B,/players/justin-turner/5235/stats/batting,-1,,Justin Turner,457759,5235,5235
COL,Rockies,10.8845,28.4215,31.3732,7.08188,6.1706,0.788062,0.092271,0.0309515,3.7447,2.72914,2.54959,0.0243,4.74356,0.152804,0.0728684,0.176455,0.735533,0.331466,0.187861,0.249173,0.313631,0.286661,0.600292,0.272593,0.0812663,0.151198,0.537483,0.0374877,4.17209,0.297258,0.0760078,,2.67634,-1.03065,0.0268368,-0.0690553,0.00695245,-0.0298086,-1.5299512897618115,0.19480733759701252,58.6674,23.1,2.1,23.1,2.1,2.35656,-0.526233,2.00752,2.35656,0.526233,2.32331,999,0,2B/SS,/players/nicky-lopez/19339/stats/batting,19,NL,Nicky Lopez,670032,19339,19339
CLE,Guardians,26.1611,58.2962,63.2797,12.4859,8.62417,2.55165,0.14148,1.16857,6.90795,5.40407,4.57097,0.0253828,18.8468,0.190967,0.162054,0.0595082,0.629725,0.954856,0.196356,0.21418,0.272821,0.32294,0.595761,0.264114,0.0722344,0.297833,0.242533,0.10876,4.55166,0.294393,-0.0396813,,4.96254,-2.51444,0.244116,0.0223567,-0.0173246,-0.0301913,-2.428816258907318,-0.0442555695772171,67.6668,44.2,1.7,44.2,1.7,1.86188,-0.0727132,1.83835,1.86188,0.0727132,2.54887,999,0,OF,/players/petey-halpin/27931/stats/batting,5,AL,Petey Halpin,690984,27931,27931
NYM,Mets,11.9365,33.1285,36.9442,7.45846,5.42038,1.07467,0.0314002,0.931999,4.61017,4.26179,3.297,0.03331,9.53485,0.304381,0.16075,0.0535062,0.570407,0.272782,0.123546,0.225137,0.299801,0.343871,0.643671,0.286338,0.0892429,0.258088,0.345785,0.118734,3.49157,0.285967,0.00928891,,3.56385,-0.801385,-0.137663,-0.0553767,-0.0460878,-0.030474,-0.8579232431948185,-0.6902785897254944,81.4075,27.5,2.291666666,27.5,2.291666666,2.89233,-0.278209,1.93645,2.89233,0.278209,2.41807,999,0.8125,1B/DH,/players/jared-young/20404/stats/batting,25,NL,Jared Young,676724,20404,20404
TOR,Blue Jays,7.13937,25.3221,27.4396,6.12479,4.19265,1.27843,0.00430451,0.649408,2.54745,3.28642,1.91374,0.0403572,5.58151,0.105225,0.0825046,0.0159774,0.666145,0.044227,0.0207344,0.241875,0.296962,0.369639,0.666601,0.292203,0.0697439,0.203411,0.342872,0.127764,1.70442,0.285567,0.00119005,,2.77764,-0.464556,0,-0.0403863,-0.0391963,-0.0311748,-0.47789907455444336,-0.7712278366088867,86.435,26.9,3.842857142,26.9,3.842857142,3.15403,-0.0162277,2.01129,3.15403,0.0162277,2.31827,999,0.98850575,DH/OF,/players/eloy-jimenez/17484/stats/batting,14,AL,Eloy Jiménez,650391,17484,17484
MIL,Brewers,12.5286,42.1833,47.8693,8.2895,5.18853,1.54214,0.0375404,1.52128,4.82512,5.57065,5.34265,0.0154339,15.7211,0.178463,0.126307,0.03859,0.568466,0.07995,0.0384346,0.196511,0.288739,0.34304,0.631779,0.281931,0.111609,0.328417,0.339839,0.146529,2.06732,0.270003,0.0158207,,4.44647,-1.20966,-0.876359,-0.0703494,-0.0545286,-0.0316776,-1.2192227207124233,-0.6830166131258011,79.4713,42.4,3.261538461,42.4,3.261538461,2.01836,-0.306798,1.85605,2.01836,0.306798,2.52527,999,0,3B,/players/brock-wilken/sa3022499/stats/batting,23,NL,Brock Wilken,694385,sa3022499,sa3022499
BAL,Orioles,13.8744,46.6874,51.3509,10.735,7.37186,1.86976,0.0778128,1.41562,5.62675,5.46901,3.26588,0.130446,13.625,1.21454,0.152934,0.0302022,0.926923,0.127448,0.0704211,0.229935,0.296478,0.36428,0.660758,0.291043,0.0635993,0.265331,0.239698,0.134345,2.8638,0.293067,0.0155583,,5.14979,-0.917719,-0.55603,-0.0807327,-0.0651744,-0.0321851,-0.8836280852556229,-1.1983634233474731,86.477,41.8,2.985714285,41.8,2.985714285,2.49476,0.208988,1.89082,2.49476,-0.208988,2.4789,999,0.01851852,OF,/players/heston-kjerstad/31166/stats/batting,2,AL,Heston Kjerstad,677008,31166,31166
CLE,Guardians,28.4295,100.098,113.409,22.7805,15.1571,5.15466,0.140037,2.32878,12.237,11.428,10.8356,0.319786,23.4984,1.0943,1.03834,0.343073,1.58253,1.67384,0.724118,0.227583,0.306993,0.351673,0.658665,0.291419,0.0955441,0.207201,0.461119,0.12409,3.70014,0.271572,0.0129578,,11.408,-1.99217,-2.7544,-0.138478,-0.12552,-0.0353502,-1.9331872016191483,-2.315676510334015,86.4762,99.1,3.539285714,99.1,3.539285714,3.20975,0.260563,1.64984,3.20975,-0.260563,2.80021,999,0,2B,/players/juan-brito/sa3009808/stats/batting,5,AL,Juan Brito,682877,sa3009808,sa3009808
CHC,Cubs,15.1854,22.7781,25.0844,4.63849,3.86093,0.578538,0.0417887,0.157229,2.96774,2.14065,2.075,0.000620235,8.35731,0.142203,0.0584148,0.0306504,0.307516,1.86271,0.215291,0.203638,0.27364,0.253414,0.527053,0.241682,0.0827207,0.333168,0.248285,0.0497759,6.86055,0.312894,-0.186374,,1.51031,-1.4536,-0.0279471,0.244256,0.0578815,-0.0355493,-1.4028167352080345,0.20639546774327755,50.7312,17.7,1.18,17.7,1.18,2.01114,-0.673564,2.02448,2.01114,0.673564,2.30069,999,0,OF,/players/justin-dean/25005/stats/batting,17,NL,Justin Dean,681909,25005,25005
LAA,Angels,7.49693,19.6194,22.3893,3.60065,2.06345,0.734386,0.0397273,0.763084,2.1338,2.38626,2.31642,0.0421577,8.75961,0.32841,0.107586,0.0175392,0.186263,0.0696935,0.0169588,0.183525,0.279167,0.34169,0.620857,0.276211,0.103461,0.39124,0.264443,0.158165,2.90036,0.278076,-0.0156145,,1.97571,-0.669761,0.0259866,-0.0238104,-0.039425,-0.0357936,-0.7351099886000156,-0.3853403106331825,73.6368,20.7,2.957142857,20.7,2.957142857,0.696941,-1.68666,1.99245,0.696941,1.68666,2.34339,999,0,1B/DH,/players/niko-kavadas/29782/stats/batting,1,AL,Niko Kavadas,694359,29782,29782
ATL,Braves,18.8834,70.2691,79.7807,15.6131,10.3746,3.27029,0.0884932,1.87972,8.86648,7.42992,8.51435,0.188146,23.5046,0.670667,0.198128,0.128512,1.03152,0.620797,0.216308,0.222191,0.31133,0.3515,0.662831,0.295236,0.106722,0.294615,0.362242,0.129309,3.22358,0.304626,-0.100693,,8.27249,-1.15422,-0.774407,-0.0923067,-0.193,-0.0391323,-1.388162061572075,-1.6486406326293945,87.3604,79,4.157894736,79,4.157894736,2.18381,1.89023,1.76736,2.18381,-1.89023,2.64352,999,0.04444444,OF,/players/ben-gamel/12160/stats/batting,16,NL,Ben Gamel,592325,12160,12160
ARI,Diamondbacks,60.5803,206.048,228.173,47.5695,28.7823,10.823,0.509278,7.45494,24.0439,27.1404,18.3287,0.468605,65.3247,1.80935,1.83741,0.149541,2.97851,0.682571,0.274514,0.230866,0.296933,0.396878,0.693811,0.301465,0.0803281,0.286295,0.280578,0.166012,2.67727,0.296913,-0.0598138,,24.8132,-2.14717,-1.17476,-0.295767,-0.355581,-0.0402297,-2.7586504220962524,-5.22591769695282,91.114,228.1,3.739344262,228.1,3.739344262,4.51902,0.149499,1.10877,4.51902,-0.149499,3.52164,999,0.84848485,C/DH,/players/adrian-del-castillo/29554/stats/batting,15,NL,Adrian Del Castillo,680728,29554,29554
SDP,Padres,10.3058,36.9912,39.5801,8.51092,5.82098,1.96965,0.0442084,0.676075,3.37614,3.6918,2.1936,0.0383646,7.93346,0.252372,0.120371,0.0225871,0.743147,0.069651,0.0436267,0.23008,0.276986,0.340547,0.617533,0.271321,0.0554217,0.200441,0.276499,0.110467,2.0587,0.274887,0.0311658,,3.33557,-1.34112,-0.0513576,-0.0582581,-0.0270923,-0.0418752,-1.379411194473505,-0.36943668127059937,71.0921,34.6,3.46,34.6,3.46,2.74195,-0.399521,1.96785,2.74195,0.399521,2.3762,999,0,1B/3B,/players/jose-miranda/20538/stats/batting,29,NL,Jose Miranda,669304,20538,20538
ATL,Braves,13.6829,20.5243,22.4362,4.21911,2.91564,0.869183,0.087603,0.346681,2.42827,1.83522,1.39639,0.0105504,6.45273,0.215878,0.221703,0.0779077,0.40873,1.45861,0.217543,0.205566,0.260815,0.307125,0.56794,0.251492,0.0622381,0.287603,0.216403,0.101559,7.1237,0.277661,-0.144654,,1.52957,-1.12144,-0.31983,0.172811,0.0281576,-0.0440822,-1.1048003677278757,-0.07251682877540588,57.3941,9.2,0.657142857,9.2,0.657142857,1.76319,-0.746292,2.03666,1.76319,0.746292,2.28446,999,0.07894737,3B/OF,/players/luke-williams/19931/stats/batting,16,NL,Luke Williams,663897,19931,19931
NYM,Mets,13.8746,41.5301,45.692,8.64855,7.14611,1.01745,0.0396859,0.445307,5.29166,2.59871,3.47606,0.0118946,10.9875,0.194286,0.115239,0.37636,0.931902,0.318976,0.143212,0.208248,0.271846,0.266826,0.538672,0.244692,0.0760758,0.240469,0.316364,0.0585778,3.71364,0.271518,-0.0179605,,2.86275,-2.53612,-0.460472,-0.0661808,-0.0841413,-0.0487693,-2.6331840455532074,0.6100990772247314,52.799,20.3,1.45,20.3,1.45,2.73527,0.141122,1.91329,2.73527,-0.141122,2.44895,999,0,C,/players/austin-barnes/12158/stats/batting,25,NL,Austin Barnes,605131,12158,12158
ATL,Braves,13.9229,24.5346,26.6741,5.23704,3.71281,0.973485,0.0838672,0.466878,2.84452,2.23226,1.5398,0.0169493,7.5774,0.339048,0.124916,0.135701,0.346146,1.65165,0.2971,0.213455,0.268136,0.317058,0.585194,0.259298,0.0577265,0.284074,0.20321,0.103603,6.60467,0.287096,-0.116973,,1.98755,-1.1642,0.0521449,0.17186,0.0548874,-0.048847,-1.1230000779032707,-0.24188127368688583,62.7419,15.7,1.121428571,15.7,1.121428571,1.40059,2.62587,2.02687,1.40059,-2.62587,2.2975,999,0.02985075,OF,/players/dashawn-keirsey-jr/24496/stats/batting,16,NL,DaShawn Keirsey Jr.,680577,24496,24496
LAA,Angels,11.5455,30.1874,33.9194,6.68457,5.05294,1.32797,0.132338,0.171327,3.49226,2.68378,3.26233,0.0638788,7.90475,0.20536,0.182132,0.082107,0.691654,0.45973,0.131536,0.221435,0.300032,0.29122,0.591252,0.267667,0.0961791,0.233046,0.412705,0.0697847,4.63869,0.292159,0.0178225,,2.75788,-1.24995,0,-0.0177488,0.0000736589,-0.0507054,-1.2891518001852091,-0.37389057874679565,67.7516,21.1,1.758333333,21.1,1.758333333,0.783318,-1.50847,1.9834,0.783318,1.50847,2.35547,999,0,OF,/players/wade-meckler/31490/stats/batting,1,AL,Wade Meckler,685133,31490,31490
STL,Cardinals,41.5653,146.065,161.713,32.4738,19.6101,6.31876,0.589643,5.95525,17.6382,18.7282,13.1203,0.349119,43.018,1.36414,1.05229,0.111327,2.22206,2.20983,0.671869,0.222324,0.29058,0.395972,0.686552,0.298281,0.0811332,0.266015,0.304996,0.173648,4.44184,0.2702,0.10674,,17.1679,-1.93975,-1.83364,-0.0559523,0.0507878,-0.0516358,-1.9347060695290565,-4.043042302131653,89.6118,155.7,3.707142857,155.7,3.707142857,1.80139,1.22931,1.38782,1.80139,-1.22931,3.14957,999,0.6557377,DH/OF,/players/nelson-velazquez/23359/stats/batting,28,NL,Nelson Velázquez,676369,23359,23359
HOU,Astros,29.8716,103.713,114.161,23.6094,15.3126,4.96423,0.0642745,3.26828,13.2458,12.1888,8.58987,0.0256227,34.1618,0.936284,0.849224,0.0723288,1.89773,1.30213,0.30741,0.227641,0.290437,0.371284,0.661721,0.290066,0.0752435,0.299243,0.251446,0.143642,3.64095,0.303001,-0.016899,,11.3581,-2.13085,-0.91208,-0.0292728,-0.0461718,-0.0516594,-2.0732749439775944,-2.3608787059783936,84.9344,105,3.5,105,3.5,1.954,0.0159883,1.60903,1.954,-0.0159883,2.85462,999,0.14285714,1B/OF,/players/zach-dezenzo/31562/stats/batting,21,AL,Zach Dezenzo,701305,31562,31562
BOS,Red Sox,12.7715,33.9511,38.0315,7.84753,5.81526,1.21867,0.0328981,0.780695,4.48469,4.18495,3.48652,0.0554494,7.65069,0.349047,0.129434,0.115351,0.705845,0.191627,0.0712964,0.231142,0.30813,0.337959,0.646089,0.288544,0.0916746,0.201167,0.455713,0.106817,3.12052,0.275519,0.0101554,,3.73687,-0.756845,-1.83011,-0.0542174,-0.044062,-0.0527828,-0.9802211746573448,-0.8446588516235352,79.115,32.1,2.469230769,32.1,2.469230769,2.74394,0.176795,1.94518,2.74394,-0.176795,2.40642,999,0.29268293,C/DH,/players/mickey-gasper/24759/stats/batting,3,AL,Mickey Gasper,681508,24759,24759
