Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
PIT,Pirates,121.681,427.173,484.248,102.793,71.0478,20.5739,2.28283,8.88825,54.3046,43.1556,48.4062,0.667132,110.5,3.82524,2.89951,1.94394,6.06228,12.895,3.27078,0.240635,0.321424,0.361907,0.683331,0.303029,0.0999615,0.228189,0.438064,0.121272,5.19386,0.302251,-0.285371,,53.2756,-3.94201,0.11921,0.430111,0.14474,1.38176,-4.8564965426921844,2.2507538944482803,91.286,479,3.926229508,479,3.926229508,2.6281,-2.1015,0.729001,2.6281,2.1015,4.028,734.9199829101562,0.00862069,3B,/players/jared-triolo/25807/stats/batting,27,NL,Jared Triolo,669707,25807,25807
TOR,Blue Jays,114.766,425.816,470.16,101.807,59.3611,24.2925,0.911917,17.2412,56.2597,59.9957,37.8715,1.93798,114.019,3.7052,2.5916,0.175776,6.34661,3.91729,1.26766,0.239086,0.305081,0.421887,0.726968,0.313833,0.0805501,0.24251,0.332152,0.182801,3.62869,0.28459,-0.106201,,55.8501,0.297038,-0.305615,-0.389235,-0.495436,1.37024,0.24458813667297363,-3.034045308828354,101.335,511.1,4.444347826,511.1,4.444347826,2.71956,-1.24628,0.253865,2.71956,1.24628,4.66151,194.6300048828125,0.00671141,3B/OF,/players/addison-barger/24598/stats/batting,14,AL,Addison Barger,680718,24598,24598
SFG,Giants,123.043,442.432,486.824,107.51,72.6932,19.3947,1.78548,13.6363,58.2228,51.0668,31.8639,0.289949,116.243,8.02973,3.84083,0.656987,6.24469,13.4636,4.74155,0.242997,0.303195,0.387368,0.690563,0.301866,0.0654527,0.238779,0.274114,0.144371,5.15952,0.296698,0.0671947,,53.0996,-4.42241,-0.511143,0.00962912,0.0768238,1.369,-4.4832839369773865,1.387671172618866,92.0747,491.6,3.996747967,491.6,3.996747967,2.32539,-0.325378,0.522929,2.32539,0.325378,4.30276,525.97998046875,0,OF,/players/harrison-bader/18030/stats/batting,30,NL,Harrison Bader,664056,18030,18030
LAD,Dodgers,106.805,395.864,433.012,96.1502,63.3701,18.7882,1.87006,12.1218,53.7038,48.5879,27.6296,0.392532,76.2503,4.47396,3.74977,1.29463,6.82988,8.61739,1.88973,0.242887,0.297078,0.391659,0.688737,0.299461,0.0638079,0.176093,0.362354,0.148773,5.38113,0.269977,0.236201,,46.3845,-4.77922,1.24843,0.321908,0.558109,1.3561,-4.343596935272217,2.943087339401245,90.4223,428.4,4.003738317,428.4,4.003738317,2.4344,-0.476922,0.425763,2.4344,0.476922,4.43232,721.4400024414062,0.00952381,2B,/players/tommy-edman/19470/stats/batting,22,NL,Tommy Edman,669242,19470,19470
TEX,Rangers,90.0075,290.062,333.488,61.0759,36.0407,12.5223,0.182924,12.33,36.8103,37.9917,35.9747,0.128539,77.9973,4.65579,2.08937,0.706245,3.9874,0.814339,0.192483,0.210562,0.305625,0.382518,0.688143,0.303741,0.107874,0.233883,0.46123,0.171957,2.13696,0.241527,-0.391423,,36.8823,-2.52187,-2.48601,-0.421267,-0.81269,1.35379,-2.705222189426422,4.459015846252441,95.1851,327,3.633333333,327,3.633333333,1.51236,-0.0968782,0.572164,1.51236,0.0968782,4.23711,999,0.02105263,C,/players/danny-jansen/16535/stats/batting,13,AL,Danny Jansen,643376,16535,16535
TOR,Blue Jays,86.4228,281.35,327.528,61.8243,34.8531,12.4836,0.944122,13.5435,39.5959,38.639,39.8088,0.00753553,92.7706,3.77983,2.16404,0.425796,3.32432,4.14233,1.04303,0.219742,0.322263,0.415237,0.7375,0.323224,0.121543,0.283245,0.42911,0.195495,4.1234,0.272466,-0.194052,,41.4041,2.7041,1.02536,-0.116468,-0.31052,1.33896,2.7021752893924713,-0.8881900310516357,107.804,375.1,4.361627906,375.1,4.361627906,1.68219,-1.76743,0.640252,1.68219,1.76743,4.14633,999,0.01176471,2B/OF,/players/davis-schneider/23565/stats/batting,14,AL,Davis Schneider,676914,23565,23565
DET,Tigers,114.77,433.84,473.137,109.542,63.7155,19.1791,3.3101,23.3371,60.7575,69.1034,29.9232,1.43405,112.952,6.2432,2.94011,0.190672,5.85729,2.19074,1.19397,0.252493,0.308086,0.473336,0.781422,0.333468,0.0632443,0.23873,0.264919,0.220843,4.12643,0.286879,-0.100473,,63.7464,7.84159,-0.577663,-0.700727,-0.8012,1.33531,7.009707093238831,-10.24302625656128,114.007,579.4,5.038260869,579.4,5.038260869,1.30233,-0.342537,0.601591,1.30233,0.342537,4.19788,235.52000427246094,0.37301587,DH/OF,/players/kerry-carpenter/25961/stats/batting,6,AL,Kerry Carpenter,681481,25961,25961
CIN,Reds,119.659,438.219,483.877,115.342,71.9925,24.277,0.392765,18.6794,61.0097,64.05,37.4906,0.480879,94.545,4.4729,3.44834,0.245812,8.02633,6.90192,2.08301,0.263205,0.325259,0.448275,0.773533,0.334102,0.0774797,0.195391,0.396537,0.185069,3.80587,0.294304,0.0342629,,65.4425,8.26872,0.27106,-0.22177,-0.187507,1.30437,5.30426749587059,-8.654134631156921,109.576,584.9,4.874166666,584.9,4.874166666,2.32439,-0.150924,0.444517,2.32439,0.150924,4.40731,172.47999572753906,0,1B/3B,/players/sal-stewart/31505/stats/batting,18,NL,Sal Stewart,701398,31505,31505
WSN,Nationals,136.698,510.784,562.682,120.336,79.1896,21.6071,3.57098,15.9682,66.5638,58.852,39.5475,0.34505,125.109,8.79541,2.9828,0.572409,8.36081,25.1532,6.85752,0.23559,0.300081,0.38566,0.685742,0.30009,0.0702839,0.222344,0.316105,0.15007,6.30159,0.280039,-0.16792,,60.5623,-5.923,2.53861,1.38272,1.2148,1.30376,-4.669495344161987,-1.3081848621368408,91.1766,572.9,4.181751824,572.9,4.181751824,2.67555,-1.51732,1.03095,2.67555,1.51732,3.6254,206.3000030517578,0.02247191,OF,/players/dylan-crews/33541/stats/batting,24,NL,Dylan Crews,686611,33541,33541
STL,Cardinals,138.342,525.675,574.63,140.904,95.0489,24.9785,1.09488,19.7815,64.6281,73.2687,39.6094,0.729766,81.9053,3.64659,4.49785,1.20135,11.1955,5.82496,1.74506,0.268043,0.321155,0.432618,0.753773,0.325998,0.0689303,0.142536,0.483601,0.164575,3.51246,0.282675,-0.693529,,73.9356,6.03864,-0.856191,-0.457867,-1.1514,1.29343,4.724706649780273,-11.530718505382538,108.652,667.6,4.837681159,667.6,4.837681159,2.21164,0.0577799,0.612852,2.21164,-0.0577799,4.18286,175.5800018310547,0.14864865,DH/OF,/players/alec-burleson/27615/stats/batting,28,NL,Alec Burleson,676475,27615,27615
ATL,Braves,88.4298,311.743,356.151,75.1615,52.5313,13.3589,1.25083,8.02048,41.9038,34.1244,36.7659,1.01416,64.9893,2.9568,2.86375,1.82196,4.81454,13.4704,3.57387,0.241101,0.32423,0.369162,0.693392,0.306408,0.103231,0.182477,0.565723,0.128061,5.32047,0.277905,-0.114088,,40.16,-1.92196,-1.80201,0.628178,0.51409,1.28408,-1.5906285047531128,2.2919565439224243,95.0138,360.1,4.092045454,360.1,4.092045454,1.9916,-0.0878185,1.06319,1.9916,0.0878185,3.58241,744.5399780273438,0,SS,/players/ha-seong-kim/27506/stats/batting,16,NL,Ha-Seong Kim,673490,27506,27506
CIN,Reds,142.488,532.262,598.76,124.369,67.1554,22.7078,0.790327,33.7158,75.9162,94.776,49.4207,0.802893,175.831,10.6988,6.16854,0.210521,7.52084,2.75344,0.874588,0.233662,0.308226,0.469328,0.777554,0.33288,0.0825383,0.293659,0.281069,0.235666,3.09549,0.275641,-1.27349,,80.3855,9.63737,-0.382,-0.642397,-1.91588,1.28161,4.285234212875366,-11.679731011390686,108.738,737.3,5.192253521,737.3,5.192253521,2.93139,-0.826556,1.47677,2.93139,0.826556,3.03098,99.44000244140625,0.02484472,3B,/players/eugenio-suarez/12552/stats/batting,18,NL,Eugenio Suárez,553993,12552,12552
LAA,Angels,139.608,517.469,567.838,120.808,67.3898,21.8303,1.48465,30.1035,68.4609,82.4683,38.3301,0.977713,155.425,8.73107,2.82297,0.484616,7.5791,8.67467,3.27499,0.23346,0.295882,0.455908,0.75179,0.322428,0.0675018,0.273713,0.246615,0.222448,4.28301,0.270951,-0.152023,,71.4154,4.32102,-4.9304,-0.355342,-0.507366,1.27841,3.156166434288025,-10.205082893371582,105.474,661.8,4.727142857,661.8,4.727142857,2.54378,-1.2275,1.04602,2.54378,1.2275,3.60531,119.66000366210938,0.00628931,OF,/players/jo-adell/20220/stats/batting,1,AL,Jo Adell,666176,20220,20220
TBR,Rays,110.716,396.8,446.318,100.125,70.6359,20.6096,2.23317,6.64654,49.945,43.3268,44.7183,0.244469,98.378,1.69963,2.62551,0.474584,7.28632,3.00113,0.943568,0.252331,0.328687,0.365778,0.694465,0.307882,0.100194,0.220421,0.454556,0.113446,3.85249,0.317521,0.0575907,,50.8613,-1.8746,-1.94602,-0.557319,-0.499728,1.27071,-2.5005773305892944,-0.18486547470092773,96.207,445,4.009009009,445,4.009009009,1.90918,-0.261241,0.687156,1.90918,0.261241,4.08379,747.97998046875,0.43382353,2B,/players/gavin-lux/19955/stats/batting,12,AL,Gavin Lux,666158,19955,19955
WSN,Nationals,133.274,502.239,549.729,133.524,87.8455,26.9855,7.93619,10.7571,65.8226,59.5389,36.1963,0.448063,97.6965,5.99607,4.11408,1.1841,7.0319,14.0888,4.70579,0.265858,0.320332,0.415447,0.73578,0.318996,0.0658439,0.177718,0.370497,0.149589,6.5199,0.308539,0.522028,,67.6062,2.65143,-1.3436,0.0351533,0.557181,1.27043,3.24642676115036,-9.118914365768433,104.128,614.3,4.618796992,614.3,4.618796992,2.09621,-0.953745,0.757471,2.09621,0.953745,3.99004,206.4600067138672,0.16483516,OF,/players/daylen-lile/29995/stats/batting,24,NL,Daylen Lile,695734,29995,29995
WSN,Nationals,123.667,470.779,505.087,125.224,84.5306,23.9826,1.85928,14.8518,58.6741,62.034,27.6862,1.42094,79.8285,1.72254,4.61303,0.285621,8.55614,13.5731,4.64997,0.265994,0.306325,0.419477,0.725801,0.31234,0.0548147,0.158049,0.346821,0.153483,4.88583,0.289911,-0.208359,,59.3866,-0.29323,-0.0934971,0.067566,-0.140793,1.26461,-0.3992779403924942,-4.044762469828129,99.5682,553.6,4.464516129,553.6,4.464516129,1.77221,0.133325,0.639731,1.77221,-0.133325,4.14703,256.2799987792969,0.01503759,2B,/players/luis-garcia-jr/20391/stats/batting,24,NL,Luis García Jr.,671277,20391,20391
LAA,Angels,141.333,516.708,598.317,134.858,97.599,23.3493,1.36191,12.5482,70.0552,57.1355,65.598,2.93451,84.3177,9.14793,4.26664,2.59647,11.9673,6.15254,1.68825,0.260995,0.35185,0.38431,0.73616,0.325608,0.109637,0.140925,0.777986,0.123315,3.65538,0.288393,-0.933647,,76.7935,6.09768,-1.34542,-0.579255,-1.5129,1.25173,3.89200222492218,-12.250720739364624,107.665,664.4,4.712056737,664.4,4.712056737,3.14515,0.0997289,0.58603,3.14515,-0.0997289,4.21863,581.4600219726562,0,1B,/players/nolan-schanuel/33189/stats/batting,1,AL,Nolan Schanuel,694384,33189,33189
SFG,Giants,144.405,549.083,608.423,138.975,90.8568,24.7337,1.86927,21.5153,73.8044,71.3982,45.3308,1.53194,147.973,9.4039,4.0357,0.569815,11.1595,6.24738,2.45317,0.253104,0.318679,0.42251,0.741189,0.321633,0.0745055,0.243208,0.306345,0.169406,3.97517,0.30618,-0.189939,,76.1271,4.23727,-4.35925,-0.706176,-0.896115,1.23085,3.169053077697754,-11.730369567871094,105.653,687.9,4.777083333,687.9,4.777083333,3.42176,-0.779782,0.361184,3.42176,0.779782,4.51842,219.30999755859375,0.01910828,OF,/players/heliot-ramos/22515/stats/batting,30,NL,Heliot Ramos,671218,22515,22515
BAL,Orioles,108.711,386.679,426.689,92.9,57.3862,18.7288,0.408137,16.3769,50.3973,55.8594,33.2272,1.79847,104.157,3.8651,2.62568,0.292268,8.53059,2.66883,0.980532,0.240251,0.304862,0.417855,0.722717,0.312347,0.0778721,0.244106,0.31901,0.177604,3.06226,0.284716,-0.0336416,,50.1713,-0.24531,0.14078,-0.479622,-0.513264,1.20646,0.06624847650527954,-2.960309147834778,101.152,453.2,4.157798165,453.2,4.157798165,2.27858,-0.208897,0.363339,2.27858,0.208897,4.51555,169.02999877929688,0.22580645,C,/players/samuel-basallo/28824/stats/batting,2,AL,Samuel Basallo,694212,28824,28824
PIT,Pirates,93.1909,353.896,386.001,91.3012,60.9528,20.4487,2.88508,7.01466,42.4607,39.1044,23.3509,0.36456,78.7154,4.75443,3.52324,0.476519,6.93999,2.14962,1.44226,0.257989,0.309725,0.391539,0.701264,0.305268,0.0604944,0.203926,0.296649,0.13355,4.19015,0.310232,0.266486,,43.1685,-2.44045,-0.182795,-0.746233,-0.479747,1.18333,-3.7645280361175537,2.488018423318863,92.82,381.5,4.102150537,381.5,4.102150537,2.7189,-0.433846,0.902261,2.7189,0.433846,3.79699,999,0,2B,/players/nick-gonzales/27490/stats/batting,27,NL,Nick Gonzales,693304,27490,27490
HOU,Astros,134.887,506.174,566.122,117.116,69.2751,21.5935,0.77772,25.4698,66.9695,77.388,46.1539,1.53074,144.634,8.34828,4.93519,0.509693,8.30793,2.99145,1.0321,0.231375,0.30342,0.428062,0.731483,0.315863,0.0815264,0.255483,0.319108,0.196687,3.16297,0.268753,-0.542743,,68.1824,1.29082,1.79366,-0.631406,-1.17415,1.17172,0.6311628818511963,-8.663812756538391,102.706,618.6,4.582222222,618.6,4.582222222,2.96982,0.96237,0.934083,2.96982,-0.96237,3.75456,210.25,0.01298701,1B,/players/christian-walker/13419/stats/batting,21,AL,Christian Walker,572233,13419,13419
SEA,Mariners,96.8553,328.244,372.973,76.5214,51.9401,16.0956,1.71498,6.77077,39.9222,35.6905,35.392,0.777449,66.065,4.67846,2.65723,2.00187,6.02352,5.02131,1.87123,0.233124,0.314288,0.354491,0.668779,0.296627,0.0948915,0.177131,0.535714,0.121367,4.41114,0.270283,0.102867,,39.0949,-4.97473,-0.754895,-0.36433,-0.261464,1.16579,-2.2789656221866608,0.8362166285514832,95.4105,350.7,3.615463917,350.7,3.615463917,1.68108,0.336415,0.703084,1.68108,-0.336415,4.06255,744.8900146484375,0,2B,/players/cole-young/31680/stats/batting,11,AL,Cole Young,702284,31680,31680
PIT,Pirates,124.467,454.578,511.021,120.311,82.6391,22.5639,1.31125,13.7968,60.5313,59.4621,46.8347,2.70406,95.8803,5.28674,3.66606,0.656334,8.84977,3.10398,0.975812,0.264665,0.337861,0.411124,0.748984,0.326381,0.0916491,0.187625,0.48847,0.146458,3.23151,0.305578,-0.509678,,65.91,5.5289,-1.06362,-0.65061,-1.16029,1.16208,3.250815510749817,-8.89452838897705,107.283,579.9,4.676612903,579.9,4.676612903,1.65814,0.312278,0.620518,1.65814,-0.312278,4.17264,278.9800109863281,0.33333333,1B/DH,/players/ryan-ohearn/16442/stats/batting,27,NL,Ryan O'Hearn,656811,16442,16442
PIT,Pirates,115.66,417.267,476.734,107.659,70.5041,25.1766,0.875816,11.1021,56.8851,52.2346,50.6513,1.34024,88.097,5.29696,3.0059,0.513531,8.71459,1.86525,0.835461,0.258009,0.343553,0.402364,0.745917,0.327795,0.106246,0.184793,0.574949,0.144355,2.92321,0.30073,-0.340419,,62.0351,5.70526,0.665084,-0.795034,-1.13545,1.11804,3.5270111560821533,-8.460386574268341,108.252,538.4,4.64137931,538.4,4.64137931,2.4679,1.82188,0.575311,2.4679,-1.82188,4.23292,738.5,0.00961538,1B,/players/spencer-horwitz/26477/stats/batting,27,NL,Spencer Horwitz,687462,26477,26477
PIT,Pirates,81.2335,268.621,305.235,63.3271,44.4127,10.9545,0.361406,7.59855,31.242,32.2448,28.88,0.0070601,84.1137,5.92479,1.34142,0.467781,6.71279,1.28078,0.58665,0.235749,0.32199,0.364082,0.686072,0.305824,0.0946156,0.275571,0.343345,0.128333,2.527,0.312643,-0.276406,,34.2737,-1.7921,-2.43217,-0.507008,-0.783414,1.09965,-3.2431790828704834,3.8358497619628906,93.2007,295,3.641975308,295,3.641975308,2.72671,-0.0904432,0.89145,2.72671,0.0904432,3.8114,999,0.05681818,C,/players/joey-bart/21524/stats/batting,27,NL,Joey Bart,663698,21524,21524
SEA,Mariners,73.8911,263.305,294.892,62.0585,42.4235,13.1739,1.14441,5.3167,31.6252,29.7668,24.0528,1.22136,63.9249,4.50834,2.39419,0.631886,5.02355,5.78679,1.26927,0.23569,0.307957,0.354992,0.66295,0.292169,0.0815647,0.216774,0.376266,0.119302,5.0326,0.288825,-0.377948,,29.8431,-5.00066,2.09955,0.177016,-0.200932,1.09323,-2.863454893231392,3.3989542722702026,92.3395,270.2,3.651351351,270.2,3.651351351,2.64674,-0.731258,1.03284,2.64674,0.731258,3.62287,999,0,SS,/players/colt-emerson/sa3022923/stats/batting,11,AL,Colt Emerson,806068,sa3022923,sa3022923
CLE,Guardians,121.393,419.285,468.072,97.1608,65.9874,21.5164,1.71413,7.94287,50.1371,44.9254,34.9125,0.431699,90.9474,6.80006,4.02157,3.05283,7.92539,10.9163,4.16171,0.23173,0.29864,0.348055,0.646695,0.285884,0.074588,0.194302,0.383876,0.116325,4.85731,0.275011,0.0364054,,44.9803,-10.3259,0.498698,-0.229184,-0.192778,1.08967,-9.75723884999752,4.297418802976608,82.6629,410.3,3.39090909,410.3,3.39090909,1.68021,-0.567802,0.63524,1.68021,0.567802,4.15301,999,0,SS,/players/brayan-rocchio/23690/stats/batting,5,AL,Brayan Rocchio,677587,23690,23690
TBR,Rays,111.139,400.619,450.839,89.81,55.706,18.4533,1.82256,13.8281,52.8007,49.5329,40.8535,0.321738,102.051,3.66485,3.62496,2.07724,3.68644,18.6594,4.50685,0.224178,0.299331,0.38289,0.682221,0.298798,0.0906166,0.226358,0.400324,0.158712,5.88773,0.263493,-0.403063,,48.0513,-5.21877,-1.42845,1.22673,0.823663,1.08644,-4.5226293206214905,-0.11689102649688721,89.9667,455.3,4.101801801,455.3,4.101801801,2.05748,0.579681,0.927622,2.05748,-0.579681,3.76317,324.8800048828125,0.01515152,OF,/players/cedric-mullins/17929/stats/batting,12,AL,Cedric Mullins,656775,17929,17929
PHI,Phillies,107.076,391.089,429.796,104.273,77.9773,18.4486,2.34706,5.50014,53.712,38.0971,30.74,0.469183,89.5125,1.84521,2.43664,3.68482,7.85844,22.9282,5.04942,0.266622,0.32118,0.367988,0.689168,0.303291,0.0715222,0.208267,0.343415,0.101366,6.31385,0.330883,-0.287747,,47.3764,-3.40728,-2.5979,1.79102,1.50327,1.08062,-2.705056071281433,-1.032454490661621,91.7386,440.1,4.113084112,440.1,4.113084112,2.93303,-0.288474,1.50878,2.93303,0.288474,2.9883,999,0,OF,/players/justin-crawford/sa3020240/stats/batting,26,NL,Justin Crawford,702222,sa3020240,sa3020240
BAL,Orioles,99.6829,346.746,397.359,82.4305,52.0683,16.9742,1.77009,11.618,48.7788,41.2316,43.6575,0.887904,95.5947,2.1665,2.795,1.99333,3.80365,10.2389,3.02976,0.237726,0.324395,0.397406,0.721801,0.316395,0.109869,0.240575,0.456694,0.15968,5.14775,0.292217,-0.0905661,,48.0283,1.07736,-1.14058,0.166641,0.076075,1.0664,1.9215545877814293,-5.175028324127197,103.941,434.3,4.343,434.3,4.343,2.11216,0.311372,0.663689,2.11216,-0.311372,4.11508,453.32000732421875,0,OF,/players/dylan-beavers/31695/stats/batting,2,AL,Dylan Beavers,687637,31695,31695
TBR,Rays,102.964,361.795,401.295,76.6166,47.1703,14.302,2.22158,12.9227,47.0709,44.7552,32.1773,0.313025,137.782,3.31777,2.13741,1.86763,5.18766,10.7594,3.41997,0.211768,0.280681,0.370734,0.651415,0.285149,0.0801836,0.343344,0.233537,0.158966,5.99509,0.298713,-0.245307,,38.324,-9.09212,1.23263,0.207681,-0.0376267,1.05768,-9.243256080895662,5.999467134475708,80.591,360.9,3.503883495,360.9,3.503883495,2.73807,-0.267136,0.724024,2.73807,0.267136,4.03464,743.97998046875,0,SS,/players/carson-williams/30038/stats/batting,12,AL,Carson Williams,700246,30038,30038
TOR,Blue Jays,103.202,373.029,413.011,90.9772,56.8736,18.1836,1.62021,14.2998,50.407,48.2299,34.6581,0.966526,98.6804,2.81748,2.07208,0.43452,7.43048,9.35353,2.31568,0.243888,0.311343,0.416324,0.727667,0.315794,0.0839158,0.238929,0.351216,0.172436,5.13989,0.292527,-0.224697,,49.7189,0.918531,-0.314504,0.305914,0.0812164,1.05375,1.3888860195875168,-5.304729551076889,102.686,457.3,4.439805825,457.3,4.439805825,1.5122,-0.00349428,0.521523,1.5122,0.00349428,4.30464,613.4000244140625,0.02816901,OF,/players/jesus-sanchez/19913/stats/batting,14,AL,Jesús Sánchez,660821,19913,19913
TEX,Rangers,130.146,492.27,531.974,118.649,70.2678,22.3194,0.997825,25.064,62.1243,74.4362,27.5643,0.710801,131.986,8.17102,3.76109,0.207424,7.61478,1.59702,0.781814,0.241024,0.290324,0.443164,0.733487,0.314588,0.0518152,0.248107,0.208842,0.202139,2.82302,0.276078,-0.101058,,63.5189,0.662154,1.16326,-0.695867,-0.796925,1.04415,0.8691392540931702,-8.973354697227478,102.657,587.9,4.522307692,587.9,4.522307692,1.99168,-1.10706,0.780814,1.99168,1.10706,3.95891,237.1199951171875,0.0990099,1B/3B,/players/jake-burger/22275/stats/batting,13,AL,Jake Burger,669394,22275,22275
LAA,Angels,93.7376,336.601,378.072,79.937,50.0165,16.5534,1.33629,12.0309,42.5338,42.5011,34.8812,0.844563,100.948,4.58118,1.85062,0.158715,6.62013,1.34632,0.293043,0.237483,0.315944,0.401828,0.717772,0.313821,0.0922606,0.267006,0.345537,0.164345,3.40087,0.301172,-0.31288,,44.9073,0.235152,-2.23654,-0.435878,-0.748758,1.0439,-0.9513681083917618,-1.8582020998001099,99.5453,400.7,4.262765957,400.7,4.262765957,2.23581,-0.65327,0.526853,2.23581,0.65327,4.29753,744.9500122070312,0.01298701,3B,/players/yoan-moncada/17232/stats/batting,1,AL,Yoán Moncada,660162,17232,17232
PIT,Pirates,124.072,449.455,520.412,108.898,68.1427,19.0716,0.181032,21.5026,61.4896,67.8108,63.7203,1.23288,126.023,3.00323,4.05229,0.181046,9.09013,0.251298,0.106254,0.242289,0.337584,0.429052,0.766636,0.334261,0.122442,0.24216,0.505626,0.186763,1.43392,0.285623,-0.723868,,70.4506,8.95992,0,-0.875458,-1.59933,1.0368,6.222262024879456,-13.402874946594238,112.681,624.3,5.034677419,624.3,5.034677419,3.07804,-0.672935,0.583727,3.07804,0.672935,4.2217,369.7300109863281,1,DH/OF,/players/marcell-ozuna/10324/stats/batting,27,NL,Marcell Ozuna,542303,10324,10324
ATH,Athletics,97.8849,342.3,379.151,76.9857,49.0699,16.7696,2.8895,8.25677,45.0352,33.9712,27.1629,0.038893,124.642,5.85087,1.65113,2.18622,4.74175,13.9895,2.58339,0.224907,0.291803,0.363145,0.654949,0.288323,0.0716415,0.32874,0.217927,0.138238,6.97021,0.325649,-0.376747,,37.1861,-7.61346,2.60475,1.19832,0.821572,1.02807,-6.899136126041412,4.115320563316345,82.771,348,3.551020408,348,3.551020408,3.02971,-0.530337,0.977477,3.02971,0.530337,3.6967,738.6699829101562,0,OF,/players/denzel-clarke/29858/stats/batting,10,AL,Denzel Clarke,672016,29858,29858
CLE,Guardians,105.964,408.498,455.746,99.4638,64.8672,21.345,0.923237,12.3284,51.5558,49.6845,40.9728,0.791343,85.2331,1.8957,3.64267,0.736899,9.21801,3.00854,1.14931,0.243487,0.312812,0.390799,0.70361,0.307554,0.0899026,0.187019,0.480714,0.147312,3.2868,0.27699,-0.0769687,,51.8143,-2.03567,0.742619,-0.574964,-0.651933,1.01752,-1.9461749196052551,-3.7946099042892456,97.5905,457.7,4.317924528,457.7,4.317924528,2.0874,-0.743897,0.315854,2.0874,0.743897,4.57886,999,0,OF,/players/chase-delauter/32127/stats/batting,5,AL,Chase DeLauter,800050,32127,32127
STL,Cardinals,89.691,304.625,332.687,68.047,46.0146,12.4159,0.74324,8.87332,31.3156,35.5725,20.7361,0.703201,87.4115,2.63597,2.82352,1.86634,6.13056,0.976636,0.22999,0.223379,0.27634,0.356403,0.632743,0.276143,0.0623292,0.262744,0.237224,0.133024,2.70488,0.280226,-0.342673,,29.3393,-9.97029,2.49349,-0.352283,-0.694956,1.01436,-10.759349465370178,9.414089679718018,74.4044,274.8,3.053333333,274.8,3.053333333,1.88439,-0.137826,0.712237,1.88439,0.137826,4.05035,999,0,C,/players/pedro-pages/25782/stats/batting,28,NL,Pedro Pagés,686780,25782,25782
NYM,Mets,112.293,402.848,445.748,97.4994,64.295,15.8761,0.851668,16.4766,51.5258,52.0856,36.7544,0.576821,111.06,3.00013,2.24953,0.895858,7.81406,5.17528,1.16884,0.242026,0.308539,0.408364,0.716903,0.312221,0.0824556,0.249155,0.330942,0.166339,3.83653,0.29191,-0.295661,,52.3668,-0.301703,1.20361,-0.126697,-0.422358,1.00772,-0.8501442074775696,-4.386442065238953,99.188,469.4,4.191071428,469.4,4.191071428,1.03518,0.356105,0.363374,1.03518,-0.356105,4.5155,294.57000732421875,0.02040816,3B,/players/brett-baty/26123/stats/batting,25,NL,Brett Baty,683146,26123,26123
BAL,Orioles,92.4514,336.381,382.654,77.7355,45.4297,13.4881,0.911642,17.9061,48.3012,48.8567,38.3759,1.714,106.191,4.43118,3.30071,0.165347,5.36661,5.07898,0.998522,0.231093,0.315153,0.436306,0.751459,0.324211,0.100289,0.277511,0.361386,0.205212,4.33762,0.277521,-0.226239,,48.6796,3.46601,-1.44946,0.0356887,-0.19055,1.00257,4.015162408351898,-7.38645339012146,109.325,446.1,4.848913043,446.1,4.848913043,2.86455,-0.856779,0.503095,2.86455,0.856779,4.32921,514.9400024414062,0.25,OF,/players/tyler-oneill/15711/stats/batting,2,AL,Tyler O'Neill,641933,15711,15711
ATL,Braves,114.767,402.807,462.22,92.1063,53.1105,20.5937,2.28823,16.1139,56.0021,50.6788,50.5924,2.15866,106.196,3.88959,3.04915,1.88097,5.53585,4.57362,1.55055,0.228661,0.318436,0.411159,0.729595,0.31735,0.109455,0.229753,0.476404,0.182498,4.45135,0.268007,-0.0557555,,56.2267,1.61188,-1.24733,-0.416293,-0.472048,0.994498,0.9026418030261993,-6.56060254573822,102.509,503.8,4.380869565,503.8,4.380869565,1.83676,0.727248,0.300125,1.83676,-0.727248,4.59983,651.760009765625,0.02580645,OF,/players/mike-yastrzemski/14854/stats/batting,16,NL,Mike Yastrzemski,573262,14854,14854
DET,Tigers,104.791,372.96,416.997,83.9781,54.1168,15.0985,4.51562,10.2471,49.3488,39.2728,37.685,0.709877,105.69,2.35154,2.79114,1.21015,3.03493,11.1166,2.72905,0.225167,0.298264,0.37229,0.670554,0.29381,0.0903722,0.253454,0.356562,0.147123,6.48327,0.283784,0.36446,,42.7557,-6.51575,-0.670569,0.488842,0.853302,0.983167,-5.68949681520462,0.946574866771698,86.6876,395.9,3.77047619,395.9,3.77047619,1.19657,0.178404,0.705148,1.19657,-0.178404,4.0598,999,0,OF,/players/parker-meadows/23800/stats/batting,6,AL,Parker Meadows,678009,23800,23800
