Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Zack Littell","WSN",7.56581,11.7457,10.5403,4.80581,26.303,25.333,0,0,,144.706,614.88,152.101,82.62,77.27,25.1748,33.5476,0.551623,4.12509,95.6804,5.95085,2.08649,2.85208,1.56575,0.155608,0.0545595,0.10104869306087494,0.263512,1.28294,0.278133,0.685014,,,4.85538,1.22739,0.728942,713.02001953125,,,,,,,448.3,3.0917241379310347,478,3.296551724137931,,,,,,,,,,,,,,,,,,,"Zack Littell","15823",641793
"Griffin Jax","TBR",2.99431,1.71296,0,3.00101,62.332,0.109,18,9.9415,,63.1288,254.111,48.8147,22.5,21.05,5.94385,16.873,1.30463,3.07002,78.8062,11.2351,2.40551,4.67055,0.84739,0.310126,0.0664003,0.24372536689043045,0.208461,1.04054,0.28692,0.752841,,,2.81019,1.21394,1.12891,150.77000427246094,,,,,,,493.0000000000001,7.825396825396827,465,7.380952380952381,,,,,,,,,,,,,,,,,,,"Griffin Jax","20253",643377
"Rhett Lowder","CIN",5.3499,8.30914,3.71053,4.74579,27.181,19.197,0,0.6526,,113.33,487.847,116.294,63.67,59.76,16.3489,35.4955,1.05954,4.8221,91.2188,7.24405,2.81884,2.56987,1.29834,0.186982,0.0727594,0.114222951233387,0.259858,1.33936,0.29399,0.683622,,,4.46798,1.16842,0.550344,566.6699829101562,,,,,,,403.80000000000007,3.573451327433629,423,3.743362831858407,,,,,,,,,,,,,,,,,,,"Rhett Lowder","33876",695076
"Brandon Sproat","MIL",3.96918,5.01221,0.614602,3.92113,27.264,12.089,0,0.621,,81.4128,344.68,71.3922,38,35.47,8.64965,30.9387,1.15311,4.83018,72.1999,7.98154,3.4202,2.33364,0.956199,0.209469,0.0897606,0.11970861256122589,0.231109,1.25694,0.275112,0.713034,,,4.06069,1.16457,1.09239,625.3800048828125,,,,,,,344.0999999999999,4.248148148148147,328,4.049382716049383,,,,,,,,,,,,,,,,,,,"Brandon Sproat","33850",687075
"Michael Soroka","ARI",3.70162,5.27347,0.695508,4.24986,38.491,11.607,2,0.5628,,95.2548,407.012,84.7367,48.04,44.98,12.2627,36.6374,1.66393,6.47963,97.1174,9.17598,3.46163,2.65077,1.15862,0.23861,0.0900155,0.14859484881162643,0.23286,1.2742,0.284753,0.703739,,,4.12754,1.15009,0.830471,722.5,,,,,,,413.4,4.351578947368421,398,4.189473684210526,,,,,,,,,,,,,,,,,,,"Michael Soroka","18383",647336
"J.T. Ginn","ATH",3.3487,4.5825,0.484131,3.92617,27.06,10.483,0,0.6351,,72.8496,308.638,68.0761,34.12,31.78,7.94481,24.4905,1.39863,4.09071,72.2356,8.92415,3.02562,2.94953,0.981519,0.234047,0.0793504,0.15469615906476974,0.24308,1.27065,0.300842,0.71763,,,3.74674,1.1463,0.970722,747.7000122070312,,,,,,,329.00000000000006,4.506849315068494,325,4.4520547945205475,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Steven Matz","TBR",5.26796,9.07567,3.21227,5.1031,30.943,19.809,0,0.6597,,120.756,524.716,134.212,73.42,68.47,20.0381,32.7237,1.45223,4.6731,96.9527,7.22593,2.43891,2.96277,1.49345,0.184772,0.0623645,0.12240712717175484,0.275409,1.38242,0.308304,0.673345,,,4.61565,1.11125,0.126985,734.9500122070312,,,,,,,385.0000000000001,3.1818181818181825,429,3.5454545454545454,,,,,,,,,,,,,,,,,,,"Steven Matz","13361",571927
"Robert Gasser","MIL",3.32739,3.69335,0.383979,3.7939,30.75,8.15,0,0.621,,68.2491,285.841,59.729,30.91,28.77,7.76492,21.4872,1.17609,3.76627,66.5241,8.77252,2.83352,3.09598,1.02396,0.232731,0.0751721,0.15755905210971832,0.229209,1.19,0.278929,0.715132,,,3.7748,1.10522,0.89779,747.97998046875,,,,,,,311.80000000000007,4.585294117647059,299,4.397058823529412,,,,,,,,,,,,,,,,,,,"Robert Gasser","29812",688107
"Hunter Dobbins","STL",3.6267,5.49165,1.71217,4.35017,23.75,12.046,0,0.6663,,78.5969,338.088,78.4515,40.56,37.99,8.68044,26.8881,1.07254,3.18875,61.8297,7.08001,3.07891,2.29952,0.993983,0.18288,0.0795298,0.10335034877061844,0.254703,1.34025,0.293771,0.695157,,,4.14557,1.09608,0.687428,999,,,,,,,309.1,3.9126582278481017,316,4,,,,,,,,,,,,,,,,,,,"Hunter Dobbins","30240",690928
"Lucas Giolito",,7.16854,9.13998,7.53406,4.78027,22.667,20.332,0,0,,116.937,504.403,111.216,66.38,62.11,19.4254,46.5702,0.68549,3.01766,102.374,7.87916,3.58425,2.19827,1.49507,0.202961,0.0923274,0.11063317209482193,0.244531,1.34933,0.275635,0.699945,,,4.81593,1.09351,0.655789,722.6799926757812,,,,,,,397.5000000000001,3.3974358974358982,392,3.3504273504273505,,,,,,,,,,,,,,,,,,,"Lucas Giolito","15474",608337
"Cody Bradford","TEX",3.06359,3.57038,0.371625,3.83887,28.375,7.849,0,0.6445,,65.6443,270.684,58.6625,29.96,28,8.50825,15.9308,1.23262,2.00842,59.4394,8.14929,2.18416,3.7311,1.1665,0.21959,0.0588539,0.16073564812541008,0.232102,1.13633,0.271401,0.712062,,,3.82897,1.08218,0.9017,999,,,,,,,292.30000000000007,4.42878787878788,281,4.257575757575758,,,,,,,,,,,,,,,,,,,"Cody Bradford","27597",674003
"Jacob Latz","TEX",4.41409,5.65976,0.686905,4.22824,40.168,12.123,0,0.6445,,100.957,428.655,85.7974,50.63,47.43,14.2935,43.0888,1.87633,2.47095,96.5116,8.60371,3.84123,2.23983,1.27422,0.22515,0.100521,0.12462914735078812,0.223959,1.27664,0.262602,0.718769,,,4.41758,1.07719,0.870134,722.760009765625,,,,,,,414.6,4.104950495049505,386,3.8217821782178216,,,,,,,,,,,,,,,,,,,"Jacob Latz","21306",656641
"Devin Williams","NYM",3.40694,1.66565,0,2.99008,62.003,0,31,3.1781,,62.9081,254.927,41.3148,22.23,20.9,6.11693,26.6769,1.21124,2.50735,86.4741,12.3715,3.81656,3.24153,0.875123,0.339211,0.104645,0.2345653995871544,0.183017,1.08081,0.264343,0.770036,,,3.04174,1.07555,1.12891,60.29999923706055,,,,,,,534.8000000000001,8.48888888888889,486,7.714285714285714,,,,,,,,,,,,,,,,,,,"Devin Williams","15816",642207
"Ian Seymour","TBR",4.55928,7.06016,0.964192,4.48846,36.439,15.374,0,0.6597,,108.398,461.39,100.514,57.98,54.06,18.1516,34.0655,1.84415,6.7931,104.577,8.68275,2.82837,3.06988,1.50708,0.226657,0.0738323,0.15282416343688965,0.239017,1.24153,0.276567,0.701671,,,4.51332,1.0742,0.686397,473.95001220703125,,,,,,,406.20000000000005,3.7611111111111115,397,3.675925925925926,,,,,,,,,,,,,,,,,,,"Ian Seymour","27932",693855
"Kumar Rocker","TEX",4.78927,6.47272,2.25511,4.3812,25.442,15.585,0,0.6445,,90.2835,383.065,86.3272,46.92,43.95,11.7597,29.3164,0.904317,3.53714,75.3438,7.51072,2.92244,2.57002,1.17228,0.196686,0.0765311,0.12015536427497864,0.2465,1.28089,0.28341,0.692918,,,4.25105,1.05709,0.812719,735.489990234375,,,,,,,349.79999999999995,3.8866666666666663,349,3.8777777777777778,,,,,,,,,,,,,,,,,,,"Kumar Rocker","31843",677958
"Garrett Whitlock","BOS",2.84727,1.70362,0,3.37061,57.499,0,5,14.2429,,63.9766,261.813,53.6815,25.75,23.96,6.48551,17.1102,1.25517,2.72878,71.87,10.1104,2.407,4.20043,0.912358,0.274509,0.0653527,0.2091565579175949,0.221848,1.10652,0.288452,0.729869,,,3.13652,1.03701,0.76647,642.760009765625,,,,,,,424.4,6.63125,407,6.359375,,,,,,,,,,,,,,,,,,,"Garrett Whitlock","20191",676477
"Jeremiah Estrada","SDP",2.9672,1.81042,0,3.25001,64.757,0,3,14.9333,,66.1567,272.298,47.6032,25.64,23.89,7.80665,26.8766,1.91734,1.97945,89.2404,12.1403,3.65631,3.32038,1.06202,0.327731,0.0987029,0.2290281280875206,0.195543,1.12581,0.271844,0.76852,,,3.27985,1.03193,0.874367,613.6799926757812,,,,,,,431.2000000000001,6.533333333333335,392,5.9393939393939394,,,,,,,,,,,,,,,,,,,"Jeremiah Estrada","22210",669093
"Edwin Díaz","LAD",3.40874,1.41968,0,3.57043,62.057,0,36,2.9595,,64.883,268.052,49.0614,27.6,25.74,7.61498,22.7723,0.889441,5.41857,88.8672,12.3269,3.15877,3.90243,1.05628,0.331529,0.0849546,0.2465747445821762,0.204541,1.10713,0.289068,0.723095,,,3.22503,1.00136,0.612828,32.650001525878906,,,,,,,541.2,8.326153846153847,507,7.8,,,,,,,,,,,,,,,,,,,"Edwin Diaz","14710",621242
"Luis Severino","ATH",8.6946,11.0859,14.0182,5.15978,27.895,27.895,0,0,,167.92,733.76,173.318,102.81,96.27,29.234,56.6884,0.577656,13.7701,130.074,6.97159,3.03833,2.29455,1.56685,0.177271,0.0772575,0.10001365095376968,0.261296,1.36974,0.285885,0.672716,,,5.10791,0.992988,0.216309,667.5499877929688,,,,,,,483.7,2.8791666666666664,510,3.0357142857142856,,,,,,,,,,,,,,,,,,,"Luis Severino","15890",622663
"Nick Martinez","TBR",6.02508,10.0855,3.48026,5.10121,37.643,21.806,0,0.6597,,141.39,612.937,153.226,85.68,80.14,22.7146,39.439,1.33796,7.46566,99.3458,6.32373,2.51044,2.51897,1.44587,0.162082,0.0643443,0.09773728996515274,0.270702,1.36265,0.293963,0.665062,,,4.81356,0.985949,0.0164943,744.8499755859375,,,,,,,426.7000000000001,3.026241134751774,470,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"Griffin Canning","SDP",5.14354,6.86899,2.44467,4.51746,26.458,16.977,0,0.6518,,100.271,431.356,95.9281,53.86,50.33,14.9288,38.8735,1.20155,2.9843,90.2432,8.09994,3.48916,2.32146,1.33996,0.209208,0.0901192,0.11908887326717377,0.246286,1.34437,0.284881,0.71063,,,4.52299,0.97632,0.729701,999,,,,,,,363.9,3.639,363,3.63,,,,,,,,,,,,,,,,,,,"Griffin Canning","19867",656288
"Adrian Morejon","SDP",2.77877,1.76102,0,3.34966,62.444,0,2,13.342,,64.4842,265.37,57.5444,25.85,24,5.3799,16.7346,1.47752,2.56544,62.9402,8.7845,2.33563,3.76108,0.750867,0.237179,0.0630613,0.17411726713180542,0.233853,1.15189,0.293471,0.725559,,,3.16551,0.975279,0.766048,732.010009765625,,,,,,,389.3,6.0828125,383,5.984375,,,,,,,,,,,,,,,,,,,"Adrian Morejon","20039",670970
"Drew Anderson","DET",1.99137,2.78608,0,3.76277,43.869,4.151,0,9.1171,,72.7123,311.169,54.5972,32.58,30.4,8.65428,38.2411,1.9317,4.49443,98.4056,12.1802,4.73331,2.57329,1.07119,0.316245,0.122895,0.193349689245224,0.203392,1.27679,0.284699,0.746489,,,3.7389,0.974112,0.77193,999,,,,,,,392.5,5.376712328767123,354,4.8493150684931505,,,,,,,,,,,,,,,,,,,"Drew Anderson","15130",623454
"Patrick Sandoval","BOS",3.53739,4.13852,0.433346,3.94357,33.523,8.976,0,0.676,,74.1941,320.229,68.0665,35.12,32.51,6.87579,33.4422,1.75895,3.07209,67.9195,8.23888,4.05665,2.03095,0.834057,0.212096,0.104432,0.10766448080539703,0.239912,1.36815,0.292891,0.722539,,,3.98546,0.964135,0.851835,999,,,,,,,316.7,4.27972972972973,311,4.202702702702703,,,,,,,,,,,,,,,,,,,"Patrick Sandoval","19447",663776
"Ryan Weiss","HOU",3.46149,4.45977,0.567548,4.29697,34.128,9.291,0,0,,80.7849,346.29,72.1908,41.26,38.57,11.212,32.279,1.3773,4.17878,89.9329,10.0191,3.5961,2.78611,1.24909,0.259704,0.0932137,0.16649029403924942,0.233,1.29318,0.292202,0.712038,,,4.06678,0.96352,0.656155,999,,,,,,,348.8999999999999,4.307407407407406,334,4.1234567901234565,,,,,,,,,,,,,,,,,,,"Ryan Weiss","sa3007778",680802
"Trevor McDonald","SFG",2.45811,3.39923,0.363624,3.88672,23.293,7.68,0,0.656,,60.9228,259.531,58.3821,28.28,26.31,5.80737,20.7257,1.15365,3.32971,54.9478,8.11733,3.06176,2.6512,0.85791,0.21172,0.0798582,0.13186177611351013,0.247933,1.29849,0.300908,0.716111,,,3.75504,0.961793,0.842259,747.97998046875,,,,,,,268.80000000000007,4.4065573770491815,269,4.409836065573771,,,,,,,,,,,,,,,,,,,"Trevor McDonald","26448",686790
"Bryan Abreu","HOU",3.14301,1.92054,0,3.46993,64.24,0,12,12.5386,,66.8659,279.216,51.0247,27.57,25.78,6.94729,28.5414,0.84185,3.03025,87.3334,11.7549,3.84161,3.05988,0.935089,0.312781,0.10222,0.21056079864501953,0.20604,1.18994,0.287404,0.744504,,,3.29012,0.956993,0.720933,185.02999877929688,,,,,,,467.0999999999999,6.9716417910447745,434,6.477611940298507,,,,,,,,,,,,,,,,,,,"Bryan Abreu","16609",650556
"Andrés Muñoz","SEA",2.52445,1.74265,0,3.10028,59.96,0,34,3.3601,,61.4268,251.691,44.8593,22.6,21.16,5.412,23.2569,1.72211,3.92406,76.5413,11.2145,3.4075,3.29112,0.792943,0.304109,0.0924027,0.21170587837696075,0.19981,1.1089,0.276714,0.751844,,,3.11587,0.940389,0.915485,41.279998779296875,,,,,,,527.9000000000001,8.65409836065574,495,8.114754098360656,,,,,,,,,,,,,,,,,,,"Andres Munoz","20373",662253
"Seth Lugo","KCR",8.19262,10.0903,12.5399,5.01984,25.946,25.946,0,0,,153.758,668.619,157.037,91.69,85.76,25.8349,54.3331,0.554755,6.95014,120.332,7.04344,3.18031,2.2147,1.51221,0.179971,0.0812617,0.09870883822441101,0.258567,1.37469,0.284498,0.6831,,,4.94994,0.930472,0.422784,508.6300048828125,,,,,,,468.6000000000002,3.042857142857144,489,3.175324675324675,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Dylan Lee","ATL",2.5132,1.48394,0,3.39965,61.712,0,2,15.9337,,63.3242,255.577,51.8327,25.67,23.92,8.11829,15.7242,1.31204,0.860146,72.5274,10.308,2.23482,4.61245,1.15382,0.283778,0.0615244,0.22225400432944298,0.216879,1.06684,0.276066,0.745434,,,3.29678,0.930363,0.711836,999,,,,,,,401.6000000000001,6.374603174603176,380,6.031746031746032,,,,,,,,,,,,,,,,,,,"Dylan Lee","19996",669276
"Matt Brash","SEA",2.4471,1.76251,0,3.10083,58.424,0.068,4,12.3263,,59.6743,248.311,44.9326,21.97,20.56,4.24704,26.5144,1.33685,2.79988,70.8717,10.6888,3.99886,2.67295,0.640533,0.285415,0.106779,0.17863591760396957,0.205175,1.19728,0.282778,0.755361,,,3.15878,0.926207,0.96568,738.22998046875,,,,,,,397.79999999999995,6.629999999999999,368,6.133333333333334,,,,,,,,,,,,,,,,,,,"Matt Brash","25756",666374
"Aaron Ashby","MIL",2.99245,2.26361,0,3.3351,55.783,2.116,1,13.2076,,75.7758,320.807,61.5245,30.13,28.08,4.92093,34.2282,1.68634,5.7186,80.4583,9.55615,4.06533,2.35064,0.584466,0.250799,0.106694,0.144105464220047,0.219057,1.26363,0.28956,0.738467,,,3.43729,0.925389,1.12167,999,,,,,,,436.7,5.746052631578947,412,5.421052631578948,,,,,,,,,,,,,,,,,,,"Aaron Ashby","23550",676879
"Gabe Speier","SEA",2.4922,1.79169,0,3.24004,59.754,0,2,11.7292,,56.916,230.63,44.8599,21.97,20.49,6.13672,14.4755,1.50866,3.73367,67.3229,10.6456,2.28898,4.65081,0.970385,0.291909,0.0627652,0.22914385795593262,0.211185,1.04251,0.278663,0.736351,,,3.1309,0.920299,0.802062,747.8400268554688,,,,,,,368.99999999999994,6.473684210526315,345,6.052631578947368,,,,,,,,,,,,,,,,,,,"Gabe Speier","17170",642100
"Aroldis Chapman","BOS",2.85507,1.59918,0,3.11947,55.947,0,28,1.9343,,55.6825,229.435,37.885,20.69,19.3,5.34693,25.3431,0.991983,2.67386,76.6808,12.394,4.09622,3.02571,0.864228,0.334217,0.110459,0.22375769168138504,0.188092,1.13551,0.272536,0.763119,,,3.13872,0.914556,0.8523,64,,,,,,,472.1000000000001,8.430357142857144,433,7.732142857142857,,,,,,,,,,,,,,,,,,,"Aroldis Chapman","10233",547973
"Jhoan Duran","PHI",2.69696,1.54139,0,3.36944,64.489,0,33,3.0842,,65.6282,269.275,56.0921,26.4,24.57,6.55596,18.952,1.85273,2.62113,72.4128,9.93041,2.59901,3.82085,0.899059,0.268918,0.0703816,0.1985359787940979,0.22645,1.14347,0.293577,0.738534,,,3.21317,0.910395,0.874464,41.790000915527344,,,,,,,511.70000000000005,7.753030303030304,494,7.484848484848484,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Chris Paddack","MIA",5.57638,9.52096,5.19232,4.9867,26.796,20.893,0,0.6387,,118.395,510.113,125.2,70.22,65.6,20.7349,33.7399,0.931577,3.56816,84.8879,6.4529,2.5648,2.51595,1.5762,0.16641,0.0661421,0.10026794672012329,0.264803,1.34246,0.284505,0.682928,,,4.92324,0.898583,0.295423,999,,,,,,,349.9000000000001,2.9652542372881365,377,3.194915254237288,,,,,,,,,,,,,,,,,,,"Chris Paddack","20099",663978
"David Bednar","NYY",3.33822,1.58471,0,3.3793,61.317,0,32,1.5548,,62.3473,254.012,48.0314,24.99,23.41,7.21028,20.3554,1.56148,1.78443,74.1503,10.7038,2.93835,3.64279,1.04082,0.291916,0.0801353,0.21178074181079865,0.207146,1.09687,0.271215,0.744467,,,3.32524,0.897849,0.761515,63.93000030517578,,,,,,,497.8999999999999,8.030645161290321,469,7.564516129032258,,,,,,,,,,,,,,,,,,,"David Bednar","19569",670280
"Abner Uribe","MIL",3.38525,1.80304,0,3.08997,64.137,0,17,6.8784,,66.3501,277.346,49.4822,24.32,22.78,4.60352,31.2974,1.62483,3.58832,75.5148,10.2431,4.24531,2.41282,0.624441,0.272276,0.112846,0.15943029522895813,0.204083,1.21747,0.276445,0.759532,,,3.3382,0.893026,1.08313,163.69000244140625,,,,,,,459.5000000000001,6.962121212121214,425,6.4393939393939394,,,,,,,,,,,,,,,,,,,"Abner Uribe","25327",682842
"Lance McCullers Jr.","HOU",4.45597,6.23445,2.19393,4.58845,23.239,14.922,0,0.6558,,82.675,361.137,76.8943,45.05,42.15,10.2383,37.9424,0.730053,5.63659,78.053,8.49685,4.13041,2.05714,1.11454,0.216132,0.105064,0.11106762290000916,0.242143,1.38901,0.290736,0.694374,,,4.43817,0.890469,0.586877,999,,,,,,,319.00000000000006,3.8433734939759043,313,3.7710843373493974,,,,,,,,,,,,,,,,,,,"Lance McCullers Jr.","14120",621121
"Joe Boyle","TBR",3.39164,5.28313,0.691663,4.48158,25.866,11.679,0,0.6597,,76.5734,335.688,65.8258,40.77,38.13,9.38214,43.0955,1.22826,3.17128,85.6621,10.0682,5.0652,1.98773,1.10272,0.255184,0.12838,0.1268041729927063,0.22744,1.42244,0.290383,0.711493,,,4.30322,0.883503,0.547574,747.72998046875,,,,,,,325.5000000000001,4.227272727272728,306,3.9740259740259742,,,,,,,,,,,,,,,,,,,"Joe Boyle","29608",671212
"Johan Oviedo","BOS",4.44008,6.15954,0.834116,4.4415,30.626,14.483,0,0.676,,93.313,403.729,82.1307,49.31,46.05,12.8207,43.2513,1.38495,5.2951,89.8562,8.66659,4.17157,2.07754,1.23655,0.222565,0.10713,0.11543595790863037,0.231235,1.34367,0.274489,0.708087,,,4.55611,0.878465,0.708076,538.3599853515625,,,,,,,355.1000000000001,3.818279569892474,336,3.6129032258064515,,,,,,,,,,,,,,,,,,,"Johan Oviedo","22487",670912
"Connelly Early","BOS",2.34359,2.83599,0.33853,3.56089,15.578,7.15,0,0.676,,46.1766,193.325,39.3775,19.61,18.27,4.45689,16.6039,0.698794,2.44372,48.54,9.46063,3.23616,2.92341,0.868665,0.251079,0.0858855,0.16519339382648468,0.225947,1.21233,0.287931,0.731204,,,3.525,0.877003,0.783525,277.95001220703125,,,,,,,234.80000000000004,5.104347826086958,223,4.8478260869565215,,,,,,,,,,,,,,,,,,,"Connelly Early","33666",813349
"Patrick Corbin",,5.03924,7.05793,5.26117,5.0169,17.067,15.289,0,0,,85.212,371.509,89.7258,50.97,47.5,12.7233,30.2453,0.511825,3.07883,75.4416,7.96806,3.19448,2.49432,1.34382,0.203068,0.0814121,0.1216559112071991,0.265316,1.40791,0.307985,0.675432,,,4.47875,0.869957,0.185073,999,,,,,,,286.1,3.3658823529411768,307,3.611764705882353,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"Mason Montgomery","PIT",2.68384,1.60226,0,3.52946,56.547,0,2,12.1194,,59.2867,249.29,48.3844,24.94,23.25,5.48912,23.6071,1.43912,2.81256,70.1924,10.6555,3.58367,2.97336,0.833275,0.281569,0.0946974,0.18687180429697037,0.217097,1.2143,0.291431,0.731673,,,3.30774,0.864158,0.599234,999,,,,,,,367.3,6.22542372881356,347,5.88135593220339,,,,,,,,,,,,,,,,,,,"Mason Montgomery","29770",682254
"Spencer Arrighetti","HOU",4.52362,6.39807,2.24153,4.67856,24.517,15.055,0,0.6558,,91.3743,396.458,81.1636,50.63,47.5,13.3989,41.5053,1.01792,5.98855,90.4439,8.90836,4.0881,2.1791,1.31974,0.22813,0.10469,0.12343988567590714,0.232585,1.34249,0.276454,0.693279,,,4.6211,0.862056,0.458632,716.4600219726562,,,,,,,342.9,3.768131868131868,326,3.5824175824175826,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Aaron Civale","ATH",6.29883,8.71813,9.12643,5.14979,22.051,22.051,0,0,,121.304,528.726,125.648,74.29,69.41,21.7569,41.5103,0.405705,6.03879,102.662,7.61691,3.0798,2.47318,1.61422,0.194169,0.0785099,0.11565935611724854,0.261127,1.37801,0.29121,0.679366,,,4.95009,0.861744,0.16768,747.97998046875,,,,,,,359.20000000000005,2.9685950413223146,381,3.1487603305785123,,,,,,,,,,,,,,,,,,,"Aaron Civale","19479",650644
"Max Scherzer","TOR",4.76064,6.02901,2.30992,4.69062,24.223,15.299,0,0.6481,,89.0863,378.101,83.7062,49.46,46.43,16.7631,27.1738,0.834325,4.03909,82.5711,8.3418,2.74525,3.03863,1.6935,0.218384,0.0718691,0.14651459455490112,0.241306,1.24464,0.270418,0.702652,,,4.77868,0.857785,0.545316,614.4199829101562,,,,,,,308.1,3.461797752808989,301,3.3820224719101124,,,,,,,,,,,,,,,,,,,"Max Scherzer","3137",453286
"José Berríos","TOR",4.05406,5.2239,0.839078,4.46493,29.942,12.763,0,0.6481,,90.5859,388.252,88.3131,48.02,44.94,12.6396,30.3233,1.4601,5.26041,75.0494,7.4564,3.01272,2.47497,1.25578,0.193301,0.0781022,0.11519847065210342,0.250414,1.30966,0.285583,0.699581,,,4.47052,0.848912,0.676585,703.9099731445312,,,,,,,333.7,3.667032967032967,335,3.681318681318681,,,,,,,,,,,,,,,,,,,"Jose Berrios","14168",621244
"Matt Svanson","STL",2.58194,1.84445,0,3.54033,56.972,0,6,13.3744,,63.7568,267.807,55.4979,26.76,25.08,5.15876,22.3508,1.74069,3.44559,63.6217,8.98092,3.15507,2.8465,0.728217,0.237565,0.0834585,0.15410657227039337,0.22932,1.22103,0.29059,0.723365,,,3.40506,0.839244,0.662594,582.3499755859375,,,,,,,404.1,6.3140625,390,6.09375,,,,,,,,,,,,,,,,,,,"Matt Svanson","29629",694335
"Anthony Kay","CHW",5.29002,9.5813,3.37006,5.02461,31.029,20.511,0,0.5969,,124.738,552.942,122.61,74.41,69.64,17.8147,59.3141,1.82944,6.96067,106.509,7.68479,4.27959,1.79568,1.28535,0.192623,0.10727,0.08535315841436386,0.251938,1.45845,0.289216,0.684875,,,4.87796,0.834282,0.283968,729,,,,,,,403.8,3.2304,411,3.288,,,,,,,,,,,,,,,,,,,"Anthony Kay","20387",641743
"Josh Hader","HOU",2.3695,1.30773,0,3.13053,46.067,0,23,2.7697,,48.2985,194.269,31.6626,17.93,16.8,6.36795,16.7287,0.827146,3.08935,70.0736,13.0576,3.11725,4.18882,1.18661,0.360704,0.0861113,0.27459295839071274,0.181498,1.00192,0.258084,0.771638,,,3.17842,0.831888,0.730811,122.3499984741211,,,,,,,405.20000000000005,8.441666666666668,369,7.6875,,,,,,,,,,,,,,,,,,,"Josh Hader","14212",623352
"Randy Vásquez","SDP",7.00099,9.95788,5.9768,5.11518,28.593,23.547,0,0.6518,,127.579,560.119,136.278,77.53,72.51,19.3045,44.8779,1.13349,6.60732,82.9429,5.85117,3.16589,1.84819,1.36183,0.148081,0.080122,0.06795880943536758,0.267928,1.41995,0.287837,0.672329,,,5.01263,0.822983,0.140802,729.2999877929688,,,,,,,373.9,2.92109375,407,3.1796875,,,,,,,,,,,,,,,,,,,"Randy Vasquez","24719",681190
"Jose A. Ferrer","SEA",2.47251,1.90315,0,3.49069,61.367,0,3,16.186,,64.0446,265.92,59.1112,26.69,24.84,5.24801,16.4538,1.60797,3.80315,59.6171,8.37781,2.3122,3.62331,0.737488,0.224192,0.0618749,0.16231684386730194,0.240619,1.17988,0.297919,0.716456,,,3.28754,0.811372,0.662355,999,,,,,,,397.70000000000005,6.214062500000001,394,6.15625,,,,,,,,,,,,,,,,,,,"Jose A. Ferrer","24017",678606
"José Urquidy","PIT",3.45593,5.36724,0.802804,4.7229,26.814,11.834,0,0.6566,,81.5981,350.172,81.4137,45.69,42.82,11.955,25.7956,1.06163,3.11839,61.9797,6.83616,2.84517,2.40272,1.3186,0.176998,0.0736655,0.10333232581615448,0.253421,1.31387,0.280841,0.67998,,,4.58367,0.804515,0.340071,999,,,,,,,289.6,3.531707317073171,295,3.597560975609756,,,,,,,,,,,,,,,,,,,"Jose Urquidy","18413",664353
"Ryan Helsley","BAL",2.95298,1.80531,0,3.48968,60.073,0,29,3.4176,,62.4899,258.246,51.2099,25.89,24.23,6.76442,21.8894,1.36258,1.14684,68.2015,9.8226,3.15258,3.11573,0.974233,0.264095,0.0847619,0.1793333888053894,0.21772,1.16978,0.277362,0.741945,,,3.46548,0.800977,0.657801,85.54000091552734,,,,,,,464.0999999999999,7.48548387096774,443,7.145161290322581,,,,,,,,,,,,,,,,,,,"Ryan Helsley","18138",664854
"Kyle Freeland","COL",6.97055,12.2232,13.0489,5.80979,27.667,27.667,0,0,,159.078,703.47,193.65,110.49,102.69,31.1259,39.2841,0.630721,5.20611,116.525,6.59255,2.22254,2.96622,1.76098,0.165644,0.0558433,0.10980048403143883,0.293864,1.46428,0.317848,0.646629,,,5.05279,0.796509,-0.927852,999,,,,,,,392.9000000000002,2.4710691823899382,494,3.106918238993711,,,,,,,,,,,,,,,,,,,"Kyle Freeland","16256",607536
"Miles Mikolas","WSN",6.2717,11.4563,10.9773,5.23972,25.763,25.763,0,0,,143.252,621.662,158.366,89.33,83.4,25.2108,37.7308,0.479431,5.20627,86.9199,5.46086,2.37049,2.30369,1.5839,0.139819,0.0606934,0.07912513986229897,0.273647,1.3689,0.285378,0.663966,,,5.10866,0.778809,0.0543703,999,,,,,,,384.90000000000003,2.691608391608392,435,3.041958041958042,,,,,,,,,,,,,,,,,,,"Miles Mikolas","9803",571945
