Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",15.0466,7.3297,15.0209,2.60008,29.454,29.454,0,0,,188.89,741.343,142.076,58.59,54.57,15.771,37.0712,0.490318,7.29323,234.199,11.1588,1.76632,6.31755,0.751438,0.315911,0.0500054,0.2659059353172779,0.203845,0.948419,0.282555,0.767549,,,2.44542,6.84895,6.34148,6.880000114440918,,,,,,,1168.6000000000001,6.183068783068784,1073,5.677248677248677,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",13.3687,8.62658,14.4448,3.09006,29.891,29.891,0,0,,185.006,746.819,149.974,67.9,63.52,17.1684,47.6066,0.461888,5.10558,220.61,10.732,2.31592,4.63403,0.835191,0.2954,0.0637459,0.23165415227413177,0.216067,1.06797,0.29103,0.747245,,,2.81139,5.81217,4.95502,9.779999732971191,,,,,,,1052.9,5.691351351351352,987,5.335135135135135,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",14.3885,7.72041,15.2271,3.07982,29.348,29.348,0,0,,187.813,761.213,165.273,69.3,64.27,14.0748,44.4038,0.474978,6.01759,191.581,9.18055,2.12783,4.31451,0.674466,0.251678,0.0583329,0.1933453120291233,0.23252,1.11641,0.299322,0.738934,,,2.87464,5.21511,5.05706,25.450000762939453,,,,,,,1024,5.446808510638298,992,5.276595744680851,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Logan Webb","SFG",13.5545,9.0853,16.0811,3.26021,30.046,30.046,0,0,,194.426,796.75,177.974,75.74,70.43,15.1141,47.6201,0.823644,5.63347,191.804,8.87862,2.20434,4.02779,0.699633,0.240733,0.0597679,0.1809648461639881,0.239374,1.16031,0.303515,0.733018,,,2.99439,5.1982,4.6615,57.540000915527344,,,,,,,1010.3000000000002,5.207731958762888,997,5.139175257731959,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Garrett Crochet","BOS",13.2701,8.44333,14.6791,3.25978,29.34,29.34,0,0,,183.85,741.722,152.42,71.72,66.59,21.0646,42.288,0.531758,6.25056,218.561,10.6992,2.07012,5.16841,1.03117,0.294668,0.0570133,0.23765436932444572,0.219884,1.05906,0.289612,0.7444,,,3.03904,5.18472,4.42826,12.079999923706055,,,,,,,1002.1000000000001,5.446195652173913,941,5.114130434782608,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Chris Sale","ATL",10.8818,7.73991,12.4073,3.56021,25.583,25.583,0,0,,156.96,646.903,129.897,66.5,62.09,16.9648,42.0833,0.413145,12.0422,204.025,11.6987,2.41303,4.84812,0.972754,0.315387,0.0650535,0.2503337860107422,0.219132,1.09569,0.303754,0.711601,,,2.97503,4.49484,3.26176,39.040000915527344,,,,,,,860.7,5.482165605095542,810,5.159235668789809,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Bryan Woo","SEA",13.2067,8.43815,14.7267,3.3901,29.291,29.291,0,0,,183.446,735.533,151.11,73.8,69.1,24.3835,36.9986,0.489713,7.45971,189.43,9.2936,1.81518,5.11994,1.19627,0.257542,0.0503018,0.2072400152683258,0.218659,1.02542,0.265529,0.7424,,,3.5249,4.34586,4.13224,35.130001068115234,,,,,,,912.4,4.9857923497267755,849,4.639344262295082,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Max Fried","NYY",13.5842,7.72013,14.414,3.24991,28.699,28.699,0,0,,180.199,741.981,151.832,69.85,65.07,14.6052,55.5561,0.472399,9.40956,173.708,8.67582,2.77474,3.12672,0.729454,0.234114,0.0748753,0.1592387929558754,0.224267,1.15089,0.280799,0.735731,,,3.3424,4.25155,4.37896,49.81999969482422,,,,,,,905.3,5.029444444444445,858,4.766666666666667,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Dylan Cease","TOR",12.275,8.26232,12.3573,3.36977,29.088,29.088,0,0,,168.955,693.596,130.278,67.58,63.26,18.4902,62.4761,0.580724,4.41335,199.947,10.6509,3.32802,3.20037,0.98495,0.288275,0.0900757,0.19819963723421097,0.207877,1.14086,0.273809,0.75014,,,3.37868,4.1591,3.84737,74.19000244140625,,,,,,,893.2,5.285207100591716,813,4.810650887573964,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Jesús Luzardo","PHI",12.1161,8.92857,13.6286,3.68003,29.342,29.342,0,0,,176.012,729.128,153.321,77.68,71.97,20.8396,51.8559,0.49133,7.06884,195.04,9.97297,2.65154,3.7612,1.06559,0.267498,0.0711205,0.1963776797056198,0.228768,1.1657,0.291602,0.724408,,,3.46243,4.06483,3.2181,71.6500015258789,,,,,,,859.3000000000002,4.882386363636365,820,4.659090909090909,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Cole Ragans","KCR",10.6617,7.94314,11.4987,3.4101,26.132,26.132,0,0,,153.972,628.744,116.875,62.2,58.34,19.5259,50.4605,0.503291,7.02324,195.223,11.4112,2.94952,3.86883,1.14133,0.310497,0.080256,0.2302408069372177,0.204592,1.08679,0.273062,0.750973,,,3.36792,3.91102,3.50315,47.709999084472656,,,,,,,808.4000000000001,5.24935064935065,729,4.733766233766234,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Framber Valdez","DET",13.0411,8.73278,15.6384,3.35022,28.856,28.856,0,0,,187.51,774.575,161.453,75.37,69.8,14.4514,60.1597,0.513506,10.0702,171.414,8.22742,2.88751,2.84931,0.693632,0.2213,0.0776681,0.14363224804401398,0.229225,1.18187,0.283525,0.726201,,,3.43235,3.87912,4.3636,82.37999725341797,,,,,,,932.4,4.959574468085107,890,4.73404255319149,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Yoshinobu Yamamoto","LAD",12.9182,6.35827,12.4779,3.36023,26.497,26.497,0,0,,161.105,660.17,133.387,64.37,60.15,15.9582,51.7494,0.396702,4.13082,178.657,9.98051,2.89094,3.45234,0.891494,0.270622,0.078388,0.1922343447804451,0.220733,1.14916,0.286638,0.741831,,,3.24553,3.86638,3.7585,26.780000686645508,,,,,,,838.8000000000002,5.209937888198759,787,4.888198757763975,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Logan Gilbert","SEA",11.468,8.41193,12.4315,3.57004,27.956,27.956,0,0,,164.872,664.476,133.747,70.05,65.4,24.5348,38.9807,0.514652,6.12974,201.179,10.9819,2.12787,5.161,1.3393,0.302764,0.0586638,0.24410006031394005,0.215942,1.04765,0.277434,0.742004,,,3.45008,3.82535,3.3565,36.91999816894531,,,,,,,832.1,5.043030303030303,767,4.648484848484848,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"George Kirby","SEA",11.2746,8.64101,12.63,3.71003,27.99,27.99,0,0,,165.613,678.205,150.158,72.87,68.27,19.871,35.1418,0.445389,7.08727,161.247,8.76274,1.90973,4.58847,1.07986,0.237756,0.0518159,0.18593977019190788,0.236106,1.11887,0.286434,0.713928,,,3.51262,3.80994,3.09605,64.52999877929688,,,,,,,788.4000000000001,4.749397590361446,766,4.614457831325301,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Jacob deGrom","TEX",10.8576,7.99783,12.2077,3.44985,26.093,26.093,0,0,,157.859,633.092,124.726,64.3,60.51,20.0486,40.6965,0.451578,2.58616,175.658,10.0148,2.32023,4.31629,1.14303,0.277461,0.0642822,0.2131783813238144,0.211468,1.04791,0.265609,0.736215,,,3.38323,3.79572,3.55244,49.720001220703125,,,,,,,818.2,5.178481012658228,750,4.746835443037975,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Hunter Brown","HOU",11.792,9.44011,14.1817,3.7398,29.337,29.337,0,0,,178.999,746.283,154.487,79.2,74.38,19.7562,61.7383,0.55207,6.89257,189.385,9.52219,3.10418,3.06754,0.993333,0.253771,0.0827277,0.17104288935661316,0.227975,1.20797,0.287573,0.726668,,,3.60415,3.71533,3.30918,36.77000045776367,,,,,,,849.2000000000002,4.744134078212292,806,4.5027932960893855,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Sonny Gray","BOS",11.1391,8.96083,12.9305,3.72019,28.131,28.131,0,0,,167.798,693.008,150.329,74.57,69.36,20.0747,45.9919,0.420926,4.87834,170.995,9.17145,2.46682,3.71793,1.07672,0.246743,0.0663656,0.1803770437836647,0.234107,1.16998,0.288769,0.723776,,,3.56179,3.56824,3.01264,137.47999572753906,,,,,,,796.2,4.739285714285715,769,4.5773809523809526,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Joe Ryan","MIN",9.93436,10.1008,13.3753,4.13011,28.038,28.038,0,0,,168.533,697.792,150.662,82.68,77.34,27.0162,40.8844,0.44311,7.44434,186.658,9.96791,2.18331,4.56551,1.44272,0.267498,0.0585911,0.20890682563185692,0.231979,1.13655,0.283729,0.708195,,,3.86426,3.54283,2.23364,79.4000015258789,,,,,,,755.9,4.472781065088757,724,4.284023668639053,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Zack Wheeler","PHI",9.75778,5.63774,10.2789,3.18008,20.809,20.809,0,0,,129.846,524.393,99.4497,49.18,45.88,14.8417,37.8632,0.3221,5.27503,155.475,10.7764,2.62441,4.10624,1.02872,0.296486,0.0722039,0.2242821604013443,0.206647,1.05751,0.272106,0.756282,,,3.22298,3.50531,3.34112,112.94999694824219,,,,,,,701.1,5.393076923076923,636,4.892307692307693,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Ranger Suarez","BOS",10.8456,8.6871,13.0637,3.79003,27.025,27.025,0,0,,164.706,687.94,155.785,74.58,69.36,16.8587,44.6128,0.605341,7.34721,144.389,7.88982,2.43777,3.23649,0.921209,0.209886,0.0648499,0.14503610134124756,0.244952,1.2167,0.292641,0.711657,,,3.65889,3.24829,2.81544,183.47000122070312,,,,,,,738.3000000000001,4.474545454545455,736,4.460606060606061,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Chase Burns","CIN",7.76951,8.17114,5.00803,3.43643,27.72,22.408,0,0.6526,,124.481,507.31,99.8785,50.67,47.53,15.1333,38.1078,0.793269,2.06178,154.046,11.1376,2.7552,4.04237,1.09414,0.303653,0.0751174,0.22853516042232513,0.213808,1.10849,0.284417,0.747573,,,3.20864,3.22622,2.62332,105,,,,,,,665.0999999999999,5.3637096774193544,617,4.975806451612903,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"MacKenzie Gore","TEX",9.95715,9.24315,11.3019,3.86972,27.728,27.728,0,0,,156.36,655.535,133.794,71.93,67.23,18.8146,55.9109,0.453939,6.59125,174.703,10.0558,3.2182,3.12468,1.08296,0.266505,0.0852905,0.18121455609798431,0.225609,1.21325,0.287796,0.720933,,,3.66398,3.11451,2.54443,164.67999267578125,,,,,,,733.3000000000001,4.700641025641026,694,4.448717948717949,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Freddy Peralta","NYM",11.0778,8.91691,12.267,3.82001,28.51,28.51,0,0,,164.756,686.37,132.945,74.52,69.93,22.0222,63.5447,0.433933,7.04221,181.383,9.90829,3.47121,2.85442,1.20299,0.264265,0.0925809,0.17168406397104263,0.215897,1.19261,0.268985,0.736272,,,3.95624,3.08974,2.81417,56.54999923706055,,,,,,,753.6000000000001,4.567272727272728,688,4.16969696969697,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Kevin Gausman","TOR",11.4532,9.53362,14.5645,4.16018,28.979,28.979,0,0,,178.413,745.033,162.733,87.96,82.47,25.0231,54.483,0.617122,3.04686,174.013,8.77802,2.74838,3.19389,1.26228,0.233564,0.0731283,0.1604352816939354,0.236701,1.21749,0.281922,0.709482,,,3.97512,3.0703,2.29277,114.51000213623047,,,,,,,762.9000000000001,4.285955056179776,742,4.168539325842697,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Nick Pivetta","SDP",10.8753,8.9401,13.0877,3.84022,27.58,27.58,0,0,,166.467,684.361,140.131,76.03,71.03,25.2574,48.7767,0.661307,3.41061,169.329,9.15476,2.6371,3.47152,1.36554,0.247427,0.0712733,0.17615370452404022,0.221665,1.1348,0.262515,0.735132,,,4.01368,3.00017,2.77376,95.66000366210938,,,,,,,738.9000000000001,4.451204819277109,687,4.13855421686747,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Shohei Ohtani","LAD",9.10702,5.18718,6.96808,3.2496,21.707,21.707,0,0,,113.22,462.377,88.3555,43.79,40.88,12.6047,38.1697,0.294756,3.04576,142.381,11.3181,3.03416,3.73021,1.00196,0.307933,0.0825512,0.2253822311758995,0.20979,1.11752,0.28459,0.759885,,,3.15939,2.99229,2.7294,1.2400000095367432,,,,,,,608.5,5.384955752212389,557,4.929203539823009,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Blake Snell","LAD",9.63188,5.4375,9.28003,3.58974,21.344,21.344,0,0,,124.58,516.996,100.078,53.33,49.69,13.3118,49.4587,0.41476,2.72712,144.371,10.4298,3.57303,2.91903,0.961683,0.27925,0.0956656,0.1835847944021225,0.215309,1.20032,0.282509,0.734962,,,3.46319,2.82924,2.54651,165.0800018310547,,,,,,,637.1,5.0968,588,4.704,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Emmet Sheehan","LAD",8.94842,6.80252,2.8707,3.59078,33.341,23.163,0,0.7772,,133.517,547.634,102.508,56.92,53.27,18.5006,46.3745,1.15991,4.9328,157.588,10.6226,3.12597,3.39816,1.24707,0.287761,0.0846816,0.20307988673448563,0.206533,1.11508,0.262328,0.747774,,,3.72872,2.78151,2.5901,110.3499984741211,,,,,,,657.0999999999999,4.903731343283582,590,4.402985074626866,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Nolan McLean","NYM",10.3458,8.02156,11.686,3.78004,25.843,25.843,0,0,,152.808,642.321,135.14,68.79,64.18,16.2501,53.6531,0.436098,9.09395,150.025,8.83607,3.16003,2.7962,0.95709,0.233567,0.0835301,0.15003655850887299,0.233172,1.23549,0.287661,0.722724,,,3.78591,2.77103,2.66841,88.3499984741211,,,,,,,695.4000000000001,4.545098039215687,668,4.366013071895424,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Eury Pérez","MIA",8.29429,9.83042,9.74049,3.9798,26.743,26.743,0,0,,143.6,595.464,120.444,67.95,63.5,20.1342,45.9193,0.438315,5.74368,149.436,9.36579,2.87795,3.25432,1.26189,0.250958,0.0771153,0.17384281754493713,0.221485,1.15852,0.268043,0.712234,,,3.95589,2.75353,2.18625,80.36000061035156,,,,,,,649.6000000000001,4.511111111111112,602,4.180555555555555,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Nathan Eovaldi","TEX",9.97731,8.14081,12.301,3.79009,24.936,24.936,0,0,,153.424,630.639,132.793,68.82,64.61,19.642,41.2695,0.500766,7.52054,150.619,8.83547,2.42091,3.64965,1.15222,0.238836,0.0654407,0.17339502274990082,0.228225,1.13452,0.274912,0.718066,,,3.79004,2.73298,2.66918,134.66000366210938,,,,,,,695.4000000000001,4.545098039215687,660,4.313725490196078,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Braxton Ashcraft","PIT",7.24873,8.74996,2.86173,3.81077,36.458,22.451,0,0.6566,,133.296,558.563,124.426,60.4,56.44,12.9251,40.0215,1.38191,4.31149,124.135,8.38145,2.70221,3.10171,0.872687,0.22224,0.0716508,0.1505887731909752,0.241966,1.23371,0.295626,0.710939,,,3.53091,2.67299,2.16124,243.8300018310547,,,,,,,621.9000000000001,4.6759398496240605,616,4.631578947368421,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Jack Flaherty","DET",9.61352,9.64675,11.571,4.06972,27.772,27.772,0,0,,157.323,659.182,139.73,76.21,71.14,23.3739,49.6623,0.489657,6.31692,170.864,9.77465,2.84104,3.44052,1.33715,0.259207,0.0753394,0.18386714160442352,0.231647,1.20384,0.284514,0.72243,,,3.96191,2.67085,2.18958,211.57000732421875,,,,,,,688.9000000000001,4.387898089171975,660,4.203821656050955,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Michael King","SDP",9.98801,9.08374,11.5461,3.96024,27.396,27.396,0,0,,156.377,660.406,136.406,73.82,68.81,19.9161,57.554,0.661096,8.49213,156.32,8.99671,3.31242,2.71606,1.14624,0.236703,0.0871494,0.14955314248800278,0.2295,1.24033,0.2786,0.723397,,,4.0586,2.65515,2.33395,128.80999755859375,,,,,,,668.8000000000001,4.287179487179488,634,4.064102564102564,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Kris Bubic","KCR",8.42907,8.83394,6.17125,3.81979,29.766,23.707,0,0.663,,137.505,575.006,123.67,62.56,58.36,15.9991,41.574,1.23683,6.59133,134.283,8.78911,2.72111,3.22997,1.04717,0.233533,0.0723019,0.16123135387897491,0.234738,1.20173,0.285933,0.718847,,,3.74543,2.64798,2.25638,193.38999938964844,,,,,,,627.0000000000001,4.543478260869566,607,4.398550724637682,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Tanner Bibee","CLE",9.56098,11.009,14.1866,4.33979,28.674,28.674,0,0,,174.513,742.096,168.556,90.31,84.15,23.7117,55.129,0.52917,7.97646,154.672,7.97674,2.84312,2.80563,1.22286,0.208425,0.0742882,0.13413726538419724,0.248245,1.28177,0.289337,0.700173,,,4.21371,2.62498,1.89859,187.3000030517578,,,,,,,681.4,3.8937142857142857,684,3.9085714285714284,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Bubba Chandler","PIT",8.52769,9.84344,6.39153,4.08831,31.428,25.123,0,0.6566,,143.355,606.416,130.291,69.57,65.12,18.2642,47.7774,1.05074,6.71786,143.29,8.99593,2.99953,2.99912,1.14665,0.23629,0.0787866,0.15750349313020706,0.236069,1.24215,0.28698,0.711473,,,3.93274,2.58789,1.84813,151.8000030517578,,,,,,,623.8000000000001,4.362237762237763,606,4.2377622377622375,,,,,,,,,,,,,,,,,,,"Bubba Chandler","29868",696149
"Matthew Boyd","CHC",9.92905,9.09795,12.5859,4.29018,26.823,26.823,0,0,,159.413,671.114,152.313,81.49,75.99,23.3784,42.2296,0.435201,8.14766,143.698,8.11279,2.38416,3.40278,1.31988,0.214119,0.0629247,0.1511942818760872,0.245375,1.22037,0.284211,0.698664,,,4.18684,2.57067,1.80319,214.4499969482422,,,,,,,636.5000000000002,4.003144654088052,634,3.9874213836477987,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"David Peterson","NYM",10.4509,8.95073,12.1768,4.02013,27.616,27.616,0,0,,160.562,682.961,153.99,76.93,71.72,16.4821,56.8212,0.532197,5.79262,137.794,7.72377,3.18501,2.42504,0.923871,0.201759,0.0831984,0.1185610443353653,0.248232,1.31296,0.295036,0.713134,,,3.92312,2.56041,2.34298,485.54998779296875,,,,,,,681.2000000000002,4.231055900621119,684,4.248447204968944,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Edward Cabrera","CHC",9.12392,7.57059,9.54502,3.79018,24.314,24.314,0,0,,135.231,563.087,111.506,60.65,56.95,14.7436,50.8808,0.357309,6.81993,142.873,9.5086,3.38626,2.808,0.98123,0.253732,0.0903604,0.1633715033531189,0.220635,1.20081,0.278237,0.717741,,,3.71949,2.50741,2.34116,175.3300018310547,,,,,,,635.3,4.705925925925926,592,4.385185185185185,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Spencer Strider","ATL",9.40722,9.19838,12.3348,4.40019,26.281,26.281,0,0,,155.816,665.38,141.878,81.08,76.18,21.2225,58.456,0.53193,7.36852,164.763,9.51677,3.37645,2.81858,1.22582,0.247622,0.0878536,0.1597684547305107,0.236639,1.28571,0.291742,0.698935,,,4.05828,2.481,1.6146,107.9800033569336,,,,,,,661.9000000000001,4.242948717948718,642,4.115384615384615,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Brandon Woodruff","MIL",8.51274,8.62917,10.8014,4.17978,24.445,24.445,0,0,,141.725,591.666,128.395,70.36,65.82,21.9817,39.666,0.421088,5.16439,142.346,9.03947,2.51892,3.58863,1.39591,0.240586,0.0670412,0.17354483902454376,0.234796,1.18582,0.278199,0.711657,,,4.09164,2.45468,1.8499,140.5,,,,,,,596.3999999999999,4.199999999999999,573,4.035211267605634,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Jacob Misiorowski","MIL",9.05699,9.46872,6.29771,3.86045,30.292,25.365,0,0.621,,138.901,589.399,109.777,63.59,59.58,17.5747,64.1026,0.891268,8.04506,166.578,10.7933,4.15348,2.59862,1.13874,0.282624,0.108759,0.17386498302221298,0.212232,1.25183,0.276803,0.738835,,,3.93971,2.42524,2.22818,117.68000030517578,,,,,,,643.2000000000002,4.627338129496404,583,4.194244604316546,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Merrill Kelly","ARI",9.70852,9.62806,13.1288,4.34986,27.07,27.07,0,0,,163.164,688.1,157.122,84.14,78.86,22.3408,49.298,0.512873,3.64229,143.006,7.88808,2.71924,2.90084,1.2323,0.207827,0.0716437,0.13618311285972595,0.247374,1.26511,0.286882,0.698172,,,4.1356,2.38103,1.75107,277.54998779296875,,,,,,,654.3999999999999,4.014723926380367,656,4.024539877300613,,,,,,,,,,,,,,,,,,,"Merrill Kelly","11156",518876
"Cody Ponce","TOR",7.20936,7.85565,3.11603,4.03325,33.62,21.57,0,0.6481,,135.717,571.239,119.08,65.12,60.82,19.588,46.0827,1.52012,6.49456,157.421,10.4393,3.05595,3.41606,1.29897,0.275579,0.0806715,0.1949070617556572,0.229591,1.21696,0.291208,0.726318,,,3.85379,2.36588,1.84886,256.5799865722656,,,,,,,613.0000000000001,4.507352941176471,582,4.279411764705882,,,,,,,,,,,,,,,,,,,"Cody Ponce","17920",664074
"Reynaldo López","ATL",7.69396,8.61185,5.96808,4.28529,28.462,22.792,0,0.6465,,130.444,555.063,119.431,66.03,62.11,15.0905,49.224,0.82976,3.76878,132.414,9.13595,3.39621,2.69004,1.04117,0.238557,0.0886817,0.14987562596797943,0.237877,1.29293,0.294277,0.695629,,,3.82759,2.35825,1.44312,288.95001220703125,,,,,,,577.1,4.439230769230769,564,4.338461538461538,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Drew Rasmussen","TBR",8.72706,10.3476,10.4295,4.23978,28.227,28.227,0,0,,151.437,636.055,145.352,76.45,71.34,21.231,42.7972,0.517462,4.87806,133.531,7.93581,2.54347,3.12008,1.26178,0.209936,0.0672854,0.1426503285765648,0.247038,1.24243,0.286245,0.705057,,,4.13864,2.34242,1.80666,134.67999267578125,,,,,,,606.1000000000001,4.013907284768213,606,4.013245033112582,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Gavin Williams","CLE",9.18894,10.6796,12.2273,4.19019,28.485,28.485,0,0,,163.002,698.786,144.923,81.11,75.89,20.2274,72.2917,0.433018,5.55169,164.546,9.08523,3.99152,2.27614,1.11683,0.235474,0.103453,0.13202053308486938,0.233392,1.33259,0.285888,0.720526,,,4.16208,2.329,2.05677,143.5500030517578,,,,,,,679.2,4.166871165644172,651,3.9938650306748467,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"José Soriano","LAA",10.3051,10.2939,12.634,3.7898,29.295,29.295,0,0,,169.584,725.654,159.09,76.49,71.41,14.2197,71.6593,0.60399,8.15724,138.266,7.3379,3.80304,1.92948,0.754652,0.190539,0.0987514,0.09178794175386429,0.246331,1.36068,0.293645,0.731635,,,4.00653,2.32264,3.03638,326.82000732421875,,,,,,,708.4,4.167058823529412,704,4.141176470588236,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Mitch Keller","PIT",9.57018,11.468,14.2358,4.73993,29.775,29.775,0,0,,176.68,761.635,180.404,99.52,93.05,24.1292,56.043,0.460539,8.47794,148.849,7.5823,2.85481,2.65598,1.22913,0.195434,0.0735825,0.12185107916593552,0.258787,1.33828,0.298158,0.675629,,,4.32114,2.32024,1.03293,532.8400268554688,,,,,,,652.5999999999999,3.6870056497175137,679,3.8361581920903953,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Cade Horton","CHC",8.26121,7.5428,9.10502,4.06967,23.118,23.118,0,0,,127.868,538.04,119.684,61.83,57.82,14.7403,40.3185,0.365512,3.76526,113.088,7.95972,2.83782,2.80487,1.0375,0.210186,0.074936,0.13524959236383438,0.242296,1.25131,0.28663,0.704421,,,3.8992,2.31618,1.78115,182.1300048828125,,,,,,,544.7,4.25546875,539,4.2109375,,,,,,,,,,,,,,,,,,,"Cade Horton","31872",690990
"Zac Gallen","ARI",10.4304,10.4763,14.3536,4.40988,29.211,29.211,0,0,,176.923,754.452,169.572,92.36,86.69,23.353,61.4556,0.619586,5.06542,154.916,7.8805,3.12622,2.52078,1.18796,0.205336,0.0814573,0.12387828528881073,0.246496,1.30581,0.286895,0.699165,,,4.22782,2.30128,1.82232,222.77999877929688,,,,,,,696.9000000000001,3.9372881355932208,698,3.943502824858757,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Chad Patrick","MIL",8.4806,9.07201,9.79551,4.1702,25.871,25.871,0,0,,140.432,589.992,126.992,69.57,65.07,20.9439,43.1966,0.468419,5.71556,131.6,8.43399,2.76838,3.04654,1.34225,0.223054,0.0732156,0.14983876049518585,0.234702,1.2119,0.272944,0.714281,,,4.24462,2.30052,1.72248,295.55999755859375,,,,,,,564.5,4.0321428571428575,544,3.8857142857142857,,,,,,,,,,,,,,,,,,,"Chad Patrick","30113",694477
"Kyle Bradish","BAL",8.8654,7.80225,9.76203,3.99996,24.225,24.225,0,0,,135.519,572.601,120.716,64.39,60.23,17.593,47.8465,0.408479,7.50326,142.024,9.432,3.17755,2.96832,1.16838,0.248033,0.08356,0.16447293758392334,0.233379,1.24383,0.288346,0.72376,,,3.95208,2.29311,2.08846,73.29000091552734,,,,,,,586.4000000000001,4.311764705882354,562,4.132352941176471,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Luis Castillo","SEA",10.3315,10.1608,14.1728,4.51016,28.643,28.643,0,0,,173.668,735.168,165.504,93.04,87.03,27.492,52.0636,0.648452,7.77532,153.712,7.96584,2.6981,2.95239,1.42472,0.209085,0.0708187,0.13826598227024078,0.245071,1.25278,0.279306,0.695378,,,4.45655,2.28577,1.53554,171.25999450683594,,,,,,,651.9,3.7465517241379307,647,3.718390804597701,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Sean Manaea","NYM",7.21022,8.31135,2.9569,4.16598,35.607,21.508,0,0.7173,,131.825,553.933,116.666,65.3,61.02,20.4572,39.3671,1.53758,8.75246,147.171,10.0477,2.68768,3.73842,1.39666,0.265683,0.0710683,0.19461454451084137,0.230651,1.18364,0.284485,0.712231,,,4.0148,2.2839,1.57765,339.7799987792969,,,,,,,580.6000000000001,4.398484848484849,554,4.196969696969697,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
