Team,ShortName,ProjTeam,ProjAbbName,ProjShortName,ProjLeague,ProjTeamid,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wOBA,wRAA,wRC,wRC+,WAR,FPTS,FPTS_G,SPTS,SPTS_G,woba_sd,truetalent_sd,woba_sd_book,woba_se,total_se,q10,q20,q30,q40,q50,q60,q70,q80,q90,tt_q10,tt_q20,tt_q30,tt_q40,tt_q50,tt_q60,tt_q70,tt_q80,tt_q90,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
LAD,Dodgers,LAN,LAD,Dodgers,NL,22,31.219999313354492,111.78050231933594,132.2044677734375,29.267900466918945,17.665599822998047,5.9593000411987305,0.2727999985218048,5.370200157165527,18.02429962158203,18.14349937438965,17.887300491333008,2.6440999507904053,23.876300811767578,1.3220000267028809,0.9959999918937683,0.21870000660419464,0.6234999895095825,0.2906999886035919,0.2618336817212186,0.1353002723174755,0.18060131562788834,0.749165485572922,0.3672910263512512,0.46415429751247567,0.8314453238637269,0.20232061579125704,0.28609720969383584,0.35501054007659233,4.503390419510032,20.12436720723355,129.28794364090243,,179.43514344990254,5.747442261254259,179.43514344990254,5.747442261254259,,,,,,,,,,,,,,,,,,,,,,,,96.22000122070312,0.00980392,C,/players/will-smith/19197/stats/batting,22,NL,Will Smith,669257,19197,19197
SDP,Padres,SDN,SDP,Padres,NL,29,36.72999954223633,141.25540161132812,159.6056671142578,38.63959884643555,23.853500366210938,7.080599784851074,0.0934000015258789,7.612100124359131,21.15489959716797,23.910600662231445,16.646900177001953,3.0325000286102295,29.6919002532959,0.4787999987602234,1.0931999683380127,0.131400004029274,1.9017000198364258,0.8149999976158142,0.27354422135837675,0.10430018230546188,0.18603286957248322,0.5606545904772159,0.34968203910194917,0.48665962259679213,0.8363416616987414,0.21311540123841538,0.2953745206039431,0.3536759986709517,5.263844148962753,24.122483824087873,131.60322562807383,,220.45454305410385,6.002029561710181,220.45454305410385,6.002029561710181,,,,,,,,,,,,,,,,,,,,,,,,37.560001373291016,0.08805031,3B,/players/manny-machado/11493/stats/batting,29,NL,Manny Machado,592518,11493,11493
NYM,Mets,NYN,NYM,Mets,NL,25,24.899999618530273,100.90180206298828,110.6695327758789,29.998300552368164,19.843900680541992,6.1956000328063965,0.2102999985218048,3.748500108718872,14.447400093078613,14.817000389099121,8.355500221252441,0.8853999972343445,16.154399871826172,0.44269999861717224,0.7748000025749207,0.19460000097751617,0.8086000084877014,0.3481999933719635,0.29730193058040355,0.07549955269237003,0.1459697124098379,0.5172275223807429,0.35117963526198115,0.47432256112451715,0.8255021963864984,0.1770206305441136,0.32100540607001016,0.35334059244669264,3.619778037524976,16.696236282210375,130.93586513395138,,148.44651283323765,5.9617074340340785,148.44651283323765,5.9617074340340785,,,,,,,,,,,,,,,,,,,,,,,,93.7699966430664,0.05035971,SS,/players/bo-bichette/19612/stats/batting,25,NL,Bo Bichette,666182,19612,19612
BOS,Red Sox,BOS,BOS,Red Sox,AL,3,28.43000030517578,106.72979736328125,123.22057342529297,27.371000289916992,15.446100234985352,6.239500045776367,0.20640000700950623,5.479000091552734,16.23419952392578,17.628799438476562,13.430999755859375,0.862500011920929,30.04439926147461,2.0947000980377197,0.8321999907493591,0.13279999792575836,0.7483999729156494,0.37529999017715454,0.2564513469162977,0.10899965308149143,0.24382616008267596,0.4470383860555902,0.3485051805896588,0.4727855009601811,0.82129068154984,0.21633415404388345,0.3038926465234564,0.3529139625785388,3.9876158595326174,18.547076289758852,123.45693242738704,,164.2696548312902,5.778039151177369,164.2696548312902,5.778039151177369,,,,,,,,,,,,,,,,,,,,,,,,168.36000061035156,0.11111111,C,/players/willson-contreras/11609/stats/batting,3,AL,Willson Contreras,575929,11609,11609
ATL,Braves,ATL,ATL,Braves,NL,16,35.38999938964844,138.0561981201172,154.15823364257812,37.19260025024414,21.878599166870117,7.587800025939941,0.37299999594688416,7.3531999588012695,20.712499618530273,23.246999740600586,13.920499801635742,1.0791000127792358,38.089698791503906,0.9248999953269958,1.0506999492645264,0.20589999854564667,0.51419997215271,0.24869999289512634,0.2694018867438631,0.09030007332537919,0.24708183203380726,0.36546626104433194,0.3380137923786256,0.48955425371769146,0.8275680460963171,0.22015236697382834,0.3185791820589651,0.3527448426991949,4.967640930100964,23.18262435633437,126.75578178768095,,208.28998230397698,5.885560494383668,208.28998230397698,5.885560494383668,,,,,,,,,,,,,,,,,,,,,,,,61.09000015258789,0,3B,/players/austin-riley/18360/stats/batting,16,NL,Austin Riley,663586,18360,18360
CIN,Reds,CIN,CIN,Reds,NL,18,31.43000030517578,117.91729736328125,131.94410705566406,32.706298828125,20.19219970703125,7.1875,0.12880000472068787,5.197800159454346,16.659400939941406,18.043899536132812,11.967300415039062,0,24.019800186157227,0.791700005531311,1.0418000221252441,0.22599999606609344,1.562600016593933,0.692300021648407,0.2773664217164254,0.09069977191168034,0.18204526691005493,0.49822647658559205,0.3451712407483031,0.47274489498577416,0.8179161357340772,0.19537847326934876,0.30653041877017384,0.3527004599629914,4.247051737042157,19.837264899320406,122.31620316322953,,174.98270883262157,5.567378527953944,174.98270883262157,5.567378527953944,,,,,,,,,,,,,,,,,,,,,,,,168.8800048828125,0,1B/3B,/players/sal-stewart/31505/stats/batting,18,NL,Sal Stewart,701398,31505,31505
LAD,Dodgers,LAN,LAD,Dodgers,NL,22,41.15999984741211,161.2794952392578,185.54531860351562,41.92789840698242,25.856700897216797,7.099699974060059,0.45010000467300415,8.521400451660156,27.74139976501465,25.050800323486328,21.05940055847168,0.18549999594688416,28.256200790405273,1.298799991607666,1.2848999500274658,0.6226999759674072,4.423999786376953,1.4667999744415283,0.25997042181203794,0.11350003717136443,0.1522873279858104,0.7453019149560491,0.347637878973257,0.46808183863673625,0.8157197176099933,0.2081114168246983,0.2655803276879736,0.35267002429097205,5.967796692811095,27.89140611230023,127.68461505653816,,248.14576135277747,6.028808607208471,248.14576135277747,6.028808607208471,,,,,,,,,,,,,,,,,,,,,,,,13.149999618530273,0.14179104,OF,/players/kyle-tucker/18345/stats/batting,22,NL,Kyle Tucker,663656,18345,18345
TOR,Blue Jays,TOR,TOR,Blue Jays,AL,14,33.54999923706055,130.9571075439453,152.14553833007812,34.13740158081055,21.070499420166016,6.061299800872803,0.2468000054359436,6.758900165557861,22.06570053100586,18.42340087890625,18.485700607299805,1.6735999584197998,29.504600524902344,1.065000057220459,0.9581000208854675,0.6796000003814697,2.6191000938415527,0.9107000231742859,0.26067620323207774,0.12150011633726172,0.19392353432601112,0.6265362105715543,0.35445667525418195,0.46556541178944016,0.8200220870436221,0.20488920855736242,0.2862311850975304,0.352069219367738,4.81932503321507,22.796492996122357,127.67478022721583,,203.80896442532537,6.074782982414813,203.80896442532537,6.074782982414813,,,,,,,,,,,,,,,,,,,,,,,,94.12000274658203,0.55033557,OF,/players/george-springer/12856/stats/batting,14,AL,George Springer,543807,12856,12856
ATH,Athletics,OAK,ATH,Athletics,AL,10,29.270000457763672,113.71890258789062,124.19052124023438,34.76470184326172,23.83300018310547,7.498199939727783,0.20630000531673431,3.227299928665161,15.567500114440918,15.477999687194824,8.246299743652344,0.4968000054359436,9.643400192260742,0.9934999942779541,0.9438999891281128,0.28790000081062317,0.9140999913215637,0.4203000068664551,0.30570732791228716,0.06640039562842873,0.07765005006788345,0.8551236679226862,0.35515397383935987,0.4604115815548433,0.8155655553942032,0.15470425364255613,0.30982169690620104,0.3516523072572321,3.8917910966778937,18.56585833677737,123.96448171282213,,162.50008609741926,5.551762335361262,162.50008609741926,5.551762335361262,,,,,,,,,,,,,,,,,,,,,,,,194.4600067138672,0.008,SS,/players/jacob-wilson/33266/stats/batting,10,AL,Jacob Wilson,805779,33266,33266
NYM,Mets,NYN,NYM,Mets,NL,25,40.439998626708984,167.42120361328125,186.8155517578125,46.4359016418457,29.687999725341797,8.6628999710083,0.15119999647140503,7.933800220489502,27.57379913330078,22.324499130249023,14.870499610900879,0.3736000061035156,28.3612003326416,2.4286000728607178,1.1447999477386475,0.9503999948501587,5.25439977645874,1.8079999685287476,0.27735974081936426,0.07959990199412831,0.15181391520021328,0.5243254670637496,0.3429099933927311,0.4730738928485855,0.8159838862413166,0.1957141520292212,0.2910849736208615,0.3516310677624053,5.851066652466508,27.924763909019315,129.76478574673516,,250.00007626414296,6.182000117552626,250.00007626414296,6.182000117552626,,,,,,,,,,,,,,,,,,,,,,,,25.489999771118164,0.0125,SS,/players/francisco-lindor/12916/stats/batting,25,NL,Francisco Lindor,596019,12916,12916
