Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Spencer Horwitz","PIT",115,497,431,116,75,29,1,11,59,54,56,1,90,6,3,1,,2,1,0.26914,0.113593,0.180598,0.628982,0.358812,0.418322,0.341111,0.777134,0.149182,2.88207,0.314205,-0.340696,-0.833329,70.0454,11.3211,117.374,-1.17403,1.86572,9.059920072555542,-7.209279298782349,1.88111,738.5,,,,,,,598.8,5.206956521,598.8,5.206956521,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Vinnie Pasquantino","KCR",147,637,570,148,88,31,1,28,74,94,55,3,94,6,6,0,,1,0,0.260296,0.0856987,0.148206,0.578241,0.328219,0.466244,0.339953,0.794463,0.205947,2.39314,0.26537,-0.999794,-0.802142,89.1778,13.9114,115.708,-1.80194,-1.80404,9.991522550582886,-13.829038858413696,1.85053,76.4800033569336,,,,,,,802.5,5.459183673,802.5,5.459183673,,,,,,,,,,,,,,,,,,,"Vinnie Pasquantino","27676",686469
"Carson Kelly","CHC",94,373,330,77,51,13,1,12,42,43,35,0,76,4,3,1,,2,0,0.23336,0.0947466,0.204062,0.464302,0.312796,0.387135,0.307665,0.699932,0.153775,3.53945,0.265533,-0.573769,-0.282334,42.4405,-1.63236,98.1378,-0.856103,2.38879,-1.6793556809425354,8.738792657852173,1.84861,620.780029296875,,,,,,,378.2,4.023404255,378.2,4.023404255,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"Heliot Ramos","SFG",147,637,573,147,98,25,2,22,78,80,49,2,150,10,4,1,,6,3,0.257369,0.0773312,0.236034,0.327628,0.324786,0.425207,0.325547,0.749993,0.167838,3.89587,0.309482,-0.229171,-0.858187,81.7269,6.46047,110.988,-1.08736,-3.0443,7.208696365356445,-10.569297552108765,1.82449,219.30999755859375,,,,,,,720.9,4.904081632,720.9,4.904081632,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Ramón Laureano","SDP",128,553,498,121,73,24,2,21,68,71,41,1,150,10,3,1,,9,3,0.242417,0.0740115,0.271044,0.273061,0.310938,0.427053,0.31985,0.737992,0.184637,4.75443,0.301726,-0.464375,-0.421515,68.392,3.05075,108.431,-0.88589,0.649985,4.640118837356567,-5.275014698505402,1.81743,223.42999267578125,,,,,,,619.7,4.84140625,619.7,4.84140625,,,,,,,,,,,,,,,,,,,"Ramon Laureano","17128",657656
"Brandon Lowe","PIT",126,546,492,120,73,23,1,23,68,70,45,1,140,5,4,1,,4,1,0.243271,0.0815459,0.257272,0.316964,0.309631,0.433776,0.320868,0.743407,0.190505,3.4712,0.290907,-0.286393,-0.528447,67.9776,3.46345,103.507,-0.814839,-3.85108,1.4543088674545288,-2.301083564758301,1.77193,184.2899932861328,,,,,,,623.4,4.947619047,623.4,4.947619047,,,,,,,,,,,,,,,,,,,"Brandon Lowe","18882",664040
"Carter Jensen","KCR",99,401,356,87,55,16,3,12,46,47,40,1,104,2,3,1,,4,1,0.244751,0.099368,0.259125,0.383475,0.321835,0.411264,0.319383,0.733099,0.166513,4.74665,0.308373,0.0156526,-0.148584,49.4662,2.06133,101.538,-0.132932,0.376463,0.5944743007421494,2.6014626026153564,1.75429,999,,,,,,,438.3,4.427272727,438.3,4.427272727,,,,,,,,,,,,,,,,,,,"Carter Jensen","29478",695600
"Christian Yelich","MIL",146,630,553,141,96,24,1,20,81,80,70,5,153,5,3,0,,17,4,0.255967,0.110657,0.242609,0.456114,0.342874,0.41385,0.329749,0.756724,0.157884,4.67204,0.317188,0.807052,0.553724,82.9783,8.53896,112.228,1.36078,-0.0634986,10.491529941558838,-14.313498608767986,1.75346,126.94999694824219,,,,,,,746,5.109589041,746,5.109589041,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Nick Gonzales","PIT",102,441,403,106,70,24,4,8,49,47,28,0,90,6,4,0,,3,2,0.26391,0.0634377,0.204147,0.310746,0.318116,0.4055,0.314694,0.723616,0.14159,4.08982,0.317882,0.141079,-0.986112,52.6943,0.586747,99.277,-0.845033,0.747652,-1.2229165732860565,3.6726521849632263,1.75179,999,,,,,,,460.3,4.512745098,460.3,4.512745098,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
"Sean Murphy","ATL",94,383,335,74,42,15,0,16,43,48,37,1,104,8,2,1,,0,0,0.22156,0.097384,0.270296,0.360286,0.313028,0.415631,0.31787,0.728659,0.194071,2.07573,0.266353,-0.104853,-0.539473,46.776,1.498,102.865,-0.644326,1.74997,0.6570311188697815,2.9999672174453735,1.74167,747.9199829101562,,,,,,,408.3,4.343617021,408.3,4.343617021,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Ha-Seong Kim","ATL",96,413,360,88,62,16,1,9,47,42,44,1,74,4,3,2,,15,4,0.244392,0.106854,0.179265,0.596069,0.329897,0.367696,0.309042,0.697592,0.123304,5.1978,0.282131,0.0279135,0.71488,47.4535,-1.34563,96.818,0.742793,-0.374675,-0.8147713541984558,4.050325036048889,1.73687,744.5399780273438,,,,,,,430.8,4.4875,430.8,4.4875,,,,,,,,,,,,,,,,,,,"Ha-Seong Kim","27506",673490
"Josh Jung","TEX",128,553,515,128,85,24,1,18,60,66,30,0,140,4,3,1,,4,1,0.248306,0.0549334,0.252892,0.217221,0.293819,0.404381,0.302872,0.698201,0.156075,3.39498,0.305785,-0.688177,-0.526227,60.769,-4.57218,94.5862,-1.2144,0.416348,-4.742999196052551,2.391347974538803,1.70675,627.47998046875,,,,,,,553.1,4.32109375,553.1,4.32109375,,,,,,,,,,,,,,,,,,,"Josh Jung","26299",673962
"Nolan Schanuel","LAA",143,616,532,141,100,25,1,15,74,65,69,3,85,9,4,2,,6,1,0.265216,0.111572,0.13793,0.808902,0.356583,0.40188,0.334179,0.758463,0.136664,3.58641,0.288612,-0.865608,-0.588578,83.35,10.5648,113.569,-1.45419,-1.93729,8.397400259971619,-12.937291026115417,1.70471,581.4600219726562,,,,,,,719.4,5.03076923,719.4,5.03076923,,,,,,,,,,,,,,,,,,,"Nolan Schanuel","33189",694384
"Dylan Crews","WSN",110,476,431,105,69,18,4,14,58,53,34,0,104,8,3,1,,21,6,0.243586,0.0705482,0.219492,0.321416,0.308541,0.400254,0.309613,0.708795,0.156668,6.46964,0.288317,0.183214,0.859434,54.9127,-1.33035,97.6999,1.04265,4.14742,-0.25496137142181396,1.0474200248718262,1.70136,206.3000030517578,,,,,,,512.7,4.66090909,512.7,4.66090909,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Kerry Carpenter","DET",113,490,449,116,67,20,4,24,63,78,32,2,116,6,3,0,,2,2,0.257583,0.0649389,0.237247,0.273719,0.313967,0.481454,0.339128,0.795421,0.223872,3.99681,0.29334,-0.154284,-0.850854,68.2698,10.3725,117.905,-1.00514,-0.300204,9.335622072219849,-9.850204348564148,1.67285,235.52000427246094,,,,,,,619.2,5.479646017,619.2,5.479646017,,,,,,,,,,,,,,,,,,,"Kerry Carpenter","25961",681481
"Ryan McMahon","NYY",113,490,427,90,56,17,1,17,54,55,56,2,156,3,3,1,,3,2,0.210731,0.113368,0.318507,0.355934,0.30416,0.370641,0.297519,0.674801,0.15991,3.06761,0.285218,0.0797333,-0.900685,51.7167,-6.1806,90.622,-0.820952,3.87715,-6.236927688121796,5.627154588699341,1.66311,732.0800170898438,,,,,,,468.9,4.149557522,468.9,4.149557522,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Pedro Pagés","STL",91,358,327,74,50,14,1,10,35,39,24,1,92,3,3,2,,1,0,0.227893,0.0663,0.256802,0.258176,0.28377,0.366115,0.283353,0.649885,0.138222,2.95636,0.283249,-0.345709,-0.367359,33.7047,-8.64303,81.8388,-0.713068,2.7284,-8.427557647228241,9.728400468826294,1.64822,999,,,,,,,310.6,3.413186813,310.6,3.413186813,,,,,,,,,,,,,,,,,,,"Pedro Pages","25782",686780
"Victor Scott II","STL",133,574,509,115,85,20,3,8,64,49,46,0,123,9,4,6,,38,7,0.226341,0.0798832,0.214355,0.372667,0.299336,0.324555,0.279212,0.623891,0.0982141,6.6989,0.279603,0.270874,3.77709,52.0505,-15.772,79.0023,4.04797,5.19801,-10.23693037033081,7.24801230430603,1.64807,366,,,,,,,502.9,3.781203007,502.9,3.781203007,,,,,,,,,,,,,,,,,,,"Victor Scott II","31349",687363
"Gavin Lux","TBR",105,455,403,103,73,21,2,7,51,44,47,0,99,2,3,0,,3,1,0.256981,0.104238,0.216871,0.480646,0.336022,0.373312,0.314602,0.709334,0.116331,3.67519,0.321389,0.073092,-0.62603,54.333,0.571267,100.379,-0.552938,-0.897074,-0.3498130291700363,0.7779257297515869,1.64605,747.97998046875,,,,,,,461.8,4.398095238,461.8,4.398095238,,,,,,,,,,,,,,,,,,,"Gavin Lux","19955",666158
"Kyle Manzardo","CLE",120,518,454,109,62,23,1,23,61,71,52,2,121,6,5,0,,2,0,0.239618,0.101058,0.234195,0.43151,0.322702,0.44918,0.332336,0.771882,0.209562,3.06216,0.271599,-0.0326295,-0.523417,69.3148,8.1091,114.662,-0.556046,0.0631847,8.395754277706146,-10.236815489828587,1.63574,248.22999572753906,,,,,,,622.8,5.19,622.8,5.19,,,,,,,,,,,,,,,,,,,"Kyle Manzardo","29794",700932
"Jordan Lawlar","ARI",117,504,448,106,66,26,3,11,61,54,44,1,131,7,3,2,,18,4,0.237227,0.0866053,0.259481,0.333763,0.312155,0.382863,0.304713,0.695018,0.145636,6.37616,0.308056,0.180677,1.13743,56.1379,-3.41354,93.3392,1.31811,0.742516,-2.6606812477111816,1.79251629114151,1.62677,266,,,,,,,517.5,4.423076923,517.5,4.423076923,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Brayan Rocchio","CLE",117,504,449,107,72,24,2,10,57,51,41,0,93,7,4,3,,12,5,0.239041,0.0806929,0.185001,0.436175,0.309653,0.366522,0.298269,0.676174,0.12748,4.81035,0.278409,-0.112451,-0.36077,53.501,-6.05053,91.1946,-0.473221,0.551122,-5.703822314739227,4.201122045516968,1.62106,999,,,,,,,478,4.085470085,478,4.085470085,,,,,,,,,,,,,,,,,,,"Brayan Rocchio","23690",677587
"Christian Walker","HOU",136,588,523,121,70,23,1,26,69,79,50,2,153,9,5,1,,3,1,0.231168,0.0849528,0.260857,0.325668,0.306025,0.430496,0.317844,0.73652,0.199328,3.15717,0.271266,-0.564024,-0.621044,71.7632,2.28642,104.07,-1.18507,4.47094,1.635725975036621,-6.0790629386901855,1.61599,210.25,,,,,,,651.3,4.788970588,651.3,4.788970588,,,,,,,,,,,,,,,,,,,"Christian Walker","13419",572233
"Kyle Teel","CHW",92,373,326,81,57,14,1,10,45,40,41,0,94,3,2,1,,5,2,0.247363,0.10896,0.252213,0.432014,0.334551,0.380679,0.317309,0.71523,0.133316,3.91714,0.316803,-0.145179,-0.282476,45.3853,1.28886,102.869,-0.427655,-1.02169,0.8341721296310425,1.9033125638961792,1.61444,243.33999633789062,,,,,,,403.8,4.389130434,403.8,4.389130434,,,,,,,,,,,,,,,,,,,"Kyle Teel","33549",691019
"Cole Young","SEA",100,434,380,90,61,18,3,8,48,44,43,1,74,6,3,2,,6,3,0.23642,0.0986613,0.170301,0.579334,0.32123,0.358847,0.302166,0.680077,0.122427,4.63448,0.27262,0.0265062,-0.611264,47.4435,-3.83694,99.2261,-0.584758,0.0376232,-0.9806080162525177,1.6876231506466866,1.60064,744.8900146484375,,,,,,,418.5,4.185,418.5,4.185,,,,,,,,,,,,,,,,,,,"Cole Young","31680",702284
"Jared Triolo","PIT",120,518,454,111,78,22,3,9,58,48,55,1,118,4,3,2,,14,4,0.24476,0.105719,0.227223,0.465265,0.329358,0.363088,0.307559,0.692446,0.118328,5.38408,0.309351,-0.128876,0.454964,58.8941,-2.31156,94.3893,0.326088,-0.622166,-3.1185269355773926,1.4778346419334412,1.59539,734.9199829101562,,,,,,,525.5,4.379166666,525.5,4.379166666,,,,,,,,,,,,,,,,,,,"Jared Triolo","25807",669707
"Brandon Marsh","PHI",115,497,440,113,73,23,3,14,59,59,49,1,141,3,5,2,,10,3,0.256111,0.0980732,0.282918,0.346648,0.33078,0.415033,0.324734,0.745813,0.158922,5.08984,0.340595,0.280826,0.01837,63.437,4.71264,106.428,0.299196,-1.21643,4.085532486438751,-5.141433358192444,1.58374,616.52001953125,,,,,,,574.8,4.998260869,574.8,4.998260869,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Mike Yastrzemski","ATL",110,476,412,94,53,21,3,17,59,53,55,2,112,4,3,2,,5,2,0.22863,0.115228,0.235362,0.489576,0.323046,0.415859,0.321335,0.738906,0.187229,4.66467,0.270546,-0.0261187,-0.561326,59.4431,3.2,105.239,-0.587444,2.31965,2.368289589881897,-2.7803473472595215,1.57813,651.760009765625,,,,,,,533.1,4.846363636,533.1,4.846363636,,,,,,,,,,,,,,,,,,,"Mike Yastrzemski","14854",573262
"Eugenio Suárez","CIN",141,609,540,127,68,23,1,35,78,95,52,1,183,11,6,0,,3,1,0.23497,0.0858426,0.300795,0.285386,0.311747,0.474486,0.336321,0.786233,0.239516,3.09598,0.28038,-1.18201,-0.683757,83.462,11.5039,111.096,-1.86577,-0.00349065,6.143131613731384,-11.178489885060117,1.55783,99.44000244140625,,,,,,,764.5,5.421985815,764.5,5.421985815,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Luis García Jr.","WSN",115,497,463,126,85,24,2,15,59,64,27,1,77,2,4,0,,13,5,0.272108,0.0550223,0.155655,0.353489,0.312238,0.430204,0.319542,0.742443,0.158096,4.78136,0.295343,-0.0283398,-0.172585,61.3419,2.61753,104.502,-0.200925,-0.103943,2.450799345970154,-3.778943285346031,1.55588,256.2799987792969,,,,,,,562.3,4.889565217,562.3,4.889565217,,,,,,,,,,,,,,,,,,,"Luis Garcia Jr.","20391",671277
"Ryan O'Hearn","PIT",126,546,486,130,88,25,1,15,65,61,50,3,103,6,4,1,,3,1,0.267232,0.0922229,0.188648,0.488863,0.340627,0.4198,0.330708,0.760427,0.152568,3.46671,0.308272,-0.520252,-0.711715,72.3394,7.82532,110.247,-1.23197,-0.447884,5.399049162864685,-8.397883385419846,1.55175,278.9800109863281,,,,,,,632.1,5.016666666,632.1,5.016666666,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn","16442",656811
"Adolis García","PHI",141,609,556,134,78,27,1,28,75,88,41,1,160,6,5,1,,13,4,0.241169,0.0672191,0.262641,0.255936,0.298064,0.441971,0.317583,0.740034,0.200802,4.26308,0.285033,0.0259936,0.0562975,74.1967,2.2387,101.529,0.0822911,0.176363,1.1859421581029892,-6.348637104034424,1.5448,215.6199951171875,,,,,,,696.1,4.936879432,696.1,4.936879432,,,,,,,,,,,,,,,,,,,"Adolis Garcia","19287",666969
"Sal Stewart","CIN",117,504,454,120,76,25,0,18,65,69,40,0,96,5,4,0,,8,2,0.26385,0.0797134,0.189659,0.4203,0.327993,0.440001,0.332961,0.767994,0.176152,3.82824,0.295377,0.0245409,0.00163243,67.6969,8.14543,108.794,0.0261733,1.66453,5.279174031689763,-7.035474538803101,1.53591,172.47999572753906,,,,,,,604.3,5.164957264,604.3,5.164957264,,,,,,,,,,,,,,,,,,,"Sal Stewart","31505",701398
"Brooks Lee","MIN",138,595,547,135,92,25,2,16,63,68,39,1,101,3,5,1,,4,1,0.247685,0.0656888,0.168978,0.388742,0.299421,0.389497,0.299658,0.688918,0.141812,3.41059,0.273942,-0.492294,-0.530452,63.832,-6.47186,90.2091,-1.02275,-3.86659,-7.888858675956726,2.4084115028381348,1.53453,524.02001953125,,,,,,,574.1,4.160144927,574.1,4.160144927,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Brett Baty","NYM",100,434,391,98,64,15,1,17,52,55,36,0,106,3,2,1,,5,1,0.249389,0.0837513,0.244725,0.342226,0.316768,0.4239,0.322021,0.740668,0.174511,3.9811,0.298007,-0.0946075,-0.24025,54.4396,3.15915,109.481,-0.334857,0.684012,4.541810572147369,-4.315987944602966,1.50042,294.57000732421875,,,,,,,490.5,4.905,490.5,4.905,,,,,,,,,,,,,,,,,,,"Brett Baty","26123",683146
"Ke'Bryan Hayes","CIN",125,539,494,121,88,20,2,10,55,53,37,1,108,4,3,1,,12,3,0.24422,0.0678305,0.200414,0.338452,0.300214,0.355123,0.288222,0.655337,0.110904,4.92333,0.291591,0.178461,0.190627,52.8198,-10.8673,78.1466,0.369088,8.30515,-13.591455399990082,10.230150938034058,1.49083,999,,,,,,,484.4,3.8752,484.4,3.8752,,,,,,,,,,,,,,,,,,,"Ke'Bryan Hayes","18577",663647
"Parker Meadows","DET",97,420,373,86,55,15,5,11,51,46,39,1,104,3,3,2,,11,3,0.231044,0.0937918,0.247571,0.378848,0.306377,0.385505,0.302442,0.691882,0.154461,6.70663,0.288482,0.309785,0.504224,46.007,-3.6192,92.6337,0.814009,1.39996,-2.832430124282837,2.8999606370925903,1.48591,999,,,,,,,422.5,4.355670103,422.5,4.355670103,,,,,,,,,,,,,,,,,,,"Parker Meadows","23800",678009
"Samuel Basallo","BAL",107,445,402,96,55,20,0,21,53,62,36,2,110,4,3,0,,2,1,0.239295,0.0809038,0.247231,0.32724,0.306669,0.447596,0.323998,0.754265,0.208301,2.58443,0.274478,-0.0128106,-0.621606,56.5592,3.95538,109.178,-0.634417,-1.61578,4.181565165519714,-4.665777802467346,1.48444,169.02999877929688,,,,,,,512,4.785046728,512,4.785046728,,,,,,,,,,,,,,,,,,,"Samuel Basallo","28824",694212
"Connor Norby","MIA",117,504,458,112,72,23,2,15,62,59,36,0,135,5,4,1,,9,3,0.244923,0.0718653,0.26819,0.267964,0.30446,0.402674,0.307811,0.707134,0.157751,4.65621,0.311082,-0.267225,-0.219207,57.4056,-2.14586,95.1046,-0.486433,0.27411,-3.4106812179088593,0.9241095781326294,1.46119,728.7999877929688,,,,,,,520,4.444444444,520,4.444444444,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Garrett Mitchell","MIL",89,385,341,81,53,16,3,9,46,43,37,0,115,3,2,2,,14,3,0.238494,0.0959152,0.298843,0.320955,0.317332,0.385353,0.309185,0.702684,0.146859,6.42909,0.329488,0.0871932,0.698636,44.2811,-1.20966,98.1416,0.785829,0.361934,-0.0621829628944397,1.43693408370018,1.45118,692.6799926757812,,,,,,,398.9,4.482022471,398.9,4.482022471,,,,,,,,,,,,,,,,,,,"Garrett Mitchell","27555",669003
"Carson Williams","TBR",110,476,427,89,54,15,3,17,56,57,40,0,165,4,3,2,,13,5,0.209398,0.0843688,0.346553,0.243451,0.282348,0.379584,0.289637,0.661932,0.170185,5.85932,0.291754,-0.101818,-0.106309,47.1927,-9.05039,83.1815,-0.208126,2.23202,-9.643646612763405,7.33202338218689,1.43969,743.97998046875,,,,,,,434.5,3.95,434.5,3.95,,,,,,,,,,,,,,,,,,,"Carson Williams","30038",700246
"Daylen Lile","WSN",133,574,524,140,93,26,10,11,67,64,38,0,103,7,4,1,,15,6,0.267287,0.0662433,0.178777,0.370536,0.322663,0.418533,0.321568,0.741196,0.151247,6.62887,0.311195,0.610843,-0.26823,71.7896,3.96707,105.889,0.342613,-1.67918,4.349170625209808,-9.429175853729248,1.43413,206.4600067138672,,,,,,,642.5,4.830827067,642.5,4.830827067,,,,,,,,,,,,,,,,,,,"Daylen Lile","29995",695734
"Chase DeLauter","CLE",115,497,444,110,71,24,1,15,59,56,47,0,90,2,4,1,,3,2,0.248595,0.09435,0.182043,0.518283,0.320136,0.404746,0.316776,0.724882,0.156151,2.85413,0.279258,-0.03249,-0.932514,60.2256,1.50127,103.943,-0.965004,0.468766,1.3448023200035095,-4.456234246492386,1.43181,999,,,,,,,535.4,4.655652173,535.4,4.655652173,,,,,,,,,,,,,,,,,,,"Chase DeLauter","32127",800050
"Josh Smith","TEX",117,504,440,107,74,22,2,10,59,46,48,1,95,10,3,2,,9,3,0.244304,0.0958924,0.187963,0.510167,0.331531,0.370191,0.311486,0.701722,0.125887,4.63616,0.288283,-0.0170135,-0.173436,58.9096,-0.641873,100.521,-0.190449,-5.10486,0.11879752576351166,-3.654855489730835,1.41302,454.54998779296875,,,,,,,511.1,4.368376068,511.1,4.368376068,,,,,,,,,,,,,,,,,,,"Josh Smith","26396",669701
"Salvador Perez","KCR",151,618,572,144,89,26,1,27,65,89,31,5,129,11,4,0,,0,0,0.251052,0.0493978,0.208502,0.236918,0.299499,0.442488,0.316218,0.741987,0.191436,1.64849,0.27702,-2.15442,-0.812398,74.6083,1.58681,99.3576,-2.96681,-2.51545,-3.434755504131317,-1.4904522895812988,1.40358,91.4000015258789,,,,,,,695.3,4.604635761,695.3,4.604635761,,,,,,,,,,,,,,,,,,,"Salvador Perez","7304",521692
"Dylan Beavers","BAL",86,371,321,79,51,15,2,11,47,43,43,1,86,2,3,2,,10,3,0.246159,0.116864,0.230928,0.50606,0.337552,0.406849,0.326755,0.744401,0.16069,5.07119,0.299212,-0.0235145,0.0360766,47.9631,4.12659,111.077,0.0125621,-0.499128,4.856324452906847,-3.9741282165050507,1.39671,453.32000732421875,,,,,,,425.3,4.945348837,425.3,4.945348837,,,,,,,,,,,,,,,,,,,"Dylan Beavers","31695",687637
"Jac Caglianone","KCR",105,455,411,105,65,19,1,20,56,62,35,2,97,6,3,0,,3,1,0.254821,0.0762679,0.214244,0.355987,0.320159,0.450285,0.331693,0.770444,0.195464,3.45596,0.286209,0.0334713,-0.520647,60.647,6.88528,110.018,-0.487175,-1.23955,4.885303109884262,-6.91455340385437,1.39463,173.6999969482422,,,,,,,551.7,5.254285714,551.7,5.254285714,,,,,,,,,,,,,,,,,,,"Jac Caglianone","35041",695506
"Yoán Moncada","LAA",105,455,405,97,60,20,2,15,51,54,42,1,124,5,2,0,,1,0,0.239424,0.0924726,0.273454,0.338165,0.317692,0.407555,0.316532,0.725248,0.168131,3.28761,0.30681,-0.29795,-0.530231,55.0462,1.28441,101.413,-0.828181,-2.42578,-0.07060301303863525,-2.000783085823059,1.39032,744.9500122070312,,,,,,,491.5,4.68095238,491.5,4.68095238,,,,,,,,,,,,,,,,,,,"Yoan Moncada","17232",660162
"Tyler O'Neill","BAL",100,434,381,90,53,16,1,21,56,59,44,2,123,5,4,0,,5,1,0.235467,0.101843,0.283961,0.358653,0.319682,0.443493,0.328719,0.763175,0.208026,3.94281,0.286449,0.0226461,-0.114145,56.7997,5.51926,112.43,-0.0914991,-1.18147,6.266720026731491,-7.631474614143372,1.38867,514.9400024414062,,,,,,,526.2,5.262,526.2,5.262,,,,,,,,,,,,,,,,,,,"Tyler O'Neill","15711",641933
"Agustín Ramírez","MIA",122,500,454,111,66,25,1,19,63,65,37,2,98,6,3,0,,12,3,0.243736,0.0742579,0.195644,0.379555,0.306676,0.426554,0.316514,0.73323,0.182817,4.88003,0.270233,-0.379941,0.514838,60.4587,1.40351,101.066,0.134897,-3.80258,0.766503319144249,-4.3275837898254395,1.38175,85.11000061035156,,,,,,,567.8,4.65409836,567.8,4.65409836,,,,,,,,,,,,,,,,,,,"Agustin Ramirez","26546",682663
"Davis Schneider","TOR",75,322,274,60,34,12,1,12,40,39,42,0,92,4,2,1,,4,1,0.219811,0.129115,0.284264,0.45421,0.327894,0.407231,0.323534,0.735125,0.18742,4.45326,0.278364,-0.121609,-0.0817604,40.7864,2.73961,108.018,-0.203369,1.22126,2.8396291583776474,-0.42873501777648926,1.38057,999,,,,,,,358.1,4.774666666,358.1,4.774666666,,,,,,,,,,,,,,,,,,,"Davis Schneider","23565",676914
"Nolan Gorman","STL",123,532,472,104,60,19,0,24,63,69,54,1,171,2,4,1,,4,1,0.22038,0.101026,0.320651,0.315065,0.300456,0.41561,0.310396,0.716066,0.19523,3.07551,0.284681,-0.941269,-0.506279,61.7111,-1.14876,100.364,-1.44755,0.508952,-1.2180072665214539,-2.9910483360290527,1.38027,667.530029296875,,,,,,,563.9,4.584552845,563.9,4.584552845,,,,,,,,,,,,,,,,,,,"Nolan Gorman","22263",669357
"Marcell Ozuna","PIT",122,525,453,112,69,19,0,23,63,70,65,1,128,3,4,0,,0,0,0.246321,0.124454,0.244007,0.510043,0.342701,0.440762,0.340871,0.783463,0.194441,1.43963,0.290612,-0.703457,-0.880887,73.8893,11.8565,117.209,-1.58434,0,9.123791575431824,-13.125,1.37771,369.7300109863281,,,,,,,649.5,5.323770491,649.5,5.323770491,,,,,,,,,,,,,,,,,,,"Marcell Ozuna","10324",542303
"Jose Trevino","CIN",71,282,261,63,44,12,1,7,29,29,16,0,42,2,2,1,,1,0,0.240373,0.0559193,0.149794,0.373308,0.285686,0.367124,0.285011,0.65281,0.12675,2.77902,0.261955,-0.160352,-0.34951,26.8613,-6.4119,75.9464,-0.509862,3.20321,-8.537851750850677,8.703206539154053,1.35526,999,,,,,,,254,3.577464788,254,3.577464788,,,,,,,,,,,,,,,,,,,"Jose Trevino","16725",624431
"Josh Lowe","LAA",118,511,463,116,73,26,2,16,61,58,41,2,137,3,3,1,,22,4,0.250679,0.0794645,0.268461,0.296001,0.312541,0.416479,0.315103,0.72902,0.1658,5.94785,0.320357,-0.216294,2.08493,61.2283,0.849671,100.428,1.86864,-1.09809,2.126632899045944,-6.473088622093201,1.35475,301.32000732421875,,,,,,,586.4,4.969491525,586.4,4.969491525,,,,,,,,,,,,,,,,,,,"Josh Lowe","19953",666139
"Jesús Sánchez","TOR",97,420,379,93,58,19,2,15,51,52,36,1,102,3,2,0,,9,2,0.245924,0.0847368,0.242597,0.34929,0.313509,0.424374,0.319722,0.737883,0.17845,5.02442,0.295371,-0.0599418,0.243084,51.8995,2.27326,105.392,0.183142,0.537966,2.852127358317375,-4.162033557891846,1.34498,613.4000244140625,,,,,,,477.8,4.925773195,477.8,4.925773195,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Bryan Reynolds","PIT",149,644,576,146,94,30,3,19,73,76,56,2,158,8,4,0,,5,2,0.252719,0.0866584,0.244847,0.353929,0.324923,0.414091,0.321899,0.739013,0.161372,3.90707,0.31339,-0.0243736,-0.738341,80.718,4.62443,104.213,-0.762715,-3.4328,2.453047215938568,-10.832797527313232,1.3348,204.7100067138672,,,,,,,720.2,4.833557046,720.2,4.833557046,,,,,,,,,,,,,,,,,,,"Bryan Reynolds","19326",668804
"Jo Adell","LAA",141,609,554,130,72,24,1,33,73,93,42,1,164,10,3,1,,9,4,0.235271,0.0686338,0.268705,0.255424,0.29856,0.462245,0.326041,0.760805,0.226974,4.09633,0.27012,-0.140841,-0.676604,78.3787,6.4207,107.963,-0.817445,-7.72887,4.898110449314117,-13.053868770599365,1.31011,119.66000366210938,,,,,,,721.4,5.116312056,721.4,5.116312056,,,,,,,,,,,,,,,,,,,"Jo Adell","20220",666176
"Cedric Mullins","TBR",110,476,424,95,60,20,1,14,55,53,43,0,108,4,4,2,,20,4,0.225109,0.089979,0.227528,0.395464,0.299721,0.380398,0.298518,0.680119,0.155289,5.61443,0.265733,-0.307174,1.37679,50.6248,-5.61822,89.2992,1.06961,0.0255004,-4.933743953704834,1.3255003299564123,1.30703,324.8800048828125,,,,,,,471.1,4.282727272,471.1,4.282727272,,,,,,,,,,,,,,,,,,,"Cedric Mullins","17929",656775
