Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",149,644,517,147,78,25,1,43,111,111,115,24,158,6,5,1,,9,2,0.285289,0.179145,0.245869,0.72862,0.418361,0.588343,0.415881,1.0067,0.303054,3.85147,0.325684,-1.05884,-0.3749,129.858,53.7643,172.157,-1.43373,2.62933,53.33550298213959,-4.57066798210144,7.25705,1.8600000143051147,,,,,,,1163.1,7.806040268,1163.1,7.806040268,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",157,679,616,177,104,37,7,29,104,95,49,6,117,7,6,1,,33,10,0.287809,0.0720544,0.172461,0.417801,0.344055,0.512129,0.361915,0.856184,0.224321,6.97416,0.311751,1.69436,1.59245,107.165,26.9357,130.837,3.28681,7.02273,27.964963674545288,14.297733306884766,6.71505,3.0799999237060547,,,,,,,997.7,6.35477707,997.7,6.35477707,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Cal Raleigh","SEA",159,637,550,127,63,23,0,41,88,103,78,11,171,5,4,1,,8,2,0.230465,0.122086,0.268418,0.454838,0.329743,0.493663,0.34746,0.823406,0.263198,3.26146,0.252091,-1.31604,-0.308807,93.1183,17.8046,130.427,-1.62485,4.7388,21.233572006225586,11.888797760009766,6.36877,18.350000381469727,,,,,,,871.9,5.483647798,871.9,5.483647798,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Shohei Ohtani","LAD",157,679,575,162,81,28,5,48,129,119,94,16,164,5,4,2,,26,6,0.282115,0.137747,0.241232,0.571014,0.384687,0.598948,0.407475,0.983635,0.316833,6.78446,0.311302,0.0704774,1.74709,132.281,52.0519,165.227,1.81756,0,54.3097208738327,-16.975000381469727,6.1311,1.2400000095367432,,,,,,,1222.7,7.787898089,1222.7,7.787898089,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Juan Soto","NYM",159,686,548,149,86,24,1,38,114,102,128,9,120,4,4,2,,23,5,0.272206,0.186837,0.175546,1.06432,0.410569,0.528415,0.400164,0.938984,0.256209,4.79233,0.282405,-0.570734,1.0859,129.573,48.5168,163.011,0.515164,-7.17124,51.74673926830292,-14.72123908996582,6.12329,4.679999828338623,,,,,,,1144.6,7.198742138,1144.6,7.198742138,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Gunnar Henderson","BAL",156,672,590,161,95,33,5,29,102,89,70,4,141,6,4,1,,23,5,0.273194,0.104659,0.209134,0.50044,0.35432,0.490071,0.361641,0.844391,0.216877,6.25139,0.311803,1.29987,1.33552,105.911,26.5087,135.109,2.63539,-2.11649,30.44309949874878,5.083509206771851,6.00122,12.34000015258789,,,,,,,966.1,6.192948717,966.1,6.192948717,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Julio Rodríguez","SEA",159,686,625,169,105,30,2,32,96,101,48,5,151,9,4,1,,26,7,0.270511,0.0703345,0.219584,0.320309,0.330156,0.476941,0.344943,0.807097,0.20643,5.58275,0.308221,0.500728,1.54076,98.8165,17.7603,128.693,2.04149,6.53717,25.240963459014893,8.787170886993408,5.89721,9.529999732971191,,,,,,,921.4,5.794968553,921.4,5.794968553,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Fernando Tatis Jr.","SDP",156,672,586,158,96,30,2,30,105,86,75,4,131,6,3,1,,26,6,0.269948,0.112003,0.194757,0.575093,0.357639,0.481703,0.360883,0.839342,0.211755,5.65212,0.299147,0.535383,1.65236,105.497,26.0947,136.54,2.18774,6.76074,31.290380477905273,-0.6392602920532227,5.42346,14.079999923706055,,,,,,,954.8,6.12051282,954.8,6.12051282,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Ronald Acuña Jr.","ATL",151,651,548,157,97,26,2,31,115,84,92,4,133,7,3,2,,26,6,0.285822,0.140824,0.204131,0.68987,0.393474,0.511844,0.389298,0.905318,0.226022,5.71114,0.324068,1.1668,1.55001,117.219,40.2981,151.796,2.71681,-4.10219,42.680826902389526,-11.877188682556152,5.36758,5.420000076293945,,,,,,,1039,6.880794701,1039,6.880794701,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Francisco Lindor","NYM",151,651,576,150,94,29,1,26,97,81,57,2,119,11,5,2,,23,5,0.261204,0.0880548,0.182081,0.483602,0.336992,0.452408,0.341434,0.789399,0.191204,5.29808,0.284593,-0.458417,1.59291,91.9206,14.9999,122.78,1.13449,3.62246,18.710659384727478,10.097458839416504,5.16341,25.670000076293945,,,,,,,831.9,5.509271523,831.9,5.509271523,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Mookie Betts","LAD",151,651,567,155,97,31,3,24,95,90,73,3,77,4,5,1,,9,2,0.273986,0.111962,0.117696,0.951283,0.357969,0.467903,0.356027,0.825872,0.193917,4.45685,0.277654,-0.226291,-0.239654,99.6334,22.7127,129.984,-0.465945,-3.05484,22.668914318084717,3.920161008834839,4.93637,59.0099983215332,,,,,,,876.1,5.801986754,876.1,5.801986754,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Kyle Tucker","LAD",151,651,555,149,86,28,2,33,101,99,88,6,95,3,3,2,,22,4,0.268407,0.134808,0.146649,0.919252,0.36972,0.505122,0.373596,0.874842,0.236715,5.37164,0.269771,0.0249932,1.66779,108.919,31.9987,142.019,1.69278,-0.575392,34.113611936569214,-7.550392031669617,4.93373,13.220000267028809,,,,,,,985.8,6.528476821,985.8,6.528476821,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"José Ramírez","CLE",157,679,602,165,99,34,3,29,95,96,66,20,80,5,6,0,,32,7,0.273401,0.0977005,0.117303,0.832892,0.34695,0.48361,0.347209,0.83056,0.210209,5.88774,0.271721,-0.0724456,2.31889,99.0573,18.8282,124.907,2.24645,1.61227,22.179306983947754,2.237273335456848,4.88917,6.079999923706055,,,,,,,964.5,6.143312101,964.5,6.143312101,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Alejandro Kirk","TOR",125,495,435,118,84,19,0,15,52,63,50,2,60,4,5,0,,1,0,0.272261,0.10177,0.120724,0.842998,0.349611,0.422447,0.336507,0.772058,0.150185,1.73826,0.282838,-1.32341,-0.760899,67.8583,9.41752,116.955,-2.08431,5.86283,7.799227476119995,14.587827205657959,4.88055,158.9499969482422,,,,,,,585.8,4.6864,585.8,4.6864,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Corbin Carroll","ARI",147,637,553,143,78,26,12,27,104,87,68,3,133,9,5,2,,34,7,0.258549,0.1068,0.209238,0.510425,0.346616,0.493909,0.358803,0.840525,0.23536,8.21453,0.292019,2.14544,2.93842,98.9265,23.66,130.392,5.08386,4.83022,28.029467582702637,-1.7947821617126465,4.85246,14.420000076293945,,,,,,,921.4,6.26802721,921.4,6.26802721,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Vladimir Guerrero Jr.","TOR",157,679,590,173,106,33,0,34,98,105,78,9,92,6,5,0,,5,2,0.29369,0.114411,0.135859,0.842132,0.379322,0.521395,0.382494,0.900717,0.227705,2.7568,0.298101,-0.398813,-0.963541,118.51,38.2808,148.634,-1.36235,-1.26722,37.558151721954346,-13.592215299606323,4.84307,18.299999237060547,,,,,,,1050,6.687898089,1050,6.687898089,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Elly De La Cruz","CIN",156,672,598,157,95,31,6,25,97,89,66,6,173,4,3,1,,41,11,0.26226,0.0982061,0.257854,0.38086,0.33793,0.459205,0.341344,0.797134,0.196944,7.38593,0.32816,1.68633,2.67195,94.8365,15.4345,114.537,4.35827,0.927093,15.93624496459961,7.877092361450195,4.72387,8.529999732971191,,,,,,,897.4,5.752564102,897.4,5.752564102,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Pete Crow-Armstrong","CHC",149,644,591,150,88,30,5,26,88,92,35,1,155,9,6,4,,34,9,0.253593,0.054373,0.24032,0.226253,0.302594,0.455901,0.324248,0.758495,0.202308,7.10214,0.29748,0.812078,2.15345,81.9458,5.85219,109.497,2.96553,11.9331,10.214674234390259,14.233111143112183,4.69347,32.709999084472656,,,,,,,780.3,5.236912751,780.3,5.236912751,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Geraldo Perdomo","ARI",159,686,581,155,106,30,4,15,93,76,83,1,89,8,6,6,,22,6,0.266052,0.12166,0.129034,0.942853,0.362654,0.408202,0.33985,0.770856,0.14215,5.71034,0.288577,0.337154,0.647126,95.9802,14.9241,117.409,0.98428,0.443377,15.138966262340546,7.7933767437934875,4.68138,76.68000030517578,,,,,,,835.8,5.256603773,835.8,5.256603773,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Junior Caminero","TBR",154,665,610,165,96,29,1,39,89,117,46,1,127,4,5,0,,6,2,0.270397,0.0688869,0.190652,0.361322,0.322972,0.513247,0.355393,0.836219,0.24285,3.31613,0.279664,-0.0620062,-0.365618,101.434,22.8587,128.478,-0.427624,-1.57279,21.89306452870369,0.2022111415863037,4.60237,16.65999984741211,,,,,,,926.2,6.014285714,926.2,6.014285714,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Ketel Marte","ARI",147,637,554,152,91,31,3,27,94,84,70,6,104,7,5,2,,6,1,0.27357,0.109412,0.16265,0.672683,0.359048,0.486678,0.361685,0.845727,0.213108,4.4272,0.290446,-0.0857746,-0.428883,100.417,25.1506,132.367,-0.514657,-0.212885,23.921499848365784,-0.13788487017154694,4.60169,32.060001373291016,,,,,,,897.6,6.106122448,897.6,6.106122448,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Patrick Bailey","SFG",133,525,473,108,74,20,2,11,53,53,41,0,137,3,5,2,,3,0,0.22791,0.0785849,0.260481,0.301692,0.291181,0.349063,0.282263,0.640243,0.121153,3.8127,0.293518,-0.333101,-0.38541,48.8888,-13.1203,81.3374,-0.718511,12.1732,-12.32655930519104,22.42320728302002,4.57303,747.1199951171875,,,,,,,442.3,3.325563909,442.3,3.325563909,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"William Contreras","MIL",152,610,531,143,94,29,1,20,80,77,71,4,116,4,4,0,,6,2,0.270084,0.11667,0.189735,0.614911,0.357744,0.439943,0.34646,0.797687,0.169859,3.57738,0.309414,-0.513625,-0.699922,88.6203,16.5441,123.676,-1.21355,-0.068014,15.903550624847412,7.481986157596111,4.49899,55.79999923706055,,,,,,,778.4,5.121052631,778.4,5.121052631,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Wyatt Langford","TEX",149,644,558,144,87,29,2,25,90,80,75,3,145,6,4,1,,22,6,0.257458,0.116811,0.225886,0.517126,0.349025,0.453384,0.347033,0.802409,0.195925,5.2642,0.302413,0.53987,0.926022,93.8593,17.7657,125.007,1.46589,4.5251,20.44693160057068,1.22509765625,4.48512,39.849998474121094,,,,,,,846.9,5.683892617,846.9,5.683892617,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Trea Turner","PHI",149,644,591,167,114,30,4,19,92,73,42,1,118,6,4,2,,28,5,0.282596,0.0657175,0.183243,0.358635,0.334488,0.442474,0.336223,0.776962,0.159877,6.51006,0.323321,1.41708,2.55108,88.2074,12.1138,114.298,3.96815,0.198051,14.881693363189697,7.098051533102989,4.44095,26.3799991607666,,,,,,,815.8,5.475167785,815.8,5.475167785,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Yordan Alvarez","HOU",130,560,476,140,81,28,1,30,81,88,71,11,97,7,6,0,,3,1,0.294402,0.126975,0.172739,0.735069,0.390518,0.544774,0.393341,0.935293,0.250373,3.23364,0.311261,-0.742561,-0.853226,102.672,36.5034,156.077,-1.59579,-0.0978609,35.41650700569153,-11.897860184311867,4.37825,33.08000183105469,,,,,,,913.8,7.029230769,913.8,7.029230769,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Corey Seager","TEX",131,567,495,133,81,26,0,26,77,78,63,11,103,5,4,0,,3,0,0.268256,0.110845,0.182,0.60904,0.353912,0.478585,0.353466,0.832497,0.210329,2.54973,0.288953,-0.870398,-0.588998,85.5988,18.6034,129.439,-1.4594,0.593381,18.214000821113586,4.918381035327911,4.36338,94.87000274658203,,,,,,,779.3,5.948854961,779.3,5.948854961,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Matt Chapman","SFG",156,672,582,141,81,31,2,27,91,81,77,1,165,8,4,1,,9,3,0.241528,0.114351,0.245946,0.464943,0.335905,0.438669,0.336893,0.774573,0.197141,4.38987,0.288895,-0.0778461,-0.43161,92.4082,13.0062,118.761,-0.509456,3.38718,14.433197319507599,5.78717827796936,4.35626,164.55999755859375,,,,,,,826.4,5.297435897,826.4,5.297435897,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Bo Bichette","NYM",152,658,608,177,122,34,1,19,81,86,42,1,107,4,4,1,,6,3,0.290788,0.0635864,0.162797,0.390586,0.33844,0.446886,0.33949,0.785325,0.156098,3.39326,0.324298,0.260937,-1.211,91.8703,14.1225,121.448,-0.950058,4.26072,15.77641075849533,4.860724091529846,4.35124,94.25,,,,,,,807.1,5.309868421,807.1,5.309868421,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Jackson Merrill","SDP",146,630,577,156,97,29,5,24,80,87,42,2,121,4,5,2,,7,3,0.269651,0.0664568,0.191573,0.346901,0.32072,0.462245,0.335084,0.782964,0.192593,4.7858,0.301318,1.02521,-0.72007,85.7072,11.2678,118.867,0.305141,4.79645,14.392894327640533,6.846453428268433,4.31755,70.1500015258789,,,,,,,777.7,5.326712328,777.7,5.326712328,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Zach Neto","LAA",154,665,595,152,88,34,1,28,94,85,46,4,159,18,4,3,,28,9,0.255004,0.0689783,0.23928,0.288274,0.32513,0.458875,0.336697,0.784006,0.203871,5.66364,0.299872,0.47352,0.9591,91.3396,12.7647,115.304,1.43262,-1.38573,13.427334666252136,5.739274501800537,4.30274,30.649999618530273,,,,,,,843.7,5.478571428,843.7,5.478571428,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Willy Adames","SFG",157,679,596,141,85,28,1,27,84,85,72,2,166,4,5,1,,12,4,0.236396,0.106658,0.244006,0.43711,0.321044,0.422304,0.322829,0.743348,0.185908,4.17569,0.279379,0.0837802,-0.162873,85.6175,5.38839,109.127,-0.0790929,2.09548,7.265905946493149,9.370484113693237,4.0134,131.00999450683594,,,,,,,773.9,4.929299363,773.9,4.929299363,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Adley Rutschman","BAL",141,566,495,126,79,27,1,19,68,68,64,2,89,3,4,0,,1,0,0.254536,0.112556,0.157424,0.714986,0.340383,0.426523,0.33383,0.766906,0.171987,2.50048,0.274344,-0.369172,-0.819479,76.4781,9.55359,115.951,-1.18865,2.77147,9.459827780723572,8.846467971801758,4.00813,151.0500030517578,,,,,,,676.1,4.79503546,676.1,4.79503546,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Nico Hoerner","CHC",154,665,607,171,128,30,3,9,79,65,43,1,62,10,4,1,,27,7,0.281196,0.0640458,0.0929927,0.688718,0.336181,0.387188,0.317836,0.723369,0.105992,5.53546,0.298673,0.776233,1.56303,81.1559,2.58102,105.105,2.33927,7.68854,6.362796783447266,10.163535356521606,3.95449,102.81999969482422,,,,,,,730,4.74025974,730,4.74025974,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Bryce Harper","PHI",154,665,574,157,91,37,0,29,90,95,81,8,143,5,5,0,,11,3,0.273537,0.121584,0.215225,0.564915,0.365441,0.49219,0.365792,0.857631,0.218654,3.47408,0.314071,0.1699,-0.292829,107.048,28.4735,134.554,-0.122929,0.517829,27.111192800104618,-11.457171559333801,3.86524,47.7400016784668,,,,,,,955.6,6.205194805,955.6,6.205194805,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Gabriel Moreno","ARI",112,443,394,110,77,20,1,11,53,54,42,2,75,4,3,0,,4,2,0.279145,0.0946715,0.169755,0.557696,0.351191,0.421441,0.336472,0.772632,0.142295,3.55739,0.31814,0.298677,-0.814845,60.8213,8.43021,115.095,-0.516168,5.28835,7.416750073432922,13.01335334777832,3.81927,180.82000732421875,,,,,,,529.1,4.724107142,529.1,4.724107142,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Dansby Swanson","CHC",159,686,619,149,98,27,2,22,82,80,58,1,174,4,4,1,,16,4,0.241008,0.0852612,0.253943,0.33575,0.30852,0.398275,0.30818,0.706796,0.157268,4.90793,0.298214,0.758538,0.537947,78.3409,-2.71533,98.4905,1.29648,6.66172,0.06921064853668213,14.011716365814209,3.77577,150.61000061035156,,,,,,,717.1,4.510062893,717.1,4.510062893,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Steven Kwan","CLE",154,665,593,166,125,27,3,11,86,60,61,1,61,5,4,3,,19,5,0.279327,0.0913315,0.092185,0.990741,0.349313,0.390396,0.326277,0.739709,0.111069,5.09138,0.294656,0.600889,0.500224,85.7137,7.13884,110.489,1.10111,4.4348,9.321807384490967,4.609803080558777,3.76713,169.82000732421875,,,,,,,755.5,4.905844155,755.5,4.905844155,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Alex Bregman","CHC",156,672,584,146,93,29,1,23,87,82,74,2,96,9,5,1,,3,1,0.25008,0.109718,0.142995,0.767285,0.340526,0.421199,0.332768,0.761725,0.171119,3.03966,0.26227,-0.637295,-1.06066,90.1572,10.7552,115.334,-1.69796,0.904023,10.514922618865967,3.30402272939682,3.70131,119.19999694824219,,,,,,,791.5,5.073717948,791.5,5.073717948,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Maikel Garcia","KCR",154,665,598,161,111,33,5,13,87,69,57,0,100,2,5,3,,27,7,0.26927,0.0851697,0.150207,0.567014,0.331688,0.404282,0.321641,0.735971,0.135012,6.102,0.301935,0.582,1.30105,83.2108,4.63591,103.094,1.88305,6.17723,4.30793821811676,8.652225971221924,3.66774,65.11000061035156,,,,,,,758.7,4.926623376,758.7,4.926623376,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Austin Riley","ATL",156,672,608,159,95,31,2,30,88,93,51,1,174,8,5,0,,3,1,0.261247,0.0758558,0.258829,0.293073,0.323959,0.469979,0.340663,0.793938,0.208731,3.29314,0.314583,-0.0774272,-0.931822,94.4651,15.0631,118.48,-1.00925,-2.64074,13.709009647369385,-0.6407421827316284,3.62451,61.849998474121094,,,,,,,845.6,5.42051282,845.6,5.42051282,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Masyn Winn","STL",149,644,586,150,103,30,2,15,82,66,45,0,114,6,4,2,,13,4,0.255454,0.0703883,0.177501,0.396551,0.312805,0.388697,0.307068,0.701502,0.133244,4.9251,0.292813,0.967215,-0.141998,72.9633,-3.13027,98.0848,0.825217,7.6352,-0.6365835070610046,14.535202503204346,3.61415,340.8500061035156,,,,,,,659.9,4.42885906,659.9,4.42885906,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Jeremy Peña","HOU",141,609,557,151,104,28,2,17,76,69,35,1,109,11,4,2,,16,5,0.270704,0.0582178,0.178302,0.326512,0.32472,0.421361,0.323967,0.746081,0.150657,5.12693,0.306927,0.619179,0.430824,77.3532,5.39519,108.288,1.05,0.478705,6.998648524284363,7.003705412149429,3.57717,118.41999816894531,,,,,,,695.4,4.931914893,695.4,4.931914893,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Nick Kurtz","ATH",143,616,534,139,74,28,1,36,97,99,73,3,173,4,4,1,,3,1,0.26099,0.118859,0.280159,0.424257,0.35203,0.52064,0.371127,0.87267,0.25965,3.66808,0.314436,0.106151,-0.774296,101.829,29.0439,137.38,-0.668145,-1.62449,26.470881640911102,-12.87449312210083,3.56028,19,,,,,,,903.6,6.318881118,903.6,6.318881118,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Freddie Freeman","LAD",151,651,568,161,98,37,2,24,89,91,69,8,121,9,5,0,,8,2,0.283742,0.106201,0.18614,0.570545,0.367134,0.482215,0.363,0.849349,0.198472,4.1316,0.320745,-0.73061,-0.38121,103.319,26.3984,134.761,-1.11182,-0.897077,25.708741903305054,-12.572076916694641,3.56002,66.7699966430664,,,,,,,921.5,6.102649006,921.5,6.102649006,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Byron Buxton","MIN",130,560,502,125,66,25,5,29,85,76,44,3,153,9,4,1,,17,2,0.248645,0.077812,0.273901,0.284088,0.317056,0.488944,0.342156,0.805999,0.240298,7.02922,0.296554,0.744922,1.89127,79.3993,13.231,119.484,2.6362,0.407918,15.496153116226196,0.007918566465377808,3.55826,72.62000274658203,,,,,,,757.3,5.825384615,757.3,5.825384615,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Michael Harris II","ATL",133,574,540,149,96,27,4,22,70,77,24,1,110,5,4,2,,18,5,0.275223,0.0415544,0.191938,0.216499,0.309451,0.459994,0.329038,0.769445,0.184771,5.7277,0.308204,0.493457,0.784354,75.2709,7.44839,110.516,1.27781,5.18973,8.431648850440979,7.239732980728149,3.55725,99.72000122070312,,,,,,,709.5,5.334586466,709.5,5.334586466,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Pete Alonso","BAL",157,679,597,158,85,34,1,38,89,111,61,5,152,14,7,0,,2,1,0.264028,0.0902864,0.224511,0.402146,0.342735,0.514996,0.363501,0.857731,0.250968,2.62359,0.289383,-1.25459,-1.02747,108.039,27.8097,136.39,-2.28206,-2.74566,26.84023904800415,-15.470659971237183,3.5543,24.450000762939453,,,,,,,975.3,6.21210191,975.3,6.21210191,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Riley Greene","DET",151,651,584,154,91,30,3,29,85,98,58,2,176,5,4,0,,3,2,0.26401,0.0884687,0.270984,0.326473,0.332744,0.476976,0.347061,0.80972,0.212966,3.55237,0.326208,0.00497869,-1.0126,94.8947,17.974,123.371,-1.00762,2.37828,16.924200534820557,-4.896714687347412,3.52301,77.9000015258789,,,,,,,844.2,5.590728476,844.2,5.590728476,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Jacob Wilson","ATH",143,616,568,168,118,35,1,14,75,78,34,1,48,8,3,2,,6,2,0.294753,0.0555481,0.0776592,0.71528,0.341661,0.431733,0.336037,0.773394,0.13698,3.59661,0.301738,0.0529405,-0.848535,84.279,11.4938,113.207,-0.795595,-2.31985,8.793358147144318,4.180150508880615,3.49655,193.58999633789062,,,,,,,743.4,5.198601398,743.4,5.198601398,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Roman Anthony","BOS",146,630,536,142,89,31,3,19,92,70,83,1,156,5,4,2,,9,4,0.265621,0.131777,0.246927,0.533667,0.366983,0.440847,0.35329,0.80783,0.175226,4.89326,0.337513,0.336996,-0.757939,95.0195,20.5802,123.716,-0.420943,3.34839,17.18885549902916,-4.901605844497681,3.47564,51.7599983215332,,,,,,,814.7,5.580136986,814.7,5.580136986,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Manny Machado","SDP",149,644,583,153,98,29,0,26,80,91,53,4,127,3,4,0,,9,2,0.263058,0.0827578,0.196717,0.420694,0.325355,0.447753,0.332122,0.773108,0.184695,3.49737,0.292607,-0.442259,-0.131219,86.0632,9.96964,116.838,-0.573478,-0.0908054,12.278738915920258,-0.3908054307103157,3.40844,37.41999816894531,,,,,,,781.8,5.246979865,781.8,5.246979865,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Matt Olson","ATL",159,686,595,151,85,33,1,32,91,97,81,4,165,5,4,0,,1,0,0.253269,0.117895,0.240942,0.48931,0.345512,0.473244,0.351852,0.818755,0.219974,2.47257,0.295336,-0.845693,-0.964933,102.665,21.6088,126.144,-1.81063,2.96145,19.446170806884766,-9.288554668426514,3.37437,48.779998779296875,,,,,,,912.7,5.740251572,912.7,5.740251572,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Carlos Correa","HOU",131,567,509,134,90,25,1,18,66,67,50,2,115,4,4,0,,0,0,0.262523,0.0889462,0.203667,0.436724,0.331199,0.420481,0.326831,0.751679,0.157958,2.12597,0.305557,-0.024963,-0.918607,73.3374,6.34194,110.261,-0.94357,4.7487,5.913660824298859,7.173700332641602,3.33565,281.4200134277344,,,,,,,650.8,4.967938931,650.8,4.967938931,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Will Smith","LAD",126,500,428,109,68,21,1,19,67,67,58,3,97,8,5,0,,2,1,0.255441,0.116548,0.19398,0.600826,0.351964,0.444418,0.344969,0.796382,0.188977,3.14095,0.283972,-0.815522,-0.787914,72.092,12.9659,122.409,-1.60344,-0.011211,11.686957597732544,9.138788596726954,3.3268,96.91999816894531,,,,,,,626.6,4.973015873,626.6,4.973015873,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Cody Bellinger","NYY",143,616,554,146,94,25,3,24,82,89,51,3,90,4,7,0,,11,3,0.263756,0.0826723,0.146675,0.563642,0.325918,0.448195,0.331996,0.774113,0.184439,4.92529,0.273416,0.186172,0.0484937,82.2583,9.47317,114.372,0.234665,5.65589,10.669073536992073,0.6058893203735352,3.32277,80.13999938964844,,,,,,,756.3,5.288811188,756.3,5.288811188,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Kevin McGonigle","DET",122,525,459,117,71,28,3,15,72,62,55,0,72,3,5,2,,10,4,0.255275,0.105075,0.13744,0.76452,0.336329,0.428022,0.332858,0.764352,0.172748,4.91609,0.270526,-0.0732131,-0.613845,70.4738,8.44103,113.587,-0.687059,1.46868,7.719918072223663,6.593681335449219,3.31321,999,,,,,,,617.3,5.059836065,617.3,5.059836065,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","sa3022895",805808
"Xander Bogaerts","SDP",141,609,546,144,103,27,1,13,69,64,51,2,107,5,6,1,,16,3,0.264502,0.0839605,0.175994,0.477063,0.3302,0.390659,0.315478,0.720859,0.126158,4.69292,0.30411,0.389226,0.921541,73.1561,1.19809,105.436,1.31077,-0.250472,5.234771966934204,6.274528414011002,3.25056,239.72000122070312,,,,,,,656.6,4.656737588,656.6,4.656737588,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Rafael Devers","SFG",159,686,589,149,85,31,1,31,92,95,85,11,166,7,5,1,,2,1,0.252589,0.124413,0.24177,0.514593,0.351104,0.4686,0.349777,0.819703,0.21601,2.7736,0.296575,-0.599459,-1.03523,101.509,20.453,127.587,-1.63469,1.08178,20.795138955116272,-12.16821563243866,3.21776,60.150001525878906,,,,,,,909.4,5.719496855,909.4,5.719496855,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
