Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
COL,Rockies,0,0,1,1,0,0,,2.74127,12,3,2,2,0,2,1,0,0,5.74446,1.52744,5.36241,3.38672,1.58336,1.17597,0.14035,0.0886401,0.05170941352844238,,0.301243,0.329738,0.617553,4.91411,13.48539319038391,4.919397355144503,14.7063467502594,5.364794506596397,0.0189263,-0.00311907,0,999,19,NL,Adam Laskey,669445,sa3014851,sa3014851
,,0,0,1,1,0,0,,3.41089,15,3,2,2,1,3,2,0,0,4.85949,1.43477,7.55081,4.03607,1.87083,1.37335,0.1905,0.101826,0.08867362141609192,,0.252628,0.286241,0.692007,4.94045,5.140604400634765,1.5071141705204412,4.054462432861328,1.1886808068042656,0.0188857,0.0176205,0,999,-1,,Matt Manning,666159,20369,20369
,,0,0,1,1,0,0,,4.57529,20,5,3,3,1,3,1,0,0,5.03073,1.39556,5.76469,2.54105,2.26863,1.54341,0.143799,0.0633858,0.08041291683912277,,0.269831,0.284201,0.679412,5.06948,11.55712985992432,2.5259896901264134,12.876439094543457,2.814345152523055,0.0188615,-0.0204352,0,999,-1,,Collin Wiles,621079,15106,15106
CIN,Reds,0,0,1,1,0,0,,3.08667,13,3,2,2,1,3,1,0,0,5.02557,1.3374,7.30972,3.79766,1.92479,1.48216,0.195856,0.101755,0.09410187602043152,,0.248995,0.278092,0.657284,5.0627,5.741332721710205,1.8600430482006685,5.433332920074463,1.7602590925150108,0.0188551,0.00369199,0,999,18,NL,Sheng-En Lin,806823,sa3022820,sa3022820
,,0,0,1,1,0,0,,4.1468,19,5,3,2,1,3,2,0,0,5.15405,1.48316,6.88135,3.47471,1.98041,1.40602,0.171067,0.08638,0.08468752354383469,,0.271986,0.302257,0.678303,4.94475,5.386330890655518,1.2989121681858842,7.734007358551025,1.8650536832575688,0.0188514,-0.037586,0,999,-1,,Alex Wood,622072,13781,13781
SDP,Padres,0,0,1,1,0,0,,4.47997,20,5,3,2,1,3,2,0,0,4.87884,1.3937,6.2714,3.12808,2.00487,1.39055,0.159006,0.0793101,0.0796964094042778,,0.262393,0.284359,0.68084,4.93642,7.851746082305912,1.752635317150762,9.399828433990479,2.0981920601960433,0.0187071,-0.0263383,0,999,29,NL,Sean Boyle,682044,sa3007618,sa3007618
MIN,Twins,0,0,1,1,0,0,,3.52519,14,3,2,2,1,2,1,0,0,5.02567,1.32254,5.98731,3.16836,1.88972,1.31439,0.163201,0.0863626,0.07683835178613663,,0.263812,0.287521,0.637378,4.89578,6.986412143707278,1.981853601738218,5.6259541511535645,1.5959289644428591,0.0186648,0.0182969,0,999,8,AL,Spencer Bengard,675248,sa3023092,sa3023092
COL,Rockies,0,0,1,1,0,0,,4.25786,18,5,3,3,1,3,1,0,0,5.81433,1.44995,5.37323,3.06536,1.75289,1.47686,0.142145,0.0810919,0.06105291098356247,,0.290912,0.309692,0.610006,5.23455,9.208140659332276,2.1626233555256347,11.289284229278564,2.6514006078590286,0.0186374,0.00479243,0,999,19,NL,Blake Adams,687060,sa3020174,sa3020174
,,0,0,1,1,0,0,,3.35116,15,4,2,2,1,2,1,0,0,5.01101,1.4393,6.04736,2.68883,2.24907,1.41047,0.149726,0.0665724,0.08315341174602509,,0.275372,0.296942,0.681351,4.86636,3.0985967159271244,0.924633597639578,4.755808591842651,1.4191522198928541,0.0185518,0.0134179,0,999,-1,,Matt Andriese,542882,12022,12022
,,0,0,1,1,0,0,,4.98326,22,6,3,3,1,3,2,0,0,5.36451,1.47587,5.59548,3.28419,1.70376,1.33854,0.142476,0.0836241,0.05885155498981476,,0.281222,0.302586,0.650688,5.06478,8.976142787933354,1.8012582555798642,11.91631269454956,2.391267287546173,0.0184914,0.0189559,0,999,-1,,Grant Gambrell,669183,sa3011129,sa3011129
CLE,Guardians,0,0,1,1,0,0,,4.53472,19,4,3,2,1,3,2,0,0,4.91708,1.41961,6.52937,4.05273,1.6111,1.21374,0.170066,0.105559,0.06450734287500381,,0.257432,0.28725,0.668575,4.93918,10.856931114196778,2.3941787159156083,9.673602104187012,2.1332301016256787,0.0184318,-0.0221468,0,999,5,AL,Yorman Gómez,691414,sa3015931,sa3015931
NYM,Mets,0,0,1,1,0,0,,3.49677,15,4,2,2,1,3,1,0,0,4.72254,1.36923,6.5721,3.1511,2.08566,1.36678,0.167352,0.0802393,0.08711231499910355,,0.256992,0.281259,0.688312,4.84272,6.176129055023194,1.7662361673180593,7.483870983123779,2.1402214047299792,0.0184313,0.0130893,0,999,25,NL,Brandon Waddell,663399,18347,18347
MIN,Twins,0,0,1,1,0,0,,3.26316,14,3,2,2,0,3,2,0,0,4.74339,1.43853,8.24365,4.87656,1.69047,1.22234,0.212695,0.12582,0.08687476813793182,,0.241634,0.286133,0.6912,4.85533,16.347368049621583,5.009677382587269,16.315789222717285,5,0.0184071,0.00234162,0,999,8,AL,Dasan Hill,815598,sa3067070,sa3067070
TEX,Rangers,0,0,1,1,0,0,,4.59666,20,5,3,3,1,3,1,0,0,5.17947,1.39306,5.64823,2.90619,1.94351,1.43529,0.146028,0.075136,0.07089190930128098,,0.272413,0.289899,0.653528,5.06101,11.715253257751467,2.5486470275685837,12.98327922821045,2.8245053935285127,0.018396,-0.0192042,0,999,13,AL,Josh Stephan,695776,sa3015286,sa3015286
CHW,White Sox,0,0,1,1,0,0,,2.81177,12,3,2,2,0,2,1,0,0,4.84201,1.39881,7.1521,4.23022,1.69072,1.26295,0.187338,0.110804,0.07653407007455826,,0.249596,0.282991,0.674676,4.93238,14.00712947845459,4.981598170372061,15.058871269226074,5.355647327886461,0.0183257,-0.0255003,0,999,4,AL,Ben Peoples,687239,sa3011784,sa3011784
BAL,Orioles,0,0,1,1,0,0,,3.48194,15,3,2,2,0,3,2,0,0,4.5315,1.39731,8.43598,4.62946,1.82224,1.29147,0.216023,0.118548,0.09747478365898132,,0.234096,0.274799,0.708266,4.82817,17.966345643997194,5.159868597685793,17.409693002700806,5,0.0182621,0.0112592,0,999,2,AL,Juan Nuñez,693725,sa3015464,sa3015464
MIL,Brewers,0,0,1,1,0,0,,2.34312,10,2,1,1,0,2,1,0,0,4.28161,1.3162,8.01923,4.04379,1.9831,1.22433,0.210707,0.106251,0.10445530712604523,,0.232442,0.270443,0.707612,4.61939,13.139106369018556,5.607520079839085,12.715612411499023,5.426780933371647,0.0182409,0.047065,0,999,23,NL,Brian Fitzpatrick,702153,sa3020265,sa3020265
HOU,Astros,0,0,1,1,0,0,,2.16075,10,2,1,1,0,2,1,0,0,4.1396,1.45454,9.04315,5.33729,1.69433,0.999872,0.226317,0.133573,0.09274417161941528,,0.227294,0.280592,0.732999,4.51828,11.789556407928469,5.456231254508794,11.803754329681396,5.462802082259811,0.0182128,0.0327562,0,999,21,AL,Alimber Santa,695001,sa3015478,sa3015478
TEX,Rangers,0,0,1,1,0,0,,3.24242,14,3,2,2,0,3,2,0,0,4.74281,1.40167,7.7976,4.28347,1.82039,1.32129,0.200965,0.110396,0.09056860208511353,,0.24466,0.281145,0.690636,4.89328,16.193927097320557,4.994391290517604,16.21211290359497,5,0.0182061,-0.0031283,0,999,13,AL,Josh Trentadue,815048,sa3023010,sa3023010
,,0,0,1,1,0,0,,2.17305,9,2,1,1,0,2,1,0,0,4.81939,1.42021,7.08295,3.75714,1.8852,1.11968,0.18488,0.0980692,0.08681076020002365,,0.264565,0.305109,0.670398,4.57829,11.880535936355592,5.467228597168025,11.865226984024048,5.460183667340947,0.0182018,0.0383523,0,999,-1,,Manuel Medina,686859,sa3011728,sa3011728
SFG,Giants,0,0,1,1,0,0,,4.43667,19,4,3,2,1,3,2,0,0,4.82064,1.43649,6.66513,3.80419,1.75205,1.17847,0.170313,0.0972078,0.07310497015714645,,0.261591,0.293894,0.679452,4.77454,10.131353187561034,2.2835492999526026,9.18334674835205,2.069874048431006,0.0181131,-0.0249503,0,999,30,NL,Joe Whitman,802126,sa3023131,sa3023131
COL,Rockies,0,0,1,1,0,0,,2.59546,11,2,1,1,0,2,1,0,0,4.56999,1.33323,7.28906,3.52584,2.06733,1.27622,0.191454,0.0926096,0.09884459525346756,,0.248382,0.281701,0.686192,4.67829,15.006433534622193,5.781792228943802,13.977319955825806,5.38528756453719,0.0181089,0.0607942,0,999,19,NL,TJ Shook,669298,sa3014915,sa3014915
TBR,Rays,0,0,1,1,0,0,,2.44,10,2,1,1,0,2,1,0,0,4.72579,1.30116,6.60695,3.38936,1.94932,1.28292,0.179122,0.0918892,0.08723241835832596,,0.251562,0.279428,0.660542,4.78927,13.856000423431396,5.678688564956651,13.200000286102295,5.409836055962702,0.0180505,0.052256,0,999,12,AL,Jacob Kisting,827526,sa3035468,sa3035468
HOU,Astros,0,0,1,1,0,0,,4.40929,20,5,3,2,1,4,2,0,0,4.93393,1.472,7.4198,4.04817,1.83288,1.38481,0.183915,0.100342,0.0835728570818901,,0.256788,0.28921,0.694925,4.99224,9.328720092773441,2.115698332335527,11.046432495117188,2.5052653071111926,0.0180012,-0.0276445,0,999,21,AL,J.P. France,641585,21212,21212
CLE,Guardians,0,0,1,1,0,0,,4.35809,18,4,3,2,1,3,2,0,0,4.94038,1.32595,6.3292,3.55548,1.78012,1.32965,0.171555,0.0963724,0.07518254220485687,,0.254545,0.27909,0.649082,4.97572,9.54988660812378,2.1912995155249426,8.790463924407959,2.01704377541076,0.0179338,-0.0322498,0,999,5,AL,Dylan DeLucia,690626,sa3024964,sa3024964
ATH,Athletics,0,0,1,1,0,0,,3.9965,16,4,3,2,1,3,1,0,0,5.32526,1.36759,5.76999,2.94895,1.95663,1.36967,0.155609,0.0795294,0.07607997208833694,,0.277517,0.300525,0.624784,4.94946,9.874098348617553,2.4706865757476417,9.98249888420105,2.4978104445419502,0.0179331,-0.0461045,0,999,10,AL,Domingo Robles,660781,sa872881,sa872881
STL,Cardinals,0,0,1,1,0,0,,5.0664,21,5,3,3,1,4,2,0,0,5.06007,1.35776,6.22692,3.72868,1.67001,1.24458,0.169649,0.101586,0.06806305795907974,,0.260881,0.288978,0.638816,4.93468,14.19134979248047,2.801072488604244,14.331993103027344,2.828832505349643,0.0178964,0.0128396,0,999,28,NL,Ixan Henderson,809100,sa3022953,sa3022953
TOR,Blue Jays,0,0,1,1,0,0,,5.32479,23,6,3,3,1,3,2,0,0,5.30475,1.4118,4.77442,3.00324,1.58976,1.33689,0.124413,0.0782592,0.04615382105112076,,0.277591,0.290057,0.637984,5.14563,11.50342483520508,2.160353932089227,13.62393569946289,2.558587853661647,0.0178763,0.0260449,0,999,14,AL,Grant Rogers,814804,sa3023522,sa3023522
TEX,Rangers,0,0,1,1,0,0,,2.64839,11,2,2,1,0,2,1,0,0,4.79638,1.26535,7.24026,3.52714,2.05273,1.35127,0.201979,0.0983956,0.1035836711525917,,0.246387,0.279224,0.647559,4.79183,15.398065233230593,5.814129168868131,14.241935968399048,5.377588293126636,0.0178715,-0.0381722,0,999,13,AL,Dalton Pence,701717,sa3039663,sa3039663
CHC,Cubs,0,0,1,1,0,0,,4.90566,21,5,3,3,1,3,2,0,0,5.13623,1.41861,5.51523,3.00637,1.83452,1.28826,0.142469,0.0776601,0.06480856984853745,,0.27664,0.297491,0.652833,4.91278,11.001895713806153,2.2426935751237522,11.528307914733887,2.3500006512493585,0.0178338,0.00428496,0,999,17,NL,Connor Noland,690939,sa3020834,sa3020834
HOU,Astros,0,0,1,1,0,0,,3.36672,15,3,2,2,1,3,2,0,0,4.48276,1.45117,8.53284,4.46419,1.9114,1.34569,0.207795,0.108714,0.09908138960599899,,0.238052,0.276399,0.730491,4.83364,4.813706541061401,1.4297924054433686,3.833585500717163,1.138671705013124,0.0177766,0.00421837,0,999,21,AL,Glenn Otto Jr.,657248,21366,21366
,,0,0,1,1,0,0,,4.0934,18,4,3,2,1,3,1,0,0,5.04936,1.40198,6.22153,2.86067,2.17485,1.53777,0.15619,0.0718165,0.08437369018793106,,0.266975,0.285517,0.678726,5.06917,10.591170597076415,2.5873764821069636,10.467007160186768,2.557043899546682,0.0177601,-0.0337947,0,999,,,Max Castillo,666721,21956,21956
BAL,Orioles,0,0,1,1,0,0,,4.07271,17,4,2,2,1,3,2,0,0,4.94878,1.36317,7.4979,4.19216,1.78855,1.33507,0.201417,0.112615,0.088802769780159,,0.247849,0.28381,0.659978,4.94397,7.438022518157959,1.8263098251123424,7.363528728485107,1.8080188425753503,0.0177346,0.0478925,0,999,2,AL,Patrick Reilly,694345,sa3023038,sa3023038
SFG,Giants,0,0,1,1,0,0,,4.57391,19,5,3,2,1,3,2,0,0,4.89244,1.41127,6.69142,3.76081,1.77925,1.20028,0.174588,0.0981242,0.07646330446004868,,0.262007,0.295074,0.667617,4.78303,8.546956920623781,1.8686312438941222,9.869565486907959,2.1577947103013275,0.0177095,-0.0169893,0,999,30,NL,Greg Farone,805661,sa3031164,sa3031164
,,0,0,1,1,0,0,,2.93999,13,3,2,2,0,2,1,0,0,4.81622,1.44149,6.12666,2.89351,2.11738,1.33601,0.150055,0.0708682,0.07918674498796463,,0.268789,0.291089,0.694682,4.81288,14.955913972854614,5.087065684172796,15.699941873550415,5.340137399386354,0.017639,-0.0105991,0,999,-1,,Beau Sulser,676641,23420,23420
MIA,Marlins,2,1,0,28,0,1,,28,121,25,14,12,4,29,11,,1,4.00611,1.29822,9.18517,3.54807,2.58878,1.22036,0.236166,0.0912267,0.14493940025568008,,0.233092,0.282281,0.732641,4.18617,119.00000000000006,4.250000000000002,114,4.071428571428571,0.0176123,0.00577674,0,999,20,NL,Michael Petersen,656848,20827,20827
MIN,Twins,0,0,1,1,0,0,,4.54667,20,5,3,3,1,3,2,0,0,5.36824,1.45964,5.62476,3.27739,1.71624,1.30079,0.145472,0.0847621,0.06070961058139801,,0.282029,0.305302,0.642782,4.99972,8.345333003997805,1.8354838164997758,9.733333110809326,2.1407624353556156,0.0175833,-0.0160819,0,999,8,AL,Cole Peschl,828497,sa3039760,sa3039760
LAD,Dodgers,0,0,1,1,0,0,,3.74995,16,3,2,2,0,3,2,0,0,4.89462,1.50733,7.65867,5.3507,1.43134,1.11922,0.195706,0.136729,0.058976635336875916,,0.246844,0.289595,0.685051,5.00066,19.949648904800416,5.31997368334217,18.749762773513794,5,0.0175783,0.0345837,0,999,22,NL,Wyatt Crowell,694573,sa3023662,sa3023662
,,0,0,1,1,0,0,,4.72982,21,5,3,3,1,3,2,0,0,5.28882,1.48844,5.19308,3.07845,1.68691,1.31512,0.129818,0.0769561,0.052862100303173065,,0.282747,0.300259,0.659417,5.05156,9.700680446624755,2.0509611352983192,10.649108409881592,2.251482006279769,0.0174936,-0.0114985,0,999,-1,,David Buchanan,571527,11176,11176
,,2,2,0,34,0,0,,34,147,32,18,16,4,32,14,,2,4.34998,1.36769,8.44118,3.78865,2.22801,1.1861,0.21644,0.097145,0.11929544806480408,,0.245109,0.291802,0.709768,4.38516,135.20000000000005,3.9764705882352955,134,3.9411764705882355,0.017488,-0.02279,0,744.97998046875,-1,,Liam Hendriks,521230,3548,3548
NYY,Yankees,0,0,1,1,0,0,,3.85179,16,3,2,2,1,3,2,0,0,4.86296,1.39371,7.37994,4.61716,1.59837,1.27735,0.19542,0.122262,0.07315830886363983,,0.242532,0.276761,0.672423,5.03464,8.403266811370848,2.181650784651009,6.2589640617370605,1.6249482686797574,0.0173925,0.0347001,0,999,9,AL,Trent Sellers,815587,sa3023454,sa3023454
CHW,White Sox,2,2,0,33,0,1,,33,143,32,17,16,5,30,12,,2,4.2717,1.32853,8.20011,3.32888,2.46333,1.24678,0.210259,0.0853559,0.12490334361791611,,0.244853,0.286199,0.71403,4.36808,121.50000000000004,3.681818181818183,122,3.696969696969697,0.0173653,-0.024726,0,999,4,AL,Tyler Gilbert,656457,17964,17964
COL,Rockies,0,0,1,1,0,0,,3.72828,16,4,3,2,1,2,1,0,0,5.90742,1.47915,5.45982,3.23456,1.68796,1.43416,0.144259,0.0854635,0.058795757591724396,,0.294745,0.316645,0.60685,5.21201,5.889291906356812,1.579625901779633,6.641413450241089,1.7813599456845897,0.0173076,-0.0265575,0,999,19,NL,Victor Juarez,692589,sa3016226,sa3016226
BOS,Red Sox,3,2,0,46,0,4,,46,201,44,24,22,5,41,21,,2,4.30161,1.4167,8.09717,4.16169,1.94564,1.00796,0.205898,0.105825,0.10007288306951523,,0.247509,0.296176,0.710108,4.33365,193.50000000000003,4.2065217391304355,194,4.217391304347826,0.0173023,0.00815154,0,743.6199951171875,3,AL,Tommy Kahnle,592454,11384,11384
MIL,Brewers,3,2,0,48,0,4,,48,206,44,24,22,7,44,18,,2,4.05755,1.28099,8.24045,3.34495,2.46355,1.23637,0.213345,0.0866006,0.12674439698457718,,0.234842,0.273829,0.724351,4.34857,198.70000000000002,4.139583333333333,193,4.020833333333333,0.0172174,0.0311485,0,999,23,NL,Rob Zastryzny,642239,15094,15094
,,0,0,1,1,0,0,,2.86218,12,3,2,2,0,2,1,0,0,5.5666,1.4779,6.08799,3.29496,1.84767,1.42795,0.156692,0.0848053,0.0718868300318718,,0.284858,0.310683,0.638928,5.08703,14.380117845535278,5.024186967845066,15.310890436172485,5.349384269434549,0.0170135,0.00427283,0,999,-1,,Roansy Contreras,672710,22810,22810
MIA,Marlins,0,0,1,1,0,0,,3.98737,17,4,3,2,1,2,1,0,0,5.24735,1.39838,5.31703,2.48278,2.14156,1.44806,0.136748,0.0638544,0.07289372384548187,,0.280674,0.296095,0.649184,5.00784,7.806557512283321,1.957819903824702,7.93686318397522,1.9904994859860108,0.0170028,-0.0405662,0,999,20,NL,Evan McKendry,679928,sa3010787,sa3010787
MIA,Marlins,1,1,2,20,0,1,,25,111,25,15,14,3,20,12,,1,4.82606,1.4741,7.10516,4.26031,1.66776,1.11471,0.18064,0.108313,0.07232666015625,,0.260265,0.299098,0.683034,4.74225,88.1,3.5239999999999996,91,3.64,0.0169964,-0.0108911,1,999,20,NL,Dax Fulton,690978,sa3014535,sa3014535
,,0,0,1,1,0,0,,4.78946,21,5,3,3,1,4,2,0,0,4.84536,1.42096,6.77468,3.75387,1.80472,1.38965,0.170272,0.0943482,0.07592353969812393,,0.253935,0.278869,0.691356,5.03971,12.142019462585449,2.535153058024358,12.947310447692871,2.703291143273302,0.0168953,0.000378354,0,999,-1,,Brandon Knarr,687822,sa3015005,sa3015005
TBR,Rays,0,0,1,1,0,0,,3.75914,16,4,2,2,1,2,1,0,0,5.0803,1.37297,5.4373,3.35951,1.61848,1.28434,0.144413,0.0892276,0.05518527328968048,,0.265656,0.284123,0.644773,5.04309,6.117639636993408,1.62740383096875,6.7957024574279785,1.8077809203513824,0.0168924,0.0330041,0,999,12,AL,Chandler Murphy,686489,sa3023123,sa3023123
PIT,Pirates,0,0,1,1,0,0,,2.49766,11,3,1,1,0,2,1,0,0,4.808,1.46001,6.94507,3.83521,1.81087,1.16156,0.175398,0.0968585,0.07853954285383224,,0.263555,0.299402,0.685147,4.69987,11.682716941833498,4.677456547196994,13.488322257995605,5.4003740371769124,0.0168856,0.0599653,0,999,27,NL,Carson Fulmer,608334,18311,18311
ARI,Diamondbacks,0,0,1,1,0,0,,5.15754,23,5,3,3,1,4,2,0,0,4.89483,1.4659,6.90688,3.92334,1.76046,1.25252,0.173389,0.0984906,0.07489816099405289,,0.261482,0.293764,0.685942,4.87075,14.865805435180665,2.882343473850395,14.78770637512207,2.867200781646109,0.016873,0.0274825,0,999,15,NL,Spencer Giesting,801517,sa3020402,sa3020402
ATL,Braves,0,0,1,1,0,0,,4.78,20,5,3,3,1,3,2,0,0,5.14797,1.33459,6.48128,2.90349,2.23224,1.50547,0.172805,0.0774135,0.09539172798395157,,0.266348,0.290073,0.645078,4.97309,10.072001552581785,2.107113203031766,10.900001049041748,2.280334847407627,0.0168186,0.00327713,0,999,16,NL,Brett Sears,822412,sa3041892,sa3041892
TBR,Rays,0,0,1,1,0,0,,3.3698,14,3,2,2,0,2,1,0,0,4.9874,1.33053,6.26411,3.75356,1.66885,1.29368,0.17142,0.102718,0.06870222091674805,,0.254045,0.279297,0.642238,5.00545,18.1365065574646,5.382074999798358,17.84899091720581,5.296753676500241,0.0168131,0.0090447,0,999,12,AL,Drew Dowd,694647,sa3023509,sa3023509
PHI,Phillies,1,1,0,24,0,1,,24,105,24,12,11,3,20,9,,1,4.17412,1.37995,7.66658,3.46846,2.21037,0.982642,0.194707,0.0880878,0.10661906003952026,,0.252393,0.297157,0.711754,4.1542,92.30000000000001,3.8458333333333337,95,3.9583333333333335,0.016789,0.0072042,0,999,26,NL,Zach Pop,647315,20185,20185
ATL,Braves,0,0,1,1,0,0,,3.46173,14,3,2,2,1,2,1,0,0,4.95451,1.27878,5.80528,2.52491,2.29921,1.37681,0.158722,0.0690334,0.08968852460384369,,0.266884,0.287275,0.636396,4.80453,6.516817903518679,1.8825309477417258,5.3086607456207275,1.533527297010508,0.0167885,0.0185628,0,999,16,NL,Landon Harper,804542,sa3020404,sa3020404
,,0,0,1,1,0,0,,2.56382,12,2,1,1,0,3,1,0,0,4.33885,1.44857,9.39876,4.97642,1.88866,1.30542,0.229769,0.121657,0.10811178386211395,,0.227544,0.273265,0.740276,4.75897,16.77227420806885,6.541905718763218,15.819104194641113,6.170128565322886,0.0167347,0.0615435,0,999,-1,,Jon Duplantier,641541,19546,19546
SFG,Giants,0,0,1,1,0,0,,2.93085,12,3,2,2,0,2,1,0,0,4.65162,1.37513,6.95124,3.96434,1.75344,1.07417,0.185322,0.10569,0.07963158935308456,,0.254118,0.292609,0.671024,4.61094,14.888321971893312,5.079857387528112,15.654271602630615,5.3411974430105715,0.0167203,-0.0192914,0,999,30,NL,Keyner Martinez,815212,sa3023631,sa3023631
BOS,Red Sox,0,0,1,1,0,0,,2.60162,11,3,2,1,0,2,1,0,0,5.1461,1.44079,7.00319,3.40772,2.0551,1.34875,0.179874,0.087526,0.09234828501939774,,0.272424,0.307075,0.663105,4.80831,12.451970052719116,4.786241519065063,14.008087873458862,5.384376247196315,0.0166794,-0.0307553,0,999,3,AL,Max Carlson,690967,sa3023274,sa3023274
MIL,Brewers,0,0,1,1,0,0,,3.49619,15,4,2,2,1,2,1,0,0,4.96326,1.33542,5.89523,2.81197,2.09648,1.3983,0.155469,0.0741574,0.08131172508001328,,0.265333,0.284925,0.655772,4.91815,4.17181887626648,1.1932465912820647,5.480958700180054,1.5676939675292523,0.0166289,0.0182686,0,999,23,NL,Garrett Stallings,668831,sa3014457,sa3014457
,,0,0,1,1,0,0,,3.78759,16,4,2,2,1,2,1,0,0,5.16619,1.34323,4.99219,2.78648,1.79158,1.28411,0.134956,0.0753281,0.059628039598464966,,0.27518,0.291272,0.626399,4.94254,6.328180313110353,1.670766128727675,6.937959671020508,1.8317600711858109,0.0166193,0.041734,0,999,-2,,Scott Randall,695246,sa3017752,sa3017752
,,0,0,1,1,0,0,,4.02641,17,4,2,2,1,3,1,0,0,5.04254,1.36513,5.84201,3.29155,1.77485,1.23784,0.156814,0.0883536,0.06846071779727936,,0.268139,0.293099,0.642329,4.86148,10.095399475097652,2.5072983558471917,10.132026672363281,2.5163951044909605,0.0165627,0.0486557,0,999,-1,,Curtis Taylor,668954,sa917970,sa917970
SEA,Mariners,0,0,1,1,0,0,,2.9283,13,3,2,1,0,2,1,0,0,4.33908,1.33851,6.68931,3.4352,1.94728,1.15961,0.172116,0.0883875,0.08372801542282104,,0.246084,0.274519,0.701073,4.61413,14.869385766983033,5.077829886776439,15.64147686958313,5.341495604885818,0.0165607,-0.0322155,0,999,11,AL,Nick Davila,689546,sa3014980,sa3014980
WSN,Nationals,0,0,1,1,0,0,,3.21065,14,4,2,2,1,2,1,0,0,5.11467,1.41235,5.87958,2.63746,2.22926,1.43396,0.148994,0.0668356,0.08215808123350143,,0.276678,0.29694,0.665647,4.91732,2.058811521530151,0.6412444176981256,4.053251028060913,1.2624393093261523,0.016554,0.00219431,0,999,24,NL,Seth Shuman,670234,sa3011187,sa3011187
HOU,Astros,0,0,1,1,0,0,,4.15662,18,4,2,2,1,4,2,0,0,4.87832,1.46615,8.63515,5.17995,1.66703,1.30955,0.220405,0.132214,0.08819107711315155,,0.23925,0.284658,0.692411,4.99993,10.058959960937502,2.419987665560483,9.7830810546875,2.3536166338727202,0.0165366,0.0550391,0,999,21,AL,Miguel Ullola,699044,sa3016504,sa3016504
CIN,Reds,0,0,1,1,0,0,,4.09925,18,4,3,2,1,3,2,0,0,5.26663,1.40879,6.60232,3.69274,1.78792,1.52696,0.171183,0.0957442,0.07543839514255524,,0.260977,0.283581,0.657108,5.25192,7.634452342987062,1.8624020865557236,7.496251583099365,1.8286884196134097,0.0164686,-0.0251284,0,999,18,NL,Javi Rivera,695373,sa3018184,sa3018184
,,0,0,1,1,0,0,,5.01155,20,5,3,3,1,3,1,0,0,5.20016,1.27537,5.17599,2.17742,2.37712,1.50102,0.141756,0.0596338,0.08212257921695709,,0.273874,0.285882,0.618394,5.00397,14.785483741760256,2.950280504655287,15.057759284973145,3.0046100917736713,0.0164077,0.00955426,0,999,-1,,Aaron Wilkerson,658792,16904,16904
ATH,Athletics,0,0,1,1,0,0,,2.45648,11,2,1,1,0,2,1,0,0,4.85426,1.43143,8.11023,4.38498,1.84955,1.22614,0.210677,0.113907,0.09676973521709442,,0.252565,0.299126,0.678917,4.72047,13.977961015701297,5.6902372838650885,13.282406091690063,5.407086360984503,0.0163789,0.054007,0,999,10,AL,Will Johnston,690658,sa3022940,sa3022940
MIA,Marlins,0,0,1,1,0,0,,2.68582,11,2,2,1,0,2,1,0,0,4.99836,1.29089,5.90318,3.27018,1.80515,1.19768,0.166996,0.092511,0.07448536157608032,,0.263526,0.290934,0.619509,4.77724,15.675061702728271,5.83623126987658,14.42909574508667,5.372325888124624,0.0163755,-0.0267602,0,999,20,NL,Luke Lashutka,828518,sa3025655,sa3025655
SEA,Mariners,0,0,1,1,0,0,,2.01456,9,2,1,1,0,2,1,0,0,4.09563,1.34999,7.5481,3.71981,2.02916,1.06124,0.192155,0.0946967,0.0974581316113472,,0.24009,0.278039,0.71985,4.38034,10.707772111892702,5.31518143913631,11.072818994522095,5.496385371634212,0.0163683,0.0169246,0,999,11,AL,Teddy McGraw,803141,sa3025220,sa3025220
BAL,Orioles,0,0,1,1,0,0,,2.76667,11,3,2,1,0,2,1,0,0,4.85668,1.33803,6.86014,3.52538,1.94593,1.27936,0.184717,0.0949251,0.08979234844446182,,0.256623,0.288937,0.657263,4.7754,13.673333215713502,4.94216866057849,14.833333253860474,5.361445785209045,0.0163083,-0.0313654,0,999,2,AL,Sayer Diederich,687040,sa3068766,sa3068766
TOR,Blue Jays,0,0,1,1,0,0,,3.33692,15,3,2,2,1,3,2,0,0,4.87636,1.43416,7.887,4.53491,1.73917,1.36414,0.201419,0.115813,0.08560603111982346,,0.245189,0.281506,0.689366,5.02288,4.5932363986969,1.3764882335209312,3.684619188308716,1.1041963699389108,0.016264,0.00415265,0,999,14,AL,Trenton Wallace,680436,sa3017748,sa3017748
NYM,Mets,3,2,0,46,0,1,,46,198,46,24,22,5,39,16,,2,4.26009,1.34523,7.69968,3.14894,2.44517,1.0735,0.198757,0.0812858,0.11747140437364578,,0.25475,0.29876,0.702944,4.16631,187.30000000000004,4.071739130434784,193,4.195652173913044,0.0162347,-0.0567509,0,999,25,NL,Richard Lovelady,663992,19337,19337
