Team,ShortName,ProjTeam,ProjAbbName,ProjShortName,ProjLeague,ProjTeamid,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wOBA,wRAA,wRC,wRC+,WAR,FPTS,FPTS_G,SPTS,SPTS_G,woba_sd,truetalent_sd,woba_sd_book,woba_se,total_se,q10,q20,q30,q40,q50,q60,q70,q80,q90,tt_q10,tt_q20,tt_q30,tt_q40,tt_q50,tt_q60,tt_q70,tt_q80,tt_q90,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
,,,,,,,1.4199999570846558,5.197999954223633,5.7600250244140625,1.1220999956130981,0.7121999859809875,0.2125999927520752,0.013100000098347664,0.1842000037431717,0.60589998960495,0.6209999918937683,0.453900009393692,0.005799999926239252,1.5765999555587769,0.04610000178217888,0.04179999977350235,0.0203000009059906,0.029600000008940697,0.008299999870359898,0.21587149009136414,0.07880174260872502,0.27371408090699334,0.2878980224459167,0.28260566860017333,0.3681223554452043,0.6507280240453777,0.15225086535384014,0.2695889604196739,0.2849331501197482,-0.13151489319552603,0.5490764568432273,80.44252934876529,,5.041450069844721,3.550317057892817,5.041450069844721,3.550317057892817,,,,,,,,,,,,,,,,,,,,,,,,999,0,1B/DH,/players/darick-hall/19717/stats/batting,-1,,Darick Hall,669742,19717,19717
,,,,,,,0.1899999976158142,0.6934000253677368,0.7799999713897705,0.1453000009059906,0.08969999849796295,0.030300000682473183,0.0031999999191612005,0.022099999710917473,0.08240000158548355,0.07970000058412552,0.07119999825954437,0,0.2402999997138977,0.007000000216066837,0.00570000009611249,0.0027000000700354576,0.011500000022351742,0.003000000026077032,0.20954715256742656,0.09128205239890363,0.3080769340103199,0.29629628940622316,0.2875337610937845,0.3580905528989269,0.6456243139927114,0.14854340033150032,0.28211585493255953,0.2849245718418379,-0.01781466292945584,0.07434834527073068,80.43663656913516,,0.682179973903112,3.5904209603333825,0.682179973903112,3.5904209603333825,,,,,,,,,,,,,,,,,,,,,,,,999,0,1B,/players/patrick-morris/sa3005037/stats/batting,-1,,PK Morris,676678,sa3005037,sa3005037
KCR,Royals,KCA,KCR,Royals,AL,7,2.640000104904175,9.870499610900879,10.892023086547852,2.211199998855591,1.4494999647140503,0.45320001244544983,0.040800001472234726,0.2676999866962433,1.0958000421524048,1.1306999921798706,0.7526000142097473,0,2.5713000297546387,0.16339999437332153,0.07850000262260437,0.027000000700354576,0.050599999725818634,0.01600000075995922,0.2240210816090367,0.06909643949793338,0.23607184903329045,0.2926924145377009,0.28782329647539784,0.359566392858882,0.6473896893342799,0.13554531124984529,0.273347415231858,0.2848514166392345,-0.24941324914933816,1.037563225033768,77.75056790334763,,9.374780325219035,3.5510530123858897,9.374780325219035,3.5510530123858897,,,,,,,,,,,,,,,,,,,,,,,,999,0.15686275,2B/3B,/players/brandon-drury/11615/stats/batting,7,AL,Brandon Drury,592273,11615,11615
,,,,,,,0.1899999976158142,0.6686999797821045,0.7699999809265137,0.1356000006198883,0.08399999886751175,0.030300000682473183,0.0024999999441206455,0.018799999728798866,0.08020000159740448,0.07289999723434448,0.0869000032544136,0.0007999999797903001,0.2502000033855438,0.006200000178068876,0.00559999980032444,0.0027000000700354576,0.009399999864399433,0.0024999999441206455,0.20278152343308503,0.11285714987921157,0.3249350773807644,0.34732215059368204,0.2980192977772413,0.3399132732949702,0.6379325710722115,0.13713174986188514,0.2881816128116316,0.28480970378434206,-0.01765808171612489,0.07332335053935383,80.35772887269034,,0.6596600329969078,3.471894954076581,0.6596600329969078,3.471894954076581,,,,,,,,,,,,,,,,,,,,,,,,999,0,C,/players/zack-collins/19181/stats/batting,-1,,Zack Collins,641470,19181,19181
NYM,Mets,NYN,NYM,Mets,NL,25,37.369998931884766,137.24000549316406,149.25819396972656,31.596399307250977,20.298799514770508,6.92110013961792,0.9369000196456909,3.4395999908447266,15.800000190734863,15.5516996383667,7.43310022354126,0,34.474700927734375,2.9851999282836914,1.0908000469207764,0.5091999769210815,4.257199764251709,0.9093000292778015,0.23022732470543944,0.04980028248934116,0.23097359019851693,0.21561028880634736,0.2824534592234596,0.36949940095162853,0.6519528601750881,0.1392720762461891,0.2804001137316628,0.2848070752780423,-3.423193143442791,14.212812830079155,83.98820182887525,,134.2411309838295,3.592216612810564,134.2411309838295,3.592216612810564,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/tyrone-taylor/13675/stats/batting,25,NL,Tyrone Taylor,621438,13675,13675
,,,,,,,0.1899999976158142,0.7099999785423279,0.7799999713897705,0.15809999406337738,0.1031000018119812,0.029500000178813934,0.0031999999191612005,0.022299999371170998,0.08150000125169754,0.08229999989271164,0.04989999905228615,0,0.2320999950170517,0.011699999682605267,0.00570000009611249,0.0027000000700354576,0.011500000022351742,0.0032999999821186066,0.22267605470631993,0.06397436010590676,0.2975641070902937,0.21499353780089545,0.28264505235248244,0.36746479900945894,0.6501098513619414,0.144788744303139,0.2943854310182372,0.2847908792714893,-0.017899328536445692,0.07426367966374083,80.34479752364264,,0.6861799786565825,3.611473617194772,0.6861799786565825,3.611473617194772,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/drew-mount/sa3006728/stats/batting,-1,,Drew Mount,681898,sa3006728,sa3006728
SDP,Padres,SDN,SDP,Padres,NL,29,0.1899999976158142,0.6841999888420105,0.7799999713897705,0.1445000022649765,0.09440000355243683,0.029999999329447746,0.002400000113993883,0.01769999973475933,0.07989999651908875,0.0729999989271164,0.0820000022649765,0,0.24690000712871552,0.005499999970197678,0.00570000009611249,0.0027000000700354576,0.007699999958276749,0.002199999988079071,0.21119556360931654,0.10512821188810098,0.31653848228840276,0.33211826608910433,0.2984306755007841,0.33966677182453897,0.6380974473253231,0.12847120821522243,0.29814250617100047,0.2847906452803008,-0.017899476719743776,0.07426353148044275,84.41454319584034,,0.6630300267133861,3.4896317633332448,0.6630300267133861,3.4896317633332448,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/braedon-karpathios/sa3019863/stats/batting,29,NL,Braedon Karpathios,701682,sa3019863,sa3019863
,,,,,,,0.5299999713897705,1.8472000360488892,2.15783953666687,0.3930000066757202,0.2757999897003174,0.0835999995470047,0.010400000028312206,0.02319999970495701,0.2175000011920929,0.1696999967098236,0.23350000381469727,0,0.5368000268936157,0.05389999970793724,0.015599999576807022,0.007600000128149986,0.0544000007212162,0.013299999758601189,0.21275443861312204,0.10821008691655337,0.2487673516830587,0.4349850821840082,0.31643567938351136,0.30695104841589815,0.6233867277994095,0.09419660980277611,0.28385017225085407,0.2847031602392029,-0.049671475424662194,0.20529389663576503,80.28453963365145,,1.801720010023564,3.399471900534406,1.801720010023564,3.399471900534406,,,,,,,,,,,,,,,,,,,,,,,,999,0,2B/OF,/players/anthony-prato/sa1052903/stats/batting,-1,,Anthony Prato,668791,sa1052903,sa1052903
LAA,Angels,LAA,LAA,Angels,AL,1,36.540000915527344,130.93890380859375,145.0627899169922,29.151199340820312,19.94219970703125,4.849400043487549,0.2976999878883362,4.061800003051758,15.240699768066406,14.558199882507324,10.19789981842041,0,38.03779983520508,2.321000099182129,1.059000015258789,0.5460000038146973,4.901199817657471,1.0469000339508057,0.2226320710873942,0.07029990133414538,0.2622161055703607,0.2680990978080168,0.28834085849955493,0.35727578595176884,0.6456166444513238,0.13464371486437465,0.2790864590925831,0.2846972947567877,-3.3399024166220004,13.800384233441104,79.48296476655912,,130.18654189705845,3.5628499900156503,130.18654189705845,3.5628499900156503,,,,,,,,,,,,,,,,,,,,,,,,999,0.00877193,3B,/players/oswald-peraza/22823/stats/batting,1,AL,Oswald Peraza,672724,22823,22823
SEA,Mariners,SEA,SEA,Mariners,AL,11,2.950000047683716,10.840100288391113,12.373025894165039,2.3108999729156494,1.5262000560760498,0.5030999779701233,0.043699998408555984,0.2378000020980835,1.2604999542236328,1.1519999504089355,1.215000033378601,0,3.1522998809814453,0.1979999989271164,0.08820000290870667,0.03180000185966492,0.2045000046491623,0.06419999897480011,0.21318068204502127,0.09819748570570595,0.25477194567806,0.38543288368881956,0.3017429207276127,0.33345632599961783,0.6351992467272305,0.12027564395459656,0.2750125837138639,0.28469264484138934,-0.284921276126721,1.1770470940941806,87.18936628541817,,10.492129615321755,3.556654049399076,10.492129615321755,3.556654049399076,,,,,,,,,,,,,,,,,,,,,,,,999,0.075,1B/OF,/players/connor-joe/16572/stats/batting,11,AL,Connor Joe,656582,16572,16572
,,MIN,MIN,Twins,AL,8,3.0299999713897705,10.891200065612793,12.288013458251953,2.2904000282287598,1.44760000705719,0.4652999937534332,0.0364999994635582,0.3409000039100647,1.2771999835968018,1.2324999570846558,1.1538000106811523,0.012299999594688416,4.063499927520752,0.11060000211000443,0.08910000324249268,0.043299999088048935,0.08959999680519104,0.023399999365210533,0.21029822374306834,0.09389638240559736,0.3306881084828182,0.2839424218681151,0.29031336148022113,0.3536157618438071,0.6439291233240283,0.14331753810073877,0.2964613183864803,0.2846123798386015,-0.2837644222134323,1.1681590735003389,79.84467661101638,,10.594840142130852,3.4966469446108,10.594840142130852,3.4966469446108,,,,,,,,,,,,,,,,,,,,,,,,999,0,2B/3B,/players/yunior-severino/sa3003185/stats/batting,,,Yunior Severino,670870,sa3003185,sa3003185
,,,,,,,0.1899999976158142,0.720300018787384,0.7799999713897705,0.18379999697208405,0.1396999955177307,0.03240000084042549,0.0031999999191612005,0.008500000461935997,0.07519999891519547,0.0697999969124794,0.04740000143647194,0.0015999999595806003,0.13899999856948853,0.0038999998942017555,0.00570000009611249,0.0027000000700354576,0.008999999612569809,0.002899999963119626,0.25517144547838416,0.06076923483986371,0.17820513290766446,0.34100720808839324,0.3024572136740462,0.3444398060984123,0.6468970197724585,0.08926836062002813,0.3030250483914831,0.2845294352688746,-0.018064897312014216,0.07409811088817231,80.16520065010464,,0.6639599739341063,3.4945262224510847,0.6639599739341063,3.4945262224510847,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/ah-seop-son/sa3012050/stats/batting,,,Ah-seop Son,628361,sa3012050,sa3012050
TBR,Rays,TBA,TBR,Rays,AL,12,28.639999389648438,102.40139770507812,114.33854675292969,23.195899963378906,15.980600357055664,4.581900119781494,0.49300000071525574,2.140500068664551,11.334099769592285,10.552300453186035,9.19279956817627,0,29.829500198364258,1.4864000082015991,0.8378999829292297,0.41999998688697815,1.9896999597549438,0.5321000218391418,0.22651936871198206,0.08039982866006405,0.2608875225852032,0.3081781292695065,0.297362591266794,0.34360274041140126,0.6409653316781952,0.11708337169941921,0.2954343687484784,0.28450227700554087,-2.650616261332632,10.85936426239982,79.64454462234896,,98.04210167825224,3.423257813116026,98.04210167825224,3.423257813116026,,,,,,,,,,,,,,,,,,,,,,,,999,0.125,OF,/players/ryan-vilade/22165/stats/batting,12,AL,Ryan Vilade,668723,22165,22165
,,,,,,,0.1599999964237213,0.5953999757766724,0.6600000262260437,0.1282999962568283,0.0835999995470047,0.021199999377131462,0.002400000113993883,0.0210999995470047,0.0697999969124794,0.0706000030040741,0.04960000142455101,0,0.21330000460147858,0.007899999618530273,0.004800000227987766,0.002300000051036477,0.010400000028312206,0.0026000000070780516,0.21548539045448695,0.0751515143236729,0.323181812311664,0.23253633546432276,0.282499625640739,0.3654686020895764,0.6479682277303154,0.14998321163508943,0.2930563284788111,0.2844847499725622,-0.015309628449465542,0.0626744613714792,80.13450444200437,,0.5815600010100752,3.6347500875559655,0.5815600010100752,3.6347500875559655,,,,,,,,,,,,,,,,,,,,,,,,999,0,1B,/players/chris-gittens/18482/stats/batting,-1,,Chris Gittens,656467,18482,18482
TOR,Blue Jays,TOR,TOR,Blue Jays,AL,14,0.1899999976158142,0.6725000143051147,0.7799999713897705,0.1362999975681305,0.08990000188350677,0.026599999517202377,0.0015999999595806003,0.018200000748038292,0.08129999786615372,0.07280000299215317,0.08820000290870667,0,0.16699999570846558,0.010900000110268593,0.00570000009611249,0.0027000000700354576,0.004999999888241291,0.0013000000035390258,0.20267657199824368,0.1130769309536713,0.21410256645383222,0.5281437435643935,0.30284316906151604,0.32817843731476026,0.6310216063762764,0.12550186531651658,0.23955373736585528,0.28445606525716477,-0.018111361498917546,0.07405164670126897,81.09860868641826,,0.6512799863121472,3.427789444655969,0.6512799863121472,3.427789444655969,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/edward-micheletti/sa3025311/stats/batting,14,AL,Eddie Micheletti Jr.,804446,sa3025311,sa3025311
,,,,,,,2.75,9.737899780273438,11.020825386047363,2.022200107574463,1.2793999910354614,0.40610000491142273,0.018200000748038292,0.31850001215934753,1.1258000135421753,1.1167999505996704,1.0194000005722046,0,3.3547000885009766,0.14329999685287476,0.08049999922513962,0.03970000147819519,0.06040000170469284,0.01590000092983246,0.2076628588508312,0.09249760928639611,0.30439644681677924,0.30387217148455026,0.29003471143140713,0.3512256368327272,0.6412603482641344,0.14356277798189598,0.27724080330245654,0.2844444402293704,-0.25600422415275126,1.0461912344154767,80.10681398524129,,9.42009094785899,3.425487617403269,9.42009094785899,3.425487617403269,,,,,,,,,,,,,,,,,,,,,,,,999,0.1,1B/3B,/players/david-villar/24782/stats/batting,-1,,David Villar,681584,24782,24782
,,,,,,,1.2300000190734863,4.5903000831604,5.067834377288818,0.9668999910354614,0.589900016784668,0.17790000140666962,0.01850000023841858,0.18060000240802765,0.5346999764442444,0.5687000155448914,0.3815999925136566,0,1.7089999914169312,0.04560000076889992,0.036400001496076584,0.013899999670684338,0.06769999861717224,0.017400000244379044,0.2106398216932596,0.07529843402613413,0.33722490992912224,0.2232884695319818,0.27584636870907986,0.37548744062908473,0.6513338093381646,0.16484761893582514,0.2872748392582748,0.2843987879466565,-0.11790924216103003,0.4808944480994412,80.07545351354072,,4.504849871248007,3.6624795133266295,4.504849871248007,3.6624795133266295,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/alexander-canario/22842/stats/batting,-1,,Alexander Canario,672744,22842,22842
,,,,,,,1.7999999523162842,6.267499923706055,7.0765700340271,1.3664000034332275,0.9452000260353088,0.23589999973773956,0.0142000000923872,0.17110000550746918,0.7088000178337097,0.6894000172615051,0.659500002861023,0.0071000000461936,1.5456000566482544,0.07079999893903732,0.052299998700618744,0.026399999856948853,0.04569999873638153,0.011699999682605267,0.21801356522797646,0.09319486696095311,0.21841090375935868,0.426695120787713,0.29740004081845767,0.3420821817178501,0.6394822225363077,0.12406861648987363,0.25967283661332374,0.28435937533039946,-0.16487133057171324,0.6712799591689459,80.04837933097414,,6.0027001509442925,3.334833505534192,6.0027001509442925,3.334833505534192,,,,,,,,,,,,,,,,,,,,,,,,999,0,C,/players/yasmani-grandal/11368/stats/batting,-1,,Yasmani Grandal,518735,11368,11368
WSN,Nationals,WAS,WSN,Nationals,NL,24,0.1899999976158142,0.6962000131607056,0.7799999713897705,0.1518000066280365,0.09719999879598618,0.03460000082850456,0.002099999925121665,0.017899999395012856,0.07810000330209732,0.07450000196695328,0.06530000269412994,0.0007999999797903001,0.19040000438690186,0.010099999606609344,0.00570000009611249,0.0027000000700354576,0.007400000002235174,0.0020000000949949026,0.21804079827415362,0.08371795524271776,0.24410257868042648,0.34296219112178816,0.2922938432798116,0.3509049026001948,0.6431987458800064,0.13286410432604118,0.27127229469761927,0.284326106821947,-0.018193662331136375,0.07396934586905014,80.37775859292337,,0.6691100268857553,3.5216317646419983,0.6691100268857553,3.5216317646419983,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/leandro-pineda/sa3008905/stats/batting,24,NL,Leandro Pineda,683610,sa3008905,sa3008905
DET,Tigers,DET,DET,Tigers,AL,6,4.25,16.00749969482422,17.230323791503906,3.92549991607666,2.7464001178741455,0.7919999957084656,0.052000001072883606,0.335099995136261,1.7070000171661377,1.7073999643325806,0.8650000095367432,0.05169999971985817,3.003000020980835,0.17229999601840973,0.12489999830722809,0.06069999933242798,0.1062999963760376,0.027699999511241913,0.24522879843289397,0.05020219120683418,0.1742857567459982,0.28804528920856226,0.2890440723323451,0.3640043857029576,0.6530484580353026,0.11877558727006365,0.2806249667100378,0.284315784776258,-0.4020453021644324,1.6338502505736219,80.14753428084683,,14.954749794304371,3.5187646574833815,14.954749794304371,3.5187646574833815,,,,,,,,,,,,,,,,,,,,,,,,999,0,2B,/players/maxwell-anderson/sa3022567/stats/batting,6,AL,Max Anderson,801194,sa3022567,sa3022567
BOS,Red Sox,BOS,BOS,Red Sox,AL,3,1.850000023841858,6.6371002197265625,7.402141094207764,1.5322999954223633,1.0851999521255493,0.296999990940094,0.029999999329447746,0.1200999990105629,0.7508000135421753,0.6674000024795532,0.5936999917030334,0,1.736299991607666,0.08879999816417694,0.053599998354911804,0.028999999165534973,0.12250000238418579,0.02800000086426735,0.23086889525460436,0.0802065218896744,0.23456726499935743,0.34193399445525413,0.3003851682885142,0.33894319108669596,0.6393283593752102,0.1080742958320916,0.29212087168049955,0.28431466366832375,-0.17272525932712507,0.7018947604004226,76.20144263918057,,6.306869686953722,3.4091187057697288,6.306869686953722,3.4091187057697288,,,,,,,,,,,,,,,,,,,,,,,,999,0,3B,/players/vinny-capra/25040/stats/batting,3,AL,Vinny Capra,681962,25040,25040
,,,,,,,0.3400000035762787,1.2489999532699585,1.390093445777893,0.2727999985218048,0.17749999463558197,0.05429999902844429,0.00419999985024333,0.03689999878406525,0.14329999685287476,0.1412999927997589,0.10239999741315842,0.00139999995008111,0.366100013256073,0.023600000888109207,0.010099999606609344,0.004900000058114529,0.007699999958276749,0.002099999925121665,0.21841473877368664,0.07366411065685992,0.26336359930911285,0.2797049814405047,0.28792145756986587,0.3573258639530136,0.6452473215228794,0.13891112517932694,0.2755519402410655,0.28425770458519256,-0.032501420498829287,0.1317488337851335,79.97853742300602,,1.1937000183854252,3.5108823700868568,1.1937000183854252,3.5108823700868568,,,,,,,,,,,,,,,,,,,,,,,,999,0,DH,/players/seth-beer/20493/stats/batting,-1,,Seth Beer,666179,20493,20493
TBR,Rays,TBA,TBR,Rays,AL,12,0.28999999165534973,1.0976999998092651,1.1890699863433838,0.26919999718666077,0.19110000133514404,0.05590000003576279,0.0027000000700354576,0.019500000402331352,0.1177000030875206,0.1128000020980835,0.06790000200271606,0.0012000000569969416,0.18160000443458557,0.010700000450015068,0.00860000029206276,0.00419999985024333,0.027000000700354576,0.007300000172108412,0.24524004485144993,0.05710345293595499,0.15272440354250308,0.37389868031184126,0.293526878968442,0.3543773374270689,0.6479042163955109,0.10913729257561897,0.27585063863305864,0.284251020253645,-0.027807795370130353,0.11268998786273475,79.47146324889391,,1.0372799969278275,3.5768276785351847,1.0372799969278275,3.5768276785351847,,,,,,,,,,,,,,,,,,,,,,,,999,0,2B/SS,/players/jadher-areinamo/sa3015802/stats/batting,12,AL,Jadher Areinamo,699130,sa3015802,sa3015802
,,,,,,,3.8299999237060547,14.176300048828125,15.577658653259277,3.3503000736236572,2.4038000106811523,0.6000999808311462,0.059700001031160355,0.2867000102996826,1.5123000144958496,1.4991999864578247,1.0529999732971191,0,3.5752999782562256,0.18690000474452972,0.11400000005960464,0.04740000143647194,0.10289999842643738,0.02590000070631504,0.23633106396479014,0.06759680621688308,0.22951459252242468,0.2945207338408278,0.2955660612037125,0.34775646675474986,0.6433225279584623,0.11142540278995972,0.29377751365034016,0.28423663470292637,-0.3644837489482432,1.4761366803602367,79.96406363533839,,13.203630339726802,3.4474231338758,13.203630339726802,3.4474231338758,,,,,,,,,,,,,,,,,,,,,,,,999,0.04878049,3B,/players/emmanuel-rivera/19890/stats/batting,-1,,Emmanuel Rivera,656896,19890,19890
,,,,,,,0.1899999976158142,0.704200029373169,0.7799999713897705,0.15209999680519104,0.09480000287294388,0.03060000017285347,0.0052999998442828655,0.021400000900030136,0.08219999819993973,0.08129999786615372,0.05649999901652336,0,0.20180000364780426,0.010900000110268593,0.00570000009611249,0.0027000000700354576,0.011500000022351742,0.0031999999191612005,0.21598976208589502,0.07243589883196289,0.2587179628843392,0.2799801684599133,0.2823877368542423,0.3656631576412017,0.648050894495444,0.1496733955553067,0.26854322829807903,0.28418992026489187,-0.01827990734450445,0.07388310085568207,79.9319735245071,,0.6827599584590643,3.593473510666173,0.6827599584590643,3.593473510666173,,,,,,,,,,,,,,,,,,,,,,,,999,0,1B/OF,/players/micah-pries/sa3014830/stats/batting,-1,,Micah Pries,687588,sa3014830,sa3014830
,,,,,,,0.17000000178813934,0.645799994468689,0.699999988079071,0.14830000698566437,0.10010000318288803,0.02500000037252903,0.0026000000070780516,0.020600000396370888,0.0731000006198883,0.07580000162124634,0.03750000149011612,0,0.1581999957561493,0.009100000374019146,0.005100000184029341,0.0024999999441206455,0.00989999994635582,0.0024999999441206455,0.22963767150179895,0.05357143161248193,0.22599999778611315,0.23704173512064383,0.2794265373807644,0.37209663609917315,0.6515231734799376,0.1424589645973742,0.2704935543210765,0.2841869446375615,-0.01640673652359162,0.06630365707618432,79.92992944103221,,0.617250055144541,3.6308826391295113,0.617250055144541,3.6308826391295113,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/diego-rincones/sa916849/stats/batting,-1,,Diego Rincones,665651,sa916849,sa916849
SDP,Padres,SDN,SDP,Padres,NL,29,7.480000019073486,27.092100143432617,30.290485382080078,6.208700180053711,4.485799789428711,1.0341999530792236,0.16940000653266907,0.5192999839782715,3.190500020980835,2.7541000843048096,2.598900079727173,0,7.737500190734863,0.272599995136261,0.22280000150203705,0.10409999638795853,1.3867000341415405,0.3084999918937683,0.22917013251771695,0.08579922199809609,0.25544325530393736,0.3358836853844839,0.3008043419818503,0.33735294062515775,0.6381572826070081,0.1081828081074408,0.2985292450435871,0.28401768837531943,-0.7141168343378517,2.864937467013227,83.88504285755917,,26.90823092758655,3.5973570667075414,26.90823092758655,3.5973570667075414,,,,,,,,,,,,,,,,,,,,,,,,999,0,2B/OF,/players/samad-taylor/22274/stats/batting,29,NL,Samad Taylor,669392,22274,22274
SEA,Mariners,SEA,SEA,Mariners,AL,11,4.230000019073486,15.910699844360352,17.681312561035156,3.055500030517578,1.6043000221252441,0.5695000290870667,0.050700001418590546,0.8309999704360962,2.000499963760376,2.1593000888824463,1.3720999956130981,0,6.179699897766113,0.21220000088214874,0.1256999969482422,0.06069999933242798,0.16089999675750732,0.04019999876618385,0.1920405802640177,0.07760170467416748,0.34950459002599754,0.22203343500694842,0.26331530925113966,0.39089417983735264,0.6542094890884923,0.19885359957333493,0.24646288561660148,0.28398897470183504,-0.41726002552502517,1.6719233261733841,86.70463426013181,,15.89809012785554,3.7584137248627627,15.89809012785554,3.7584137248627627,,,,,,,,,,,,,,,,,,,,,,,,999,0.1641791,3B,/players/patrick-wisdom/13602/stats/batting,11,AL,Patrick Wisdom,621550,13602,13602
SFG,Giants,SFN,SFG,Giants,NL,30,19.15999984741211,70.0969009399414,77.5460433959961,15.442899703979492,9.76990032196045,3.2047998905181885,0.6654000282287598,1.8028000593185425,8.21560001373291,7.539100170135498,6.033100128173828,0,23.195100784301758,0.5428000092506409,0.5547999739646912,0.31839999556541443,2.2356998920440674,0.5109000205993652,0.2203078809034778,0.07780023150072583,0.29911391695194317,0.2601023459340594,0.28511567809504806,0.36216865631062084,0.6472843344056689,0.14186077540714304,0.29877249262189537,0.2838929459497406,-1.8360494814240162,7.326613205169689,82.45430072139081,,68.96136795282364,3.599236351880142,68.96136795282364,3.599236351880142,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/grant-mccray/25690/stats/batting,30,NL,Grant McCray,687529,25690,25690
,,,,,,,2.109999895095825,7.965700149536133,8.559207916259766,1.8690999746322632,1.223099946975708,0.3955000042915344,0.01679999940097332,0.2337000072002411,0.8804000020027161,0.9337000250816345,0.3919999897480011,0.017100000753998756,1.5461000204086304,0.11129999905824661,0.06159999966621399,0.028599999845027924,0.07129999995231628,0.020800000056624413,0.23464352656321197,0.04579862921700104,0.1806358760688046,0.25354115812274325,0.27810469662833476,0.3765268496501616,0.6546315462784964,0.14188332308694962,0.26176869717529516,0.28387746114467277,-0.20276307005069505,0.8085733123953512,79.7173322225894,,7.5278797512874,3.567715699315484,7.5278797512874,3.567715699315484,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/sandro-fabian/19910/stats/batting,-1,,Sandro Fabian,660758,19910,19910
,,,,,,,0.17000000178813934,0.6402000188827515,0.699999988079071,0.16019999980926514,0.12349999696016312,0.02710000053048134,0.0010999999940395355,0.00839999970048666,0.06769999861717224,0.06239999830722809,0.03819999843835831,0.000699999975040555,0.06830000132322311,0.014000000432133675,0.005100000184029341,0.0024999999441206455,0.006500000134110451,0.0019000000320374966,0.2502342941020824,0.05457142726985773,0.09757143212337889,0.5592971844551002,0.3045161193083418,0.33520773270157256,0.6397238520099144,0.08497343859949014,0.26697150068904807,0.28387483855240286,-0.016584116844121442,0.06612627675565451,79.71553065373517,,0.5843699755147098,3.437470408047257,0.5843699755147098,3.437470408047257,,,,,,,,,,,,,,,,,,,,,,,,999,0,3B,/players/kyoung-min-hur/sa3012064/stats/batting,,,Kyoung-min Hur,673482,sa3012064,sa3012064
SDP,Padres,SDN,SDP,Padres,NL,29,2.109999895095825,7.808199882507324,8.666038513183594,1.7828999757766724,1.2562999725341797,0.31610000133514404,0.029400000348687172,0.181099995970726,0.8894000053405762,0.8281999826431274,0.6872000098228455,0,1.9371999502182007,0.07800000160932541,0.06279999762773514,0.029899999499320984,0.18310000002384186,0.05009999871253967,0.22833687695046015,0.07929805628920436,0.2235392731374491,0.3547388124521897,0.29504875051548096,0.34593120063238847,0.6409799511478694,0.11759432368192832,0.2784431655045795,0.2838499254778482,-0.20548757083801966,0.8184716699945196,83.77011987752036,,7.465859987773,3.538322445003695,7.465859987773,3.538322445003695,,,,,,,,,,,,,,,,,,,,,,,,999,0.04545455,OF,/players/pablo-reyes/16357/stats/batting,29,NL,Pablo Reyes,622569,16357,16357
NYY,Yankees,NYA,NYY,Yankees,AL,9,0.1899999976158142,0.6927000284194946,0.7799999713897705,0.15230000019073486,0.10350000113248825,0.03020000085234642,0.0017999999690800905,0.01679999940097332,0.08139999955892563,0.07410000264644623,0.07259999960660934,0.0007999999797903001,0.18809999525547028,0.006200000178068876,0.00570000009611249,0.0027000000700354576,0.013899999670684338,0.003599999938160181,0.21986429037433644,0.09307692598661738,0.2411538489165862,0.3859649199246751,0.29734944873949926,0.34141762760992955,0.6387670763494289,0.12155333723559311,0.274569384991027,0.2838028243321384,-0.018525049703757603,0.07363795849642892,81.173176710796,,0.6686699682148174,3.519315666344841,0.6686699682148174,3.519315666344841,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/jackson-castillo/sa3023111/stats/batting,9,AL,Jackson Castillo,814431,sa3023111,sa3023111
,,,,,,,0.1899999976158142,0.6880000233650208,0.7799999713897705,0.15139999985694885,0.10400000214576721,0.03099999949336052,0.00279999990016222,0.013500000350177288,0.07900000363588333,0.06960000097751617,0.07580000162124634,0,0.19900000095367432,0.007799999788403511,0.00570000009611249,0.0027000000700354576,0.014399999752640724,0.004100000020116568,0.22005813185361342,0.09717949282253067,0.2551282157089117,0.3809045289346104,0.3023285652225017,0.33197673615848944,0.6343053013809912,0.11191860430487602,0.28657521437457156,0.2837642459847251,-0.018549480823541548,0.07361352737664498,79.6395599709395,,0.6592799807898698,3.469894679277597,0.6592799807898698,3.469894679277597,,,,,,,,,,,,,,,,,,,,,,,,999,0,OF,/players/taylor-kohlwey/19212/stats/batting,-1,,Taylor Kohlwey,670128,19212,19212
