Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
SFG,Giants,127,487,537,131,92,24,6,9,61,55,42,5,53,5,2,1,1,6,4,0.268994,0.33209,0.398357,0.730447,0.316887,0.0782123,0.0986965,0.792453,0.129363,4.75219,0.285714,,,65.1216,1.67088,-2.2,-1.32269,-1.32269,1.99866,1.8956108093261719,-0.22689604759216309,105.057,576.2,4.537007874,576.2,4.537007874,999,0.01342282,OF,/players/jung-hoo-lee/33824/stats/batting,30,NL,Jung Hoo Lee,808982,33824,33824
NYM,Mets,116,459,512,109,76,18,2,13,67,58,45,6,85,4,4,0,1,7,1,0.237473,0.308594,0.37037,0.678964,0.294683,0.0878906,0.166016,0.529412,0.132898,4.85774,0.263014,,,52.8597,-7.63707,6,0.204883,0.204883,1.99608,-5.405988350510597,7.881246328353882,90.7537,494.7,4.264655172,494.7,4.264655172,999,0,2B/SS,/players/marcus-semien/12533/stats/batting,25,NL,Marcus Semien,543760,12533,12533
ATH,Athletics,113,421,473,100,60,22,1,17,63,63,44,10,147,3,3,2,0,14,3,0.23753,0.312102,0.415677,0.727779,0.30886,0.0930233,0.310782,0.29932,0.178147,5.21643,0.319231,,,54.2774,-1.61123,3.5,0.931086,0.931086,1.98231,-2.142817437648773,5.237948298454285,94.4861,527.5,4.668141592,527.5,4.668141592,999,0,2B,/players/zack-gelof/29766/stats/batting,10,AL,Zack Gelof,680869,29766,29766
STL,Cardinals,133,447,509,104,77,16,3,8,62,44,41,4,104,9,4,8,0,35,6,0.232662,0.307385,0.33557,0.642956,0.283932,0.0805501,0.204322,0.394231,0.102908,7.1931,0.283186,,,48.1069,-12.0353,7,3.73089,3.73089,1.92542,-6.985735893249512,8.87022340297699,82.2358,473.8,3.562406015,473.8,3.562406015,999,0,OF,/players/victor-scott-ii/31349/stats/batting,28,NL,Victor Scott II,687363,31349,31349
MIA,Marlins,122,425,487,104,68,21,4,11,70,59,42,7,104,14,2,4,0,42,10,0.244706,0.331263,0.390588,0.721851,0.313776,0.0862423,0.213552,0.403846,0.145882,7.91377,0.298077,,,57.8277,0.284941,4.8,3.53243,3.53243,1.91321,3.0652418434619904,-0.5681657791137695,99.1906,564.3,4.625409836,564.3,4.625409836,999,0,OF,/players/esteury-ruiz/21780/stats/batting,20,NL,Esteury Ruiz,665923,21780,21780
CLE,Guardians,111,407,471,94,58,28,0,8,55,49,58,5,88,3,2,1,0,1,2,0.230958,0.329787,0.358722,0.68851,0.303975,0.123142,0.186837,0.659091,0.127764,1.98928,0.27476,,,52.1799,-3.47236,-2.1,-1.37163,-1.37163,1.91184,-4.077743649482727,6.552998065948486,95.1252,455.1,4.1,455.1,4.1,999,0,C,/players/john-ingle/sa3023069/stats/batting,5,AL,Cooper Ingle,694876,sa3023069,sa3023069
BAL,Orioles,132,469,526,112,60,27,2,23,67,73,47,8,143,7,3,0,1,3,2,0.238806,0.315589,0.452026,0.767615,0.325867,0.0893536,0.271863,0.328671,0.21322,3.69678,0.29085,,,67.6225,5.47159,4.6,-0.918812,-0.918812,1.90406,5.569573104381561,-5.0634331703186035,110.466,626.2,4.743939393,626.2,4.743939393,999,0.1097561,1B,/players/coby-mayo/28312/stats/batting,2,AL,Coby Mayo,691723,28312,28312
TOR,Blue Jays,136,445,476,118,84,23,2,9,59,52,20,9,46,3,4,4,1,6,3,0.265169,0.298729,0.386517,0.685246,0.289837,0.0420168,0.0966387,0.434783,0.121348,4.47717,0.27665,,,47.2702,-8.97283,9.6,-0.675516,-0.675516,1.89608,-9.199862360954285,11.348971605300903,84.8057,450.5,3.3125,450.5,3.3125,999,0,3B,/players/ernie-clement/20352/stats/batting,14,AL,Ernie Clement,676391,20352,20352
BAL,Orioles,115,396,454,94,63,19,2,10,48,53,40,6,131,12,3,3,0,7,5,0.237374,0.323725,0.371212,0.694937,0.303593,0.0881057,0.288546,0.305344,0.133838,4.18906,0.325581,,,50.1559,-3.48766,7.1,-1.36717,-1.36717,1.89368,-5.364006042480469,8.768136262893677,92.5721,446.2,3.88,446.2,3.88,999,0.01315789,3B,/players/blaze-alexander/23789/stats/batting,2,AL,Blaze Alexander,677942,23789,23789
HOU,Astros,116,437,491,97,54,20,5,18,61,69,45,4,194,8,1,0,2,14,5,0.221968,0.305499,0.414188,0.719687,0.31091,0.0916497,0.395112,0.231959,0.19222,6.68409,0.349558,,,57.1603,-0.85516,0.1,0.072441,0.072441,1.88941,-0.33649808168411255,1.9040858522057533,99.2934,533.5,4.599137931,533.5,4.599137931,999,0,OF,/players/zach-cole/31583/stats/batting,21,AL,Zach Cole,805904,31583,31583
STL,Cardinals,125,419,470,94,54,19,0,21,58,63,47,3,145,1,3,0,1,3,1,0.224344,0.302128,0.420048,0.722175,0.311284,0.1,0.308511,0.324138,0.195704,2.83356,0.285156,,,54.8583,-0.675871,1,-0.463083,-0.463083,1.88691,0.07871776819229126,2.7269253730773926,100.973,506.8,4.0544,506.8,4.0544,999,0.1981982,2B,/players/nolan-gorman/22263/stats/batting,28,NL,Nolan Gorman,669357,22263,22263
ARI,Diamondbacks,106,393,442,93,57,23,3,10,58,50,38,7,112,7,2,2,1,17,3,0.236641,0.313636,0.386768,0.700405,0.301872,0.0859729,0.253394,0.339286,0.150127,6.8111,0.304029,,,48.2127,-4.01305,1.7,1.54429,1.54429,1.87366,-2.9644795656204224,6.572134256362915,91.3932,464.5,4.382075471,464.5,4.382075471,999,0.25,3B/SS,/players/jordan-lawlar/29976/stats/batting,15,NL,Jordan Lawlar,691783,29976,29976
ATH,Athletics,106,365,421,100,80,15,1,4,42,42,42,11,46,10,3,1,0,3,3,0.273973,0.361905,0.353425,0.715329,0.312382,0.0997625,0.109264,0.913043,0.0794521,2.72728,0.301887,,,49.5145,-0.229939,5.2,-1.42735,-1.42735,1.87005,-2.959162950515747,6.746883988380432,96.9129,435.1,4.104716981,435.1,4.104716981,999,0,2B,/players/michael-stefanic/25353/stats/batting,10,AL,Michael Stefanic,683021,25353,25353
STL,Cardinals,130,449,520,109,70,23,1,15,65,52,63,6,104,3,4,1,2,5,3,0.242762,0.337187,0.398664,0.735851,0.320253,0.121154,0.2,0.605769,0.155902,3.44278,0.281437,,,64.4809,3.03893,3.3,-1.08677,-1.08677,1.85881,3.2993693351745605,-2.431922674179077,107.117,573.9,4.414615384,573.9,4.414615384,999,0.01388889,OF,/players/lars-nootbaar/21454/stats/batting,28,NL,Lars Nootbaar,663457,21454,21454
CHW,White Sox,119,444,530,108,81,19,4,4,68,63,48,7,87,28,2,8,1,21,6,0.243243,0.35249,0.331081,0.683572,0.307425,0.090566,0.164151,0.551724,0.0878378,6.70403,0.292958,,,60.201,-2.42261,-0.5,0.752645,0.752645,1.83966,-1.708350956439972,1.4473838806152344,96.0603,527.4,4.431932773,527.4,4.431932773,999,0,2B/3B,/players/samuel-antonacci/sa3025363/stats/batting,4,AL,Sam Antonacci,803011,sa3025363,sa3025363
MIN,Twins,80,290,347,67,42,14,3,8,51,37,53,2,115,3,1,0,0,7,2,0.231034,0.354467,0.382759,0.737225,0.327749,0.152738,0.331412,0.46087,0.151724,6.22099,0.35119,,,45.1405,4.13979,0.9,-0.0527954,-0.0527954,1.83909,3.8570676296949387,2.1749852895736694,109.56,393.8,4.9225,393.8,4.9225,999,0,OF,/players/emmanuel-rodriguez/sa3014693/stats/batting,8,AL,Emmanuel Rodriguez,691181,sa3014693,sa3014693
PHI,Phillies,138,518,615,111,56,18,1,36,84,94,87,5,183,7,3,0,4,6,1,0.214286,0.333333,0.46139,0.794723,0.34203,0.141463,0.297561,0.47541,0.247104,3.71808,0.248344,,,87.1349,14.4679,0,-0.16676,-0.16676,1.82098,13.15496002137661,-15.817901611328125,118.276,790.5,5.728260869,790.5,5.728260869,999,0.95061728,DH/OF,/players/kyle-schwarber/16478/stats/batting,26,NL,Kyle Schwarber,656941,16478,16478
BAL,Orioles,110,401,444,90,55,19,1,15,39,58,29,7,103,9,3,2,2,1,1,0.224439,0.289593,0.389027,0.67862,0.290063,0.0653153,0.231982,0.281553,0.164589,2.11073,0.262238,,,44.1737,-8.28827,2.5,-0.777261,-0.777261,1.81415,-8.207248747348785,10.656966209411621,85.8018,417.9,3.799090909,417.9,3.799090909,999,0,C/1B,/players/creed-willems/sa3017562/stats/batting,2,AL,Creed Willems,695735,sa3017562,sa3017562
DET,Tigers,126,427,466,111,65,20,3,23,59,79,31,7,108,6,2,0,2,1,2,0.259953,0.317597,0.482436,0.800032,0.337555,0.0665236,0.23176,0.287037,0.222482,3.1471,0.295302,,,64.3309,9.26939,-1.2,-1.24619,-1.24619,1.81045,7.992975354194641,-6.336684465408325,116.822,593.2,4.707936507,593.2,4.707936507,999,0.37301587,DH/OF,/players/kerry-carpenter/25961/stats/batting,6,AL,Kerry Carpenter,681481,25961,25961
LAD,Dodgers,124,475,538,111,69,25,1,16,73,74,47,4,114,10,5,1,0,18,3,0.233684,0.312849,0.391579,0.704428,0.306423,0.0873606,0.211896,0.412281,0.157895,5.696,0.271429,,,60.6721,-2.89673,6.7,1.56604,1.56604,1.80963,-0.9818203449249268,0.7696647644042969,96.0042,572,4.612903225,572,4.612903225,999,0,OF,/players/zachary-ehrhard/sa3025247/stats/batting,22,NL,Zach Ehrhard,701394,sa3025247,sa3025247
SFG,Giants,119,488,540,122,89,15,6,12,67,59,48,3,131,2,1,1,1,11,4,0.25,0.319109,0.379098,0.698208,0.305653,0.0888889,0.242593,0.366412,0.129098,5.94835,0.317919,,,60.56,-3.24518,-0.3,-0.335897,-0.335897,1.80326,-2.0250041484832764,1.6841269135475159,97.3608,545.4,4.583193277,545.4,4.583193277,999,0,OF,/players/chanteyon-davidson/sa3022706/stats/batting,30,NL,Bo Davidson,815589,sa3022706,sa3022706
ATH,Athletics,117,401,451,108,73,24,2,9,49,47,37,5,54,9,3,1,2,3,0,0.269327,0.342222,0.406484,0.748706,0.324933,0.0820399,0.119734,0.685185,0.137157,3.98339,0.290323,,,57.6386,4.34947,-2.4,-0.152591,-0.152591,1.79886,2.802238330245018,-0.7428866624832153,105.559,513.1,4.385470085,513.1,4.385470085,999,0.07042254,2B/OF,/players/jeff-mcneil/15362/stats/batting,10,AL,Jeff McNeil,643446,15362,15362
BAL,Orioles,132,482,551,115,67,24,1,23,66,75,58,10,136,5,6,0,0,4,1,0.238589,0.323049,0.435685,0.758734,0.322393,0.105263,0.246824,0.426471,0.197095,3.33633,0.279635,,,69.2824,4.17755,-0.2,-0.401718,-0.401718,1.79373,4.840957045555115,-6.273633196949959,108.073,647.3,4.903787878,647.3,4.903787878,999,0.02547771,OF,/players/taylor-ward/17548/stats/batting,2,AL,Taylor Ward,621493,17548,17548
PHI,Phillies,128,462,526,113,69,24,3,17,74,77,37,8,142,22,5,0,1,9,4,0.244589,0.326996,0.419913,0.74691,0.320974,0.0703422,0.269962,0.260563,0.175325,5.59296,0.311688,,,65.5329,3.38193,-3.8,-0.63027,-0.63027,1.78066,1.771313726902008,-1.867313265800476,103.852,600.2,4.6890625,600.2,4.6890625,999,0,1B/3B,/players/otto-kemp/31792/stats/batting,26,NL,Otto Kemp,805249,31792,31792
WSN,Nationals,114,418,463,103,70,17,4,12,61,53,34,6,101,9,2,0,0,20,6,0.246411,0.315335,0.392345,0.707679,0.305689,0.0734341,0.218143,0.336634,0.145933,6.91387,0.296417,,,51.938,-2.76897,9,0.836517,0.836517,1.78023,-1.9006057977676392,3.8963847160339355,95.0121,493.9,4.33245614,493.9,4.33245614,999,0.02247191,OF,/players/dylan-crews/33541/stats/batting,24,NL,Dylan Crews,686611,33541,33541
SEA,Mariners,132,533,613,115,74,24,2,15,75,84,50,10,150,27,3,0,0,8,4,0.21576,0.313214,0.35272,0.665934,0.292264,0.0815661,0.244698,0.333333,0.136961,4.6248,0.269542,,,62.0831,-10.3476,0.5,-0.968905,-0.968905,1.77969,-6.456143736839294,2.7523515224456787,92.4051,568,4.303030303,568,4.303030303,999,0,2B/SS,/players/michael-arroyo/sa3018429/stats/batting,11,AL,Michael Arroyo,703197,sa3018429,sa3018429
SEA,Mariners,127,462,522,123,88,24,1,10,60,52,46,5,68,10,3,1,2,3,3,0.266234,0.34357,0.387446,0.731016,0.320213,0.0881226,0.130268,0.676471,0.121212,2.91624,0.29199,,,64.7121,3.03382,-4.9,-1.54618,-1.54618,1.76234,2.8400267362594604,-2.9820107221603394,107.09,561.4,4.42047244,561.4,4.42047244,999,0.01587302,2B/OF,/players/brendan-donovan/24679/stats/batting,11,AL,Brendan Donovan,680977,24679,24679
PIT,Pirates,114,438,480,115,74,27,5,9,56,51,30,8,97,7,5,0,0,2,3,0.262557,0.316667,0.408676,0.725342,0.308532,0.0625,0.202083,0.309278,0.146119,4.14349,0.31454,,,54.9532,-1.76254,3.8,-1.50852,-1.50852,1.76104,-4.320998668670654,5.563668370246887,95.0563,503.8,4.419298245,503.8,4.419298245,999,0,2B,/players/nick-gonzales/27490/stats/batting,27,NL,Nick Gonzales,693304,27490,27490
PIT,Pirates,126,449,513,122,79,31,1,11,63,56,55,11,90,6,3,0,1,2,1,0.271715,0.356725,0.418708,0.775433,0.333216,0.107212,0.175439,0.611111,0.146993,2.90756,0.316239,,,69.0122,8.39728,3.1,-0.861133,-0.861133,1.75538,6.414026975631714,-6.32460355758667,111.966,617.2,4.898412698,617.2,4.898412698,999,0.00961538,1B,/players/spencer-horwitz/26477/stats/batting,27,NL,Spencer Horwitz,687462,26477,26477
MIL,Brewers,133,511,579,117,68,29,6,14,80,73,58,6,148,6,3,1,0,18,7,0.228963,0.313149,0.391389,0.704538,0.305299,0.100173,0.255613,0.391892,0.162427,6.81799,0.292614,,,64.767,-3.64632,-5.3,-0.0984322,-0.0984322,1.75414,-3.2008610665798187,1.0822749137878418,95.4791,600.7,4.516541353,600.7,4.516541353,999,0,SS,/players/jett-williams/sa3020134/stats/batting,23,NL,Jett Williams,702518,sa3020134,sa3020134
PHI,Phillies,139,418,473,107,69,21,3,14,58,58,46,4,131,2,5,2,1,10,3,0.255981,0.329087,0.421053,0.75014,0.323213,0.0972516,0.276956,0.351145,0.165072,5.39278,0.334532,,,59.7895,3.90089,-3.4,0.0254589,0.0254589,1.75154,3.0447803009301424,-1.662051796913147,105.386,545.4,3.923741007,545.4,3.923741007,999,0,OF,/players/brandon-marsh/20202/stats/batting,26,NL,Brandon Marsh,669016,20202,20202
ATH,Athletics,131,488,538,122,70,30,2,20,69,84,32,8,155,12,5,1,0,8,4,0.25,0.309125,0.442623,0.751748,0.318537,0.0594796,0.288104,0.206452,0.192623,4.80993,0.320755,,,65.9632,2.39432,4.5,-0.737847,-0.737847,1.74745,-0.007200419902801514,-1.4303350448608398,101.152,617.6,4.714503816,617.6,4.714503816,999,0.02040816,OF,/players/colby-thomas/31855/stats/batting,10,AL,Colby Thomas,687515,31855,31855
MIA,Marlins,126,474,536,118,73,26,2,17,65,67,55,3,160,4,3,0,1,4,3,0.248945,0.330224,0.419831,0.750055,0.325735,0.102612,0.298507,0.34375,0.170886,3.65339,0.336667,,,68.8506,5.51812,1.7,-1.28017,-1.28017,1.74286,3.410140633583069,-4.208289384841919,107.383,609.6,4.838095238,609.6,4.838095238,999,0.11111111,OF,/players/owen-caissie/27496/stats/batting,20,NL,Owen Caissie,683357,27496,27496
ATH,Athletics,141,520,581,136,99,27,3,7,67,62,46,12,80,4,5,6,0,9,3,0.261538,0.323478,0.365385,0.688863,0.29587,0.0791738,0.137694,0.575,0.103846,4.71516,0.294521,,,60.5432,-8.10646,0.8,-0.332981,-0.332981,1.73576,-10.236082285642624,7.204321205615997,85.5382,561.5,3.982269503,561.5,3.982269503,999,0,3B/SS,/players/darell-hernaiz/26224/stats/batting,10,AL,Darell Hernaiz,687231,26224,26224
SDP,Padres,120,443,495,112,82,21,0,9,54,46,42,13,90,4,6,0,1,12,2,0.252822,0.319192,0.361174,0.680366,0.290304,0.0848485,0.181818,0.466667,0.108352,4.17462,0.294286,,,49.3445,-9.14357,1.1,0.821773,0.821773,1.73102,-6.106154203414917,6.556349396705627,88.1913,484.9,4.040833333,484.9,4.040833333,999,0.06716418,SS,/players/xander-bogaerts/12161/stats/batting,29,NL,Xander Bogaerts,593428,12161,12161
SEA,Mariners,135,487,564,113,80,22,1,10,60,51,65,8,108,5,3,4,1,4,1,0.232033,0.326786,0.342916,0.669702,0.295507,0.115248,0.191489,0.601852,0.110883,3.34305,0.276882,,,58.6052,-8.03575,-4.6,-0.546955,-0.546955,1.73093,-4.110869646072388,1.616931438446045,94.6386,524.1,3.882222222,524.1,3.882222222,999,0,SS,/players/jp-crawford/15491/stats/batting,11,AL,J.P. Crawford,641487,15491,15491
SEA,Mariners,141,495,562,115,78,23,4,10,63,61,53,8,92,8,3,3,1,6,4,0.232323,0.314848,0.355556,0.670403,0.292612,0.0943061,0.163701,0.576087,0.123232,4.36883,0.265152,,,57.0764,-9.32819,1.5,-1.30289,-1.30289,1.71199,-6.175104379653931,3.5649616718292236,92.6444,515.7,3.657446808,515.7,3.657446808,999,0,2B,/players/cole-young/31680/stats/batting,11,AL,Cole Young,702284,31680,31680
ATH,Athletics,121,491,551,114,66,29,4,15,69,69,47,3,132,8,3,2,2,6,5,0.232179,0.307832,0.399185,0.707018,0.307046,0.0852995,0.239564,0.356061,0.167006,4.81265,0.285303,,,62.4166,-2.68831,-2.3,-1.62658,-1.62658,1.7106,-6.018762707710266,3.7736332416534424,93.2367,557.7,4.609090909,557.7,4.609090909,999,0,SS,/players/leodalis-de-vries/sa3023363/stats/batting,10,AL,Leo De Vries,815888,sa3023363,sa3023363
LAD,Dodgers,100,360,394,89,58,17,2,12,52,46,26,6,70,4,3,1,0,9,1,0.247222,0.302799,0.405556,0.708355,0.301805,0.0659898,0.177665,0.371429,0.158333,5.79215,0.274021,,,42.9555,-3.59866,4.6,0.849145,0.849145,1.70474,-2.4940242767333984,6.047677755355835,92.8407,416.2,4.162,416.2,4.162,999,0.00952381,2B,/players/tommy-edman/19470/stats/batting,22,NL,Tommy Edman,669242,19470,19470
TBR,Rays,133,484,530,117,84,26,2,5,60,50,36,10,106,7,2,1,1,10,2,0.241736,0.302457,0.334711,0.637168,0.27565,0.0679245,0.2,0.339623,0.0929752,5.05548,0.298667,,,46.5279,-16.0956,7.8,0.408569,0.408569,1.6886,-11.484816402196884,9.747384071350098,80.9604,447.4,3.363909774,447.4,3.363909774,999,0,3B,/players/ben-williamson/33197/stats/batting,12,AL,Ben Williamson,810938,33197,33197
MIN,Twins,131,432,494,96,56,20,3,17,69,52,51,2,164,8,3,0,1,11,2,0.222222,0.313765,0.400463,0.714228,0.311999,0.103239,0.331984,0.310976,0.178241,6.20931,0.311024,,,57.9464,-0.423496,-2.3,0.634976,0.634976,1.67812,-0.11585301160812378,-0.4848911762237549,98.7104,532.8,4.067175572,532.8,4.067175572,999,0.01538462,OF,/players/james-outman/24770/stats/batting,8,AL,James Outman,681546,24770,24770
HOU,Astros,113,351,392,86,62,15,2,7,45,35,32,9,81,5,2,2,0,9,3,0.245014,0.315385,0.358974,0.674359,0.289854,0.0816327,0.206633,0.395062,0.11396,5.09721,0.298113,,,38.9336,-7.38418,8.5,-0.0227026,-0.0227026,1.67605,-7.050635751336813,9.940329194068909,84.7886,371,3.28318584,371,3.28318584,999,0,OF,/players/jake-meyers/20308/stats/batting,21,AL,Jake Meyers,676694,20308,20308
NYM,Mets,120,479,539,120,77,23,5,15,77,69,50,7,110,8,2,0,2,11,3,0.250522,0.330241,0.413361,0.743602,0.32093,0.0927644,0.204082,0.454545,0.162839,6.18587,0.294944,,,67.1334,3.44639,-9.3,0.126434,0.126434,1.66964,5.705867186188698,-7.319547533988953,108.734,615.7,5.130833333,615.7,5.130833333,999,0,OF,/players/carson-benge/sa3025452/stats/batting,25,NL,Carson Benge,701807,sa3025452,sa3025452
TOR,Blue Jays,107,372,435,82,48,14,2,18,56,65,49,7,100,11,0,3,1,4,1,0.22043,0.328704,0.413978,0.742682,0.321676,0.112644,0.229885,0.49,0.193548,4.35214,0.251969,,,54.4433,3.04467,2.9,-0.276286,-0.276286,1.66312,3.1782447695732117,-1.8949732780456543,106.738,493.2,4.609345794,493.2,4.609345794,999,0,OF,/players/robert-schreck/sa3022602/stats/batting,14,AL,RJ Schreck,702302,sa3022602,sa3022602
MIA,Marlins,120,470,516,117,75,24,2,16,71,63,37,9,133,5,4,0,0,8,3,0.248936,0.30814,0.410638,0.718778,0.305654,0.0717054,0.257752,0.278196,0.161702,5.09331,0.310769,,,57.8689,-3.10045,1.4,-0.341533,-0.341533,1.65997,-4.238905966281891,3.29594349861145,93.6272,549.4,4.578333333,549.4,4.578333333,999,0.03529412,3B,/players/connor-norby/29592/stats/batting,20,NL,Connor Norby,681393,29592,29592
SFG,Giants,118,424,469,102,67,20,2,13,59,57,30,5,132,8,3,4,0,12,3,0.240566,0.301075,0.389151,0.690226,0.297565,0.0639659,0.28145,0.227273,0.148585,5.69902,0.315603,,,49.5178,-5.89819,2.9,0.511281,0.511281,1.6566,-4.035439372062683,4.6232510805130005,91.8204,467.2,3.959322033,467.2,3.959322033,999,0,2B/SS,/players/tyler-fitzgerald/26208/stats/batting,30,NL,Tyler Fitzgerald,666149,26208,26208
MIA,Marlins,130,477,520,122,89,20,3,10,59,57,36,11,76,3,3,1,1,12,5,0.255765,0.310212,0.373166,0.683378,0.291641,0.0692308,0.146154,0.473684,0.1174,4.92607,0.284264,,,52.4014,-9.04063,3.4,-0.419982,-0.419982,1.65426,-10.263704806566238,9.131922721862793,84.0279,501.1,3.854615384,501.1,3.854615384,999,0.00694444,2B/SS,/players/otto-lopez/19608/stats/batting,20,NL,Otto Lopez,672640,19608,19608
TEX,Rangers,111,382,438,91,61,17,3,10,57,47,46,3,96,8,2,0,1,19,4,0.23822,0.33105,0.376963,0.708014,0.312067,0.105023,0.219178,0.479167,0.138743,6.61294,0.291367,,,51.4017,-0.351359,-2.5,1.42254,1.42254,1.64543,1.8977532386779785,-0.8906525373458862,100.921,474.9,4.278378378,474.9,4.278378378,999,0.03225806,OF,/players/evan-carter/27790/stats/batting,13,AL,Evan Carter,694497,27790,27790
LAD,Dodgers,109,309,369,73,47,15,1,10,46,44,46,4,68,7,3,4,0,5,3,0.236246,0.345205,0.38835,0.733555,0.322186,0.124661,0.184282,0.676471,0.152104,4.01809,0.269231,,,46.3356,2.73541,5.7,-0.862313,-0.862313,1.63921,2.112375855445862,1.6325392723083496,106.802,403.1,3.698165137,403.1,3.698165137,999,0.05454545,OF,/players/alex-call/19296/stats/batting,22,NL,Alex Call,669743,19296,19296
TBR,Rays,92,349,389,83,54,17,2,10,44,47,30,6,102,5,5,0,0,0,0,0.237822,0.303342,0.383954,0.687296,0.29421,0.0771208,0.262211,0.294118,0.146132,2.83096,0.301653,,,40.0116,-5.95175,2.3,-0.547939,-0.547939,1.63913,-6.814431369304657,9.446531534194946,86.3321,375.5,4.081521739,375.5,4.081521739,999,0,C,/players/dominic-keegan/sa3020194/stats/batting,12,AL,Dom Keegan,681371,sa3020194,sa3020194
ATH,Athletics,96,345,387,80,51,17,4,8,51,46,32,5,127,8,1,1,0,13,3,0.231884,0.310881,0.373913,0.684794,0.297561,0.0826873,0.328165,0.251969,0.142029,7.41721,0.341232,,,40.8588,-4.86828,6.5,0.803704,0.803704,1.63501,-5.261305510997772,7.921957731246948,86.7032,386.6,4.027083333,386.6,4.027083333,999,0,OF,/players/denzel-clarke/29858/stats/batting,10,AL,Denzel Clarke,672016,29858,29858
DET,Tigers,124,422,470,97,65,17,2,13,59,56,41,5,121,4,3,0,1,9,3,0.229858,0.302128,0.372038,0.674166,0.292638,0.087234,0.257447,0.338843,0.14218,5.1226,0.28866,,,47.7432,-7.79089,2.5,-0.121728,-0.121728,1.62823,-7.943097397685051,7.680776119232178,85.8807,447.8,3.611290322,447.8,3.611290322,999,0,SS,/players/trey-sweeney/29575/stats/batting,6,AL,Trey Sweeney,700242,29575,29575
SFG,Giants,88,329,377,72,51,12,1,8,44,44,36,1,117,9,3,0,0,3,1,0.218845,0.310345,0.334347,0.644691,0.288862,0.0954907,0.310345,0.307692,0.115502,4.04911,0.309179,,,37.1403,-7.40516,3.2,-0.436676,-0.436676,1.62815,-6.7554696798324585,10.126073122024536,85.8584,327.8,3.725,327.8,3.725,999,0,C,/players/drew-cavanaugh/sa3022682/stats/batting,30,NL,Drew Cavanaugh,701852,sa3022682,sa3022682
NYM,Mets,121,429,495,91,60,15,1,15,66,65,48,10,145,15,3,0,1,14,6,0.212121,0.311111,0.356643,0.667754,0.290679,0.0969697,0.292929,0.331034,0.144522,5.17839,0.279412,,,49.4955,-8.9926,-2.3,-0.403093,-0.403093,1.61919,-7.436776846647263,6.793915033340454,88.011,469.6,3.880991735,469.6,3.880991735,999,0,C,/players/christopher-suero/sa3018614/stats/batting,25,NL,Chris Suero,801523,sa3018614,sa3018614
SFG,Giants,149,572,636,148,99,25,2,22,79,81,49,14,143,11,4,0,2,6,3,0.258741,0.327044,0.424825,0.751869,0.319606,0.077044,0.224843,0.342657,0.166084,3.83679,0.306569,,,78.5311,3.38278,-2.6,-0.985795,-0.985795,1.61439,4.229685127735138,-9.610581874847412,106.919,730.5,4.902684563,730.5,4.902684563,999,0.01910828,OF,/players/heliot-ramos/22515/stats/batting,30,NL,Heliot Ramos,671218,22515,22515
COL,Rockies,124,453,508,119,82,27,3,7,64,53,45,13,112,7,3,0,2,5,1,0.262693,0.336614,0.381898,0.718513,0.307794,0.0885827,0.220472,0.401786,0.119205,4.83137,0.332344,,,57.854,-2.17009,7.5,-0.20832,-0.20832,1.60549,-10.57578207552433,9.366549134254456,82.7807,537.3,4.333064516,537.3,4.333064516,999,0.02325581,3B,/players/kyle-karros/33252/stats/batting,19,NL,Kyle Karros,691720,33252,33252
ATH,Athletics,129,490,550,122,81,24,5,12,69,74,46,9,188,12,2,0,0,28,5,0.24898,0.327273,0.391837,0.719109,0.310803,0.0836364,0.341818,0.244681,0.142857,7.37982,0.376712,,,63.9812,-1.00559,2.8,2.6942,2.6942,1.60174,-0.01217198371887207,-3.2626101970672607,95.8251,617.3,4.785271317,617.3,4.785271317,999,0,OF,/players/henry-bolte/sa3020006/stats/batting,10,AL,Henry Bolte,703607,sa3020006,sa3020006
PHI,Phillies,112,413,455,102,67,21,2,12,50,50,31,9,115,8,3,0,1,7,2,0.246973,0.30989,0.394673,0.704563,0.300494,0.0681319,0.252747,0.269565,0.1477,4.66123,0.311419,,,49.1213,-4.64044,-2.3,-0.059397,-0.059397,1.6011,-5.547854721546173,6.059053659439087,89.8224,468,4.178571428,468,4.178571428,999,0.0075188,C,/players/jt-realmuto/11739/stats/batting,26,NL,J.T. Realmuto,592663,11739,11739
HOU,Astros,119,451,499,112,77,20,1,14,53,53,43,17,107,2,3,0,1,0,0,0.248337,0.314629,0.390244,0.704873,0.295674,0.0861723,0.214429,0.401869,0.141907,1.74658,0.294294,,,51.9189,-7.04178,3.9,-0.693176,-0.693176,1.59882,-7.281466960906982,5.733480453491211,88.7979,506.5,4.256302521,506.5,4.256302521,999,0,SS,/players/carlos-correa/14162/stats/batting,21,AL,Carlos Correa,621043,14162,14162
