mlbam_id,name,position,age,pa_projected,pa_fullseason,games_missed_estimate,pa_disagreement,injury_risk_tier
807007.0,Jeremy Rodriguez,SS,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
807267.0,JD Dix,2B,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
811764.0,Cody Miller,3B/SS,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
809372.0,Victor Figueroa,1B,,249.0,600,102.67941176470588,298.4593774703687,MODERATE
821268.0,Yoneiker Lugo,C,,1.0,450,161.70545454545456,,HIGH
680874.0,Tim Borden II,2B/3B,,1.0,600,161.76176470588234,,HIGH
666695.0,Jonathan Guzmán,SS,,1.0,600,161.76176470588234,,HIGH
821682.0,Christian Astudillo,C/1B,,1.0,450,161.70545454545456,,HIGH
824742.0,Logan Braunschweig,OF,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
678986.0,Jesus Moreno,C,,1.0,450,161.70545454545456,,HIGH
694181.0,Carlos Colmenarez,3B/SS,,236.25,600,105.71691176470588,291.201390793382,MODERATE
821692.0,Cristian Arguelles,OF,,1.0,600,161.76176470588234,,HIGH
687701.0,Kaden Hollow,1B/OF,,235.0,600,106.01470588235294,290.600527643476,MODERATE
663682.0,Mike Salvatore,2B/SS,,1.0,600,161.76176470588234,,HIGH
821784.0,Isaac Ponce,C/1B,,1.0,450,161.70545454545456,,HIGH
687248.0,Keshawn Ogans,3B,,242.11317250000002,600,104.32009713970588,292.8678161766141,MODERATE
829977.0,Ivan Torres,C/1B,,1.0,450,161.70545454545456,,HIGH
830459.0,Jhon GIl,C/2B,,1.0,450,161.70545454545456,,HIGH
699478.0,Justin Bench,2B/3B,,1.0,600,161.76176470588234,,HIGH
692489.0,Angel Del Rosario,2B/SS/OF,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
702112.0,Hogan Windish,1B/2B,,254.18687749999998,600,101.44371447794117,298.4865402651629,LOW
687262.0,Jorge Corona,C/1B,,200.66666666666666,450,102.89454545454547,345.83281124458586,MODERATE
694193.0,Victor Acosta,2B/SS,,254.0,600,101.48823529411764,301.84653937610966,LOW
671925.0,Matt Coutney,1B,,267.75,600,98.21249999999999,312.6247750898831,LOW
804603.0,Duncan Pastore,2B,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
802959.0,Max Holy,2B/SS,,244.75,600,103.69191176470589,295.8156802244713,MODERATE
703639.0,Nico Perez,2B,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
680771.0,Mateo Gil,3B/SS,,1.0,600,161.76176470588234,,HIGH
686982.0,Jared McKenzie,OF,,242.5,600,104.22794117647058,294.5058007351751,MODERATE
680518.0,Zavier Warren,1B/3B,,262.761005,600,99.40105469117648,307.9695845497952,LOW
682011.0,Tyler Miller,1B/3B,,242.0,600,104.3470588235294,294.223271230087,MODERATE
681184.0,Kevin Graham,OF,,215.4316925,600,110.67656737499999,283.38970737659395,MODERATE
701811.0,John Spikerman,OF,,213.0,600,111.25588235294117,283.44664400906214,MODERATE
821181.0,Juneiker Caceres,OF,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
695461.0,Harrison Spohn,SS,,227.02559,600,107.91449179411765,286.51012232157825,MODERATE
821689.0,Francisco Espinoza,C,,200.66666666666666,450,102.89454545454547,345.83281124458586,MODERATE
801629.0,Cade McGee,3B,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
801187.0,Chase Adkison,C,,193.5,450,105.00545454545454,282.7348581268323,MODERATE
815528.0,Ediel Rivera,C,,200.66666666666666,450,102.89454545454547,345.83281124458586,MODERATE
694227.0,Danyer Cueva,2B/SS,,192.75,600,116.08014705882353,282.8148687746102,HIGH
702550.0,Chandler Pollard,2B/SS,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
678807.0,Carlos Santiago,SS,,1.0,600,161.76176470588234,,HIGH
694180.0,Wilman Diaz,2B/SS,,230.75,600,107.02720588235294,288.71020649317774,MODERATE
598265.0,Jackie Bradley Jr.,OF,,1.0,600,161.76176470588234,,HIGH
815520.0,Braylon Payne,OF,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
815151.0,Mac McCroskey,2B/SS,,223.75,600,108.69485294117646,286.1204583154911,MODERATE
800377.0,Angel Mateo,OF,,271.75,600,97.2595588235294,316.14065962268546,LOW
803475.0,Colby Jones,2B/3B,,275.0,600,96.48529411764706,319.1164886578776,LOW
820886.0,Justin Capellan,C,,1.0,450,161.70545454545456,,HIGH
805366.0,Cole Urman,C/1B,,216.25,450,98.30454545454545,284.0861078382163,LOW
699816.0,Jackson Loftin,SS/OF,,1.0,600,161.76176470588234,,HIGH
815152.0,Theo Hardy,2B/SS,,190.75,600,116.55661764705883,283.0669826501612,HIGH
665120.0,Jared Walsh,1B,,11.2101,600,159.32935852941176,,HIGH
807967.0,Jesus Fernandez,SS,,200.66666666666666,600,114.19411764705882,345.83281124458586,MODERATE
677319.0,Cameron Barstad,C,,219.0,450,97.49454545454546,284.741988473776,LOW
682218.0,Tyler Reichenborn,OF,,1.0,600,161.76176470588234,,HIGH
829987.0,Carlos Torres,C,,1.0,450,161.70545454545456,,HIGH
702601.0,Lamar King Jr.,C/1B,,259.75,450,85.49181818181818,306.0995208533765,LOW
