name,mlbam_id,espn_id,primary_position,PA,pos_adj_werth,werth_mean_sim,werth_std_sim,werth_q10_sim,werth_q90_sim,werth_skew_sim,risk_adj_werth_mc,waiver_floor,draft_value_mc
Alejandro Kirk,672386,42081.0,C,484.044,-3.2034831529514154,-3.2034831529514154,2.329501037406887,-6.181026428699538,-0.2637298356659434,0.04803722461343043,-3.076414464196235,-5.97741071772182,2.9009962535255847
Cedric Mullins,656775,35578.0,OF,450.839,-4.223959689015298,-4.223959689015298,2.7658342098610085,-7.719407232161952,-0.6181358119684209,-0.030610072197754228,-3.0806788564964824,-4.139623131043089,1.0589442745466062
Rece Hinds,677956,,OF,33.5655,-18.843356861938123,-18.843356861938123,11.876847807482521,-30.783330839453495,-1.1344137193901906,0.9227581573439455,-3.0814348557265725,-4.139623131043089,1.0581882753165162
James Outman,681546,41802.0,OF,205.16,-13.607058504773093,-13.607058504773093,9.731655956677091,-26.118282227393557,-0.46074699416457,0.510582254452359,-3.100276465069238,-4.139623131043089,1.0393466659738508
Colby Thomas,687515,,OF,259.379,-10.83714431606872,-10.83714431606872,8.156788789955211,-21.975892189965666,0.024259670848245794,0.29917868499593037,-3.1040786683853,-4.139623131043089,1.0355444626577888
Jacob Wilson,805779,4719300.0,SS,578.57,-3.782482988725714,-3.782482988725714,2.775185403433814,-7.421088647652381,-0.21180099447308215,0.06926131815849715,-3.10669476589212,-4.7964571447799536,1.6897623788878335
Jhonkensy Noel,678877,42548.0,OF,26.1959,-19.19289404217339,-19.19289404217339,11.862835493406262,-30.678098096621323,-1.872228087218261,1.0286244247541345,-3.109891210324909,-4.139623131043089,1.0297319207181799
Zac Veen,691728,4717903.0,OF,122.626,-16.220888066665005,-16.220888066665005,10.701318043938006,-27.720519459976003,-1.0287533057356992,0.7990519565988137,-3.1126705864593376,-4.139623131043089,1.026952544583751
Johnathan Rodríguez,671286,,OF,120.201,-16.352315081353645,-16.352315081353645,10.588965146329686,-27.888728154047648,-1.3484311980460273,0.8373248455420235,-3.1759297526345507,-4.139623131043089,0.963693378408538
Andrew Benintendi,643217,34986.0,OF,485.457,-3.866661816413509,-3.866661816413509,1.9838590186338085,-6.334502204445683,-1.3584587171850362,-0.041933893301184855,-3.216759128916345,-4.139623131043089,0.9228640021267438
Gabriel Gonzalez,694224,,OF,51.8265,-18.56392254751938,-18.56392254751938,11.071441980346219,-29.35423939507358,-2.584532219534108,1.0822813755749277,-3.2416453102293383,-4.139623131043089,0.8979778208137503
Victor Scott II,687363,4807220.0,OF,507.05,-4.727225243037732,-4.727225243037732,2.9070037556788244,-8.53363633973639,-0.9627006179149616,0.03870648841682608,-3.245104632021391,-4.139623131043089,0.8945184990216974
Owen Caissie,683357,,OF,422.553,-6.512267015942263,-6.512267015942263,4.627591521651176,-12.376636441850808,-0.6500606888730184,0.05124579317718346,-3.2493338294618432,-4.139623131043089,0.8902893015812454
Esteury Ruiz,665923,39680.0,OF,105.451,-16.126948300103876,-16.126948300103876,10.66681787658851,-29.23405904814953,-1.8257149259928904,0.552042036251103,-3.2499613272173047,-4.139623131043089,0.889661803825784
Austin Hays,669720,36928.0,OF,449.143,-4.823676982031945,-4.823676982031945,3.0055966765002458,-8.509833983096751,-0.9110492404155182,0.10564833754889785,-3.2536097374198256,-4.139623131043089,0.886013393623263
Miguel Vargas,678246,42453.0,3B,580.594,-3.2793687900120343,-3.2793687900120343,1.8992077892843116,-5.745985126570315,-0.8444634258148372,0.005253013697576638,-3.264056990586274,-7.059204814833756,3.7951478242474823
Dominic Canzone,686527,4345621.0,OF,415.521,-5.854233108137048,-5.854233108137048,3.9896718956050057,-10.881349980265487,-0.8777389772130174,-0.01107221576813305,-3.267440152121568,-4.139623131043089,0.8721829789215207
Jonatan Clase,682729,,OF,34.2664,-19.047423485289183,-19.047423485289183,11.406294431223879,-31.352406615177195,-3.0813881113665227,0.9272658041946001,-3.2678141535326395,-4.139623131043089,0.8718089775104492
Jordan Walker,691023,4684778.0,OF,497.039,-4.546135447630939,-4.546135447630939,2.5904209442474895,-7.92590902451976,-1.2725899285455755,0.05045122407330837,-3.3007733582703285,-4.139623131043089,0.8388497727727602
Leody Taveras,665750,34951.0,OF,92.032,-17.18159141535632,-17.18159141535632,10.609716452825444,-29.11364482429287,-2.2156637961650945,0.7110459856997161,-3.3041679294282043,-4.139623131043089,0.8354552016148844
Tyler Tolbert,686475,,OF,120.011,-16.091557843525624,-16.091557843525624,10.016146953053083,-27.883027549963604,-2.038710105003246,0.6949702242582635,-3.3123926256462206,-4.139623131043089,0.827230505396868
Alejandro Osuna,696030,,OF,69.6027,-17.98735202172703,-17.98735202172703,10.645339836000764,-28.872365770909354,-2.8704795460088,0.9037413952876344,-3.318548314077141,-4.139623131043089,0.8210748169659476
Carson Benge,701807,4925604.0,OF,372.512,-7.5520168671698835,-7.5520168671698835,5.17362991981084,-14.158316475593447,-0.6851213790490794,0.06803841318245785,-3.3273754165341027,-4.139623131043089,0.8122477145089859
Nelson Rada,703185,,OF,74.3678,-18.08812103485732,-18.08812103485732,10.617126196001912,-29.41963201904044,-2.8882210550740584,0.9428127642787025,-3.327610001135239,-4.139623131043089,0.8120131299078497
Nolan Schanuel,694384,4739755.0,1B,598.317,-3.940209350561084,-3.940209350561084,1.6345296589794966,-6.067661625032653,-1.845940872725558,0.004775267268715495,-3.328732760686914,-4.017505808029069,0.6887730473421554
Pedro León,694175,4717898.0,OF,43.1091,-18.877183490348482,-18.877183490348482,10.945417663220832,-29.691344016465262,-3.2315484823174154,1.0667791667593212,-3.336009179819803,-4.139623131043089,0.8036139512232858
Sterlin Thompson,694514,,OF,26.2665,-19.29945867992332,-19.29945867992332,10.945962952502382,-29.977685847304418,-2.9332672415773526,1.0030929824742498,-3.3599201451768725,-4.139623131043089,0.7797029858662161
Gustavo Campero,672569,,OF,25.6752,-19.30946432132577,-19.30946432132577,11.001394539446812,-30.597002974133954,-3.5734214450502626,0.9425439641263929,-3.373238795950907,-4.139623131043089,0.7663843350921815
Akil Baddoo,668731,40634.0,OF,31.1735,-19.134839670490436,-19.134839670490436,10.881757790554925,-30.259155459750342,-3.842122268346883,0.9901754499831209,-3.3743205541686483,-4.139623131043089,0.7653025768744404
Gabriel Rincones Jr.,687282,,OF,47.4505,-18.564282056430304,-18.564282056430304,10.543099443702,-29.092402650172318,-2.8063851151173083,0.9538609121137305,-3.3756909207474126,-4.139623131043089,0.763932210295676
Grant McCray,687529,,OF,64.6207,-18.315236788796696,-18.315236788796696,10.543746227323238,-29.39282847463974,-3.272930554795605,0.8562406523357898,-3.3945647544139033,-4.139623131043089,0.7450583766291854
Spencer Jones,682987,,OF,35.9001,-18.769922532956336,-18.769922532956336,10.85956263272211,-30.314327322902134,-2.9744887444700105,0.784633357251084,-3.3993001907282285,-4.139623131043089,0.7403229403148601
Cam Smith,701358,5080766.0,OF,469.649,-5.289489969479642,-5.289489969479642,3.0079062770149254,-9.120320438730618,-1.4377645189857016,-0.06912848690261861,-3.4302092945111142,-4.139623131043089,0.7094138365319744
Starling Marte,516782,30830.0,OF,254.169,-11.673530803606504,-11.673530803606504,7.495134787646464,-22.188639634889963,-1.6826369313415515,0.34123854620430566,-3.4440334242762183,-4.139623131043089,0.6955897067668704
Emmanuel Rodriguez,691181,,OF,71.3268,-17.747204718170156,-17.747204718170156,9.91044431492018,-28.014044214912165,-4.269333414329114,0.9559153651700009,-3.4478310562323364,-4.139623131043089,0.6917920748107522
Alex Verdugo,657077,33786.0,OF,126.929,-16.522097797441827,-16.522097797441827,9.667607182529679,-27.7211714340875,-2.9974294541953497,0.7131773993952137,-3.455409896370421,-4.139623131043089,0.6842132346726677
Anthony Santander,623993,36084.0,OF,116.653,-15.777555702523795,-15.777555702523795,9.385152393856105,-27.11752017821216,-2.9440013411073305,0.6382105373349534,-3.4662432083088666,-4.139623131043089,0.6733799227342221
John Rave,670231,,OF,104.858,-17.078717565064686,-17.078717565064686,9.566620416964009,-27.358285893825183,-3.67922170861125,0.8237330485775133,-3.4842271787494377,-4.139623131043089,0.655395952293651
Joshua Báez,695491,,OF,86.7157,-16.7400924108758,-16.7400924108758,9.504610058360715,-27.480398959264548,-3.5588460387008394,0.7695456422764844,-3.4868436018751434,-4.139623131043089,0.6527795291679452
Luis Matos,682641,4722941.0,OF,180.297,-14.052868563403955,-14.052868563403955,8.487747744183174,-25.091830916983028,-2.826644049680709,0.49390306920662624,-3.4888433461330632,-4.139623131043089,0.6507797849100254
Wenceel Pérez,672761,41586.0,OF,404.609,-6.682511106972416,-6.682511106972416,4.006112289610078,-11.761018685690033,-1.4420092565978446,0.011640879730361075,-3.498818088876392,-4.139623131043089,0.6408050421666966
Tirso Ornelas,672359,,OF,93.3974,-17.494092797329007,-17.494092797329007,9.763977986431462,-28.288255522937003,-3.9044373788377618,0.8275619047541957,-3.5014469901171195,-4.139623131043089,0.6381761409259692
Taylor Trammell,666211,37773.0,OF,50.6989,-18.482740027733705,-18.482740027733705,9.887426429746132,-28.67141549751938,-4.025844212699445,0.9346950605711795,-3.5089153995920226,-4.139623131043089,0.6307077314510661
Jake McCarthy,664983,41197.0,OF,369.749,-7.5867869552239435,-7.5867869552239435,4.67900387316148,-13.474719861807086,-1.5284386884956374,-0.045606234733499715,-3.5111510734082763,-4.139623131043089,0.6284720576348124
Victor Robles,645302,35042.0,OF,322.028,-9.41123954228609,-9.41123954228609,5.853782274662794,-17.000618306538293,-1.7016171653240826,0.2582746294620729,-3.511356456090532,-4.139623131043089,0.6282666749525565
Braden Montgomery,695731,,OF,127.585,-16.654158688801424,-16.654158688801424,9.359788234348342,-26.921984584537093,-3.700673656817837,0.8524492675140172,-3.522674212084529,-4.139623131043089,0.6169489189585597
Rob Refsnyder,608701,33411.0,OF,233.564,-12.063510542309025,-12.063510542309025,7.39303364521943,-22.29805048843619,-2.3756086328989383,0.33086030157643737,-3.5276118471072504,-4.139623131043089,0.6120112839358383
Jake Meyers,676694,40719.0,OF,456.674,-5.5226488688252,-5.5226488688252,2.9226373089517343,-9.24478838162087,-1.7638974745195495,-0.029146271746586502,-3.5301730351509857,-4.139623131043089,0.609450095892103
Blake Dunn,694362,,OF,32.4184,-19.218281365700747,-19.218281365700747,10.09381305797171,-29.72570574310445,-4.677502721742015,0.9630407768410209,-3.5447235654151963,-4.139623131043089,0.5948995656278924
Junior Perez,678577,,OF,43.1594,-18.769363222342708,-18.769363222342708,10.14880263791113,-29.555593854303645,-4.193578065938178,0.8239843513007833,-3.5476692911901946,-4.139623131043089,0.5919538398528941
Zach Cole,805904,,OF,327.763,-9.115331994636211,-9.115331994636211,5.540898871507126,-16.2140770136715,-1.9057402243937789,0.10452226260004592,-3.549037516757513,-4.139623131043089,0.5905856142855757
Christian Franklin,681047,,OF,21.0379,-19.579238501213734,-19.579238501213734,10.156671169812535,-29.633534927025416,-5.267630858563857,1.0313375420730473,-3.5517578067601816,-4.139623131043089,0.587865324282907
Luis Arraez,650333,39572.0,1B,608.063,-4.733232463253824,-4.733232463253824,1.9268847388912704,-7.232166659874934,-2.2686044470026223,0.04287900381086469,-3.552269765733855,-4.017505808029069,0.4652360422952144
Alan Roden,702176,4424368.0,OF,193.236,-14.183642134361456,-14.183642134361456,8.219476152469577,-25.09716027534851,-2.9302671445129604,0.5373673562915086,-3.5546049549441987,-4.139623131043089,0.58501817609889
Isaac Collins,686555,42959.0,OF,411.566,-6.374402060036718,-6.374402060036718,3.5825857451484513,-11.110561474581116,-1.7128500080386577,0.02351676002871271,-3.555676312886252,-4.139623131043089,0.5839468181568366
Ryan Clifford,691775,,1B,43.4164,-21.97338912721489,-21.97338912721489,10.753797529645537,-32.8183914511407,-6.612137196214945,0.9371815614105545,-3.560879836505262,-4.017505808029069,0.45662597152380746
Jhostynxon Garcia,691373,5136931.0,OF,257.598,-12.152469406640492,-12.152469406640492,7.258384803304082,-22.31809929750161,-2.42120284401899,0.34199280746042243,-3.5610760097546583,-4.139623131043089,0.5785471212884303
Nolan Jones,666134,37340.0,OF,102.397,-17.01336785084756,-17.01336785084756,9.538188571731144,-28.34590613460608,-3.7048478317161213,0.6233601962669082,-3.5641581037255774,-4.139623131043089,0.5754650273175113
Yohandy Morales,691002,,1B,57.7821,-21.804080647164024,-21.804080647164024,10.314098494146672,-31.7573332309203,-6.869633975978292,1.084406974729412,-3.564217180654854,-4.017505808029069,0.4532886273742154
Matthew Lugo,683090,,OF,53.8512,-18.53793613999755,-18.53793613999755,9.668394951626352,-28.05728012541458,-4.719033890816884,0.9847817269459199,-3.570694640245537,-4.139623131043089,0.5689284907975516
Dane Myers,667472,40048.0,OF,236.046,-12.345146168413784,-12.345146168413784,7.296484390679104,-22.370553622274805,-2.752639080084774,0.3280994635098309,-3.5764234372703307,-4.139623131043089,0.5631996937727579
Ryan Waldschmidt,814439,,OF,158.323,-14.664163165220291,-14.664163165220291,8.326772003239526,-25.14416106810626,-3.6919320625981276,0.6028778882725097,-3.5831231490528226,-4.139623131043089,0.5564999819902661
Ryan Jeffers,680777,41587.0,C,503.017,-3.752578292602382,-3.752578292602382,2.143725759557886,-6.549788355164558,-1.104176020198063,0.027662903787483834,-3.584211873304834,-5.97741071772182,2.3931988444169856
Ryan Vilade,668723,40960.0,OF,146.104,-15.916044425625149,-15.916044425625149,8.696389454826873,-26.287850803863943,-3.7909900763242317,0.6780676835391858,-3.5848616817287113,-4.139623131043089,0.5547614493143773
Coby Mayo,691723,4683371.0,1B,210.104,-16.641301129482045,-16.641301129482045,8.828200275509303,-28.819671332545504,-4.197825999011907,0.4937624937887579,-3.585351170134423,-4.017505808029069,0.43215463789464614
Ryan O'Hearn,656811,35183.0,1B,511.021,-5.24502268098095,-5.24502268098095,2.2811923711663473,-8.134429136434505,-2.2759786462512617,0.014592255051657788,-3.586285186475759,-4.017505808029069,0.4312206215533103
Parker Meadows,678009,41223.0,OF,416.997,-6.919479970267857,-6.919479970267857,3.893252850856189,-11.729942312323436,-1.8438484132792161,-0.016713760047418213,-3.5873980384841415,-4.139623131043089,0.5522250925589471
Everson Pereira,677592,41252.0,OF,221.826,-12.441904070183178,-12.441904070183178,7.4386977920040565,-22.600023443949084,-2.734165035757023,0.2750708020191993,-3.5890619623920568,-4.139623131043089,0.5505611686510319
Andrew Vaughn,683734,42394.0,1B,537.694,-4.710665739955253,-4.710665739955253,1.8259644870714289,-7.040217543644295,-2.3954656627014757,-0.011464121974226648,-3.5891768448753196,-4.017505808029069,0.4283289631537497
Walker Jenkins,805805,5148963.0,OF,78.8005,-17.461466288302976,-17.461466288302976,9.202617426636593,-27.03513977955875,-4.641491086862709,0.8876859975604202,-3.590306105296201,-4.139623131043089,0.5493170257468876
Tyler Freeman,671289,40958.0,OF,308.705,-9.198268308712006,-9.198268308712006,5.551341212079473,-16.641373295558616,-2.1774126757757553,0.02824699017451097,-3.5961993066505267,-4.139623131043089,0.543423824392562
Brooks Baldwin,681460,,OF,352.386,-8.608017773554177,-8.608017773554177,4.9978424117796,-14.957456173627575,-2.0672072708745843,0.12241290291449748,-3.5978965458644105,-4.139623131043089,0.5417265851786781
Sam Haggerty,664059,38347.0,OF,222.892,-12.79707273265268,-12.79707273265268,7.477914514251084,-22.82980822683431,-2.9658665646178997,0.367120042496791,-3.598917028240917,-4.139623131043089,0.5407061028021718
Tyler Black,672012,4414183.0,1B,37.3562,-22.223273005301518,-22.223273005301518,10.519611150909112,-32.98837507431816,-7.336755761155675,0.9168114369124922,-3.6049271810862558,-4.017505808029069,0.41257862694281355
Rowdy Tellez,642133,34287.0,1B,213.116,-16.6973970428455,-16.6973970428455,8.565467893348645,-26.86819180878019,-4.674543120539077,0.6312962320121532,-3.617017788210836,-4.017505808029069,0.40048801981823345
MJ Melendez,669004,40948.0,OF,102.734,-16.99876643608111,-16.99876643608111,8.866574617417175,-26.771229053694956,-4.411299572949416,0.8537814331669002,-3.6187277074282496,-4.139623131043089,0.5208954236148391
Bryan Torres,663494,,OF,38.4679,-19.028945887556322,-19.028945887556322,9.74153207333935,-28.97563799074376,-5.434359926199382,0.9234961360581435,-3.6225104844546814,-4.139623131043089,0.5171126465884073
Johan Rojas,679032,42829.0,OF,94.0612,-17.391884679449685,-17.391884679449685,9.346742899532202,-27.913014949375942,-4.160106214297065,0.7014452114886346,-3.6266300076250686,-4.139623131043089,0.5129931234180201
Jake Bauers,641343,35013.0,1B,304.558,-12.359956808988338,-12.359956808988338,6.807613205030311,-21.461430795665752,-3.4425798898483944,0.12287681256730441,-3.6299201769800065,-4.017505808029069,0.38758563104906285
Triston Casas,671213,41180.0,1B,184.446,-17.20216313828445,-17.20216313828445,8.858085234900262,-28.972174433985685,-4.93473236386469,0.5070021899741836,-3.6308163097860326,-4.017505808029069,0.38668949824303667
Matt Mervis,670223,4297978.0,1B,35.6096,-22.358641255173843,-22.358641255173843,10.081070482444332,-31.993500786351614,-8.32389027405678,1.0561274782024441,-3.641323355797594,-4.017505808029069,0.3761824522314754
Otto Kemp,805249,,1B,228.42,-15.518053030070952,-15.518053030070952,8.21558997780167,-26.77506167496011,-4.247450739505965,0.3649388864421435,-3.6457740163496783,-4.017505808029069,0.37173179167939097
Matt Vierling,663837,41636.0,OF,317.207,-10.18214384003528,-10.18214384003528,5.924971175296592,-17.864653089719404,-2.6411785781493475,0.17265994053090386,-3.655014182961066,-4.139623131043089,0.4846089480820228
Petey Halpin,690984,,OF,63.2797,-18.52040684567628,-18.52040684567628,9.088682604959125,-27.806286002473037,-5.754614070834401,0.973953919177907,-3.655356660705523,-4.139623131043089,0.48426647033756565
Jesse Winker,608385,32833.0,OF,228.258,-12.53786804328178,-12.53786804328178,7.015385669603242,-22.034696620307855,-2.733006625917184,0.3091293307195913,-3.6606899610943056,-4.139623131043089,0.4789331699487831
Kameron Misner,670224,,OF,50.4824,-18.59384074312177,-18.59384074312177,9.351493424701571,-28.352913117059572,-5.19972106471557,0.926081242447227,-3.6628684650953303,-4.139623131043089,0.4767546659477584
Lourdes Gurriel Jr.,666971,36040.0,OF,359.288,-7.038736450961154,-7.038736450961154,3.684492585774967,-11.736134526378533,-2.1515244269454867,0.11791410433274482,-3.66378080750336,-4.139623131043089,0.47584232353972844
Jake Fraley,641584,37974.0,OF,358.809,-8.418218719065699,-8.418218719065699,4.6994153410553015,-14.268335524599257,-2.2157438203854767,0.017453752366231725,-3.663827889411152,-4.139623131043089,0.47579524163193687
Jacob Melton,689200,,OF,144.973,-15.448779083935403,-15.448779083935403,8.405059247253867,-25.904615902596362,-3.8943154963188227,0.4912170864060092,-3.6656066871983963,-4.139623131043089,0.4740164438446923
Blaine Crim,688760,,1B,155.942,-18.536077000234986,-18.536077000234986,9.199904250995464,-30.24143162367518,-5.890549161582842,0.5931778343629545,-3.665874060201332,-4.017505808029069,0.3516317478277373
Spencer Steer,668715,4722857.0,1B,438.306,-7.731790832312848,-7.731790832312848,3.840361332353954,-12.787122121595251,-2.846456948457001,0.02166952148100673,-3.668419995763522,-4.017505808029069,0.34908581226554736
Jared Young,676724,,1B,36.9442,-22.21134650142942,-22.21134650142942,10.269137938035776,-32.53166886543077,-7.206425556641772,0.9022292361609171,-3.674040505117559,-4.017505808029069,0.34346530291151023
Max Kepler,596146,31870.0,OF,134.904,-15.603247370912573,-15.603247370912573,8.30012347215444,-26.072314400904016,-4.214160145368868,0.5695552284094523,-3.6773099859621734,-4.139623131043089,0.46231314508091526
Jerar Encarnacion,666464,42623.0,OF,134.255,-15.89595777871963,-15.89595777871963,8.291464617571014,-25.904797427269024,-4.110815088121515,0.6411275547500491,-3.678275180490836,-4.139623131043089,0.46134795055225286
Josh Bell,605137,32517.0,1B,539.895,-4.946073217766166,-4.946073217766166,1.784194991355508,-7.271341350723598,-2.7399299650026454,0.0007603692150491291,-3.679585070448574,-4.017505808029069,0.33792073758049535
Heston Kjerstad,677008,4297758.0,OF,51.3509,-18.612243742482693,-18.612243742482693,9.272340582728136,-28.32897642545761,-5.562516644960925,0.9073605655162248,-3.680299771438894,-4.139623131043089,0.4593233596041948
Christian Encarnacion-Strand,687952,5012106.0,1B,89.43,-20.892717020661003,-20.892717020661003,9.783047345324524,-31.296530128693934,-6.557380370029927,0.8185810732162206,-3.6849745881351152,-4.017505808029069,0.33253121989395407
Austin Martin,668885,4297998.0,OF,318.975,-10.065846890206778,-10.065846890206778,5.652745643130702,-17.16343470706488,-2.4227394421741204,0.10761881024824445,-3.686294283202363,-4.139623131043089,0.4533288478407256
Lane Thomas,657041,36409.0,OF,389.593,-6.488076997040262,-6.488076997040262,3.222288301063049,-10.581047034939582,-2.3887052360484513,0.06209629577150649,-3.69428350266742,-4.139623131043089,0.44533962837566854
Romy Gonzalez,663853,42826.0,1B,209.742,-15.571286679564128,-15.571286679564128,7.930768202915514,-26.30295520810418,-4.95562055312172,0.3886355498725936,-3.6950171848151627,-4.017505808029069,0.3224886232139066
Tre' Morgan,691003,,1B,41.0359,-22.632420827003948,-22.632420827003948,9.89320309249839,-32.252164539603385,-8.512766301247142,1.0435812576138972,-3.696963202781931,-4.017505808029069,0.3205426052471383
Tyler Locklear,682988,,1B,211.609,-16.929003541348933,-16.929003541348933,8.35871413419492,-28.15672613546444,-5.997148755285635,0.5019896513176878,-3.698964467282034,-4.017505808029069,0.3185413407470352
Bryce Eldridge,805811,5149064.0,1B,365.28,-11.013769298111242,-11.013769298111242,5.769344050489654,-18.55278154952253,-3.747090458434493,0.017266575950974826,-3.708419987993375,-4.017505808029069,0.3090858200356945
Kazuma Okamoto,672960,5134636.0,3B,522.975,-3.727844761791962,-3.727844761791962,1.6945768832900077,-5.862751709833902,-1.565967969837677,0.0022983787999479683,-3.712199712717102,-7.059204814833756,3.3470051021166545
Stuart Fairchild,656413,40346.0,OF,30.2038,-19.23959255606067,-19.23959255606067,9.282094010779039,-28.64036562261586,-5.875494074394718,0.9119979648313805,-3.714830658518292,-4.139623131043089,0.4247924725247967
Chas McCormick,676801,40574.0,OF,84.2138,-17.66363111690822,-17.66363111690822,8.72297891415461,-27.10915434634327,-5.359530841367783,0.7982186158109189,-3.7179836981737173,-4.139623131043089,0.42163943286937133
Carlos Cortes,666126,,OF,146.245,-15.47725047640834,-15.47725047640834,8.00014530034087,-25.70848378344795,-4.251166191105463,0.5584720069233201,-3.721082575027799,-4.139623131043089,0.4185405560152895
Ben Gamel,592325,31824.0,OF,79.7807,-17.814079797709482,-17.814079797709482,8.458929021210214,-26.21385617607878,-5.505772598372011,1.0121335070133586,-3.721453302663939,-4.139623131043089,0.4181698283791495
Warming Bernabel,682653,4917759.0,1B,103.717,-21.07707440812298,-21.07707440812298,9.123453475501517,-30.537367374364155,-8.268187738037291,0.9360743614884308,-3.7214914133902264,-4.017505808029069,0.29601439463884294
Michael Toglia,669911,42412.0,1B,66.3617,-21.80159061808341,-21.80159061808341,9.714954572065526,-32.29447394593874,-8.136689317549852,0.82123344206226,-3.7255572913316737,-4.017505808029069,0.29194851669739563
Drew Gilbert,687551,,OF,145.168,-15.961343175342538,-15.961343175342538,8.05206639079839,-25.260251835083146,-4.620565776196379,0.6887199725678147,-3.726559354251402,-4.139623131043089,0.4130637767916867
Kevin Alcántara,682634,42500.0,OF,51.3506,-18.55509517703642,-18.55509517703642,8.866780998466686,-27.617604042784606,-5.817902140009543,0.9573650370252408,-3.727526522026176,-4.139623131043089,0.4120966090169125
Eric Wagaman,676572,4987650.0,1B,114.444,-20.361839553653468,-20.361839553653468,9.135780435009236,-30.808434070218162,-7.723666883288076,0.7765458055082056,-3.7275630710002434,-4.017505808029069,0.2899427370288259
Alek Thomas,677950,41215.0,OF,406.198,-7.896859057350732,-7.896859057350732,4.081407999592291,-13.147659179391368,-2.8023945589782984,0.09564042066469634,-3.7335406065345964,-4.139623131043089,0.40608252450849225
Randal Grichuk,545341,31399.0,OF,156.9,-14.78568811223586,-14.78568811223586,7.691180842400096,-25.000750253943536,-4.533828169150277,0.5460018914272896,-3.7340104480347662,-4.139623131043089,0.4056126830083224
Denzel Clarke,672016,4918085.0,OF,379.151,-8.11488561996864,-8.11488561996864,4.255780716898007,-13.480667296873545,-2.6144952821986918,-0.008114955056204605,-3.734671319176778,-4.139623131043089,0.4049518118663107
Zach Dezenzo,701305,5137883.0,1B,114.161,-19.81611639648935,-19.81611639648935,8.690937120275377,-29.29816353879829,-7.709570088696969,0.8365354639292903,-3.738714940733697,-4.017505808029069,0.2787908672953723
Tristan Peters,671976,,OF,29.8178,-19.422488335781853,-19.422488335781853,9.170673121858776,-28.25370526471499,-5.733068826112913,0.9630551149914938,-3.7398366602951127,-4.139623131043089,0.3997864707479759
Troy Johnston,687859,4346111.0,1B,226.096,-15.721715442645852,-15.721715442645852,7.877466084589362,-26.707506706803905,-5.396503126903607,0.2635228885621394,-3.7408806077322816,-4.017505808029069,0.2766252002967877
Deyvison De Los Santos,691277,4989046.0,1B,80.4309,-20.96320607290289,-20.96320607290289,9.319038724039839,-31.197361509490115,-7.35570910892226,0.8074487064136163,-3.743705236505291,-4.017505808029069,0.2738005715237781
Jonny DeLuca,676356,5005912.0,OF,279.473,-11.358421619829745,-11.358421619829745,6.159765439210018,-19.58615523242179,-3.386271271552611,0.15696659850872496,-3.745392331346916,-4.139623131043089,0.3942307996961727
Brandon Lockridge,663604,,OF,112.675,-16.829565980055975,-16.829565980055975,8.315477797271136,-26.53751897447844,-5.420700929197807,0.704208154711496,-3.746869562261698,-4.139623131043089,0.3927535687813908
Nathan Lukes,664770,,OF,315.338,-10.120326255944796,-10.120326255944796,5.490141781072794,-17.157014737896276,-2.825464412300089,0.06583541003824545,-3.747898499137943,-4.139623131043089,0.3917246319051455
Matt Koperniak,689288,,OF,33.7391,-19.26359344185306,-19.26359344185306,8.780755136528565,-27.72305870857325,-6.752255485328816,1.0332724238809996,-3.7545970180269967,-4.139623131043089,0.3850261130160919
Eli White,642201,39963.0,OF,154.638,-14.905035722591066,-14.905035722591066,7.619253033081577,-24.82266354742637,-4.661405847665993,0.48480068287805744,-3.7572060835558183,-4.139623131043089,0.38241704748727035
Will Benson,666181,39216.0,OF,229.806,-11.767937545126795,-11.767937545126795,6.406478016440102,-20.0146813155146,-3.46477929576906,0.10258264503403582,-3.7579047563995367,-4.139623131043089,0.38171837464355196
Michael Conforto,624424,33711.0,OF,161.969,-15.174590118588767,-15.174590118588767,7.799567358977521,-25.18649623967323,-4.386851679442678,0.5293210622409494,-3.763200431199778,-4.139623131043089,0.37642269984331067
Joey Wiemer,686894,4417134.0,OF,107.306,-17.177921729889324,-17.177921729889324,8.275331832225197,-26.561017109574877,-5.415778275232573,0.7800640599901592,-3.7666514878199417,-4.139623131043089,0.3729716432231469
Kody Clemens,665019,41311.0,1B,285.342,-13.393820033474128,-13.393820033474128,6.5821980348401254,-22.04282631438141,-4.767709832067406,0.1314383719519896,-3.7705652600335386,-4.017505808029069,0.24694054799553067
Drew Waters,671221,41076.0,OF,34.4067,-19.238149962863606,-19.238149962863606,8.938627412262502,-28.47790922030656,-6.60989873003508,0.8924804148494756,-3.771001018971784,-4.139623131043089,0.36862211207130446
Andrés Chaparro,665953,,1B,281.991,-14.648701711828407,-14.648701711828407,7.198887459747252,-24.468311380355065,-5.202216108946133,0.23700347678343575,-3.7730600059637016,-4.017505808029069,0.2444458020653677
Alex Call,669743,38994.0,OF,165.885,-14.742765545234406,-14.742765545234406,7.652803416167755,-25.0001439728558,-4.3511626925194244,0.4251637577996347,-3.775726547455183,-4.139623131043089,0.36389658358790555
CJ Kayfus,692216,,1B,259.694,-14.786001604844843,-14.786001604844843,7.019078058769826,-24.062135789422886,-5.690881580435002,0.24271780607175772,-3.7830572983281865,-4.017505808029069,0.23444850970088282
