name,mlbam_id,espn_id,pitcher_type,IP,pos_adj_werth,werth_mean_sim,werth_std_sim,werth_q10_sim,werth_q90_sim,werth_skew_sim,risk_adj_werth_mc,waiver_floor,draft_value_mc
Ronel Blanco,669854,41829.0,RP,19.2971,-2.904328615037983,-2.904328615037983,3.2716019072034563,-7.129249446272655,-0.6582834205538475,-2.4490051156190664,-0.6152629681328934,-0.6812617159613445,0.06599874782845117
Albert Suárez,544150,31109.0,RP,22.8403,-3.348308495546461,-3.348308495546461,3.6283048221906022,-8.391222287830338,-0.4520147759079,-1.9122202894206897,-0.61535732143226,-0.6812617159613445,0.06590439452908459
Carson Whisenhunt,687931,,RP,39.1146,-3.7233877559486404,-3.7233877559486404,2.9639933998036376,-7.761460889497889,-0.4251976125188636,-0.8102376991154194,-0.6156943970415996,-0.6812617159613445,0.06556731891974499
A.J. Puk,640462,36201.0,RP,31.1869,-1.529422439659485,-1.529422439659485,0.7542428850499877,-2.4405206665969548,-0.5172727255920136,0.4990322051358441,-0.6171789613280241,-0.6812617159613445,0.06408275463332047
Chase Petty,695534,,RP,43.0135,-5.223650605978924,-5.223650605978924,3.998868936415108,-10.869708895144374,-0.3936385080379495,-0.6882182336463224,-0.6186044077172493,-0.6812617159613445,0.06265730824409521
Bailey Ober,641927,3107919.0,SP,157.274,-0.7878190290409219,-0.7878190290409219,1.2823952397081184,-2.4122764863353225,0.8568846194451333,0.016921073561074952,-0.6188507822460892,-1.736263707780635,1.1174129255345457
Jorge López,605347,33833.0,RP,23.3189,-3.4519617403306198,-3.4519617403306198,3.0943917838713992,-7.7208813214960585,-1.4638719333016577,-1.7832944650512716,-0.6188646961877909,-0.6812617159613445,0.06239701977355361
Tyler Wells,669330,4717904.0,RP,68.1771,-1.655480292357467,-1.655480292357467,1.0714920265516408,-3.0317723623914286,-0.5597290939480785,-0.9183514283894342,-0.6226245962792937,-0.6812617159613445,0.058637119682050876
Braxton Garrett,666129,40971.0,SP,115.633,-0.7087948690633583,-0.7087948690633583,1.0799912215623986,-2.0332780725003032,0.667727415159242,0.2555456939475659,-0.6227619792464536,-1.736263707780635,1.1135017285341815
Brycen Mautz,802408,,RP,13.6433,-3.053497328077218,-3.053497328077218,3.174049664524418,-7.2832679043516055,-0.7862609106483166,-2.053268142959935,-0.625361024809487,-0.6812617159613445,0.055900691151857584
Joey Cantillo,676282,42488.0,RP,127.562,-2.580119151757482,-2.580119151757482,1.4464191941004956,-4.444496670253915,-0.7333765929560007,-0.1742560274820419,-0.626036722981379,-0.6812617159613445,0.055224992979965526
Alan Rangel,660604,,RP,22.3904,-3.3806998603307514,-3.3806998603307514,3.244834437675295,-8.015155611549591,-0.49111445735255493,-1.2576119131310528,-0.6271147441595322,-0.6812617159613445,0.05414697180181238
A.J. Causey,822067,,RP,8.47986,-3.144535429698929,-3.144535429698929,3.513536388593031,-7.657265944595178,-0.8128190939514981,-2.3270218343727986,-0.6312613381579286,-0.6812617159613445,0.05000037780341593
Cody Bradford,674003,4142539.0,RP,65.6443,-1.806850886505492,-1.806850886505492,0.9920899670853119,-3.0846625375165684,-0.6969384671327162,-0.6195869056933381,-0.6317299989744981,-0.6812617159613445,0.04953171698684644
Tyler Mattison,694331,,RP,8.9324,-3.250876819412814,-3.250876819412814,3.5525104026257748,-8.171218560483576,-0.49684739093922586,-1.706529561768423,-0.6323113788886087,-0.6812617159613445,0.04895033707273588
Luis Garcia,677651,4684365.0,RP,47.9071,-2.721172478086304,-2.721172478086304,2.030029639787928,-5.346288678925562,-1.0407231250396207,-1.822839899497969,-0.634461531874975,-0.6812617159613445,0.046800184086369545
Bryan Hoeing,663773,42200.0,RP,12.4271,-3.152642676981234,-3.152642676981234,2.7239183407458567,-6.830856949300913,-1.4406584576785886,-2.008748653491208,-0.6359413096988796,-0.6812617159613445,0.04532040626246492
Evan Reifert,682126,4904087.0,RP,10.3655,-3.0500135020677748,-3.0500135020677748,1.8407469697529313,-5.453748398775482,-1.7456153125396188,-1.445430610805953,-0.6387360477907721,-0.6812617159613445,0.04252566817057246
Emiliano Teodo,693713,,RP,12.9432,-3.359488759017302,-3.359488759017302,3.507786607305399,-8.643579123677899,-0.547840596520411,-1.65761549682387,-0.6391287035115141,-0.6812617159613445,0.042133012449830476
Brant Hurter,676428,,RP,48.6434,-2.214684475282647,-2.214684475282647,0.98878954966949,-3.343447283826835,-1.1163656142683744,0.007201873936538929,-0.6410120226937188,-0.6812617159613445,0.04024969326762573
Jonah Tong,804636,,RP,31.0406,-2.566665520019731,-2.566665520019731,1.0024105200750975,-3.474623223183518,-1.3353986437999683,0.9271028523712745,-0.6414930923918839,-0.6812617159613445,0.03976862356946065
Joe Ross,605452,32684.0,RP,21.8114,-3.5384280425890946,-3.5384280425890946,3.5772936850887764,-8.493202602807704,-1.1420776582207495,-2.1411436709621827,-0.6418671254646006,-0.6812617159613445,0.039394590496743986
Cole Sands,663485,3983841.0,RP,65.4562,-1.404610795166942,-1.404610795166942,0.6110767606755706,-2.1844683507374336,-0.6193870503321184,0.12424303007690035,-0.6419104885821761,-0.6812617159613445,0.03935122737916841
Mason Black,696131,,RP,41.8655,-4.523995633310632,-4.523995633310632,3.3584996253380788,-9.114473724139472,-0.5403359186055499,-0.7212671051709221,-0.6422344659570259,-0.6812617159613445,0.039027250004318614
Luis Perales,691384,,RP,17.0632,-3.264379743390725,-3.264379743390725,3.4288873880460717,-8.173757921566018,-0.7446677579585077,-1.8780527134864022,-0.6425250167543334,-0.6812617159613445,0.03873669920701117
John Klein,804619,,RP,34.5384,-3.6827317158508164,-3.6827317158508164,3.3713872976280537,-8.29216367140951,-0.5469965145256241,-1.3574407270730322,-0.6428488444435022,-0.6812617159613445,0.03841287151784234
Brandon Williamson,682227,42431.0,RP,77.841,-4.727367571448768,-4.727367571448768,2.851672923648509,-8.52147673045435,-1.1967331411641118,-0.5614391229321943,-0.6439179288781562,-0.6812617159613445,0.03734378708318831
Jack Kochanowicz,686799,,RP,55.84,-5.858095651939412,-5.858095651939412,3.823375099022881,-10.964029380936497,-0.7840318110436614,-0.485819294601137,-0.6441432897135052,-0.6812617159613445,0.03711842624783934
Chayce McDermott,694646,,RP,14.051,-3.4884255481676743,-3.4884255481676743,3.1785989759735407,-7.881091425260485,-0.5756894923937794,-1.27348145954603,-0.6450474487534148,-0.6812617159613445,0.03621426720792975
José Buttó,676130,4905900.0,RP,61.7727,-2.8025911206778087,-2.8025911206778087,1.976041177464227,-5.4814687118926555,-0.7073363876237342,-1.2139994220355657,-0.6459466413002898,-0.6812617159613445,0.03531507466105477
Justin Sterner,686993,,RP,65.2444,-1.6964304472870482,-1.6964304472870482,0.7599947313194506,-2.6848221949012254,-0.7096290722672965,0.10600659648650952,-0.6461856505502074,-0.6812617159613445,0.03507606541113717
Gregory Soto,642397,39804.0,RP,59.1784,-1.5460427525873106,-1.5460427525873106,0.6928746341435913,-2.4719452389973187,-0.6490172655331066,0.012118844112205386,-0.6464582244365988,-0.6812617159613445,0.03480349152474571
Trent Harris,805345,,RP,5.928,-2.96908280417024,-2.96908280417024,2.1040986345904247,-5.6010897828170965,-1.6125966300739145,-2.1161388856750953,-0.6465835805471088,-0.6812617159613445,0.0346781354142357
Graham Ashcraft,668933,4084179.0,RP,61.4733,-2.459203295765837,-2.459203295765837,1.3908506854430478,-4.143291503157652,-1.035627064502974,-1.0290802267159358,-0.6469927299373092,-0.6812617159613445,0.034268986024035386
Alexander Alberto,693739,,RP,10.556,-3.1981042426267123,-3.1981042426267123,3.3162443408053592,-7.710965290683753,-0.5747056181532594,-1.941979855228874,-0.6478055716804801,-0.6812617159613445,0.03345614428086441
DJ Herz,687792,,RP,25.4647,-3.059290158251624,-3.059290158251624,2.6318655684480845,-6.658732359457314,-1.1098419127970385,-2.183823083333858,-0.647997976241613,-0.6812617159613445,0.03326373971973151
Jack Perkins,678022,,RP,24.728,-2.8723175864671955,-2.8723175864671955,1.6221925344543084,-4.889935571887745,-1.512143381548289,-1.4865436844675142,-0.6480846845603103,-0.6812617159613445,0.03317703140103423
Pierson Ohl,701487,,RP,32.6827,-3.226951770945539,-3.226951770945539,2.777520322204825,-6.826956920013161,-1.271528733278058,-1.9132046733730712,-0.6489521826276391,-0.6812617159613445,0.032309533333705454
Paul Sewald,623149,35009.0,RP,53.0027,-1.811224068496911,-1.811224068496911,0.8326752715013491,-2.890948770333677,-0.7551147370281227,-0.04927892927420787,-0.6491136108717714,-0.6812617159613445,0.03214810508957311
McCade Brown,685326,,RP,36.4986,-4.450261575852466,-4.450261575852466,3.5785430145579893,-9.526110728903937,-0.5739994923001429,-0.8179039204933775,-0.6492661772642504,-0.6812617159613445,0.03199553869709415
Jason Foley,671345,42698.0,RP,23.297,-2.746790869094365,-2.746790869094365,1.058213240913047,-3.8336765388174694,-1.6340889109592327,-0.15851052300858415,-0.6494197412340487,-0.6812617159613445,0.031841974727295885
Jordan Leasure,673929,,RP,61.0641,-1.5553759214397207,-1.5553759214397207,0.6424876298132529,-2.381526599684964,-0.7361599502258563,0.23080321807073628,-0.6498601267168297,-0.6812617159613445,0.03140158924451486
Hayden Wesneski,669713,42996.0,RP,23.8607,-2.704177044480943,-2.704177044480943,1.8536349814853366,-5.121554974940672,-1.2416421533944544,-1.991940157521466,-0.6498628634941898,-0.6812617159613445,0.03139885246715479
Matt Svanson,694335,4649953.0,RP,63.7568,-1.689605231173151,-1.689605231173151,0.7302453415479557,-2.6346829918070043,-0.7433625642385123,0.09415669114123201,-0.6503992001852165,-0.6812617159613445,0.030862515776128085
Andrew Walters,689958,,RP,24.7757,-3.2316098608911483,-3.2316098608911483,1.5191547599042605,-5.219867240885252,-1.669006074585784,-0.6719539690749854,-0.650674117431083,-0.6812617159613445,0.030587598530261495
Brad Keller,641745,35292.0,RP,64.5859,-1.636652583687121,-1.636652583687121,0.740940658781645,-2.5978029733776116,-0.7195467468227932,-0.14666558567243554,-0.6510702162416667,-0.6812617159613445,0.030191499719677828
Chen Zhong-Ao Zhuang,800018,,RP,7.17226,-2.9570975807766313,-2.9570975807766313,2.609705066042179,-6.376798611996293,-1.0948958928371118,-2.1472435273622628,-0.6514270426234064,-0.6812617159613445,0.0298346733379381
Tanner Banks,621383,,RP,58.2627,-1.630349349028533,-1.630349349028533,0.7041449433470994,-2.518086450851292,-0.7360400898840822,-0.048111802193336266,-0.6527877710389919,-0.6812617159613445,0.028473944922352667
Marco Raya,694397,,RP,19.6067,-3.575018248211107,-3.575018248211107,3.2606355312358306,-8.127100241687947,-0.6295240016316158,-1.3689344221947355,-0.6528526560494722,-0.6812617159613445,0.02840905991187237
Trevor Stephan,663986,41003.0,RP,14.9287,-3.14674982400388,-3.14674982400388,2.4004655190629802,-6.147638981023448,-1.5603919722527926,-2.326393954320077,-0.6535657451470241,-0.6812617159613445,0.027695970814320403
Mark Leiter Jr.,643410,36202.0,RP,62.1798,-1.8478184967190803,-1.8478184967190803,0.8014654909280114,-2.8811400710780313,-0.8240503189298906,0.013770146592089349,-0.6539879908437506,-0.6812617159613445,0.02727372511759396
Mike Clevinger,605182,32769.0,RP,29.841,-3.834762041391815,-3.834762041391815,3.1914394476067294,-8.274837811057386,-0.6080691505431683,-1.0890059754617385,-0.6549729645600406,-0.6812617159613445,0.026288751401303934
Adam Macko,671936,,RP,12.6378,-3.232753339089739,-3.232753339089739,3.351997977699407,-7.962421849867056,-0.7130839224225022,-1.8842440000648066,-0.6556004322189122,-0.6812617159613445,0.025661283742432373
Brock Stewart,592779,35997.0,RP,29.577,-2.248295644927837,-2.248295644927837,0.8686068599322321,-3.2176387876952433,-1.2261640810885561,0.14750767117524355,-0.6559863303755217,-0.6812617159613445,0.025275385585822874
Tayler Scott,605463,,RP,16.5143,-3.5845928972288954,-3.5845928972288954,4.120061124032165,-9.22772670678541,-0.7602173182290555,-2.2080931188836073,-0.6561156505484543,-0.6812617159613445,0.025146065412890217
Ben Joyce,690829,4867388.0,RP,43.0333,-1.5272885395298963,-1.5272885395298963,0.6139751316842869,-2.3098188905984265,-0.726757806400781,0.10304975910101265,-0.6562319221090314,-0.6812617159613445,0.025029793852313187
Steven Okert,595345,33716.0,RP,61.2018,-1.46560525287562,-1.46560525287562,0.59291018408163,-2.2342257527569993,-0.7098170630569731,-0.006626635432491995,-0.6566604151494407,-0.6812617159613445,0.024601300811903815
Kyle Finnegan,640448,36543.0,RP,60.9441,-1.6605316767470195,-1.6605316767470195,0.679544470498119,-2.5277938893171132,-0.7637445860928306,0.11310763105686784,-0.6571931973357891,-0.6812617159613445,0.02406851862555548
Tyson Neighbors,695695,,RP,14.7578,-3.1767253099667547,-3.1767253099667547,1.6876673972016456,-5.275045352271087,-1.9723099057558,-1.6926158204981177,-0.6573319365400004,-0.6812617159613445,0.02392977942134411
Peter Lambert,663567,39898.0,RP,10.1096,-3.2005062962916178,-3.2005062962916178,3.2620003292909776,-7.889626643980671,-0.6936678099970347,-1.755240945020216,-0.6577046806017633,-0.6812617159613445,0.023557035359581202
Camilo Doval,666808,41337.0,RP,62.1945,-1.5951059585794538,-1.5951059585794538,0.6281581732172555,-2.3859272097547244,-0.807224534316521,0.09558583151630046,-0.6582714818615,-0.6812617159613445,0.022990234099844575
Dane Dunning,641540,36080.0,RP,14.5095,-3.1385943704817487,-3.1385943704817487,2.9197336307930883,-6.8213133032797,-1.0071279920508527,-2.4683292999436235,-0.6583169744586662,-0.6812617159613445,0.022944741502678334
Jose Corniell,692030,,RP,15.2375,-2.8796847824006617,-2.8796847824006617,1.7518982871446533,-5.017065081660262,-1.6190957623567421,-1.8231162263312009,-0.6593212966089463,-0.6812617159613445,0.02194041935239821
Sawyer Gipson-Long,687830,,RP,36.6818,-2.4456782847052674,-2.4456782847052674,1.0781915285683423,-3.73432968381566,-1.4626312834646509,-1.1114643792670547,-0.6593541034904535,-0.6812617159613445,0.021907612470891014
Kutter Crawford,676710,41277.0,RP,70.7386,-1.9815717287085493,-1.9815717287085493,0.9507577765375017,-3.214930731947139,-0.9653469169173784,-0.757739476633105,-0.6595003646040584,-0.6812617159613445,0.021761351357286185
Austin Voth,608723,35044.0,RP,6.3232,-3.1141524327409797,-3.1141524327409797,2.6650053529505415,-6.570716458268101,-1.4268862304563616,-2.3612870165072084,-0.659786760260301,-0.6812617159613445,0.02147495570104352
Connelly Early,813349,4863321.0,RP,46.1766,-2.3072326317977216,-2.3072326317977216,0.9872153066476832,-3.4374054954766553,-1.2611641577304777,-0.794776693308956,-0.6603781800610576,-0.6812617159613445,0.02088353590028691
Drew Anderson,623454,41125.0,RP,72.7123,-2.241609151077279,-2.241609151077279,0.9802431884831391,-3.4779286929779687,-1.086275357589073,-0.2566467598222013,-0.6609557339338435,-0.6812617159613445,0.020305982027501
Dietrich Enns,608650,,RP,59.1542,-2.895711765381294,-2.895711765381294,1.8029600769122707,-5.3155088584232715,-1.1598060843974658,-1.3948303056957876,-0.6610174655779552,-0.6812617159613445,0.020244250383389395
Daniel Lynch IV,663738,41227.0,RP,55.9342,-3.5840475013185875,-3.5840475013185875,2.3634747092222375,-6.851801445993864,-0.8921145889650529,-0.8983896519182658,-0.6633211765359236,-0.6812617159613445,0.017940539425420954
Ryan Bergert,686701,,RP,55.7145,-4.335287322129036,-4.335287322129036,2.810614523701708,-8.155037948928742,-0.8247107588130492,-0.6336009696156045,-0.6641068795652745,-0.6812617159613445,0.017154836396070072
Ryan Thompson,657044,38628.0,RP,60.4409,-1.8080070821514713,-1.8080070821514713,0.7417126205641222,-2.786661334249771,-0.8537907570300639,-0.07811839254289063,-0.6645547290073928,-0.6812617159613445,0.016706986953951786
Kyle Hart,606996,39936.0,RP,37.7918,-3.4848933435937104,-3.4848933435937104,2.8112362967666424,-7.342729505381893,-0.8955658007952051,-1.4463246858415542,-0.6646454668582864,-0.6812617159613445,0.016616249103058145
Cade Gibson,806188,,RP,59.8324,-3.786992858437845,-3.786992858437845,2.573558728492151,-7.296025094448274,-0.908164960596293,-1.0251434537856614,-0.6649116899403607,-0.6812617159613445,0.0163500260209839
Anthony Molina,683627,,RP,16.8162,-3.7552426042639713,-3.7552426042639713,3.6009797230326344,-8.643964263710066,-0.6759531870999577,-1.5733293658944891,-0.6651799698944516,-0.6812617159613445,0.016081746066892944
Paul Blackburn,621112,32776.0,RP,61.7274,-3.4079612459648194,-3.4079612459648194,2.262197618649384,-6.590493926031075,-1.0900827693263488,-1.1024057373421117,-0.6654670497279337,-0.6812617159613445,0.01579466623341086
Tanner Houck,656557,41009.0,RP,20.8119,-3.5908093558839687,-3.5908093558839687,3.2655258546216532,-7.964632463804567,-0.8716758846903161,-1.7868484130758246,-0.6660419272224558,-0.6812617159613445,0.01521978873888874
Tyler Phillips,663969,,RP,65.4209,-3.6925542618357143,-3.6925542618357143,2.1947579640865498,-6.694932432947803,-1.0661890020358764,-0.7634052675437941,-0.6661344185568346,-0.6812617159613445,0.01512729740450991
Jesse Scholtens,669947,,RP,31.5454,-3.3275709141737995,-3.3275709141737995,2.446578619474455,-6.682934257363647,-1.4132815905195772,-1.9519060997460718,-0.6668571048856502,-0.6812617159613445,0.014404611075694351
Osvaldo Bido,674370,5132624.0,RP,17.1937,-3.277940328845034,-3.277940328845034,2.9471407476544114,-7.386528553588735,-1.0231415567495334,-1.8182404334809346,-0.667257948230287,-0.6812617159613445,0.014003767731057604
Mitchell Parker,680730,,RP,46.1146,-3.9297055300285253,-3.9297055300285253,2.845139710004275,-7.914655401238008,-0.7923089542142554,-0.971814622303567,-0.669053427964394,-0.6812617159613445,0.012208287996950506
Payton Tolle,801139,,RP,47.6062,-2.6372638497206324,-2.6372638497206324,0.8453196721058006,-3.55309700847328,-1.661925489529852,0.013740326129270968,-0.6690992079111511,-0.6812617159613445,0.012162508050193477
Manuel Rodríguez,655889,42363.0,RP,12.1429,-2.725054235729182,-2.725054235729182,0.7721561252441836,-3.5211119634778636,-1.970079749144523,0.1108607590077457,-0.6691666153936888,-0.6812617159613445,0.012095100567655725
Clarke Schmidt,657376,41085.0,RP,26.7276,-2.658668279169712,-2.658668279169712,1.034454677804965,-3.901301362785515,-1.6361794384627997,-1.2720231742998975,-0.6692485149350685,-0.6812617159613445,0.01201320102627601
Bailey Falter,663559,4705677.0,RP,67.5653,-4.595570532993824,-4.595570532993824,2.9771260662468144,-8.582619541048718,-0.9402896164913975,-0.8325815405992213,-0.6693816710282131,-0.6812617159613445,0.01188004493313144
Connor Phillips,683175,,RP,53.7866,-3.3365170761981586,-3.3365170761981586,2.0642296946476755,-6.178347734542684,-0.9766743853995528,-0.8093277701103972,-0.6694558361855075,-0.6812617159613445,0.011805879775837025
Angel Bastardo,682785,,RP,20.7437,-3.2309504618692984,-3.2309504618692984,2.7096304737061465,-6.7446421648914985,-1.2087237604203531,-2.2039791950272876,-0.6698067208825126,-0.6812617159613445,0.011454995078831964
Lazaro Estrada,681751,,RP,19.954,-3.110335132555277,-3.110335132555277,1.9454150649003135,-5.74557644371269,-1.5267927591149937,-1.5939868825536898,-0.6700189280771658,-0.6812617159613445,0.011242787884178762
Antonio Senzatela,622608,33750.0,RP,74.8349,-7.820562643890793,-7.820562643890793,3.661967107579032,-12.586704537833562,-3.1104451514192304,-0.1448670797196774,-0.6701249037369326,-0.6812617159613445,0.011136812224411985
Jordan Wicks,696136,,RP,25.5826,-2.992445579731699,-2.992445579731699,1.4770443480559912,-4.892010614981711,-1.8040052369692585,-1.8957939369809562,-0.6702286959991073,-0.6812617159613445,0.011033019962237267
Tobias Myers,668964,,RP,63.3172,-2.7203513110621316,-2.7203513110621316,1.5286877874978118,-4.783715829610435,-1.1109280266991601,-1.1082787292695637,-0.6702338818774843,-0.6812617159613445,0.01102783408386021
Keegan Akin,669211,36724.0,RP,64.5747,-1.8748022280131558,-1.8748022280131558,0.6704011657933298,-2.751512773832848,-1.0003535672034938,0.09077647203325045,-0.6704544707286175,-0.6812617159613445,0.010807245232727025
Josh Fleming,676596,42615.0,RP,9.60378,-3.337759051937982,-3.337759051937982,3.2562970978080035,-7.894468986599087,-0.693824865316957,-1.6993741115664973,-0.6710909336415907,-0.6812617159613445,0.01017078231975388
Ken Waldichuk,686610,4189711.0,RP,16.5143,-3.540958050284318,-3.540958050284318,2.7043716909897015,-7.348967635374782,-0.8677798689478791,-1.1798745308036256,-0.6717861332568256,-0.6812617159613445,0.009475582704518981
Cole Wilcox,677961,,RP,17.9804,-3.3882031182002192,-3.3882031182002192,2.987620853125627,-7.585873231014047,-1.0077851491044552,-1.709198939798336,-0.6732504150347293,-0.6812617159613445,0.008011300926615283
Colton Gordon,676467,,RP,30.8476,-3.1242048264023063,-3.1242048264023063,1.5399143553766246,-5.181157502771991,-1.877312071874054,-1.7566488090218413,-0.6733190781431274,-0.6812617159613445,0.007942637818217135
Christian Roa,685005,,RP,6.0226,-3.128555118603397,-3.128555118603397,2.5688342112514904,-6.9269598849309695,-0.84763077902601,-1.2466187562301132,-0.6734074983536966,-0.6812617159613445,0.007854217607647929
Brady Basso,669620,,RP,34.0101,-3.078255562998911,-3.078255562998911,2.104735878309857,-5.755856157378563,-1.4902939368562533,-2.106458632549008,-0.6736537700308416,-0.6812617159613445,0.007607945930502957
Ryder Ryan,656924,,RP,7.82672,-3.2700878995588827,-3.2700878995588827,2.8771652763683297,-7.402301957794214,-0.8071774718558872,-1.4519485852608414,-0.6736759835142944,-0.6812617159613445,0.007585732447050186
Griff McGarry,676046,4414539.0,RP,43.2083,-3.7805953266451002,-3.7805953266451002,2.44536508511869,-7.0770527142962605,-1.0917128225405588,-0.9236509859704266,-0.6740365522121654,-0.6812617159613445,0.007225163749179142
Miguel Castro,612434,33820.0,RP,17.8693,-3.5336564002431397,-3.5336564002431397,2.3711880503869383,-6.86027973040072,-1.8043785669910584,-1.7546049642782209,-0.6741326062766031,-0.6812617159613445,0.007129109684741453
Justin Slaten,686580,,RP,59.8586,-2.0755619657057345,-2.0755619657057345,0.7204865086836242,-2.9901810389003094,-1.1325306018047083,-0.029472755201154693,-0.6744520061086463,-0.6812617159613445,0.0068097098526982425
Bennett Sousa,656986,,RP,45.6041,-1.691906204959841,-1.691906204959841,0.44989724647721513,-2.2203793103212237,-1.1060199164067588,0.6247884559641688,-0.674771174783117,-0.6812617159613445,0.00649054117822756
Stephen Kolek,663568,5190073.0,RP,63.2923,-3.9670020085033535,-3.9670020085033535,2.189602921148952,-6.850726095728732,-1.187526200876811,-0.5496059701450788,-0.6750355953402161,-0.6812617159613445,0.006226120621128484
Austin Love,676153,,RP,18.0945,-3.550579930115372,-3.550579930115372,3.3856875663056107,-8.231138064211036,-0.9172051545303127,-1.8166690868482072,-0.675091727766468,-0.6812617159613445,0.0061699881948765745
Dom Hamel,687589,,RP,33.3914,-3.803152855349408,-3.803152855349408,3.27873384397463,-8.152192935619336,-1.142588434970572,-1.8558091389635725,-0.6751064992153109,-0.6812617159613445,0.006155216746033698
Andrew Nardi,677053,,RP,49.6976,-1.731062128874517,-1.731062128874517,0.5195104649840175,-2.3694445359084244,-1.071990968530863,0.16024690660441832,-0.6751472174159338,-0.6812617159613445,0.006114498545410796
Mason Barnett,686930,,RP,30.2265,-3.933530727531786,-3.933530727531786,2.9298189873453957,-8.105098081325059,-0.8952576540160975,-0.8928262359781358,-0.6751783514951584,-0.6812617159613445,0.006083364466186181
Tony Santillan,663574,40950.0,RP,65.5133,-2.130466577342549,-2.130466577342549,0.7241253179529769,-3.0958853273695173,-1.1799178736340266,0.054744695903379506,-0.675182795068441,-0.6812617159613445,0.0060789208929035166
Keaton Winn,676775,,RP,49.6164,-2.8775774114742587,-2.8775774114742587,1.391862604999714,-4.724676631670957,-1.6538151956911158,-1.4983918268023682,-0.6753373598915063,-0.6812617159613445,0.00592435606983821
Daniel Robert,642016,,RP,6.10867,-3.020230151889212,-3.020230151889212,1.4521485506419392,-4.95382805457647,-1.9631288718146072,-1.9245113397666187,-0.675347086528797,-0.6812617159613445,0.005914629432547502
Mike Vasil,678024,,RP,14.7877,-3.3803475242339607,-3.3803475242339607,2.7721235553116497,-7.235491837288476,-0.9116782131769509,-1.4057026615337949,-0.6755314993451375,-0.6812617159613445,0.0057302166162070955
José Berríos,621244,32811.0,RP,90.5859,-2.996549024583315,-2.996549024583315,1.2668569045008862,-4.60901351577459,-1.4701119560522131,-0.48585283312564215,-0.6758743340465613,-0.6812617159613445,0.0053873819147832736
Cooper Criswell,681867,4326801.0,RP,56.4054,-3.3903445447636633,-3.3903445447636633,1.9156343982654556,-5.98334779946017,-1.4905439348686504,-1.3808979608193326,-0.6758843689503375,-0.6812617159613445,0.005377347011007005
Alex Carrillo,692024,,RP,21.2419,-3.313935522210051,-3.313935522210051,1.3807518862402506,-5.049922453341996,-2.2452312105445724,-1.7352703812063464,-0.6759107089302795,-0.6812617159613445,0.005351007031065058
Jakob Junis,596001,36056.0,RP,60.774,-2.1014159632589804,-2.1014159632589804,0.6769208279984599,-2.974476254389647,-1.2185219465504715,0.09220201304323501,-0.6759863571866224,-0.6812617159613445,0.005275358774722183
Codi Heuer,676051,42138.0,RP,7.87746,-2.9187112041614602,-2.9187112041614602,0.9828310342682928,-4.124858025221589,-2.015632092934787,-1.4636696346026412,-0.6760640952398821,-0.6812617159613445,0.005197620721462459
Shane Drohan,675660,,RP,32.9864,-3.087606138136798,-3.087606138136798,2.110763319283405,-6.053384116590526,-1.2894193094955886,-1.6407925528149516,-0.6763915735205546,-0.6812617159613445,0.004870142440789982
Jackson Rutledge,671131,,RP,58.9679,-3.879211250751614,-3.879211250751614,2.522132541811015,-7.216253889734323,-1.0652055585576814,-1.0390914395308317,-0.6766924919216438,-0.6812617159613445,0.0045692240397007255
Ben Casparius,676508,,RP,53.7898,-3.374931075118779,-3.374931075118779,1.8457413999482513,-5.909188229718612,-1.235526396836528,-0.7859075800918407,-0.6767413518656991,-0.6812617159613445,0.0045203640956454905
Michael Tonkin,543859,5214984.0,RP,27.9125,-3.3874636386517025,-3.3874636386517025,1.8211571077291377,-5.863021994702129,-2.0047025854210876,-1.7883622859088129,-0.676746894526343,-0.6812617159613445,0.0045148214350015925
Joe Jiménez,641729,33760.0,RP,16.2974,-2.603563612689787,-2.603563612689787,0.5923763453089016,-3.1297567534422503,-1.8739756703141528,0.9071566880257713,-0.6767649210179538,-0.6812617159613445,0.004496794943390725
Brad Lord,695418,,RP,98.5914,-3.9066118350180874,-3.9066118350180874,1.7500875447445627,-6.218110855698097,-1.8424569434486295,-0.701823293903506,-0.6768616710084565,-0.6812617159613445,0.004400044952888038
Thomas Harrington,802419,4736800.0,RP,17.8457,-3.354010643356422,-3.354010643356422,2.5709091927924135,-7.158121717315904,-0.9406505670546251,-1.1037395650251722,-0.6770193189867466,-0.6812617159613445,0.0042423969745979395
Trevor Williams,592866,33305.0,RP,24.8823,-3.4109205898487973,-3.4109205898487973,2.7916584157428677,-7.540443548579559,-0.912194607008523,-1.3928600003026665,-0.6770428320339348,-0.6812617159613445,0.004218883927409767
Nick Burdi,595897,33728.0,RP,7.67389,-2.9205891241844135,-2.9205891241844135,1.126623385227852,-4.392969965128739,-2.0258338936474356,-1.930473916519334,-0.6771693423844266,-0.6812617159613445,0.00409237357691794
Kolby Allard,663465,34980.0,RP,25.8186,-3.375328526209543,-3.375328526209543,2.922901641666789,-7.442514565214196,-0.9444771770365269,-1.6528933217422288,-0.6772684034836711,-0.6812617159613445,0.0039933124776734275
Brusdar Graterol,660813,40965.0,RP,37.81,-2.225432229999684,-2.225432229999684,0.5580616855398781,-2.854712402593934,-1.519221800735723,0.6988013944543369,-0.6772958744713414,-0.6812617159613445,0.003965841490003119
