mlbam_id,name,age,ip_projected,ip_fullseason,games_missed_estimate,ip_disagreement,injury_risk_tier
690990.0,Cade Horton,,138.39714285714285,200,49.89831428571428,26.428711429230216,LOW
694462.0,Hurston Waldrep,,88.56811428571429,200,90.25982742857143,55.52066988327946,MODERATE
547943.0,Hyun Jin Ryu,,1.0,200,161.19,,VERY_HIGH
592662.0,Robbie Ray,,173.092,200,21.79547999999998,15.094642614738074,LOW
811307.0,Jack Wenninger,,80.1637675,200,97.067348325,95.1201419951433,MODERATE
702273.0,Noah Schultz,,63.84626666666667,200,110.28452399999999,70.57272605721467,VERY_HIGH
458681.0,Lance Lynn,,68.11943000000001,200,106.8232617,112.5009800871739,HIGH
694477.0,Chad Patrick,,149.26299999999998,200,41.09697000000003,21.776836294558493,LOW
690279.0,Mason Adams,,68.00395666666667,200,106.91679509999999,112.59774525702382,HIGH
660623.0,Huascar Ynoa,,24.216473333333337,200,142.3846566,39.651026747262584,VERY_HIGH
679525.0,Alec Marsh,,74.406155,200,101.73101444999999,92.94672937155687,MODERATE
693821.0,Bryce Elder,,131.36614285714285,200,55.59342428571429,32.73058456260022,LOW
607536.0,Kyle Freeland,,162.82842857142856,200,30.108972857142863,18.592630976250984,LOW
641482.0,Nestor Cortes,,55.44028333333333,200,117.0933705,79.2079229770461,VERY_HIGH
696292.0,Ben Hess,,75.3386375,200,100.975703625,93.21715441962543,MODERATE
670102.0,Bowden Francis,,69.9057325,200,105.376356675,92.29668400388441,HIGH
680723.0,Drew Rom,,69.0437725,200,106.074544275,92.16518014301113,HIGH
683352.0,Mitch Bratt,,51.816228571428574,200,120.02885485714285,75.14962834296463,VERY_HIGH
682227.0,Brandon Williamson,,100.36677142857143,200,80.70291514285715,43.49614781064772,LOW
663436.0,Davis Martin,,154.40557142857142,200,36.931487142857144,22.166972187296597,LOW
687931.0,Carson Whisenhunt,,78.39564285714286,200,98.4995292857143,58.33601928699675,MODERATE
694358.0,Tekoah Roby,,70.706765,200,104.72752035,92.22472156853732,HIGH
622703.0,Ronald Herrera,,1.0,200,161.19,,VERY_HIGH
669461.0,Matthew Liberatore,,155.34214285714285,200,36.17286428571429,20.4149730461784,LOW
671106.0,Logan Allen,,130.8567142857143,200,56.006061428571414,30.887030696363407,LOW
642558.0,Ariel Jurado,,1.0,200,161.19,,VERY_HIGH
694372.0,Adam Seminaris,,75.04717,200,101.21179230000001,93.18034010832042,MODERATE
572971.0,Dallas Keuchel,,64.726225,200,109.57175775,92.18843245043907,VERY_HIGH
814490.0,Ethan Pecko,,73.77139,200,102.2451741,93.04075905104744,HIGH
527048.0,Martín Pérez,,60.8114,200,112.742766,70.002772843081,VERY_HIGH
571578.0,Patrick Corbin,,97.0257,200,83.40918299999998,49.86548771341424,LOW
827292.0,John Holobetz,,78.675,200,98.27324999999999,94.23592290982599,MODERATE
571945.0,Miles Mikolas,,147.8967142857143,200,42.20366142857142,22.605964041334207,LOW
656288.0,Griffin Canning,,118.01285714285714,200,66.40958571428571,35.49921602152443,LOW
690928.0,Hunter Dobbins,,99.61434285714287,200,81.31238228571429,43.63304249220069,LOW
696146.0,Hagen Smith,,59.76153333333334,200,113.593158,73.71430925856029,VERY_HIGH
682847.0,Luis Ortiz,,77.4947425,200,99.22925857499999,93.99440107385063,MODERATE
605795.0,Angel Sánchez,,67.33804333333333,200,107.4561849,113.16105500518115,HIGH
685503.0,Kohei Arihara,,1.0,200,161.19,,VERY_HIGH
572020.0,James Paxton,,67.90853333333332,200,106.99408800000002,112.67791397808772,HIGH
689981.0,River Ryan,,69.59688571428572,200,105.62652257142857,57.062551589357575,HIGH
814351.0,Lucas Braun,,83.637415,200,94.25369384999999,96.87608919746692,MODERATE
688867.0,Braxton Bragg,,67.9152675,200,106.988633325,92.08505976027215,HIGH
669247.0,Chris Clarke,,65.4960725,200,108.948181275,92.4751569073249,VERY_HIGH
571760.0,Andrew Heaney,,81.5530975,200,95.941991025,96.05037014701206,MODERATE
607968.0,Drew Rucinski,,1.0,200,161.19,,VERY_HIGH
622379.0,Luis F. Castillo,,56.553125,200,116.19196875,94.88756305436362,VERY_HIGH
681410.0,Connor McCullough,,64.9910975,200,109.357211025,92.329744884037,VERY_HIGH
687922.0,Easton Lucas,,68.9600725,200,106.14234127499999,92.49702851166458,HIGH
605288.0,Adrian Houser,,149.71071428571426,200,40.734321428571455,22.48780739063049,LOW
702650.0,Michael Forret,,73.1342975,200,102.761219025,92.86425961912019,HIGH
680933.0,Joander Suarez,,73.5502175,200,102.42432382499999,92.75992283590234,HIGH
815456.0,Ben Shields,,66.16095250000001,200,108.40962847499999,92.22862371029773,VERY_HIGH
695243.0,Mason Miller,,65.47882857142856,65,10.044466403162055,2.523023451281077,LOW
425844.0,Zack Greinke,,1.0,200,161.19,,VERY_HIGH
681293.0,Spencer Arrighetti,,104.40712857142856,200,77.43022585714287,41.55281215303862,LOW
608337.0,Lucas Giolito,,132.12114285714284,200,54.98187428571429,30.16011020331641,LOW
547179.0,Michael Lorenzen,,149.18585714285715,200,41.15945571428571,22.467813692988848,LOW
801725.0,Luis De León,,72.4791625,200,103.29187837500001,92.69380446829024,HIGH
691730.0,Alejandro Rosario,,67.96481333333334,200,106.94850119999998,112.63060860309925,HIGH
677944.0,Slade Cecconi,,155.2997142857143,200,36.20723142857142,21.607836554625933,LOW
663623.0,Jake Irvin,,134.40928571428572,200,53.128478571428566,32.495354476777585,LOW
692617.0,Chih-Jung Liu,,67.68303,200,107.1767457,112.86810328849644,HIGH
630023.0,Yonny Chirinos,,67.92215333333333,200,106.98305580000002,112.66645996174077,HIGH
596295.0,Austin Gomber,,52.75707142857142,200,119.26677214285715,71.9422461204985,VERY_HIGH
669445.0,Adam Laskey,,36.0103175,200,132.83164282500002,39.42770893424097,VERY_HIGH
702275.0,JR Ritchie,,74.58998333333334,200,101.5821135,69.64084458018633,MODERATE
663929.0,Riley Thompson,,67.38628666666666,200,107.41710780000001,113.1199440954889,HIGH
701603.0,Tyler Stuart,,70.39873,200,104.97702869999999,92.17047348501362,HIGH
699214.0,Leandro Lopez,,72.5090575,200,103.26766342500001,92.66433595592872,HIGH
663383.0,Gray Fenter,,1.0,200,161.19,,VERY_HIGH
820825.0,Konner Eaton,,82.1783475,200,95.43553852499998,96.20655017195914,MODERATE
684442.0,Kohl Drake,,48.800599999999996,200,122.471514,70.87707553398349,VERY_HIGH
545333.0,Trevor Bauer,,1.0,200,161.19,,VERY_HIGH
500779.0,Jose Quintana,,144.8827142857143,200,44.645001428571426,25.217318306501756,LOW
811666.0,Daniel Eagen,,77.7652175,200,99.010173825,93.9678955705399,MODERATE
811315.0,Brody Hopkins,,55.410626666666666,200,117.11739240000001,79.96495386868091,VERY_HIGH
573186.0,Marcus Stroman,,79.20955714285715,200,97.84025871428572,54.26953663498695,MODERATE
608372.0,Tomoyuki Sugano,,129.773,200,56.883869999999995,30.789824493383094,LOW
543294.0,Kyle Hendricks,,81.5254775,200,95.96436322499999,95.79390300576907,MODERATE
694393.0,Jaxon Wiggins,,68.7795325,200,106.28857867499998,92.23949218027072,HIGH
664350.0,Sixto Sánchez,,24.462753333333335,200,142.18516979999998,39.442520735147404,VERY_HIGH
701604.0,Andrew Lindsey,,24.429086666666667,200,142.2124398,39.4708166384043,VERY_HIGH
690953.0,Mick Abel,,133.649,200,53.744310000000006,29.528854165601032,LOW
701565.0,Connor Schultz,,68.2503575,200,106.71721042499999,92.34346077648321,HIGH
682620.0,Richard Gallardo,,67.81588,200,107.0691372,112.75593279523345,HIGH
695034.0,Kade Morris,,85.2220925,200,92.97010507499999,98.09449353037556,MODERATE
691725.0,Andrew Painter,,122.73885714285714,200,62.58152571428571,34.08486942632352,LOW
800600.0,Jackson Kent,,77.95625,200,98.85543750000001,94.02454993023542,MODERATE
700413.0,Tyler Uberstine,,55.393745,200,117.13106655,79.01897740643162,VERY_HIGH
605513.0,Spencer Turnbull,,54.571242857142856,200,117.79729328571429,65.52470284108779,VERY_HIGH
641949.0,John Parke,,1.0,200,161.19,,VERY_HIGH
645307.0,Ricardo Sánchez,,1.0,200,161.19,,VERY_HIGH
656212.0,Charlie Barnes,,76.825,200,99.77175,93.9701504024904,MODERATE
622072.0,Alex Wood,,67.71560000000001,200,107.150364,112.84057005385964,HIGH
814492.0,Will Watson,,76.565445,200,99.98198955,93.77827270851229,MODERATE
493159.0,Tsuyoshi Wada,,1.0,200,161.19,,VERY_HIGH
804577.0,Reid VanScoter,,73.33826,200,102.59600939999999,92.66200095316167,HIGH
800049.0,Adam Mazur,,80.75371,200,96.5894949,95.52499324115688,MODERATE
809343.0,Bryce Mayer,,70.0871925,200,105.22937407500001,92.28185868736549,HIGH
822161.0,R.J. Gordon,,79.3076925,200,97.760769075,94.70544182550911,MODERATE
687273.0,Quinn Mathews,,77.67739999999999,200,99.081306,63.57098398923836,MODERATE
693311.0,Tink Hence,,45.168085714285716,200,125.41385057142857,70.91332974569329,VERY_HIGH
548389.0,Ross Stripling,,67.62169666666667,200,107.22642570000001,112.92001005240849,HIGH
